    time    temp    dens
   9.96999552652089E-01   5.91596532209681E-02   8.01447182469623E-01
     nin     zin       y       x
  1    0     4.23977665161120E-10   4.23977665161120E-10
  0    1     9.11680668289991E-02   9.11680668289991E-02
  1    1     7.90321631200442E-07   1.58064326240088E-06
  2    1     8.64329321668370E-08   2.59298796500511E-07
  1    2     1.84901847706697E-06   5.54705543120090E-06
  2    2     2.21332363236885E-01   8.85329452947541E-01
  4    2     2.99585820669890E-21   1.79751492401934E-20
  3    3     1.90407840385334E-14   1.14244704231200E-13
  4    3     5.23013640393185E-10   3.66109548275229E-09
  5    3     1.73150875012212E-16   1.38520700009770E-15
  6    3     3.43145529415456E-23   3.08830976473911E-22
  3    4     3.14629687822319E-10   2.20240781475623E-09
  5    4     6.72969888953254E-14   6.05672900057929E-13
  6    4     3.64720810161894E-14   3.64720810161894E-13
  7    4     1.54648818213569E-21   1.70113700034926E-20
  8    4     5.62967468781473E-30   6.75560962537768E-29
  3    5     1.13608969768529E-13   9.08871758148236E-13
  5    5     2.08616364217767E-11   2.08616364217767E-10
  6    5     6.85157132484301E-08   7.53672845732731E-07
  7    5     4.21787168876746E-15   5.06144602652096E-14
  8    5     1.33560919827471E-18   1.73629195775713E-17
  9    5     2.67026417319411E-29   3.73836984247175E-28
  3    6     2.26100522330946E-13   2.03490470097851E-12
  4    6     1.45086183091542E-09   1.45086183091542E-08
  5    6     1.84598033604682E-06   2.03057836965151E-05
  6    6     4.33544295677256E-06   5.20253154812707E-05
  7    6     4.42309393616111E-07   5.75002211700944E-06
  8    6     2.80790552671564E-10   3.93106773740190E-09
  9    6     7.87834435662501E-17   1.18175165349375E-15
 10    6     1.16247767844457E-17   1.85996428551131E-16
 11    6     5.33484159180404E-26   9.06923070606687E-25
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     7.59631607586852E-30   8.35594768345537E-29
  5    7     1.69796720445839E-16   2.03756064535007E-15
  6    7     1.11009614059318E-06   1.44312498277113E-05
  7    7     4.01813883060309E-07   5.62539436284433E-06
  8    7     7.81952224664572E-07   1.17292833699686E-05
  9    7     1.49395044054342E-12   2.39032070486947E-11
 10    7     2.90847475003673E-11   4.94440707506245E-10
 11    7     1.53446556898078E-13   2.76203802416540E-12
 12    7     3.90142626759155E-14   7.41270990842394E-13
 13    7     6.46840974656216E-18   1.29368194931243E-16
 14    7     1.57934814294793E-19   3.31663110019065E-18
  5    8     1.91139378169378E-19   2.48481191620191E-18
  6    8     5.76761276621399E-06   8.07465787269959E-05
  7    8     6.52062723792061E-06   9.78094085688091E-05
  8    8     6.87756298867136E-06   1.10041007818742E-04
  9    8     6.54818726991059E-08   1.11319183588480E-06
