    time    temp    dens
   9.68801938937737E-01   6.09047193075382E-02   8.73483687453067E-01
     nin     zin       y       x
  1    0     4.18904533795045E-10   4.18904533795045E-10
  0    1     9.11682598034118E-02   9.11682598034118E-02
  1    1     7.72192744961717E-07   1.54438548992343E-06
  2    1     8.12731056476650E-08   2.43819316942995E-07
  1    2     1.84883634600934E-06   5.54650903802802E-06
  2    2     2.21332336924700E-01   8.85329347698801E-01
  4    2     2.80679022098605E-21   1.68407413259163E-20
  3    3     1.79958676695994E-14   1.07975206017596E-13
  4    3     5.12364206189053E-10   3.58654944332337E-09
  5    3     1.55143582234183E-16   1.24114865787346E-15
  6    3     3.07546490582878E-23   2.76791841524590E-22
  3    4     3.23985981154992E-10   2.26790186808494E-09
  5    4     6.16134482094063E-14   5.54521033884657E-13
  6    4     3.41479312918582E-14   3.41479312918582E-13
  7    4     1.40339237779795E-21   1.54373161557774E-20
  8    4     5.45205175946270E-30   6.54246211135524E-29
  3    5     1.16991519682134E-13   9.35932157457073E-13
  5    5     1.94634797229073E-11   1.94634797229073E-10
  6    5     6.56328559526038E-08   7.21961415478642E-07
  7    5     4.56049031674272E-15   5.47258838009126E-14
  8    5     1.41259434654100E-18   1.83637265050329E-17
  9    5     3.14165196005640E-29   4.39831274407895E-28
  3    6     2.26100522227959E-13   2.03490470005163E-12
  4    6     1.45233121741359E-09   1.45233121741359E-08
  5    6     1.84691544791946E-06   2.03160699271141E-05
  6    6     4.33305129127982E-06   5.19966154953579E-05
  7    6     4.41347511781906E-07   5.73751765316477E-06
  8    6     2.79598760729060E-10   3.91438265020684E-09
  9    6     7.83562483455312E-17   1.17534372518297E-15
 10    6     1.15654444858584E-17   1.85047111773734E-16
 11    6     5.63700212748826E-26   9.58290361673004E-25
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.12297396620079E-29   1.23527136282087E-28
  5    7     1.88770281049359E-16   2.26524337259231E-15
  6    7     1.11107028138781E-06   1.44439136580416E-05
  7    7     3.99916969836002E-07   5.59883757770403E-06
  8    7     7.73586854096639E-07   1.16038028114496E-05
  9    7     1.48216509154840E-12   2.37146414647744E-11
 10    7     2.91918663961549E-11   4.96261728734633E-10
 11    7     1.56908772775920E-13   2.82435790996656E-12
 12    7     4.07199984615487E-14   7.73679970769426E-13
 13    7     6.91263089240451E-18   1.38252617848090E-16
 14    7     1.71291571872566E-19   3.59712300932389E-18
  5    8     2.05583988369442E-19   2.67259184880275E-18
  6    8     5.77442831541070E-06   8.08419964157498E-05
  7    8     6.53121564517488E-06   9.79682346776232E-05
  8    8     6.87745121515865E-06   1.10039219442538E-04
  9    8     6.53425307780961E-08   1.11082302322763E-06
 10    8     4.95948558833250E-09   8.92707405899850E-08
 11    8     1.41030978014511E-13   2.67958858227571E-12
 12    8     2.06590117835481E-14   4.13180235670961E-13
 13    8     5.27664509763388E-18   1.10809547050312E-16
 14    8     3.22139500828761E-19   7.08706901823275E-18
