    time    temp    dens
   9.79148604395882E-01   6.02526478876325E-02   8.46084948250267E-01
     nin     zin       y       x
  1    0     4.20760164181197E-10   4.20760164181197E-10
  0    1     9.11681874323783E-02   9.11681874323783E-02
  1    1     7.78910310943174E-07   1.55782062188635E-06
  2    1     8.31534832040235E-08   2.49460449612070E-07
  1    2     1.84892396601830E-06   5.54677189805490E-06
  2    2     2.21332346886810E-01   8.85329387547242E-01
  4    2     2.87683054616484E-21   1.72609832769891E-20
  3    3     1.83784628560624E-14   1.10270777136374E-13
  4    3     5.16374794520421E-10   3.61462356164295E-09
  5    3     1.61770266146032E-16   1.29416212916826E-15
  6    3     3.20609147297916E-23   2.88548232568124E-22
  3    4     3.20442083522418E-10   2.24309458465693E-09
  5    4     6.37102469957337E-14   5.73392222961604E-13
  6    4     3.50112913020607E-14   3.50112913020607E-13
  7    4     1.45592845694328E-21   1.60152130263761E-20
  8    4     5.52203314698527E-30   6.62643977638232E-29
  3    5     1.15734989761846E-13   9.25879918094764E-13
  5    5     1.99762779959415E-11   1.99762779959415E-10
  6    5     6.67125084036017E-08   7.33837592439619E-07
  7    5     4.43304598958288E-15   5.31965518749945E-14
  8    5     1.38362870181900E-18   1.79871731236469E-17
  9    5     2.95807139357949E-29   4.14129995101128E-28
  3    6     2.26100522270509E-13   2.03490470043458E-12
  4    6     1.45179188180784E-09   1.45179188180784E-08
  5    6     1.84656734205120E-06   2.03122407625632E-05
  6    6     4.33395016339088E-06   5.20074019606905E-05
  7    6     4.41709035886203E-07   5.74221746652064E-06
  8    6     2.80045470024779E-10   3.92063658034691E-09
  9    6     7.85241090934835E-17   1.17786163640225E-15
 10    6     1.15897151558524E-17   1.85435442493639E-16
 11    6     5.52546892724452E-26   9.39329717631568E-25
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     9.72918617757402E-30   1.07021047953314E-28
  5    7     1.81251897197135E-16   2.17502276636561E-15
  6    7     1.11070414884491E-06   1.44391539349839E-05
  7    7     4.00616154391296E-07   5.60862616147814E-06
  8    7     7.76722143039529E-07   1.16508321455929E-05
  9    7     1.48662871450433E-12   2.37860594320692E-11
 10    7     2.91527495054883E-11   4.95596741593302E-10
 11    7     1.55637150378089E-13   2.80146870680560E-12
 12    7     4.00874783607916E-14   7.61662088855040E-13
 13    7     6.74579276133870E-18   1.34915855226774E-16
 14    7     1.66215513358234E-19   3.49052578052292E-18
  5    8     2.00099594887335E-19   2.60129473353535E-18
  6    8     5.77187867237392E-06   8.08063014132349E-05
  7    8     6.52724477541277E-06   9.79086716311916E-05
  8    8     6.87749320907699E-06   1.10039891345232E-04
