    time    temp    dens
   2.00359965649124E-01   4.51927589618803E-01   3.44007705921858E+02
     nin     zin       y       x
  1    0     1.73351749453274E-10   1.73351749453274E-10
  0    1     9.12583714547302E-02   9.12583714547302E-02
  1    1     1.99199864079368E-08   3.98399728158736E-08
  2    1     3.76403552891314E-09   1.12921065867394E-08
  1    2     6.84604161390742E-07   2.05381248417223E-06
  2    2     2.21304348821145E-01   8.85217395284582E-01
  4    2     6.70259106434069E-26   4.02155463860442E-25
  3    3     2.49245548498677E-16   1.49547329099206E-15
  4    3     5.07824846888686E-11   3.55477392822080E-10
  5    3     6.56489129342846E-21   5.25191303474277E-20
  6    3     6.72520604963720E-26   6.05268544467348E-25
  3    4     2.87667764961886E-07   2.01367435473320E-06
  5    4     1.18065444301616E-18   1.06258899871454E-17
  6    4     1.03589191192861E-19   1.03589191192861E-18
  7    4     3.08712597236977E-31   3.39583856960674E-30
  8    4     2.80698974713347E-38   3.36838769656016E-37
  3    5     7.76983171242710E-14   6.21586536994168E-13
  5    5     1.91621268388963E-16   1.91621268388963E-15
  6    5     3.88297100087280E-13   4.27126810096008E-12
  7    5     1.74122337713500E-19   2.08946805256200E-18
  8    5     4.27878467267805E-22   5.56242007448147E-21
  9    5     4.05813212127624E-30   5.68138496978674E-29
  3    6     2.17759424785692E-13   1.95983482307123E-12
  4    6     7.79674183797852E-10   7.79674183797852E-09
  5    6     1.45178848052232E-06   1.59696732857455E-05
  6    6     3.18564976226065E-07   3.82277971471278E-06
  7    6     6.51330346987652E-09   8.46729451083947E-08
  8    6     2.35217179675751E-12   3.29304051546051E-11
  9    6     2.25140495326603E-22   3.37710742989905E-21
 10    6     1.33741304810456E-22   2.13986087696729E-21
 11    6     7.61576799435605E-31   1.29468055904053E-29
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     4.75173037951715E-25   5.22690341746886E-24
  5    7     1.67432979272050E-08   2.00919575126460E-07
  6    7     6.09403176992683E-07   7.92224130090488E-06
  7    7     4.46357301795337E-08   6.24900222513472E-07
  8    7     2.96086334505888E-11   4.44129501758832E-10
  9    7     2.39636888042098E-16   3.83419020867356E-15
 10    7     2.06489951868228E-11   3.51032918175988E-10
 11    7     4.28844140361410E-15   7.71919452650539E-14
 12    7     1.72145607542155E-15   3.27076654330094E-14
 13    7     3.88866735486494E-20   7.77733470972989E-19
 14    7     8.51321069312459E-21   1.78777424555616E-19
  5    8     1.05965332505353E-08   1.37754932256958E-07
  6    8     8.35088005390702E-06   1.16912320754698E-04
  7    8     1.25372502575134E-05   1.88058753862701E-04
  8    8     6.86263014125680E-06   1.09802082260109E-04
  9    8     7.72975448473506E-10   1.31405826240496E-08
 10    8     2.63091409463631E-14   4.73564537034536E-13
 11    8     5.70527728892386E-18   1.08400268489553E-16
 12    8     6.37697231144519E-19   1.27539446228904E-17
 13    8     8.07992127685513E-24   1.69678346813958E-22
 14    8     2.23146056828282E-24   4.90921325022221E-23
  5    9     4.94936098357947E-47   6.92910537701126E-46
  6    9     6.48547245987111E-21   9.72820868980666E-20
  7    9     1.12889092183066E-19   1.80622547492906E-18
  8    9     2.25151277206030E-07   3.82757171250251E-06
  9    9     2.29114301929316E-10   4.12405743472768E-09
 10    9     1.45760511884787E-11   2.76944972581096E-10
 11    9     6.04989213200879E-16   1.20997842640176E-14
 12    9     5.28250064939246E-17   1.10932513637242E-15
 13    9     5.16526938623603E-18   1.13635926497193E-16
 14    9     1.15650833379660E-21   2.65996916773219E-20
 15    9     1.35265095788529E-23   3.24636229892469E-22
 16    9     1.38958523093717E-24   3.47396307734292E-23
 17    9     6.00091216359922E-26   1.56023716253580E-24
  7   10     1.90520882232836E-11   3.23885499795821E-10
  8   10     2.28248538772938E-07   4.10847369791289E-06
  9   10     1.36932993174395E-07   2.60172687031351E-06
 10   10     9.79464556224919E-07   1.95892911244984E-05
 11   10     6.64093963679041E-10   1.39459732372599E-08
 12   10     4.76124359486755E-09   1.04747359087086E-07
 13   10     1.91223015002533E-15   4.39812934505825E-14
 14   10     1.34425410612160E-16   3.22620985469184E-15
 15   10     2.93846353515688E-18   7.34615883789219E-17
 16   10     3.12850940951890E-18   8.13412446474913E-17
 17   10     3.43989352427570E-23   9.28771251554440E-22
 18   10     1.50767875510992E-25   4.22150051430777E-24
 19   10     1.37979446610053E-28   4.00140395169154E-27
 20   10     1.84848614129504E-30   5.54545842388513E-29
 21   10     1.64082484052310E-35   5.08655700562161E-34
 22   10     3.85112666231808E-38   1.23236053194179E-36
 23   10     1.88238198740182E-44   6.21186055842601E-43
 24   10     2.51570415894124E-44   8.55339414040020E-43
 25   10     1.52787766939846E-81   5.34757184289461E-80
 26   10     3.96181317448879E-90   1.42625274281597E-88
 27   10     1.64788723235349E-87   6.09718275970789E-86
 28   10     6.81642006885586E-96   2.59023962616523E-94
 29   10     1.00000000000000E-99   1.00000000000000E-99
 30   10     1.00000000000000E-99   1.00000000000000E-99
 31   10     1.00000000000000E-99   1.00000000000000E-99
  8   11     7.07920042576047E-17   1.34504808089449E-15
  9   11     3.62381850070885E-08   7.24763700141771E-07
 10   11     7.88353577140736E-08   1.65554251199554E-06
 11   11     4.75749082491811E-08   1.04664798148199E-06
 12   11     8.05309767393352E-09   1.85221246500471E-07
 13   11     2.09870080450992E-13   5.03688193082382E-12
 14   11     4.47706726065049E-14   1.11926681516262E-12
 15   11     2.31729151770660E-15   6.02495794603716E-14
 16   11     3.00270726747551E-16   8.10730962218386E-15
