    time    temp    dens
   1.28981548949566E-01   2.09231835049342E+00   3.39621995071557E+04
     nin     zin       y       x
  1    0     2.79990982379709E-11   2.79990982379709E-11
  0    1     9.37145551658076E-02   9.37145551658076E-02
  1    1     1.44105540746866E-12   2.88211081493731E-12
  2    1     1.70333293930053E-13   5.10999881790159E-13
  1    2     2.56250009180461E-07   7.68750027541382E-07
  2    2     2.21596794059809E-01   8.86387176239236E-01
  4    2     2.66351465896576E-30   1.59810879537946E-29
  3    3     1.34162659617887E-16   8.04975957707322E-16
  4    3     3.43313013030575E-16   2.40319109121402E-15
  5    3     2.02473691179681E-28   1.61978952943745E-27
  6    3     4.84531265269168E-36   4.36078138742251E-35
  3    4     3.75557708408578E-10   2.62890395886005E-09
  5    4     5.72450626846857E-21   5.15205564162172E-20
  6    4     4.55410421562207E-23   4.55410421562207E-22
  7    4     5.13159058715173E-38   5.64474964586691E-37
  8    4     9.36208138446577E-48   1.12344976613589E-46
  3    5     6.54622010502209E-17   5.23697608401767E-16
  5    5     1.11312876125502E-12   1.11312876125502E-11
  6    5     1.29619328367521E-20   1.42581261204273E-19
  7    5     1.30584889582334E-23   1.56701867498800E-22
  8    5     1.80915664282401E-30   2.35190363567121E-29
  9    5     8.69910104685061E-45   1.21787414655909E-43
  3    6     4.42219447434414E-21   3.97997502690973E-20
  4    6     9.21786526098000E-14   9.21786526098000E-13
  5    6     9.01456462833429E-12   9.91602109116772E-11
  6    6     6.70549201269629E-10   8.04659041523554E-09
  7    6     2.16090757641279E-12   2.80917984933662E-11
  8    6     5.33414003857744E-18   7.46779605400842E-17
  9    6     7.44232453986839E-29   1.11634868098026E-27
 10    6     3.56035412299645E-30   5.69656659679432E-29
 11    6     1.46673221409463E-44   2.49344476396088E-43
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.27818276745456E-24   1.40600104420001E-23
  5    7     1.15514052211310E-17   1.38616862653572E-16
  6    7     3.43217813815028E-12   4.46183157959536E-11
  7    7     1.57647493810446E-09   2.20706491334625E-08
  8    7     1.29037628279455E-16   1.93556442419182E-15
  9    7     9.96300178017488E-22   1.59408028482798E-20
 10    7     1.66231766963800E-16   2.82594003838460E-15
 11    7     3.34870388262454E-22   6.02766698872417E-21
 12    7     8.52759302915980E-19   1.62024267554036E-17
 13    7     1.03313826435036E-30   2.06627652870073E-29
 14    7     2.41837262766969E-21   5.07858251810634E-20
  5    8     4.16552771579538E-21   5.41518603053399E-20
  6    8     1.28210267742620E-10   1.79494374839668E-09
  7    8     5.26627354823832E-08   7.89941032235747E-07
  8    8     5.13029706756220E-07   8.20847530809952E-06
  9    8     3.82938869091948E-12   6.50996077456311E-11
 10    8     2.06296573599242E-21   3.71333832478636E-20
 11    8     4.22509440464803E-24   8.02767936883125E-23
 12    8     6.06414575201580E-21   1.21282915040316E-19
 13    8     1.51844980396047E-31   3.18874458831698E-30
 14    8     5.95866902896391E-35   1.31090718637206E-33
  5    9     6.47774121844502E-44   9.06883770582303E-43
  6    9     6.84662233402472E-21   1.02699335010371E-19
  7    9     7.77046378834090E-16   1.24327420613454E-14
  8    9     6.16469691276010E-12   1.04799847516922E-10
  9    9     1.35637077779364E-13   2.44146740002856E-12
 10    9     2.42406074361626E-17   4.60571541287090E-16
 11    9     6.59536554789919E-21   1.31907310957984E-19
 12    9     1.29275891756486E-21   2.71479372688622E-20
 13    9     2.46659983031440E-25   5.42651962669169E-24
 14    9     4.54615663494814E-30   1.04561602603807E-28
 15    9     6.42520057896499E-33   1.54204813895160E-31
 16    9     3.77473871424881E-36   9.43684678562204E-35
 17    9     2.54976597808175E-40   6.62939154301254E-39
  7   10     4.03468634220007E-19   6.85896678174012E-18
  8   10     1.97431055023514E-13   3.55375899042326E-12
  9   10     6.54357891202929E-10   1.24327999328556E-08
 10   10     7.32697202790547E-09   1.46539440558109E-07
 11   10     4.74555022747275E-14   9.96565547769278E-13
 12   10     9.78916963329007E-16   2.15361731932382E-14
 13   10     6.60508320746455E-23   1.51916913771685E-21
 14   10     4.79266607926246E-23   1.15023985902299E-21
 15   10     1.83890074279762E-27   4.59725185699404E-26
 16   10     2.93378921482336E-29   7.62785195854073E-28
 17   10     4.25225392955723E-35   1.14810856098045E-33
 18   10     2.94329095408521E-38   8.24121467143860E-37
 19   10     8.62405694215847E-44   2.50097651322596E-42
 20   10     1.35104046050447E-46   4.05312138151342E-45
 21   10     1.94853500678390E-52   6.04045852103009E-51
 22   10     4.21753251297719E-54   1.34961040415270E-52
 23   10     2.67489405162477E-60   8.82715037036174E-59
 24   10     6.86085755678891E-67   2.33269156930823E-65
 25   10     1.00329311330234E-90   3.51152589655820E-89
 26   10     1.00000000000000E-99   1.00000000000000E-99
 27   10     1.00000000000000E-99   1.00000000000000E-99
 28   10     1.00000000000000E-99   1.00000000000000E-99
 29   10     1.00000000000000E-99   1.00000000000000E-99
 30   10     1.00000000000000E-99   1.00000000000000E-99
 31   10     1.00000000000000E-99   1.00000000000000E-99
  8   11     2.37443800023790E-19   4.51143220045201E-18
  9   11     6.09000285530948E-12   1.21800057106190E-10
 10   11     7.80081034508691E-10   1.63817017246825E-08
 11   11     1.97401660852783E-10   4.34283653876123E-09
 12   11     5.48366152219339E-14   1.26124215010448E-12
 13   11     4.76805554442818E-20   1.14433333066276E-18
 14   11     6.09130565008910E-21   1.52282641252228E-19
 15   11     1.50691438974262E-23   3.91797741333081E-22
 16   11     7.67385021202556E-27   2.07193955724690E-25
 17   11     2.75083301374172E-32   7.70233243847683E-31
 18   11     1.86574491880569E-34   5.41066026453650E-33
 19   11     1.29356570168411E-38   3.88069710505232E-37
 20   11     7.28707414925270E-41   2.25899298626834E-39
 21   11     8.10476065312364E-47   2.59352340899957E-45
 22   11     2.98847091526400E-51   9.86195402037120E-50
 23   11     4.91324530640495E-56   1.67050340417768E-54
 24   11     6.51556968976639E-59   2.28044939141824E-57
 25   11     1.92489701381948E-66   6.92962924975013E-65
 26   11     9.83248460027420E-74   3.63801930210145E-72
 27   11     1.09548566900228E-92   4.16284554220865E-91
 28   11     1.00000000000000E-99   1.00000000000000E-99
 29   11     1.00000000000000E-99   1.00000000000000E-99
 30   11     1.00000000000000E-99   1.00000000000000E-99
 31   11     1.00000000000000E-99   1.00000000000000E-99
 32   11     1.00000000000000E-99   1.00000000000000E-99
 33   11     1.00000000000000E-99   1.00000000000000E-99
  8   12     3.29632451070719E-18   6.59264902141437E-17
  9   12     1.20265046658219E-11   2.52556597982260E-10
 10   12     7.13481591286567E-09   1.56965950083045E-07
 11   12     5.92095515303270E-09   1.36181968519752E-07
 12   12     3.40282800438683E-08   8.16678721052840E-07
 13   12     7.80557274537792E-12   1.95139318634448E-10
 14   12     1.57023768349476E-15   4.08261797708638E-14
 15   12     5.29622783530685E-20   1.42998151553285E-18
 16   12     2.18916690805540E-22   6.12966734255512E-21
 17   12     3.39478803728218E-26   9.84488530811832E-25
 18   12     1.96044788083193E-29   5.88134364249578E-28
 19   12     6.48969799260222E-34   2.01180637770669E-32
 20   12     6.01261784272574E-34   1.92403770967224E-32
 21   12     1.06343834315522E-39   3.50934653241222E-38
 22   12     4.40914379676360E-44   1.49910889089962E-42
 23   12     6.76482666289778E-49   2.36768933201422E-47
 24   12     6.41610557178844E-51   2.30979800584384E-49
 25   12     3.93180603869393E-58   1.45476823431676E-56
 26   12     1.97327537811964E-60   7.49844643685464E-59
 27   12     1.17011038598095E-66   4.56343050532569E-65
 28   12     3.35503606362700E-79   1.34201442545080E-77
 29   12     1.00000000000000E-99   1.00000000000000E-99
 30   12     1.00000000000000E-99   1.00000000000000E-99
 31   12     1.00000000000000E-99   1.00000000000000E-99
 32   12     1.00000000000000E-99   1.00000000000000E-99
 33   12     1.00000000000000E-99   1.00000000000000E-99
 34   12     1.00000000000000E-99   1.00000000000000E-99
 35   12     1.00000000000000E-99   1.00000000000000E-99
  8   13     5.29220603442187E-20   1.11136326722859E-18
  9   13     5.92037405635882E-20   1.30248229239894E-18
 10   13     2.87947008524586E-15   6.62278119606547E-14
 11   13     2.20542971071314E-11   5.29303130571154E-10
 12   13     2.99740311250844E-09   7.49350778127111E-08
 13   13     1.21900485319409E-10   3.16941261830463E-09
 14   13     1.34925483850320E-11   3.64298806395865E-10
 15   13     1.34020959538113E-16   3.75258686706715E-15
 16   13     4.10544400369882E-20   1.19057876107266E-18
 17   13     1.95161299151627E-23   5.85483897454880E-22
 18   13     6.17504250814430E-25   1.91426317752473E-23
 19   13     3.26950788884365E-30   1.04624252442997E-28
 20   13     4.66665223089808E-31   1.53999523619637E-29
 21   13     1.24210734491696E-36   4.22316497271766E-35
 22   13     1.74230794701266E-39   6.09807781454432E-38
 23   13     1.92889359602718E-42   6.94401694569786E-41
 24   13     1.05653927668058E-46   3.90919532371815E-45
 25   13     6.22296016008715E-53   2.36472486083312E-51
 26   13     6.11496967361855E-54   2.38483817271124E-52
 27   13     3.26597712661598E-57   1.30639085064639E-55
 28   13     2.47809329225442E-63   1.01601824982431E-61
 29   13     3.44360336516673E-83   1.44631341337003E-81
 30   13     3.57712305932933E-91   1.53816291551161E-89
 31   13     1.00000000000000E-99   1.00000000000000E-99
 32   13     1.00000000000000E-99   1.00000000000000E-99
 33   13     1.00000000000000E-99   1.00000000000000E-99
 34   13     1.00000000000000E-99   1.00000000000000E-99
 35   13     1.00000000000000E-99   1.00000000000000E-99
 36   13     1.00000000000000E-99   1.00000000000000E-99
 37   13     1.00000000000000E-99   1.00000000000000E-99
 38   13     1.00000000000000E-99   1.00000000000000E-99
  8   14     1.09324038268120E-18   2.40512884189863E-17
  9   14     6.81669767387480E-22   1.56784046499120E-20
 10   14     6.99781970140861E-16   1.67947672833807E-14
 11   14     9.22081972246413E-11   2.30520493061603E-09
 12   14     6.74613252975244E-08   1.75399445773563E-06
 13   14     5.59415291090602E-08   1.51042128594463E-06
 14   14     4.19181444841576E-08   1.17370804555641E-06
 15   14     3.08471061983762E-12   8.94566079752910E-11
 16   14     7.37150693856511E-14   2.21145208156953E-12
 17   14     7.10400681263203E-19   2.20224211191593E-17
 18   14     2.57235686557012E-21   8.23154196982438E-20
 19   14     6.36794512591411E-26   2.10142189155166E-24
 20   14     1.95637351564175E-27   6.65166995318194E-26
 21   14     5.84263788305151E-32   2.04492325906803E-30
 22   14     4.60232254263491E-33   1.65683611534857E-31
 23   14     6.11350644504700E-38   2.26199738466739E-36
 24   14     9.68090642492253E-43   3.67874444147056E-41
 25   14     7.13691397141165E-45   2.78339644885054E-43
 26   14     3.31396827838064E-47   1.32558731135226E-45
 27   14     3.14108352547370E-52   1.28784424544422E-50
 28   14     8.64773255411393E-56   3.63204767272785E-54
 29   14     3.72485407622810E-61   1.60168725277808E-59
 30   14     1.39313356589595E-66   6.12978768994218E-65
 31   14     1.93016287083887E-85   8.68573291877490E-84
