    time    temp    dens
   9.88205861041216E-01   5.96931157954737E-02   8.23033515206595E-01
     nin     zin       y       x
  1    0     4.22389478689023E-10   4.22389478689023E-10
  0    1     9.11681255828907E-02   9.11681255828907E-02
  1    1     7.84728204457587E-07   1.56945640891517E-06
  2    1     8.48120280327874E-08   2.54436084098362E-07
  1    2     1.84898045487697E-06   5.54694136463090E-06
  2    2     2.21332355311382E-01   8.85329421245528E-01
  4    2     2.93752133231433E-21   1.76251279938860E-20
  3    3     1.87142016225605E-14   1.12285209735363E-13
  4    3     5.19786710830612E-10   3.63850697581428E-09
  5    3     1.67555361043953E-16   1.34044288835163E-15
  6    3     3.32049484723575E-23   2.98844536251217E-22
  3    4     3.17446788186172E-10   2.22212751730320E-09
  5    4     6.55354118065349E-14   5.89818706258814E-13
  6    4     3.57570776841536E-14   3.57570776841536E-13
  7    4     1.50189987818903E-21   1.65208986600794E-20
  8    4     5.57868723643500E-30   6.69442468372201E-29
  3    5     1.14649764488264E-13   9.17198115906112E-13
  5    5     2.04254069471685E-11   2.04254069471685E-10
  6    5     6.76366910234640E-08   7.44003601258105E-07
  7    5     4.32308186837484E-15   5.18769824204981E-14
  8    5     1.35896196859805E-18   1.76665055917747E-17
  9    5     2.80769406768314E-29   3.93077169475640E-28
  3    6     2.26100522303037E-13   2.03490470072734E-12
  4    6     1.45131991805068E-09   1.45131991805068E-08
  5    6     1.84626739479478E-06   2.03089413427426E-05
  6    6     4.33471652962406E-06   5.20165983554887E-05
  7    6     4.42017250007047E-07   5.74622425009161E-06
  8    6     2.80427469156398E-10   3.92598456818957E-09
  9    6     7.86603463786027E-17   1.17990519567904E-15
 10    6     1.16085583541222E-17   1.85736933665956E-16
 11    6     5.42843802599554E-26   9.22834464419242E-25
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     8.58116712436709E-30   9.43928383680380E-29
  5    7     1.75220304847562E-16   2.10264365817075E-15
  6    7     1.11039200664690E-06   1.44350960864097E-05
  7    7     4.01225180345182E-07   5.61715252483254E-06
  8    7     7.79403432610093E-07   1.16910514891514E-05
  9    7     1.49040218133004E-12   2.38464349012806E-11
 10    7     2.91183251839951E-11   4.95011528127917E-10
 11    7     1.54525044579557E-13   2.78145080243203E-12
 12    7     3.95400779959539E-14   7.51261481923123E-13
 13    7     6.60342013330532E-18   1.32068402666106E-16
 14    7     1.61940808536230E-19   3.40075697926082E-18
  5    8     1.95476541903831E-19   2.54119504474980E-18
  6    8     5.76969372307568E-06   8.07757121230595E-05
  7    8     6.52385116160677E-06   9.78577674241015E-05
  8    8     6.87752902661292E-06   1.10040464425807E-04
  9    8     6.54394308131877E-08   1.11247032382419E-06
 10    8     5.01322999543050E-09   9.02381399177490E-08
 11    8     1.42510950419753E-13   2.70770805797530E-12
 12    8     2.07620857053130E-14   4.15241714106260E-13
 13    8     5.31122868819302E-18   1.11535802452053E-16
 14    8     3.22814984497496E-19   7.10192965894491E-18
  5    9     5.23213536816959E-48   7.32498951543743E-47
  6    9     7.75777048073092E-18   1.16366557210964E-16
  7    9     3.18677622124355E-18   5.09884195398967E-17
  8    9     6.68677410493930E-08   1.13675159783968E-06
  9    9     4.32665726905330E-08   7.78798308429595E-07
 10    9     2.46963314821907E-08   4.69230298161623E-07
 11    9     9.97041997962975E-12   1.99408399592595E-10
 12    9     5.26910194587645E-13   1.10651140863405E-11
 13    9     5.92367430269940E-15   1.30320834659387E-13
 14    9     1.40475792730849E-18   3.23094323280952E-17
 15    9     1.18885299497984E-19   2.85324718795162E-18
 16    9     1.31508472524968E-21   3.28771181312421E-20
 17    9     2.18101718902986E-24   5.67064469147763E-23
  7   10     5.45739465682820E-14   9.27757091660794E-13
  8   10     6.25117533284174E-08   1.12521155991151E-06
  9   10     9.89545363190257E-08   1.88013619006149E-06
 10   10     1.48771057334846E-06   2.97542114669691E-05
 11   10     6.45063193119906E-08   1.35463270555180E-06
 12   10     2.32694301010907E-07   5.11927462223996E-06
 13   10     3.20420345625416E-12   7.36966794938457E-11
 14   10     7.74876314086391E-14   1.85970315380734E-12
 15   10     1.93859015232861E-15   4.84647538082152E-14
 16   10     4.70512027473319E-16   1.22333127143063E-14
 17   10     8.66098246221562E-21   2.33846526479822E-19
 18   10     2.52794800433942E-23   7.07825441215039E-22
 19   10     1.39882071683050E-27   4.05658007880844E-26
 20   10     1.51733753894410E-29   4.55201261683231E-28
 21   10     1.02000120562835E-34   3.16200373744787E-33
 22   10     8.19157110361207E-38   2.62130275315586E-36
 23   10     2.05465455666566E-40   6.78036003699667E-39
 24   10     6.31841400479529E-45   2.14826076163040E-43
 25   10     3.37279927812400E-93   1.18047974734340E-91
 26   10     5.72477614438943E-92   2.06091941198020E-90
 27   10     1.45075900809492E-91   5.36780832995120E-90
 28   10     1.00000000000000E-99   6.91119358389528E-99
 29   10     1.00000000000000E-99   1.00000000000000E-99
 30   10     1.00000000000000E-99   1.00000000000000E-99
 31   10     1.00000000000000E-99   1.00000000000000E-99
  8   11     9.93330861525683E-15   1.88732863689880E-13
  9   11     3.04506617148886E-09   6.09013234297772E-08
 10   11     1.28920990559719E-07   2.70734080175410E-06
 11   11     2.48653841974817E-07   5.47038452344597E-06
 12   11     3.27774576072017E-07   7.53881524965638E-06
 13   11     2.59574327373087E-10   6.22978385695409E-09
 14   11     1.11543760236402E-11   2.78859400591004E-10
 15   11     4.52852475697413E-13   1.17741643681327E-11
 16   11     3.77895652301951E-14   1.02031826121527E-12
 17   11     8.20947151749797E-18   2.29865202489943E-16
 18   11     2.84198690702033E-20   8.24176203035896E-19
 19   11     1.99996985016932E-23   5.99990955050795E-22
 20   11     8.73625479096736E-26   2.70823898519988E-24
 21   11     2.56847590240770E-30   8.21912288770463E-29
 22   11     6.34628663761682E-33   2.09427459041355E-31
 23   11     2.60483444253237E-36   8.85643710461006E-35
 24   11     5.75603600277202E-40   2.01461260097021E-38
 25   11     7.00347511956978E-45   2.52125104304512E-43
 26   11     1.15328497171342E-50   4.26715439533965E-49
 27   11     1.11238866490391E-80   4.22707692663486E-79
 28   11     9.20821722768577E-91   3.59120471879745E-89
 29   11     1.00000000000000E-99   1.00000000000000E-99
 30   11     1.00000000000000E-99   1.00000000000000E-99
 31   11     1.00000000000000E-99   1.00000000000000E-99
 32   11     1.00000000000000E-99   1.00000000000000E-99
 33   11     1.00000000000000E-99   1.00000000000000E-99
  8   12     1.93248513338675E-13   3.86497026677349E-12
  9   12     5.50059771801974E-10   1.15512552078414E-08
 10   12     2.64050816282976E-07   5.80911795822547E-06
 11   12     8.82858628467441E-08   2.03057484547511E-06
 12   12     3.87545957206604E-07   9.30110297295850E-06
 13   12     9.45739840169360E-07   2.36434960042340E-05
 14   12     9.54948532854454E-07   2.48286618542158E-05
 15   12     1.93475952034549E-11   5.22385070493282E-10
 16   12     1.27115517383026E-12   3.55923448672472E-11
 17   12     2.05942867994577E-14   5.97234317184272E-13
 18   12     3.65050384521996E-15   1.09515115356599E-13
 19   12     3.04071462227637E-19   9.42621532905674E-18
 20   12     3.28174415117070E-21   1.05015812837463E-19
 21   12     5.88901070210647E-25   1.94337353169514E-23
 22   12     1.58673684167992E-27   5.39490526171172E-26
 23   12     9.29928519535709E-29   3.25474981837498E-27
 24   12     1.04457689977130E-32   3.76047683917667E-31
 25   12     1.72154578238852E-34   6.36971939483753E-33
 26   12     6.47623884455563E-37   2.46097076093114E-35
 27   12     1.34345720734885E-43   5.23948310866051E-42
 28   12     3.24889927542785E-51   1.29955971017114E-49
 29   12     5.59290224585362E-91   2.29308992079999E-89
 30   12     1.00000000000000E-99   1.00000000000000E-99
 31   12     1.00000000000000E-99   1.00000000000000E-99
 32   12     1.00000000000000E-99   1.00000000000000E-99
 33   12     1.00000000000000E-99   1.00000000000000E-99
 34   12     1.00000000000000E-99   1.00000000000000E-99
 35   12     1.00000000000000E-99   1.00000000000000E-99
  8   13     4.91766320851094E-18   1.03270927378730E-16
  9   13     1.68209904672013E-15   3.70061790278429E-14
 10   13     6.85253181321411E-13   1.57608231703925E-11
 11   13     1.91710101323522E-08   4.60104243176453E-07
 12   13     4.61642068760801E-07   1.15410517190200E-05
 13   13     2.90980842315095E-09   7.56550190019246E-08
 14   13     1.12284616429106E-06   3.03168464358585E-05
 15   13     1.76131267269340E-09   4.93167548354152E-08
 16   13     8.73778932861868E-11   2.53395890529942E-09
 17   13     2.21268096649772E-12   6.63804289949316E-11
 18   13     1.64445594825912E-13   5.09781343960326E-12
 19   13     1.63337400584533E-18   5.22679681870506E-17
 20   13     2.93516402509798E-18   9.68604128282334E-17
 21   13     1.34002853812711E-21   4.55609702963217E-20
 22   13     1.32045841082434E-24   4.62160443788520E-23
 23   13     8.24291068535149E-26   2.96744784672654E-24
 24   13     4.62676395377266E-29   1.71190266289589E-27
 25   13     1.61408479038919E-31   6.13352220347894E-30
 26   13     2.51315372875681E-34   9.80129954215155E-33
 27   13     7.62761975757287E-41   3.05104790302915E-39
 28   13     4.94329025893126E-43   2.02674900616182E-41
 29   13     8.98052809714563E-60   3.77182180080116E-58
 30   13     1.05821288404162E-66   4.55031540137896E-65
 31   13     1.00000000000000E-99   1.00000000000000E-99
 32   13     1.00000000000000E-99   1.45860765661028E-98
 33   13     1.00000000000000E-99   1.00000000000000E-99
 34   13     1.00000000000000E-99   1.00000000000000E-99
 35   13     1.00000000000000E-99   2.61768561024867E-99
 36   13     1.00000000000000E-99   1.00000000000000E-99
 37   13     1.00000000000000E-99   1.00000000000000E-99
 38   13     1.00000000000000E-99   1.00000000000000E-99
