    time    temp    dens
   1.79354747407807E-01   5.94924893588005E-01   7.82463964722666E+02
     nin     zin       y       x
  1    0     1.21380576749423E-10   1.21380576749423E-10
  0    1     9.13134740644473E-02   9.13134740644473E-02
  1    1     9.80038276237119E-09   1.96007655247424E-08
  2    1     1.87444377480106E-09   5.62333132440318E-09
  1    2     4.65395876850245E-07   1.39618763055074E-06
  2    2     2.21290295134551E-01   8.85161180538204E-01
  4    2     5.73898420414968E-27   3.44339052248981E-26
  3    3     1.45310966657978E-16   8.71865799947869E-16
  4    3     2.36636033259656E-11   1.65645223281759E-10
  5    3     8.22157611465255E-21   6.57726089172204E-20
  6    3     2.56970185537182E-26   2.31273166983464E-25
  3    4     4.85417124877014E-07   3.39791987413910E-06
  5    4     1.97114552717565E-19   1.77403097445808E-18
  6    4     5.32561692021699E-21   5.32561692021699E-20
  7    4     1.71098264342308E-33   1.88208090776538E-32
  8    4     1.90251768199183E-40   2.28302121839020E-39
  3    5     8.48164817879544E-14   6.78531854303635E-13
  5    5     2.15424618961073E-16   2.15424618961073E-15
  6    5     5.63006930677431E-14   6.19307623745174E-13
  7    5     2.53279882581438E-20   3.03935859097726E-19
  8    5     1.70903822394511E-23   2.22174969112864E-22
  9    5     3.46146783144540E-32   4.84605496402355E-31
  3    6     1.68292939560367E-13   1.51463645604331E-12
  4    6     1.60139248724162E-10   1.60139248724162E-09
  5    6     9.55408157606355E-07   1.05094897336699E-05
  6    6     4.90711476556388E-08   5.88853771867665E-07
  7    6     8.66448623806035E-11   1.12638321094785E-09
  8    6     2.75469573850182E-13   3.85657403390255E-12
  9    6     4.99078635133454E-24   7.48617952700180E-23
 10    6     5.13720494298148E-24   8.21952790877036E-23
 11    6     4.00020444964953E-34   6.80034756440420E-33
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     6.35793212007125E-25   6.99372533207838E-24
  5    7     7.91569654719635E-10   9.49883585663562E-09
  6    7     8.92988110563453E-08   1.16088454373249E-06
  7    7     2.37023300126860E-08   3.31832620177604E-07
  8    7     5.69489873526021E-12   8.54234810289031E-11
  9    7     3.90706825793428E-17   6.25130921269485E-16
 10    7     1.61379919088180E-11   2.74345862449905E-10
 11    7     5.80994029117555E-16   1.04578925241160E-14
 12    7     1.92395758444418E-16   3.65551941044393E-15
 13    7     1.68189746874489E-21   3.36379493748979E-20
 14    7     1.88714246443731E-21   3.96299917531835E-20
  5    8     3.22442031804636E-09   4.19174641346027E-08
  6    8     6.77683956044851E-06   9.48757538462791E-05
  7    8     1.56788812457413E-05   2.35183218686119E-04
  8    8     7.03553447968998E-06   1.12568551675040E-04
  9    8     8.22021721481974E-12   1.39743692651936E-10
 10    8     6.42697018177378E-16   1.15685463271928E-14
 11    8     3.36055524191100E-19   6.38505495963091E-18
 12    8     1.03006905593379E-20   2.06013811186759E-19
 13    8     3.48133116570707E-26   7.31079544798485E-25
 14    8     9.83593926413803E-27   2.16390663811037E-25
  5    9     1.12859943764136E-46   1.58003921269790E-45
  6    9     8.67968426646240E-22   1.30195263996936E-20
  7    9     3.23112532099818E-18   5.16980051359709E-17
  8    9     4.25696056673926E-08   7.23683296345674E-07
  9    9     3.04999229153726E-11   5.48998612476707E-10
 10    9     2.01663467082482E-12   3.83160587456716E-11
 11    9     3.08678269104020E-17   6.17356538208039E-16
 12    9     5.96122936388389E-19   1.25185816641562E-17
 13    9     1.90723114301751E-19   4.19590851463853E-18
 14    9     1.61268469306294E-23   3.70917479404475E-22
 15    9     3.63762114058337E-26   8.73029073740008E-25
 16    9     2.53985397022841E-27   6.34963492557102E-26
 17    9     3.00032723144896E-28   7.80085080176729E-27
  7   10     2.62392131093207E-11   4.46066622858451E-10
  8   10     3.05654556305700E-07   5.50178201350260E-06
  9   10     1.13036058239808E-07   2.14768510655635E-06
 10   10     4.90440163062379E-07   9.80880326124757E-06
 11   10     1.22024384463375E-10   2.56251207373087E-09
 12   10     2.11502322433341E-10   4.65305109353350E-09
 13   10     4.66749145087446E-17   1.07352303370113E-15
 14   10     4.44005715250883E-18   1.06561371660212E-16
 15   10     5.00380034735294E-20   1.25095008683823E-18
 16   10     2.41261460306171E-20   6.27279796796045E-19
 17   10     6.73576718568263E-26   1.81865714013431E-24
 18   10     4.30917485965495E-28   1.20656896070339E-26
 19   10     8.66094302634187E-31   2.51167347763914E-29
 20   10     5.90541797079199E-33   1.77162539123760E-31
 21   10     2.81437648936154E-38   8.72456711702076E-37
 22   10     1.09329492823472E-40   3.49854377035110E-39
 23   10     3.15548578158167E-46   1.04131030792195E-44
 24   10     9.85960071184264E-47   3.35226424202650E-45
 25   10     1.92433231810036E-83   6.73516311335127E-82
 26   10     4.16669343688121E-90   1.50000963727724E-88
 27   10     1.27392613217864E-89   4.71352668906099E-88
 28   10     4.35054686039340E-99   1.65320780694949E-97
 29   10     1.00000000000000E-99   1.00000000000000E-99
 30   10     1.00000000000000E-99   1.00000000000000E-99
 31   10     1.00000000000000E-99   1.00000000000000E-99
  8   11     5.40244109651743E-17   1.02646380833831E-15
  9   11     4.88191189807979E-08   9.76382379615959E-07
 10   11     6.72933672906125E-08   1.41316071310286E-06
 11   11     1.83604179255845E-08   4.03929194362859E-07
 12   11     7.49218470019089E-10   1.72320248104390E-08
 13   11     5.33302849071955E-15   1.27992683777269E-13
 14   11     1.23194892704811E-15   3.07987231762026E-14
 15   11     7.18287477491700E-17   1.86754744147842E-15
 16   11     2.51086110807484E-18   6.77932499180207E-17
 17   11     3.46088153409765E-23   9.69046829547343E-22
 18   11     3.91687152903873E-24   1.13589274342123E-22
 19   11     2.02292543180275E-26   6.06877629540825E-25
 20   11     1.03024078125770E-28   3.19374642189888E-27
 21   11     1.59408193288849E-33   5.10106218524316E-32
 22   11     1.11559999314556E-35   3.68147997738034E-34
 23   11     1.43691507570261E-38   4.88551125738888E-37
 24   11     4.12554880943452E-41   1.44394208330208E-39
 25   11     1.27845506772616E-49   4.60243824381417E-48
 26   11     6.20859027641856E-51   2.29717840227487E-49
 27   11     5.83141871831673E-76   2.21593911296036E-74
 28   11     6.57881764571022E-87   2.56573888182699E-85
 29   11     1.00000000000000E-99   1.00000000000000E-99
 30   11     1.00000000000000E-99   1.00000000000000E-99
 31   11     1.00000000000000E-99   1.00000000000000E-99
 32   11     1.00000000000000E-99   1.00000000000000E-99
 33   11     1.00000000000000E-99   1.00000000000000E-99
  8   12     3.75819559130468E-10   7.51639118260936E-09
  9   12     6.79361214007009E-07   1.42665854941472E-05
 10   12     1.68314061303053E-06   3.70290934866718E-05
 11   12     4.50212164392138E-07   1.03548797810192E-05
 12   12     5.98372924520855E-09   1.43609501885005E-07
 13   12     3.02121221687632E-09   7.55303054219080E-08
 14   12     1.66349574736699E-11   4.32508894315418E-10
 15   12     8.88872403419828E-15   2.39995548923354E-13
 16   12     1.79729861927159E-16   5.03243613396046E-15
 17   12     1.98315097272257E-17   5.75113782089545E-16
 18   12     1.00023620163886E-18   3.00070860491657E-17
 19   12     1.12259570208031E-22   3.48004667644895E-21
 20   12     6.42344389552131E-25   2.05550204656682E-23
 21   12     1.68729265869197E-27   5.56806577368349E-26
 22   12     2.74883397228532E-29   9.34603550577009E-28
 23   12     1.89060802554881E-35   6.61712808942082E-34
 24   12     6.00981922460160E-34   2.16353492085658E-32
 25   12     3.39174392488190E-42   1.25494525220630E-40
 26   12     1.33334926457534E-40   5.06672720538628E-39
 27   12     1.85420921608264E-50   7.23141594272228E-49
 28   12     1.55386730841419E-58   6.21546923365677E-57
 29   12     1.14743333103949E-93   4.70447665726190E-92
 30   12     1.00000000000000E-99   2.13246993814957E-98
 31   12     1.00000000000000E-99   1.00000000000000E-99
 32   12     1.00000000000000E-99   1.00000000000000E-99
 33   12     1.00000000000000E-99   1.00000000000000E-99
 34   12     1.00000000000000E-99   1.00000000000000E-99
 35   12     1.00000000000000E-99   1.00000000000000E-99
  8   13     5.56757511100161E-14   1.16919077331034E-12
  9   13     5.97850889272419E-16   1.31527195639932E-14
 10   13     9.32725027049427E-13   2.14526756221368E-11
 11   13     1.88161650299410E-07   4.51587960718584E-06
 12   13     2.87775368113051E-07   7.19438420282627E-06
 13   13     6.27777613865211E-08   1.63222179604955E-06
 14   13     2.12442605636806E-08   5.73595035219377E-07
 15   13     4.56103154244288E-13   1.27708883188401E-11
 16   13     1.76256554504098E-14   5.11144008061885E-13
 17   13     3.06130826411019E-15   9.18392479233056E-14
 18   13     9.52241929118402E-17   2.95194998026704E-15
 19   13     2.61673292314366E-20   8.37354535405972E-19
 20   13     6.96295108047187E-20   2.29777385655572E-18
 21   13     4.56031235672333E-24   1.55050620128593E-22
 22   13     3.30486513179097E-26   1.15670279612684E-24
 23   13     6.94865815184134E-28   2.50151693466288E-26
