    time    temp    dens
   1.00065796961541E+00   5.89404971361548E-02   7.92688980590165E-01
     nin     zin       y       x
  1    0     4.24639457893871E-10   4.24639457893871E-10
  0    1     9.11680427519504E-02   9.11680427519504E-02
  1    1     7.92632790228164E-07   1.58526558045633E-06
  2    1     8.71102350309917E-08   2.61330705092975E-07
  1    2     1.84902967050064E-06   5.54708901150193E-06
  2    2     2.21332366462647E-01   8.85329465850587E-01
  4    2     3.01995051854154E-21   1.81197031112493E-20
  3    3     1.91768022355720E-14   1.15060813413432E-13
  4    3     5.24331832794531E-10   3.67032282956172E-09
  5    3     1.75471098186065E-16   1.40376878548852E-15
  6    3     3.47754974554098E-23   3.12979477098688E-22
  3    4     3.13483168297133E-10   2.19438217807993E-09
  5    4     6.80265589034808E-14   6.12239030131327E-13
  6    4     3.67668767419775E-14   3.67668767419775E-13
  7    4     1.56501878474668E-21   1.72152066322135E-20
  8    4     5.64974358169725E-30   6.77969229803670E-29
  3    5     1.13179637042196E-13   9.05437096337571E-13
  5    5     2.10431610384315E-11   2.10431610384315E-10
  6    5     6.88762035613078E-08   7.57638239174386E-07
  7    5     4.17457699624676E-15   5.00949239549612E-14
  8    5     1.32606263047720E-18   1.72388141962036E-17
  9    5     2.61544250027669E-29   3.66161950038737E-28
  3    6     2.26100522341597E-13   2.03490470107437E-12
  4    6     1.45067129548607E-09   1.45067129548607E-08
  5    6     1.84586209592658E-06   2.03044830551924E-05
  6    6     4.33574019255638E-06   5.20288823106765E-05
  7    6     4.42428930571403E-07   5.75157609742824E-06
  8    6     2.80939400719424E-10   3.93315161007194E-09
  9    6     7.88320744990185E-17   1.18248111748528E-15
 10    6     1.16309365350708E-17   1.86094984561133E-16
 11    6     5.29609507471116E-26   9.00336162700897E-25
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     7.22066419204131E-30   7.94273061124544E-29
  5    7     1.67654449626394E-16   2.01185339551673E-15
  6    7     1.10997508077794E-06   1.44296760501132E-05
  7    7     4.02058066443742E-07   5.62881293021239E-06
  8    7     7.82997219466357E-07   1.17449582919954E-05
  9    7     1.49539401709641E-12   2.39263042735426E-11
 10    7     2.90707348759534E-11   4.94202492891208E-10
 11    7     1.52998308692554E-13   2.75396955646597E-12
 12    7     3.87971564896828E-14   7.37145973303974E-13
 13    7     6.41316199359078E-18   1.28263239871816E-16
 14    7     1.56308722598344E-19   3.28248317456523E-18
  5    8     1.89377343550100E-19   2.46190546615130E-18
  6    8     5.76675843295632E-06   8.07346180613885E-05
  7    8     6.51930601608239E-06   9.77895902412358E-05
  8    8     6.87757688803451E-06   1.10041230208552E-04
  9    8     6.54992704866665E-08   1.11348759827333E-06
 10    8     5.04657959419949E-09   9.08384326955908E-08
 11    8     1.43431506929701E-13   2.72519863166432E-12
 12    8     2.08251922249063E-14   4.16503844498127E-13
 13    8     5.33234237194312E-18   1.11979189810805E-16
 14    8     3.23187599199122E-19   7.11012718238068E-18
  5    9     5.22096250557272E-48   7.30934750780181E-47
  6    9     9.16184363998755E-18   1.37427654599813E-16
  7    9     3.71556116864689E-18   5.94489786983503E-17
  8    9     6.67366853898226E-08   1.13452365162698E-06
  9    9     4.35374701810740E-08   7.83674463259332E-07
 10    9     2.47700556213579E-08   4.70631056805800E-07
 11    9     9.97495397646689E-12   1.99499079529338E-10
 12    9     5.27891373249364E-13   1.10857188382366E-11
 13    9     5.91176412398487E-15   1.30058810727667E-13
 14    9     1.40427635078881E-18   3.22983560681427E-17
 15    9     1.17254774711116E-19   2.81411459306679E-18
 16    9     1.26762702887815E-21   3.16906757219538E-20
 17    9     2.11230025445444E-24   5.49198066158153E-23
  7   10     5.04551943707113E-14   8.57738304302093E-13
  8   10     6.21420670028894E-08   1.11855720605201E-06
  9   10     9.88761285201184E-08   1.87864644188225E-06
 10   10     1.48781843093783E-06   2.97563686187566E-05
 11   10     6.46302357498618E-08   1.35723495074710E-06
 12   10     2.33049718326282E-07   5.12709380317821E-06
 13   10     3.21228621743784E-12   7.38825830010703E-11
 14   10     7.77236309207846E-14   1.86536714209883E-12
 15   10     1.92305012880547E-15   4.80762532201367E-14
 16   10     4.56603703557980E-16   1.18716962925075E-14
 17   10     8.43369562719855E-21   2.27709781934361E-19
 18   10     4.71150781215550E-23   1.31922218740354E-21
 19   10     1.35735436313181E-27   3.93632765308226E-26
 20   10     1.46986942634099E-29   4.40960827902297E-28
 21   10     9.81781156221118E-35   3.04352158428547E-33
 22   10     7.82693071585530E-38   2.50461782907369E-36
 23   10     1.91128361499916E-40   6.30723592949724E-39
 24   10     5.92302664432922E-45   2.01382905907194E-43
 25   10     2.93677499553609E-93   1.02787124843763E-91
 26   10     4.98532720171095E-92   1.79471779261594E-90
 27   10     1.26353256487649E-91   4.67507049004299E-90
 28   10     1.00000000000000E-99   5.80924639629330E-99
 29   10     1.00000000000000E-99   1.00000000000000E-99
 30   10     1.00000000000000E-99   1.00000000000000E-99
 31   10     1.00000000000000E-99   1.00000000000000E-99
  8   11     9.95756257761008E-15   1.89193688974591E-13
  9   11     2.97530497984156E-09   5.95060995968312E-08
 10   11     1.28825151834948E-07   2.70532818853390E-06
 11   11     2.49038429885874E-07   5.47884545748923E-06
 12   11     3.27993763801666E-07   7.54385656743833E-06
 13   11     2.60803523435045E-10   6.25928456244108E-09
 14   11     1.11860600774810E-11   2.79651501937024E-10
 15   11     4.50608668193854E-13   1.17158253730402E-11
 16   11     3.69768857872928E-14   9.98375916256906E-13
 17   11     8.00511351792066E-18   2.24143178501779E-16
 18   11     3.70103614586583E-20   1.07330048230109E-18
 19   11     1.93918403133457E-23   5.81755209400371E-22
 20   11     8.47404448569034E-26   2.62695379056401E-24
 21   11     2.49034502684842E-30   7.96910408591494E-29
 22   11     6.14004413239264E-33   2.02621456368957E-31
 23   11     2.49909387379036E-36   8.49691917088723E-35
 24   11     5.44619628213974E-40   1.90616869874891E-38
 25   11     6.53685054085031E-45   2.35326619470611E-43
 26   11     1.08152982635604E-50   4.00166035751736E-49
 27   11     9.99258627067588E-81   3.79718278285683E-79
 28   11     8.07746806682876E-91   3.15021254606322E-89
 29   11     1.00000000000000E-99   1.00000000000000E-99
 30   11     1.00000000000000E-99   1.00000000000000E-99
 31   11     1.00000000000000E-99   1.00000000000000E-99
 32   11     1.00000000000000E-99   1.00000000000000E-99
 33   11     1.00000000000000E-99   1.00000000000000E-99
  8   12     1.76369522456354E-13   3.52739044912708E-12
  9   12     5.08081287009750E-10   1.06697070272048E-08
 10   12     2.63277958131527E-07   5.79211507889360E-06
 11   12     8.80417747961788E-08   2.02496082031211E-06
 12   12     3.87970676652269E-07   9.31129623965447E-06
 13   12     9.46735737726834E-07   2.36683934431708E-05
 14   12     9.54950087971679E-07   2.48287022872637E-05
 15   12     1.94019464812133E-11   5.23852554992760E-10
 16   12     1.27331134883263E-12   3.56527177673136E-11
 17   12     2.04963911730441E-14   5.94395344018279E-13
 18   12     3.58283929228865E-15   1.07485178768660E-13
 19   12     2.95786733996228E-19   9.16938875388307E-18
 20   12     6.64623763449812E-21   2.12679604303940E-19
 21   12     5.66540847118741E-25   1.86958479549185E-23
 22   12     1.53841515190076E-27   5.23061151646258E-26
 23   12     8.99613605954365E-29   3.14864762084028E-27
 24   12     1.01561044139264E-32   3.65619758901349E-31
 25   12     1.94358148217173E-34   7.19125148403539E-33
 26   12     6.48236441448136E-37   2.46329847750292E-35
 27   12     1.43014845986960E-43   5.57757899349145E-42
 28   12     3.45308251093984E-51   1.38123300437594E-49
 29   12     4.68872178718718E-91   1.92237593274674E-89
 30   12     1.00000000000000E-99   1.00000000000000E-99
 31   12     1.00000000000000E-99   1.00000000000000E-99
 32   12     1.00000000000000E-99   1.00000000000000E-99
 33   12     1.00000000000000E-99   1.00000000000000E-99
 34   12     1.00000000000000E-99   1.00000000000000E-99
 35   12     1.00000000000000E-99   1.00000000000000E-99
  8   13     4.72548383899000E-18   9.92351606187900E-17
  9   13     1.62650753213179E-15   3.57831657068995E-14
 10   13     6.76280403810207E-13   1.55544492876348E-11
 11   13     1.90706931396376E-08   4.57696635351301E-07
 12   13     4.60791038085041E-07   1.15197759521260E-05
 13   13     3.89218255172518E-09   1.01196746344855E-07
 14   13     1.12447632007794E-06   3.03608606421044E-05
 15   13     1.76471093570906E-09   4.94119061998537E-08
 16   13     8.75177501702279E-11   2.53801475493661E-09
 17   13     2.21081289040282E-12   6.63243867120845E-11
 18   13     1.62559716401672E-13   5.03935120845182E-12
 19   13     1.51276778621336E-18   4.84085691588276E-17
 20   13     3.14462672066332E-18   1.03772681781890E-16
 21   13     1.29792661955172E-21   4.41295050647584E-20
 22   13     1.27937555639673E-24   4.47781444738856E-23
 23   13     7.92219600313400E-26   2.85199056112824E-24
 24   13     4.48908934721489E-29   1.66096305846951E-27
 25   13     1.65321290246069E-31   6.28220902935063E-30
 26   13     2.50856233488518E-34   9.78339310605220E-33
 27   13     7.99411513548023E-41   3.19764605419209E-39
 28   13     4.74358650492396E-43   1.94487046701882E-41
 29   13     8.31959974266913E-60   3.49423189192103E-58
 30   13     9.80910996089811E-67   4.21791728318619E-65
 31   13     1.00000000000000E-99   1.00000000000000E-99
 32   13     1.00000000000000E-99   1.20035055392751E-98
 33   13     1.00000000000000E-99   1.00000000000000E-99
 34   13     1.00000000000000E-99   1.00000000000000E-99
 35   13     1.00000000000000E-99   2.15720713231554E-99
 36   13     1.00000000000000E-99   1.00000000000000E-99
 37   13     1.00000000000000E-99   1.00000000000000E-99
 38   13     1.00000000000000E-99   1.00000000000000E-99
  8   14     5.15864923584539E-19   1.13490283188599E-17
  9   14     1.64610709157221E-17   3.78604631061608E-16
 10   14     1.60163670434904E-15   3.84392809043770E-14
 11   14     3.37914163698119E-09   8.44785409245297E-08
 12   14     2.12138597089669E-07   5.51560352433140E-06
 13   14     6.42597299967975E-07   1.73501270991353E-05
 14   14     3.87757362637308E-06   1.08572061538446E-04
 15   14     2.24803814073293E-06   6.51931060812549E-05
 16   14     2.45800482755499E-06   7.37401448266496E-05
 17   14     4.15138131820926E-09   1.28692820864487E-07
 18   14     3.85493683215485E-10   1.23357978628955E-08
 19   14     4.95407211960682E-14   1.63484379947025E-12
 20   14     3.04435419421019E-14   1.03508042603146E-12
 21   14     4.48729079645693E-18   1.57055177875992E-16
 22   14     2.68805847649478E-20   9.67701051538120E-19
 23   14     1.24087082715523E-22   4.59122206047434E-21
 24   14     3.25539681482862E-24   1.23705078963488E-22
 25   14     1.87348837059915E-27   7.30660464533670E-26
 26   14     2.70857787879736E-29   1.08343115151894E-27
 27   14     1.38723182552892E-32   5.68765048466857E-31
 28   14     3.83314950537617E-36   1.60992279225799E-34
 29   14     1.14607834145399E-40   4.92813686825218E-39
 30   14     5.08557276313766E-46   2.23765201578057E-44
