    time    temp    dens
   7.87329296673092E-01   7.51479080798577E-02   1.62738594558320E+00
     nin     zin       y       x
  1    0     3.87023521122704E-10   3.87023521122704E-10
  0    1     9.11699256716164E-02   9.11699256716164E-02
  1    1     6.40931407492929E-07   1.28186281498586E-06
  2    1     5.15566819773636E-08   1.54670045932091E-07
  1    2     1.84035718032010E-06   5.52107154096031E-06
  2    2     2.21332080351931E-01   8.85328321407725E-01
  4    2     1.53228372678827E-21   9.19370236072960E-21
  3    3     1.16325158686949E-14   6.97950952121693E-14
  4    3     4.18571062941988E-10   2.92999744059392E-09
  5    3     5.00868237831306E-17   4.00694590265045E-16
  6    3     1.07394700981358E-23   9.66552308832218E-23
  3    4     4.17971770727033E-10   2.92580239508923E-09
  5    4     2.58796559675950E-14   2.32916903708355E-13
  6    4     1.77373241160463E-14   1.77373241160463E-13
  7    4     5.43818957458602E-22   5.98200853204462E-21
  8    4     3.29874844969712E-30   3.95849813963654E-29
  3    5     1.42506563513592E-13   1.14005250810873E-12
  5    5     1.06421932122079E-11   1.06421932122079E-10
  6    5     4.20990765582506E-08   4.63089842140756E-07
  7    5     6.69150706044369E-15   8.02980847253243E-14
  8    5     2.09282244404573E-18   2.72066917725945E-17
  9    5     1.01564554587875E-28   1.42190376423025E-27
  3    6     2.26100518130542E-13   2.03490466317488E-12
  4    6     1.46182208848895E-09   1.46182208848895E-08
  5    6     1.85417160676330E-06   2.03958876743963E-05
  6    6     4.31181811970494E-06   5.17418174364593E-05
  7    6     4.32787642802824E-07   5.62623935643671E-06
  8    6     2.69395354757243E-10   3.77153496660140E-09
  9    6     7.24693108532388E-17   1.08703966279858E-15
 10    6     1.05308207524985E-17   1.68493132039977E-16
 11    6     7.52974236797601E-26   1.28005620255592E-24
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.38977496140095E-28   1.52875245754104E-27
  5    7     7.16675744975429E-16   8.60010893970515E-15
  6    7     1.11973917632036E-06   1.45566092921646E-05
  7    7     3.86833383742768E-07   5.41566737239875E-06
  8    7     7.01718484216219E-07   1.05257772632433E-05
  9    7     1.36848735450028E-12   2.18957976720045E-11
 10    7     2.98256397165686E-11   5.07035875181666E-10
 11    7     1.78696104952793E-13   3.21652988915027E-12
 12    7     5.29198788022941E-14   1.00547769724359E-12
 13    7     1.06447742993007E-17   2.12895485986015E-16
 14    7     3.06885410900368E-19   6.44459362890773E-18
  5    8     3.54588625137613E-19   4.60965212678897E-18
  6    8     5.83169368354742E-06   8.16437115696638E-05
  7    8     6.62284767458489E-06   9.93427151187733E-05
  8    8     6.87646616277697E-06   1.10023458604432E-04
  9    8     6.41385186923220E-08   1.09035481776947E-06
 10    8     4.32007192295820E-09   7.77612946132476E-08
 11    8     1.23954665860237E-13   2.35513865134450E-12
 12    8     1.93213540491224E-14   3.86427080982448E-13
 13    8     4.82423198685770E-18   1.01308871724012E-16
 14    8     3.08442437567995E-19   6.78573362649589E-18
  5    9     5.48610446801166E-48   7.68054625521632E-47
  6    9     5.49132131833934E-19   8.23698197750901E-18
  7    9     3.19847379685595E-19   5.11755807496952E-18
  8    9     6.97589973003068E-08   1.18590295410522E-06
  9    9     3.87069728844624E-08   6.96725511920323E-07
 10    9     2.32986665099605E-08   4.42674663689249E-07
 11    9     9.75506749351317E-12   1.95101349870263E-10
 12    9     4.99834889656924E-13   1.04965326827954E-11
 13    9     6.12016968956649E-15   1.34643733170463E-13
 14    9     1.38927718707611E-18   3.19533753027505E-17
 15    9     1.45074372168181E-19   3.48178493203634E-18
 16    9     2.54820847625775E-21   6.37052119064437E-20
 17    9     3.93310701585984E-24   1.02260782412356E-22
  7   10     1.96703357186646E-13   3.34395707217299E-12
  8   10     6.91942729601804E-08   1.24549691328325E-06
  9   10     1.00444888331117E-07   1.90845287829122E-06
 10   10     1.48524640845554E-06   2.97049281691107E-05
 11   10     6.19725191187386E-08   1.30142290149351E-06
 12   10     2.24945066209202E-07   4.94879145660244E-06
 13   10     3.03334460362426E-12   6.97669258833579E-11
 14   10     7.23777743095678E-14   1.73706658342963E-12
 15   10     2.17259693199669E-15   5.43149232999172E-14
 16   10     7.58911022094583E-16   1.97316865744591E-14
 17   10     1.41824745788536E-20   3.82926813629047E-19
 18   10     8.74580414914321E-24   2.44882516176010E-22
 19   10     2.50187112180772E-27   7.25542625324240E-26
 20   10     2.72539431679611E-29   8.17618295038833E-28
 21   10     2.01588617450829E-34   6.24924714097571E-33
 22   10     1.82924722426043E-37   5.85359111763337E-36
 23   10     7.76829668339078E-40   2.56353790551896E-38
 24   10     2.01204634374736E-44   6.84095756874101E-43
 25   10     4.38856001903680E-92   1.53599600666288E-90
 26   10     7.25009169376241E-91   2.61003300975447E-89
 27   10     1.83408621298744E-90   6.78611898805354E-89
 28   10     4.40123251077081E-99   1.67246835409291E-97
 29   10     1.00000000000000E-99   1.00000000000000E-99
 30   10     1.00000000000000E-99   1.00000000000000E-99
 31   10     1.00000000000000E-99   1.00000000000000E-99
  8   11     8.45439539560216E-15   1.60633512516441E-13
  9   11     4.44471482382582E-09   8.88942964765163E-08
 10   11     1.30465860102464E-07   2.73978306215175E-06
 11   11     2.42889929236918E-07   5.34357844321219E-06
 12   11     3.23125331203458E-07   7.43188261767954E-06
 13   11     2.36153042678437E-10   5.66767302428248E-09
 14   11     1.04621017101347E-11   2.61552542753369E-10
 15   11     4.84256632532440E-13   1.25906724458434E-11
 16   11     5.30839045501880E-14   1.43326542285508E-12
 17   11     1.21735939320832E-17   3.40860630098330E-16
 18   11     3.88106821410446E-21   1.12550978209029E-19
 19   11     3.82379140135652E-23   1.14713742040696E-21
 20   11     1.54182033846899E-25   4.77964304925386E-24
 21   11     4.54068584742382E-30   1.45301947117562E-28
 22   11     1.16182129361261E-32   3.83401026892161E-31
 23   11     5.45077367700288E-36   1.85326305018098E-34
 24   11     1.51008475423053E-39   5.28529663980687E-38
 25   11     2.53190079268068E-44   9.11484285365045E-43
 26   11     3.88827510122842E-50   1.43866178745452E-48
 27   11     7.88151854578838E-80   2.99497704739958E-78
 28   11     1.01345554789106E-89   3.95247663677512E-88
 29   11     1.00000000000000E-99   1.00000000000000E-99
 30   11     1.00000000000000E-99   1.00000000000000E-99
 31   11     1.00000000000000E-99   1.00000000000000E-99
 32   11     1.00000000000000E-99   1.00000000000000E-99
 33   11     1.00000000000000E-99   1.00000000000000E-99
  8   12     8.83931520654295E-13   1.76786304130859E-11
  9   12     1.99038554026261E-09   4.17980963455149E-08
 10   12     2.78330005602668E-07   6.12326012325870E-06
 11   12     9.35204891869309E-08   2.15097125129941E-06
 12   12     3.78089311445316E-07   9.07414347468758E-06
 13   12     9.26177649332766E-07   2.31544412333192E-05
 14   12     9.39931143406307E-07   2.44382097285640E-05
 15   12     1.81428612136691E-11   4.89857252769065E-10
 16   12     1.22512206799108E-12   3.43034179037502E-11
 17   12     2.20201741940227E-14   6.38585051626659E-13
 18   12     4.90899788927979E-15   1.47269936678394E-13
 19   12     4.75585359997456E-19   1.47431461599211E-17
 20   12     5.82025001492021E-21   1.86248000477447E-19
 21   12     1.19809537992471E-24   3.95371475375153E-23
 22   12     2.83239860326608E-27   9.63015525110469E-26
 23   12     1.60277100261033E-28   5.60969850913616E-27
 24   12     1.75820304240603E-32   6.32953095266170E-31
 25   12     1.82728371014302E-37   6.76094972752917E-36
 26   12     2.29594222234352E-37   8.72458044490536E-36
 27   12     7.69903417944647E-45   3.00262332998412E-43
 28   12     2.99543731429110E-52   1.19817492571644E-50
 29   12     1.46714783791290E-89   6.01530613544289E-88
 30   12     1.00000000000000E-99   1.00000000000000E-99
 31   12     1.00000000000000E-99   1.00000000000000E-99
 32   12     1.00000000000000E-99   1.00000000000000E-99
 33   12     1.00000000000000E-99   1.00000000000000E-99
 34   12     1.00000000000000E-99   1.00000000000000E-99
 35   12     1.00000000000000E-99   1.00000000000000E-99
  8   13     1.08118422945440E-17   2.27048688185425E-16
  9   13     2.79760967861857E-15   6.15474129296084E-14
 10   13     8.47100743591071E-13   1.94833171025946E-11
 11   13     2.10045828786958E-08   5.04109989088699E-07
 12   13     4.77257152792588E-07   1.19314288198147E-05
 13   13     5.82690751151515E-16   1.51499595299394E-14
 14   13     1.09368099695395E-06   2.95293869177567E-05
 15   13     1.68962695540256E-09   4.73095547512716E-08
 16   13     8.43600842250203E-11   2.44644244252559E-09
 17   13     2.22503253126026E-12   6.67509759378078E-11
 18   13     1.96361266002300E-13   6.08719924607131E-12
 19   13     3.07561740860693E-18   9.84197570754219E-17
 20   13     5.49985756989052E-18   1.81495299806387E-16
 21   13     2.44831923751523E-21   8.32428540755178E-20
 22   13     2.40369373027630E-24   8.41292805596704E-23
 23   13     1.70825280320805E-25   6.14971009154897E-24
 24   13     8.11882220125286E-29   3.00396421446356E-27
 25   13     7.05588880418439E-32   2.68123774559007E-30
 26   13     1.60653819769907E-34   6.26549897102636E-33
 27   13     3.86632400198384E-41   1.54652960079353E-39
 28   13     9.99041701878398E-43   4.09607097770143E-41
 29   13     3.57654183753080E-59   1.50214757176294E-57
 30   13     5.06651540351571E-67   2.17860162351175E-65
 31   13     1.00000000000000E-99   1.00000000000000E-99
 32   13     1.18575658344617E-98   5.33590462550778E-97
 33   13     1.00000000000000E-99   1.00000000000000E-99
 34   13     1.00000000000000E-99   1.00000000000000E-99
 35   13     1.93395243815618E-99   9.28297170314967E-98
 36   13     1.00000000000000E-99   1.29234279755443E-98
 37   13     1.00000000000000E-99   1.00000000000000E-99
 38   13     1.00000000000000E-99   1.00000000000000E-99
  8   14     1.27839153107363E-18   2.81246136836198E-17
  9   14     3.73609017042308E-17   8.59300739197308E-16
 10   14     4.28553675869200E-15   1.02852882208608E-13
 11   14     8.78188055734959E-09   2.19547013933740E-07
 12   14     2.31333720353321E-07   6.01467672918634E-06
 13   14     6.67385475276892E-07   1.80194078324761E-05
 14   14     3.85579370692870E-06   1.07962223794004E-04
 15   14     2.18150983417817E-06   6.32637851911670E-05
 16   14     2.42657130384772E-06   7.27971391154316E-05
 17   14     3.69531329717323E-09   1.14554712212370E-07
 18   14     1.97039144011655E-11   6.30525260837295E-10
 19   14     4.88840310072327E-14   1.61317302323868E-12
 20   14     3.06346095529232E-14   1.04157672479939E-12
 21   14     5.01735344239443E-18   1.75607370483805E-16
 22   14     3.40367526830470E-20   1.22532309658969E-18
 23   14     2.71685876560920E-22   1.00523774327540E-20
 24   14     6.05490234216443E-24   2.30086289002248E-22
 25   14     3.30243280847067E-27   1.28794879530356E-25
 26   14     4.95934410996827E-29   1.98373764398731E-27
 27   14     2.53906354619948E-32   1.04101605394179E-30
 28   14     6.77358375442352E-36   2.84490517685788E-34
 29   14     2.29109748882008E-40   9.85171920192633E-39
 30   14     1.77398053973685E-45   7.80551437484215E-44
 31   14     1.73183891459822E-65   7.79327511569201E-64
 32   14     1.69506505586518E-72   7.79729925697984E-71
 33   14     1.08601098001767E-95   5.10425160608305E-94
 34   14     2.86074638395917E-94   1.37315826430040E-92
 35   14     1.03180772322883E-92   5.05585784382129E-91
 36   14     3.80423198081908E-96   1.90211599040954E-94
 37   14     1.00000000000000E-99   1.00000000000000E-99
 38   14     1.00000000000000E-99   1.00000000000000E-99
 39   14     1.00000000000000E-99   1.00000000000000E-99
 40   14     1.00000000000000E-99   1.00000000000000E-99
  8   15     3.32883829448437E-21   7.65632807731406E-20
  9   15     2.35146252604451E-20   5.64351006250682E-19
 10   15     2.84827447991747E-22   7.12068619979368E-21
 11   15     3.04303249286737E-16   7.91188448145517E-15
 12   15     3.10399739317972E-08   8.38079296158524E-07
 13   15     3.30675229886204E-08   9.25890643681371E-07
 14   15     1.25765945416565E-06   3.64721241708040E-05
 15   15     1.34108409296673E-06   4.02325227890019E-05
 16   15     2.69497780575606E-06   8.35443119784378E-05
 17   15     2.26380616463735E-09   7.24417972683953E-08
 18   15     4.45551023032193E-10   1.47031837600624E-08
 19   15     3.45233691418552E-12   1.17379455082308E-10
 20   15     1.12660663581508E-12   3.94312322535279E-11
 21   15     6.06593675279386E-16   2.18373723100579E-14
 22   15     3.69393910778647E-17   1.36675746988099E-15
