    time    temp    dens
   3.49434195107180E+01   1.00000000000000E-02   1.86150235674849E-05
     nin     zin       y       x
  1    0     8.21624879498650E-09   8.21624879498650E-09
  0    1     9.11627232560860E-02   9.11627232560860E-02
  1    1     1.56712641301958E-06   3.13425282603916E-06
  2    1     4.80192941463927E-07   1.44057882439178E-06
  1    2     1.81847130190956E-06   5.45541390572870E-06
  2    2     2.21332689192396E-01   8.85330756769583E-01
  4    2     1.90056998609345E-23   1.14034199165607E-22
  3    3     8.51645279980271E-14   5.10987167988162E-13
  4    3     7.43461073361955E-10   5.20422751353369E-09
  5    3     9.64944023124111E-19   7.71955218499289E-18
  6    3     2.68262539388189E-28   2.41436285449370E-27
  3    4     1.47214571076259E-10   1.03050199753381E-09
  5    4     3.22767354540357E-13   2.90490619086321E-12
  6    4     1.10142308729250E-13   1.10142308729250E-12
  7    4     1.93195135616960E-21   2.12514649178656E-20
  8    4     3.27357890621598E-33   3.92829468745917E-32
  3    5     5.51214046858450E-27   4.40971237486760E-26
  5    5     1.03025031748796E-09   1.03025031748796E-08
  6    5     1.75492677326603E-07   1.93041945059263E-06
  7    5     2.65395480342867E-18   3.18474576411441E-17
  8    5     1.13784265756912E-21   1.47919545483986E-20
  9    5     1.55672974421358E-36   2.17942164189902E-35
  3    6     2.26100522558999E-13   2.03490470303099E-12
  4    6     4.28703206059706E-10   4.28703206059706E-09
  5    6     1.76982851577481E-06   1.94681136735229E-05
  6    6     4.39247179722864E-06   5.27096615667436E-05
  7    6     5.05120318178658E-07   6.56656413632256E-06
  8    6     3.24207944914161E-10   4.53891122879825E-09
  9    6     6.02204458045719E-20   9.03306687068579E-19
 10    6     1.28721136980921E-20   2.05953819169474E-19
 11    6     2.07456788820861E-33   3.52676540995463E-32
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.92349566392345E-54   2.11584523031580E-53
  5    7     4.08935682231509E-19   4.90722818677811E-18
  6    7     1.04701514784767E-06   1.36111969220197E-05
  7    7     2.01349204176599E-06   2.81888885847238E-05
  8    7     2.06134478733867E-06   3.09201718100800E-05
  9    7     7.43673752809386E-14   1.18987800449502E-12
 10    7     1.09028389865153E-13   1.85348262770760E-12
 11    7     3.15285563435938E-17   5.67514014184689E-16
 12    7     7.14002820980496E-18   1.35660535986294E-16
 13    7     2.75328313804269E-21   5.50656627608538E-20
 14    7     4.39324603900250E-23   9.22581668190525E-22
  5    8     8.16251470150594E-23   1.06112691119577E-21
  6    8     4.05410989510259E-06   5.67575385314363E-05
  7    8     5.18873895012674E-06   7.78310842519011E-05
  8    8     6.87980777937571E-06   1.10076924470011E-04
  9    8     8.65922276365652E-08   1.47206786982161E-06
 10    8     8.16473859848386E-09   1.46965294772709E-07
 11    8     8.69924994030048E-14   1.65285748865709E-12
 12    8     4.71273906641759E-15   9.42547813283518E-14
 13    8     2.47674200935959E-20   5.20115821965514E-19
 14    8     2.65940054296820E-22   5.85068119453003E-21
  5    9     4.30907341709488E-48   6.03270278393283E-47
  6    9     8.01105320606385E-16   1.20165798090958E-14
  7    9     1.94030506171653E-15   3.10448809874644E-14
  8    9     4.16212493773976E-08   7.07561239415760E-07
  9    9     9.83949486850340E-08   1.77110907633061E-06
 10    9     9.82847485887223E-08   1.86741022318572E-06
 11    9     1.27938018647372E-12   2.55876037294745E-11
 12    9     3.45241356386601E-15   7.25006848411862E-14
 13    9     2.51898828582912E-17   5.54177422882406E-16
 14    9     1.25078489344876E-21   2.87680525493216E-20
 15    9     2.39851358580818E-23   5.75643260593963E-22
 16    9     4.78196987314102E-25   1.19549246828525E-23
 17    9     2.64812805354371E-30   6.88513293921365E-29
  7   10     2.03688841853479E-19   3.46271031150915E-18
  8   10     4.83850733008812E-14   8.70931319415861E-13
  9   10     2.49870198366917E-08   4.74753376897143E-07
 10   10     1.49211357010559E-06   2.98422714021119E-05
 11   10     1.49392148698140E-07   3.13723512266095E-06
 12   10     2.57671451055651E-07   5.66877192322431E-06
 13   10     2.05965680005568E-12   4.73721064012807E-11
 14   10     8.38403992302182E-14   2.01216958152524E-12
 15   10     4.75246272413327E-19   1.18811568103332E-17
 16   10     9.09224632338869E-20   2.36398404408106E-18
 17   10     5.62882491470458E-24   1.51978272697024E-22
 18   10     4.69731825018020E-26   1.31524911005046E-24
 19   10     2.25177318334968E-32   6.53014223171406E-31
 20   10     6.19200223232521E-36   1.85760066969756E-34
 21   10     1.10276179136713E-41   3.41856155323811E-40
 22   10     6.48568620752368E-45   2.07541958640758E-43
 23   10     3.30758808088749E-47   1.09150406669287E-45
 24   10     8.07199830318013E-52   2.74447942308124E-50
 25   10     1.00000000000000E-99   1.00000000000000E-99
 26   10     1.00000000000000E-99   1.00000000000000E-99
 27   10     1.00000000000000E-99   1.00000000000000E-99
 28   10     1.00000000000000E-99   1.00000000000000E-99
 29   10     1.00000000000000E-99   1.00000000000000E-99
 30   10     1.00000000000000E-99   1.00000000000000E-99
 31   10     1.00000000000000E-99   1.00000000000000E-99
  8   11     1.79933641538035E-18   3.41873918922266E-17
  9   11     1.25118500645346E-16   2.50237001290693E-15
 10   11     4.42833796402483E-08   9.29950972445215E-07
 11   11     4.85671620489010E-07   1.06847756507582E-05
 12   11     4.05002859340667E-07   9.31506576483535E-06
 13   11     3.82481779139526E-10   9.17956269934863E-09
 14   11     9.08458967347268E-12   2.27114741836817E-10
 15   11     1.42896926139234E-16   3.71532007962010E-15
 16   11     6.24351570912652E-18   1.68574924146416E-16
 17   11     5.04917262014489E-22   1.41376833364057E-20
 18   11     5.72271476165032E-23   1.65958728087859E-21
 19   11     2.59207173835296E-27   7.77621521505888E-26
 20   11     2.90215093611518E-29   8.99666790195706E-28
 21   11     2.42658565762026E-35   7.76507410438482E-34
 22   11     1.28030601366680E-39   4.22500984510045E-38
 23   11     1.89145902940771E-43   6.43096069998620E-42
 24   11     3.69810786293664E-47   1.29433775202782E-45
 25   11     1.34215610938324E-51   4.83176199377967E-50
 26   11     2.10737482230405E-57   7.79728684252500E-56
 27   11     1.18700557231864E-94   4.51062117481082E-93
 28   11     1.00000000000000E-99   1.00000000000000E-99
 29   11     1.00000000000000E-99   1.00000000000000E-99
 30   11     1.00000000000000E-99   1.00000000000000E-99
 31   11     1.00000000000000E-99   1.00000000000000E-99
 32   11     1.00000000000000E-99   1.00000000000000E-99
 33   11     1.00000000000000E-99   1.00000000000000E-99
  8   12     3.11098284882006E-20   6.22196569764013E-19
  9   12     1.23191979883965E-18   2.58703157756327E-17
 10   12     6.05996031045677E-10   1.33319126830049E-08
 11   12     9.94072861144352E-09   2.28636758063201E-07
 12   12     4.19876741055263E-07   1.00770417853263E-05
 13   12     1.39307369253859E-06   3.48268423134647E-05
 14   12     9.55108210014117E-07   2.48328134603670E-05
 15   12     2.18392464560853E-11   5.89659654314303E-10
 16   12     1.41632970983081E-12   3.96572318752626E-11
 17   12     5.05996375693425E-18   1.46738948951093E-16
 18   12     8.31815136162210E-19   2.49544540848663E-17
 19   12     4.38714759236237E-23   1.36001575363233E-21
 20   12     3.58573365269686E-23   1.14743476886300E-21
 21   12     3.30900076380425E-28   1.09197025205540E-26
 22   12     8.23847592375670E-31   2.80108181407728E-29
 23   12     5.16134780985691E-33   1.80647173344992E-31
 24   12     4.13717914451890E-37   1.48938449202680E-35
 25   12     1.43990632280898E-39   5.32765339439324E-38
 26   12     9.85389618413961E-43   3.74448054997305E-41
 27   12     4.11210788404256E-50   1.60372207477660E-48
 28   12     4.43771034339869E-61   1.77508413735948E-59
 29   12     1.00000000000000E-99   1.00000000000000E-99
 30   12     1.00000000000000E-99   1.00000000000000E-99
 31   12     1.00000000000000E-99   1.00000000000000E-99
 32   12     1.00000000000000E-99   1.00000000000000E-99
