    time    temp    dens
   9.08088791999839E-01   6.50323835446442E-02   1.06065672614431E+00
     nin     zin       y       x
  1    0     4.08180006883839E-10   4.08180006883839E-10
  0    1     9.11687254122792E-02   9.11687254122792E-02
  1    1     7.31186385198983E-07   1.46237277039797E-06
  2    1     7.05880454046886E-08   2.11764136214066E-07
  1    2     1.84771292912566E-06   5.54313878737699E-06
  2    2     2.21332270264159E-01   8.85329081056634E-01
  4    2     2.38364322583238E-21   1.43018593549943E-20
  3    3     1.57802172266755E-14   9.46813033600531E-14
  4    3     4.86197083605940E-10   3.40337958524158E-09
  5    3     1.16508535626863E-16   9.32068285014905E-16
  6    3     2.32393822373409E-23   2.09154440136068E-22
  3    4     3.47816546849390E-10   2.43471582794573E-09
  5    4     4.91771418388885E-14   4.42594276549996E-13
  6    4     2.88575290706351E-14   2.88575290706351E-13
  7    4     1.09738727366948E-21   1.20712600103642E-20
  8    4     4.92306223084022E-30   5.90767467700826E-29
  3    5     1.24750814485877E-13   9.98006515887012E-13
  5    5     1.64643798388813E-11   1.64643798388813E-10
  6    5     5.87529335780634E-08   6.46282269358698E-07
  7    5     5.33393278181910E-15   6.40071933818292E-14
  8    5     1.60110885280960E-18   2.08144150865249E-17
  9    5     4.53507807973428E-29   6.34910931162799E-28
  3    6     2.26100521801411E-13   2.03490469621270E-12
  4    6     1.45549988695766E-09   1.45549988695766E-08
  5    6     1.84908440399631E-06   2.03399284439594E-05
  6    6     4.32721583446841E-06   5.19265900136210E-05
  7    6     4.38999441915645E-07   5.70699274490338E-06
  8    6     2.76731526689576E-10   3.87424137365407E-09
  9    6     7.70745665953609E-17   1.15611849893041E-15
 10    6     1.13581529494823E-17   1.81730447191717E-16
 11    6     6.29938168492838E-26   1.07089488643782E-24
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     2.60555050466195E-29   2.86610555512815E-28
  5    7     2.53138425557114E-16   3.03766110668536E-15
  6    7     1.11344829424089E-06   1.44748278251315E-05
  7    7     3.95730951565799E-07   5.54023332192119E-06
  8    7     7.53456576672160E-07   1.13018486500824E-05
  9    7     1.45231899598863E-12   2.32371039358180E-11
 10    7     2.94162580246709E-11   5.00076386419405E-10
 11    7     1.64367299914806E-13   2.95861139846652E-12
 12    7     4.45819780677443E-14   8.47057583287142E-13
 13    7     7.98644295019743E-18   1.59728859003949E-16
 14    7     2.05779250479172E-19   4.32136426006260E-18
  5    8     2.42813832004832E-19   3.15657981606281E-18
  6    8     5.79067607307555E-06   8.10694650230578E-05
  7    8     6.55677284109019E-06   9.83515926163529E-05
  8    8     6.87717909729829E-06   1.10034865556773E-04
  9    8     6.50066432742150E-08   1.10511293566165E-06
 10    8     4.77576214919143E-09   8.59637186854458E-08
 11    8     1.36014116922449E-13   2.58426822152653E-12
 12    8     2.02946451772523E-14   4.05892903545045E-13
 13    8     5.15372070371046E-18   1.08228134777920E-16
 14    8     3.19190868581943E-19   7.02219910880275E-18
  5    9     5.31444736929171E-48   7.44022631700839E-47
  6    9     2.62592444205470E-18   3.93888666308205E-17
  7    9     1.21852375984622E-18   1.94963801575395E-17
  8    9     6.78219213706083E-08   1.15297266330034E-06
  9    9     4.14925395017710E-08   7.46865711031878E-07
 10    9     2.41927628902009E-08   4.59662494913818E-07
 11    9     9.92258326433143E-12   1.98451665286629E-10
 12    9     5.18955949498578E-13   1.08980749394701E-11
 13    9     6.00122396325071E-15   1.32026927191516E-13
 14    9     1.40451974272660E-18   3.23039540827118E-17
 15    9     1.29495245326133E-19   3.10788588782720E-18
 16    9     1.68642937349035E-21   4.21607343372588E-20
 17    9     2.71032650220491E-24   7.04684890573276E-23
  7   10     9.06814283560865E-14   1.54158428205347E-12
  8   10     6.49984097843301E-08   1.16997137611794E-06
  9   10     9.94909505345102E-08   1.89032806015569E-06
 10   10     1.48691405942999E-06   2.97382811885998E-05
 11   10     6.36330566253956E-08   1.33629418913331E-06
 12   10     2.30116108562666E-07   5.06255438837866E-06
 13   10     3.14623988377094E-12   7.23635173267317E-11
 14   10     7.57794586868956E-14   1.81870700848549E-12
 15   10     2.03695973119614E-15   5.09239932799035E-14
 16   10     5.70489542798281E-16   1.48327281127553E-14
 17   10     1.03899688137095E-20   2.80529157970156E-19
 18   10     6.14988175283471E-24   1.72196689079372E-22
 19   10     1.73083119699841E-27   5.01941047129540E-26
 20   10     1.88329923872961E-29   5.64989771618883E-28
 21   10     1.31740732717648E-34   4.08396271424710E-33
 22   10     1.10980077436269E-37   3.55136247796061E-36
 23   10     3.36162206868181E-40   1.10933528266500E-38
 24   10     9.74323062573324E-45   3.31269841274930E-43
 25   10     8.62414454319710E-93   3.01845059011899E-91
 26   10     1.46164612165654E-91   5.26192603796354E-90
 27   10     3.70068816188636E-91   1.36925461989795E-89
 28   10     1.00000000000000E-99   2.24305056267636E-98
 29   10     1.00000000000000E-99   1.00000000000000E-99
 30   10     1.00000000000000E-99   1.00000000000000E-99
 31   10     1.00000000000000E-99   1.00000000000000E-99
  8   11     9.59945012353400E-15   1.82389552347146E-13
  9   11     3.53690359250666E-09   7.07380718501332E-08
 10   11     1.29545517406050E-07   2.72045586552705E-06
 11   11     2.46244437718655E-07   5.41737762981040E-06
 12   11     3.26207998600464E-07   7.50278396781067E-06
 13   11     2.51126261881325E-10   6.02703028515180E-09
 14   11     1.09240876379374E-11   2.73102190948434E-10
 15   11     4.66675954354844E-13   1.21335748132259E-11
 16   11     4.34007914856025E-14   1.17182137011127E-12
 17   11     9.63975031039474E-18   2.69913008691053E-16
 18   11     2.66762265311750E-21   7.73610569404075E-20
 19   11     2.52278580363144E-23   7.56835741089433E-22
 20   11     1.07549353889566E-25   3.33402997057654E-24
 21   11     3.16810629788442E-30   1.01379401532301E-28
 22   11     7.93708292275549E-33   2.61923736450931E-31
 23   11     3.43780727000581E-36   1.16885447180198E-34
 24   11     8.31051203388429E-40   2.90867921185950E-38
 25   11     1.12151984468661E-44   4.03747144087180E-43
 26   11     1.79209071593241E-50   6.63073564894993E-49
 27   11     2.29711188381683E-80   8.72902515850395E-79
 28   11     2.23594301940488E-90   8.72017777567903E-89
 29   11     1.00000000000000E-99   1.00000000000000E-99
 30   11     1.00000000000000E-99   1.00000000000000E-99
 31   11     1.00000000000000E-99   1.00000000000000E-99
 32   11     1.00000000000000E-99   1.00000000000000E-99
 33   11     1.00000000000000E-99   1.00000000000000E-99
  8   12     3.51169073473703E-13   7.02338146947405E-12
  9   12     9.17429585464977E-10   1.92660212947645E-08
 10   12     2.69283099357263E-07   5.92422818585978E-06
 11   12     9.00391727607939E-08   2.07090097349826E-06
 12   12     3.84442110367803E-07   9.22661064882728E-06
 13   12     9.38836012398989E-07   2.34709003099747E-05
 14   12     9.51225618350440E-07   2.47318660771114E-05
 15   12     1.89505555572320E-11   5.11665000045265E-10
 16   12     1.25572119416305E-12   3.51601934365655E-11
 17   12     2.12040119931783E-14   6.14916347802172E-13
 18   12     4.11890526306979E-15   1.23567157892094E-13
 19   12     3.64266159919264E-19   1.12922509574972E-17
 20   12     3.82855159178400E-21   1.22513650937088E-19
 21   12     7.67532649079922E-25   2.53285774196374E-23
 22   12     1.96015455961516E-27   6.66452550269153E-26
 23   12     1.15653676599368E-28   4.04787868097788E-27
 24   12     1.25979553057212E-32   4.53526391005962E-31
 25   12     3.56754767153290E-35   1.31999263846717E-33
 26   12     6.00384630641919E-37   2.28146159643929E-35
 27   12     5.38278778366209E-44   2.09928723562822E-42
 28   12     1.42799544774965E-51   5.71198179099859E-50
 29   12     1.85519082160983E-90   7.60628236860032E-89
 30   12     1.00000000000000E-99   1.00000000000000E-99
 31   12     1.00000000000000E-99   1.00000000000000E-99
 32   12     1.00000000000000E-99   1.00000000000000E-99
 33   12     1.00000000000000E-99   1.00000000000000E-99
 34   12     1.00000000000000E-99   1.00000000000000E-99
 35   12     1.00000000000000E-99   1.00000000000000E-99
  8   13     6.48231907225227E-18   1.36128700517298E-16
  9   13     2.08442174926932E-15   4.58572784839251E-14
 10   13     7.45823767650568E-13   1.71539466559631E-11
 11   13     1.98481079686061E-08   4.76354591246547E-07
 12   13     4.67388958461861E-07   1.16847239615465E-05
 13   13     1.69109838738594E-29   4.39685580720344E-28
 14   13     1.11194252763967E-06   3.00224482462712E-05
 15   13     1.73697713540972E-09   4.86353597914721E-08
 16   13     8.63673305703505E-11   2.50465258654016E-09
 17   13     2.22209164442273E-12   6.66627493326819E-11
 18   13     1.76992769845390E-13   5.48677586520709E-12
 19   13     2.06291209613406E-18   6.60131870762901E-17
 20   13     3.65793902382959E-18   1.20711987786376E-16
 21   13     1.66795485560643E-21   5.67104650906186E-20
 22   13     1.64022682781955E-24   5.74079389736841E-23
 23   13     1.08056576917259E-25   3.89003676902132E-24
 24   13     5.68437239305873E-29   2.10321778543173E-27
 25   13     1.16940728271625E-31   4.44374767432176E-30
 26   13     2.43911887856656E-34   9.51256362640957E-33
 27   13     5.71011458802256E-41   2.28404583520902E-39
 28   13     6.48740127402567E-43   2.65983452235053E-41
 29   13     1.50274793917165E-59   6.31154134452092E-58
 30   13     1.28224306468645E-66   5.51364517815173E-65
 31   13     1.00000000000000E-99   1.00000000000000E-99
 32   13     1.21957667458664E-99   5.48809503563989E-98
 33   13     1.00000000000000E-99   1.00000000000000E-99
 34   13     1.00000000000000E-99   1.00000000000000E-99
 35   13     1.00000000000000E-99   9.74954310427308E-99
 36   13     1.00000000000000E-99   1.35789556687466E-99
 37   13     1.00000000000000E-99   1.00000000000000E-99
 38   13     1.00000000000000E-99   1.00000000000000E-99
  8   14     7.32575677940907E-19   1.61166649147000E-17
  9   14     2.26175960689810E-17   5.20204709586563E-16
 10   14     2.40465020679911E-15   5.77116049631786E-14
 11   14     5.10393416038397E-09   1.27598354009599E-07
 12   14     2.19853400092811E-07   5.71618840241309E-06
 13   14     6.52818645973665E-07   1.76261034412890E-05
 14   14     3.86983571628558E-06   1.08355400055996E-04
 15   14     2.22153098328089E-06   6.44243985151458E-05
 16   14     2.44677553606981E-06   7.34032660820944E-05
 17   14     3.97701850361084E-09   1.23287573611936E-07
 18   14     2.02804398004440E-11   6.48974073614209E-10
 19   14     4.92239069384275E-14   1.62438892896811E-12
 20   14     3.05993461685677E-14   1.04037776973130E-12
 21   14     4.72985638990951E-18   1.65544973646833E-16
 22   14     2.98908751297965E-20   1.07607150467267E-18
 23   14     1.70552948667516E-22   6.31045910069808E-21
 24   14     4.25601561813876E-24   1.61728593489273E-22
 25   14     2.24182970091949E-27   8.74313583358601E-26
 26   14     3.43715503861112E-29   1.37486201544445E-27
 27   14     1.76461621461822E-32   7.23492647993469E-31
 28   14     4.81993193271345E-36   2.02437141173965E-34
 29   14     1.51566466393487E-40   6.51735805491993E-39
 30   14     8.53437616348731E-46   3.75512551193441E-44
 31   14     5.35388491819750E-66   2.40924821318887E-64
 32   14     3.09908092506764E-73   1.42557722553112E-71
 33   14     1.12859767917134E-96   5.30440909210529E-95
 34   14     2.99011853305696E-95   1.43525689586734E-93
 35   14     1.08044742203823E-93   5.29419236798735E-92
 36   14     3.97397712492687E-97   1.98698856246344E-95
 37   14     1.00000000000000E-99   1.00000000000000E-99
 38   14     1.00000000000000E-99   1.00000000000000E-99
 39   14     1.00000000000000E-99   1.00000000000000E-99
