    time    temp    dens
   6.63495636851307E-01   8.93725059624624E-02   2.71922774569072E+00
     nin     zin       y       x
  1    0     3.69635822652537E-10   3.69635822652537E-10
  0    1     9.11717769736372E-02   9.11717769736372E-02
  1    1     5.35781397648856E-07   1.07156279529771E-06
  2    1     3.61408822211773E-08   1.08422646663532E-07
  1    2     1.81759022355831E-06   5.45277067067494E-06
  2    2     2.21331742262035E-01   8.85326969048141E-01
  4    2     7.93532322119367E-22   4.76119393271620E-21
  3    3     8.02004191514655E-15   4.81202514908793E-14
  4    3     3.27933058039950E-10   2.29553140627965E-09
  5    3     1.28258609881420E-17   1.02606887905136E-16
  6    3     3.60313669294553E-24   3.24282302365098E-23
  3    4     5.54074989819473E-10   3.87852492873631E-09
  5    4     9.40083208653355E-15   8.46074887788019E-14
  6    4     7.85888245110349E-15   7.85888245110349E-14
  7    4     1.65066537161622E-22   1.81573190877784E-21
  8    4     1.42687853372710E-30   1.71225424047252E-29
  3    5     1.64735221007773E-13   1.31788176806218E-12
  5    5     5.32860026031688E-12   5.32860026031688E-11
  6    5     2.23258123109964E-08   2.45583935420961E-07
  7    5     6.74879928232343E-15   8.09855913878812E-14
  8    5     2.79870720043342E-18   3.63831936056344E-17
  9    5     2.62934725119695E-28   3.68108615167573E-27
  3    6     2.26100489339786E-13   2.03490440405808E-12
  4    6     1.46833172520382E-09   1.46833172520382E-08
  5    6     1.86085019786621E-06   2.04693521765284E-05
  6    6     4.28727542664479E-06   5.14473051197375E-05
  7    6     4.22849841767897E-07   5.49704794298266E-06
  8    6     2.58245240781038E-10   3.61543337093453E-09
  9    6     6.29817902305586E-17   9.44726853458378E-16
 10    6     8.86475541554323E-18   1.41836086648692E-16
 11    6     8.17994511644660E-26   1.39059066979592E-24
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     7.73566915121416E-28   8.50923606633557E-27
  5    7     4.71763508902590E-15   5.66116210683109E-14
  6    7     1.12980230131453E-06   1.46874299170889E-05
  7    7     3.76356351544920E-07   5.26898892162888E-06
  8    7     6.21968913767733E-07   9.32953370651599E-06
  9    7     1.22765058436091E-12   1.96424093497746E-11
 10    7     3.01552949862403E-11   5.12640014766086E-10
 11    7     1.90846675185830E-13   3.43524015334494E-12
 12    7     6.17997077048152E-14   1.17419444639149E-12
 13    7     1.40411548848860E-17   2.80823097697719E-16
 14    7     4.80156250984146E-19   1.00832812706671E-17
  5    8     5.73261362964364E-19   7.45239771853673E-18
  6    8     5.89366564360855E-06   8.25113190105198E-05
  7    8     6.72549319120585E-06   1.00882397868088E-04
  8    8     6.87534767364796E-06   1.10005562778367E-04
  9    8     6.27816083286814E-08   1.06728734158758E-06
 10    8     3.66130419048477E-09   6.59034754287258E-08
 11    8     1.07666686510119E-13   2.04566704369226E-12
 12    8     1.77750756197217E-14   3.55501512394434E-13
 13    8     4.30889569254735E-18   9.04868095434944E-17
 14    8     2.86858421504904E-19   6.31088527310788E-18
  5    9     5.76694168898120E-48   8.07371836457368E-47
  6    9     1.32100466840396E-19   1.98150700260594E-18
  7    9     9.61708851558085E-20   1.53873416249294E-18
  8    9     7.28158267213045E-08   1.23786905426218E-06
  9    9     3.56704099748243E-08   6.42067379546837E-07
 10    9     2.20788842548074E-08   4.19498800841340E-07
 11    9     9.34184331183085E-12   1.86836866236617E-10
 12    9     4.68428910987139E-13   9.83700713072992E-12
 13    9     5.98303717813545E-15   1.31626817918980E-13
 14    9     1.34252666655509E-18   3.08781133307671E-17
 15    9     1.57731378243688E-19   3.78555307784852E-18
 16    9     4.01932581761969E-21   1.00483145440492E-19
 17    9     6.22505464393336E-24   1.61851420742267E-22
  7   10     4.40539185206867E-13   7.48916614851674E-12
  8   10     7.43608667937484E-08   1.33849560228747E-06
  9   10     1.01740798663422E-07   1.93307517460502E-06
 10   10     1.48251852163391E-06   2.96503704326782E-05
 11   10     5.95264794572265E-08   1.25005606860176E-06
 12   10     2.16983600592320E-07   4.77363921303104E-06
 13   10     2.84737996912835E-12   6.54897392899520E-11
 14   10     6.83683896088267E-14   1.64084135061184E-12
 15   10     2.27189618372086E-15   5.67974045930215E-14
 16   10     9.99333413769736E-16   2.59826687580131E-14
 17   10     2.07025518647346E-20   5.58968900347834E-19
 18   10     1.35653803994286E-23   3.79830651184001E-22
 19   10     3.95947084615483E-27   1.14824654538490E-25
 20   10     4.29309494578617E-29   1.28792848373585E-27
 21   10     3.33523030240844E-34   1.03392139374662E-32
 22   10     3.28031897486416E-37   1.04970207195653E-35
 23   10     2.09607099523248E-39   6.91703428426718E-38
 24   10     4.68897558346681E-44   1.59425169837872E-42
 25   10     5.52492313273437E-91   1.93372309645703E-89
 26   10     5.04159255353690E-90   1.81497331927328E-88
 27   10     1.31821653637705E-89   4.87740118459507E-88
 28   10     5.23234028773278E-98   1.98828930933846E-96
 29   10     1.00000000000000E-99   1.00000000000000E-99
 30   10     1.00000000000000E-99   1.00000000000000E-99
 31   10     1.00000000000000E-99   1.00000000000000E-99
  8   11     6.61239180557469E-15   1.25635444305919E-13
  9   11     5.65198480274978E-09   1.13039696054996E-07
 10   11     1.31199039102201E-07   2.75517982114623E-06
