    time    temp    dens
   1.55794243899684E-01   9.21503342242601E-01   2.91255832879791E+03
     nin     zin       y       x
  1    0     5.81376223138270E-11   5.81376223138270E-11
  0    1     9.14865542611574E-02   9.14865542611574E-02
  1    1     3.32346208262603E-09   6.64692416525206E-09
  2    1     6.11483919032045E-11   1.83445175709613E-10
  1    2     1.90705283803589E-07   5.72115851410767E-07
  2    2     2.21297820495021E-01   8.85191281980082E-01
  4    2     1.43869306622743E-28   8.63215839736455E-28
  3    3     8.92019456640817E-17   5.35211673984490E-16
  4    3     6.68260871265213E-13   4.67782609885649E-12
  5    3     3.36154280798868E-22   2.68923424639094E-21
  6    3     2.25318504221623E-28   2.02786653799461E-27
  3    4     1.05752225562006E-07   7.40265578934045E-07
  5    4     3.94803771594149E-20   3.55323394434734E-19
  6    4     6.53084508002898E-23   6.53084508002898E-22
  7    4     7.76940919324815E-37   8.54635011257297E-36
  8    4     1.43171162945074E-43   1.71805395534089E-42
  3    5     1.38654108396406E-14   1.10923286717125E-13
  5    5     1.04528930689593E-13   1.04528930689593E-12
  6    5     3.78570100204158E-16   4.16427110224574E-15
  7    5     6.60461495596387E-21   7.92553794715664E-20
  8    5     2.23031339195822E-25   2.89940740954569E-24
  9    5     6.05010254876909E-37   8.47014356827672E-36
  3    6     2.30820275375690E-15   2.07738247838121E-14
  4    6     1.82590195060734E-13   1.82590195060734E-12
  5    6     6.50189394419309E-08   7.15208333861240E-07
  6    6     2.93645874094877E-09   3.52375048913852E-08
  7    6     1.19328683402729E-13   1.55127288423548E-12
  8    6     1.78340275511117E-14   2.49676385715564E-13
  9    6     3.17181509490370E-26   4.75772264235555E-25
 10    6     8.41544578083940E-26   1.34647132493430E-24
 11    6     3.76116777435551E-38   6.39398521640436E-37
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     8.81382340310088E-25   9.69520574341097E-24
  5    7     1.65580305971749E-12   1.98696367166099E-11
  6    7     2.80634468060402E-09   3.64824808478523E-08
  7    7     3.98973105422465E-08   5.58562347591451E-07
  8    7     5.16165872803310E-13   7.74248809204965E-12
  9    7     2.32669914381655E-18   3.72271863010648E-17
 10    7     5.96607723451422E-12   1.01423312986742E-10
 11    7     4.02509460036234E-17   7.24517028065221E-16
 12    7     4.00671171090787E-18   7.61275225072494E-17
 13    7     3.09048843171186E-24   6.18097686342371E-23
 14    7     1.93545695606901E-21   4.06445960774492E-20
  5    8     6.37567175404456E-12   8.28837328025793E-11
  6    8     7.96569882675880E-07   1.11519783574623E-05
  7    8     1.54711785431194E-05   2.32067678146791E-04
  8    8     5.39312376896910E-06   8.62899803035056E-05
  9    8     2.63202432063165E-14   4.47444134507381E-13
 10    8     3.87422982078598E-18   6.97361367741476E-17
 11    8     5.45093635952700E-21   1.03567790831013E-19
 12    8     8.36168474900649E-20   1.67233694980130E-18
 13    8     5.73819222048095E-29   1.20502036630100E-27
 14    8     2.14437769640805E-30   4.71763093209770E-29
  5    9     5.38987571198450E-46   7.54582599677830E-45
  6    9     2.27556673669813E-22   3.41335010504719E-21
  7    9     1.97830889207785E-16   3.16529422732456E-15
  8    9     1.10475849119320E-09   1.87808943502844E-08
  9    9     1.37142613824555E-12   2.46856704884199E-11
 10    9     1.34558866943858E-13   2.55661847193330E-12
 11    9     5.48471471188225E-19   1.09694294237645E-17
 12    9     1.18212319338796E-21   2.48245870611471E-20
 13    9     9.76403927363938E-22   2.14808864020066E-20
 14    9     4.88073966107830E-27   1.12257012204801E-25
 15    9     6.91256726477553E-30   1.65901614354613E-28
 16    9     1.19898847206034E-31   2.99747118015084E-30
 17    9     3.83540385335750E-33   9.97205001872951E-32
  7   10     2.17435420417357E-11   3.69640214709506E-10
  8   10     2.97447744617971E-07   5.35405940312348E-06
  9   10     7.75432606512074E-08   1.47332195237294E-06
 10   10     6.28030499914312E-08   1.25606099982862E-06
 11   10     8.91837771582182E-12   1.87285932032258E-10
 12   10     1.30058985129820E-12   2.86129767285604E-11
 13   10     1.80108991219307E-19   4.14250679804405E-18
 14   10     1.31896088718697E-20   3.16550612924873E-19
 15   10     3.99726044762403E-23   9.99315111906008E-22
 16   10     1.96978776742359E-24   5.12144819530134E-23
 17   10     3.11082498411666E-30   8.39922745711499E-29
 18   10     6.03854735968092E-33   1.69079326071066E-31
 19   10     1.50671180150336E-35   4.36946422435975E-34
 20   10     1.50466447285785E-38   4.51399341857356E-37
 21   10     4.29104204893259E-44   1.33022303516910E-42
 22   10     1.28769889510770E-46   4.12063646434463E-45
 23   10     1.02823739296666E-50   3.39318339678998E-49
 24   10     8.87673299737607E-53   3.01808921910786E-51
 25   10     1.93626848717749E-86   6.77693970512122E-85
 26   10     3.06487533841746E-94   1.10335512183028E-92
 27   10     5.41029233307164E-94   2.00180816323651E-92
 28   10     1.00000000000000E-99   1.00000000000000E-99
 29   10     1.00000000000000E-99   1.00000000000000E-99
 30   10     1.00000000000000E-99   1.00000000000000E-99
 31   10     1.00000000000000E-99   1.00000000000000E-99
  8   11     6.30648298556662E-16   1.19823176725766E-14
  9   11     3.55438295969557E-08   7.10876591939115E-07
 10   11     4.30094934158207E-08   9.03199361732235E-07
 11   11     4.21646111254562E-09   9.27621444760036E-08
 12   11     4.77489939515861E-12   1.09822686088648E-10
 13   11     2.08599525486827E-17   5.00638861168384E-16
 14   11     3.80676339843470E-18   9.51690849608675E-17
 15   11     1.33280771706014E-19   3.46530006435637E-18
 16   11     4.08320507437041E-22   1.10246537008001E-20
 17   11     2.32165272222203E-27   6.50062762222168E-26
 18   11     4.94436155909101E-29   1.43386485213639E-27
 19   11     3.99524730601273E-31   1.19857419180382E-29
 20   11     2.38783530029546E-33   7.40228943091593E-32
 21   11     3.06601118384696E-39   9.81123578831026E-38
 22   11     5.70378804313983E-42   1.88225005423614E-40
 23   11     2.19309763945657E-44   7.45653197415233E-43
 24   11     4.16885043385141E-47   1.45909765184799E-45
 25   11     5.42126140605497E-54   1.95165410617979E-52
 26   11     1.48907773139287E-57   5.50958760615361E-56
 27   11     1.02237691167380E-79   3.88503226436043E-78
 28   11     8.47708192583825E-93   3.30606195107692E-91
 29   11     1.00000000000000E-99   1.00000000000000E-99
 30   11     1.00000000000000E-99   1.00000000000000E-99
 31   11     1.00000000000000E-99   1.00000000000000E-99
 32   11     1.00000000000000E-99   1.00000000000000E-99
 33   11     1.00000000000000E-99   1.00000000000000E-99
  8   12     7.61848337907404E-10   1.52369667581481E-08
  9   12     2.80233745501165E-06   5.88490865552446E-05
 10   12     3.18215018313939E-06   7.00073040290665E-05
 11   12     8.17119115735445E-08   1.87937396619152E-06
 12   12     3.45617925205475E-10   8.29483020493141E-09
 13   12     3.05434416141768E-11   7.63586040354419E-10
 14   12     1.23289567538406E-13   3.20552875599855E-12
 15   12     3.24320309692337E-17   8.75664836169309E-16
 16   12     8.21035990165906E-20   2.29890077246454E-18
 17   12     6.96838695695021E-21   2.02083221751556E-19
 18   12     3.14964354337091E-23   9.44893063011274E-22
 19   12     1.82330239641866E-27   5.65223742889785E-26
 20   12     2.87923155725525E-29   9.21354098321680E-28
 21   12     1.21559119998274E-31   4.01145095994305E-30
 22   12     2.13719170779637E-34   7.26645180650766E-33
 23   12     1.04899454867157E-39   3.67148092035050E-38
 24   12     4.15115509955123E-40   1.49441583583844E-38
 25   12     3.59888380919320E-47   1.33158700940148E-45
 26   12     1.83114946031149E-46   6.95836794918366E-45
 27   12     7.64401892451983E-55   2.98116738056274E-53
 28   12     8.83974830660349E-65   3.53589932264140E-63
 29   12     2.58449992733937E-99   1.05964497020914E-97
 30   12     1.00000000000000E-99   1.00000000000000E-99
 31   12     1.00000000000000E-99   1.00000000000000E-99
 32   12     1.00000000000000E-99   1.00000000000000E-99
 33   12     1.00000000000000E-99   1.00000000000000E-99
 34   12     1.00000000000000E-99   1.00000000000000E-99
 35   12     1.00000000000000E-99   1.00000000000000E-99
  8   13     6.46755734715670E-14   1.35818704290291E-12
  9   13     3.24427273567559E-16   7.13740001848629E-15
 10   13     1.46057984230497E-12   3.35933363730143E-11
 11   13     7.97878146869746E-08   1.91490755248739E-06
 12   13     4.04257371097856E-08   1.01064342774464E-06
 13   13     5.78682449516524E-09   1.50457436874296E-07
 14   13     1.42664699849974E-10   3.85194689594931E-09
 15   13     1.59004460243114E-15   4.45212488680718E-14
 16   13     1.50089901646154E-17   4.35260714773846E-16
 17   13     1.24947600280005E-18   3.74842800840016E-17
 18   13     2.61554510954705E-20   8.10818983959587E-19
 19   13     4.82735782258028E-25   1.54475450322569E-23
 20   13     6.45948723526066E-25   2.13163078763602E-23
 21   13     1.54106783044107E-28   5.23963062349962E-27
 22   13     4.28395730596463E-31   1.49938505708762E-29
 23   13     2.10379215071713E-33   7.57365174258166E-32
 24   13     6.47667437505174E-35   2.39636951876914E-33
 25   13     6.11622585228944E-40   2.32416582386999E-38
 26   13     8.50668065038812E-42   3.31760545365137E-40
 27   13     2.11090120590230E-47   8.44360482360918E-46
 28   13     8.29247873332724E-50   3.39991628066417E-48
 29   13     1.01187520597426E-71   4.24987586509190E-70
 30   13     1.66135068351942E-74   7.14380793913353E-73
 31   13     4.44472056140218E-96   1.95567704701696E-94
 32   13     1.38012944156778E-99   6.21058248705500E-98
 33   13     1.00000000000000E-99   1.00000000000000E-99
 34   13     1.00000000000000E-99   1.00000000000000E-99
 35   13     1.00000000000000E-99   1.00000000000000E-99
 36   13     1.00000000000000E-99   1.00000000000000E-99
 37   13     1.00000000000000E-99   1.00000000000000E-99
 38   13     1.00000000000000E-99   1.00000000000000E-99
  8   14     1.22361968413463E-14   2.69196330509618E-13
  9   14     1.72573091312256E-14   3.96918110018188E-13
 10   14     7.02108313466313E-13   1.68505995231915E-11
 11   14     2.76222256846624E-06   6.90555642116560E-05
 12   14     3.75157740539828E-06   9.75410125403552E-05
 13   14     1.34512640219591E-07   3.63184128592897E-06
 14   14     9.73108792481152E-08   2.72470461894723E-06
 15   14     5.72979115780200E-10   1.66163943576258E-08
 16   14     4.20879349049572E-11   1.26263804714871E-09
 17   14     3.76448457824676E-16   1.16699021925650E-14
 18   14     5.00697695173792E-18   1.60223262455613E-16
 19   14     7.83259205480437E-20   2.58475537808544E-18
 20   14     2.07867755019253E-21   7.06750367065462E-20
 21   14     5.89840124567209E-26   2.06444043598523E-24
 22   14     1.20559194742837E-27   4.34013101074212E-26
 23   14     7.86099633004768E-29   2.90856864211764E-27
 24   14     7.29337152593009E-31   2.77148117985343E-29
 25   14     5.46166090848975E-33   2.13004775431100E-31
 26   14     4.00485778553133E-35   1.60194311421253E-33
 27   14     1.46470242467166E-38   6.00527994115380E-37
 28   14     1.70736100120130E-42   7.17091620504545E-41
 29   14     1.07845793977007E-49   4.63736914101129E-48
 30   14     3.46289005353675E-51   1.52367162355617E-49
 31   14     3.11000362333129E-74   1.39950163049908E-72
 32   14     2.00490304036722E-83   9.22255398568922E-82
 33   14     5.14886097675842E-97   2.41996465907646E-95
 34   14     1.57468788765436E-93   7.55850186074090E-92
 35   14     1.30707736630671E-96   6.40467909490286E-95
 36   14     1.71899207486711E-93   8.59496037433555E-92
 37   14     9.98607605551571E-95   5.09289878831301E-93
 38   14     1.00000000000000E-99   1.00000000000000E-99
 39   14     1.00000000000000E-99   1.00000000000000E-99
 40   14     1.00000000000000E-99   1.00000000000000E-99
  8   15     4.12253943857329E-19   9.48184070871856E-18
  9   15     7.53744405704982E-17   1.80898657369196E-15
 10   15     5.68599822615663E-23   1.42149955653916E-21
 11   15     3.10814745826758E-13   8.08118339149572E-12
 12   15     7.03525689318648E-09   1.89951936116035E-07
 13   15     6.51924315776222E-08   1.82538808417342E-06
 14   15     7.00063631932200E-07   2.03018453260338E-05
 15   15     4.13820372482010E-08   1.24146111744603E-06
 16   15     1.68777820200242E-09   5.23211242620749E-08
 17   15     2.29442376300801E-14   7.34215604162562E-13
 18   15     1.50820374258241E-15   4.97707235052194E-14
 19   15     1.79386119583426E-17   6.09912806583648E-16
 20   15     2.45174015774275E-18   8.58109055209963E-17
 21   15     4.77358205274499E-23   1.71848953898820E-21
 22   15     7.60918214727232E-24   2.81539739449076E-22
 23   15     5.92676050672423E-26   2.25216899255521E-24
 24   15     1.03984361292841E-27   4.05539009042078E-26
 25   15     3.17656257294679E-29   1.27062502917872E-27
 26   15     1.70651398212922E-31   6.99670732672978E-30
 27   15     6.04932038578376E-35   2.54071456202918E-33
 28   15     5.80118611329429E-37   2.49451002871654E-35
 29   15     1.05419181256429E-43   4.63844397528288E-42
 30   15     9.50615955600945E-43   4.27777180020425E-41
 31   15     2.51760049308822E-50   1.15809622682058E-48
 32   15     8.49897534409104E-53   3.99451841172279E-51
 33   15     4.85926246787643E-83   2.33244598458069E-81
 34   15     6.34731371222196E-90   3.11018371898876E-88
 35   15     9.27546668581410E-94   4.63773334290705E-92
 36   15     1.99081141939610E-94   1.01531382389201E-92
 37   15     2.02596681349705E-88   1.05350274301846E-86
 38   15     4.43717492055939E-88   2.35170270789648E-86
 39   15     4.49424753029141E-86   2.42689366635736E-84
 40   15     1.00000000000000E-99   1.00000000000000E-99
 41   15     1.00000000000000E-99   1.00000000000000E-99
 42   15     1.00000000000000E-99   1.00000000000000E-99
  8   16     2.59021457280852E-23   6.21651497474045E-22
  9   16     3.92710521431160E-18   9.81776303577899E-17
 10   16     2.87359052360368E-23   7.47133536136957E-22
 11   16     3.63114478392218E-17   9.80409091658988E-16
 12   16     7.04812662100559E-11   1.97347545388157E-09
 13   16     3.75971998056517E-06   1.09031879436390E-04
 14   16     4.82933704314900E-06   1.44880111294470E-04
 15   16     1.55029668109249E-06   4.80591971138673E-05
 16   16     3.55077419960645E-08   1.13624774387406E-06
 17   16     4.92696660431323E-09   1.62589897942337E-07
 18   16     6.02802996548248E-11   2.04953018826404E-09
 19   16     2.07181619018364E-14   7.25135666564274E-13
