    time    temp    dens
   9.87641311687064E-01   5.97276903200470E-02   8.24445693942672E-01
     nin     zin       y       x
  1    0     4.22287741178236E-10   4.22287741178236E-10
  0    1     9.11681293980042E-02   9.11681293980042E-02
  1    1     7.84367260422141E-07   1.56873452084428E-06
  2    1     8.47083190950450E-08   2.54124957285135E-07
  1    2     1.84897745967903E-06   5.54693237903710E-06
  2    2     2.21332354794128E-01   8.85329419176511E-01
  4    2     2.93375603662746E-21   1.76025362197647E-20
  3    3     1.86932546552053E-14   1.12159527931232E-13
  4    3     5.19576686044181E-10   3.63703680230927E-09
  5    3     1.67195347832340E-16   1.33756278265872E-15
  6    3     3.31336580205873E-23   2.98202922185286E-22
  3    4     3.17630663699760E-10   2.22341464589832E-09
  5    4     6.54219550645028E-14   5.88797595580525E-13
  6    4     3.57108678122345E-14   3.57108678122345E-13
  7    4     1.49903552161064E-21   1.64893907377170E-20
  8    4     5.57527969018213E-30   6.69033562821856E-29
  3    5     1.14717012425846E-13   9.17736099406766E-13
  5    5     2.03974066307518E-11   2.03974066307518E-10
  6    5     6.75796478835958E-08   7.43376126719554E-07
  7    5     4.32988980326684E-15   5.19586776392021E-14
  8    5     1.36048107227730E-18   1.76862539396048E-17
  9    5     2.81679914909705E-29   3.94351880873587E-28
  3    6     2.26100522301127E-13   2.03490470071014E-12
  4    6     1.45134933174880E-09   1.45134933174880E-08
  5    6     1.84628596272091E-06   2.03091455899301E-05
  6    6     4.33466930640684E-06   5.20160316768821E-05
  7    6     4.41998258274271E-07   5.74597735756552E-06
  8    6     2.80403899667215E-10   3.92565459534101E-09
  9    6     7.86521386207854E-17   1.17978207931178E-15
 10    6     1.16074479525576E-17   1.85719167240922E-16
 11    6     5.43446812038791E-26   9.23859580465945E-25
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     8.64858958333599E-30   9.51344854166959E-29
  5    7     1.75582501148648E-16   2.10699001378377E-15
  6    7     1.11041124039816E-06   1.44353461251761E-05
  7    7     4.01187299489751E-07   5.61662219285651E-06
  8    7     7.79237988773634E-07   1.16885698316045E-05
  9    7     1.49017054299816E-12   2.38427286879706E-11
 10    7     2.91204757051057E-11   4.95048086986796E-10
 11    7     1.54594328233144E-13   2.78269790819659E-12
 12    7     3.95740256552573E-14   7.51906487449890E-13
 13    7     6.61219542287913E-18   1.32243908457583E-16
 14    7     1.62202784244700E-19   3.40625846913871E-18
  5    8     1.95760005291575E-19   2.54488006879048E-18
  6    8     5.76982866406384E-06   8.07776012968937E-05
  7    8     6.52406049643604E-06   9.78609074465406E-05
  8    8     6.87752681919092E-06   1.10040429107055E-04
  9    8     6.54366754887650E-08   1.11242348330900E-06
 10    8     5.01169733117887E-09   9.02105519612196E-08
 11    8     1.42468681907362E-13   2.70690495623988E-12
 12    8     2.07591695766557E-14   4.15183391533115E-13
 13    8     5.31025185605306E-18   1.11515288977114E-16
 14    8     3.22796988438111E-19   7.10153374563844E-18
  5    9     5.23265112406784E-48   7.32571157369498E-47
  6    9     7.69923212822495E-18   1.15488481923374E-16
  7    9     3.16474124943455E-18   5.06358599909528E-17
  8    9     6.68737812808506E-08   1.13685428177446E-06
  9    9     4.32542607767353E-08   7.78576693981236E-07
 10    9     2.46929633080002E-08   4.69166302852005E-07
 11    9     9.97019863757558E-12   1.99403972751512E-10
 12    9     5.26864236919955E-13   1.10641489753191E-11
 13    9     5.92421526325429E-15   1.30332735791594E-13
 14    9     1.40477679596393E-18   3.23098663071705E-17
 15    9     1.18959404251794E-19   2.85502570204306E-18
 16    9     1.31729390682896E-21   3.29323476707240E-20
 17    9     2.18420797424973E-24   5.67894073304930E-23
  7   10     5.47686147671806E-14   9.31066451042070E-13
  8   10     6.25286131064379E-08   1.12551503591588E-06
  9   10     9.89581193624705E-08   1.88020426788694E-06
 10   10     1.48770559268774E-06   2.97541118537548E-05
 11   10     6.45006340212372E-08   1.35451331444598E-06
 12   10     2.32677926972911E-07   5.11891439340404E-06
 13   10     3.20383162832065E-12   7.36881274513749E-11
 14   10     7.74767612272688E-14   1.85944226945445E-12
 15   10     1.93929371134672E-15   4.84823427836679E-14
 16   10     4.71152523592119E-16   1.22499656133951E-14
 17   10     8.67149088764728E-21   2.34130253966477E-19
 18   10     2.40028454523798E-23   6.72079672666635E-22
 19   10     1.40077519011160E-27   4.06224805132364E-26
 20   10     1.51954522406927E-29   4.55863567220780E-28
 21   10     1.02177848567819E-34   3.16751330560240E-33
 22   10     8.20858127916118E-38   2.62674600933158E-36
 23   10     2.06145682286138E-40   6.80280751544255E-39
 24   10     6.33705239024369E-45   2.15459781268285E-43
 25   10     3.39418435669982E-93   1.18796452484494E-91
 26   10     5.76103901564930E-92   2.07397404563375E-90
 27   10     1.45993999672753E-91   5.40177798789186E-90
 28   10     1.00000000000000E-99   6.96621939663678E-99
 29   10     1.00000000000000E-99   1.00000000000000E-99
 30   10     1.00000000000000E-99   1.00000000000000E-99
 31   10     1.00000000000000E-99   1.00000000000000E-99
  8   11     9.93204464657453E-15   1.88708848284916E-13
  9   11     3.04826910930652E-09   6.09653821861305E-08
 10   11     1.28925346651999E-07   2.70743227969198E-06
 11   11     2.48636463792915E-07   5.47000220344412E-06
 12   11     3.27764501162443E-07   7.53858352673619E-06
 13   11     2.59518106281470E-10   6.22843455075529E-09
 14   11     1.11529157758674E-11   2.78822894396685E-10
 15   11     4.52953703490600E-13   1.17767962907556E-11
 16   11     3.78267851563841E-14   1.02132319922237E-12
 17   11     8.21885597400642E-18   2.30127967272180E-16
 18   11     2.79404372534408E-20   8.10272680349784E-19
 19   11     2.00285334256579E-23   6.00856002769736E-22
 20   11     8.74843027457727E-26   2.71201338511895E-24
 21   11     2.57210210461396E-30   8.23072673476466E-29
 22   11     6.35586514650743E-33   2.09743549834745E-31
 23   11     2.60975934565990E-36   8.87318177524364E-35
 24   11     5.77055456136105E-40   2.01969409647637E-38
 25   11     7.02558093129372E-45   2.52920913526574E-43
 26   11     1.15667792448255E-50   4.27970832058545E-49
 27   11     1.11784720602383E-80   4.24781938289054E-79
 28   11     9.26345703059962E-91   3.61274824193385E-89
 29   11     1.00000000000000E-99   1.00000000000000E-99
 30   11     1.00000000000000E-99   1.00000000000000E-99
 31   11     1.00000000000000E-99   1.00000000000000E-99
 32   11     1.00000000000000E-99   1.00000000000000E-99
 33   11     1.00000000000000E-99   1.00000000000000E-99
  8   12     1.94052917655238E-13   3.88105835310475E-12
  9   12     5.52043474387044E-10   1.15929129621279E-08
 10   12     2.64086087338692E-07   5.80989392145122E-06
 11   12     8.82970904511026E-08   2.03083308037536E-06
 12   12     3.87526372816860E-07   9.30063294760464E-06
 13   12     9.45694249411947E-07   2.36423562352987E-05
