    time    temp    dens
   9.82500013761366E-01   6.00443971869693E-02   8.37456198537850E-01
     nin     zin       y       x
  1    0     4.21362363252895E-10   4.21362363252895E-10
  0    1     9.11681643858282E-02   9.11681643858282E-02
  1    1     7.81069839418661E-07   1.56213967883732E-06
  2    1     8.37658580304294E-08   2.51297574091288E-07
  1    2     1.84894699255156E-06   5.54684097765468E-06
  2    2     2.21332350035687E-01   8.85329400142749E-01
  4    2     2.89935723510484E-21   1.73961434106291E-20
  3    3     1.85026121330574E-14   1.11015672798344E-13
  4    3     5.17647891091164E-10   3.62353523763815E-09
  5    3     1.63913044166577E-16   1.31130435333262E-15
  6    3     3.24842731963057E-23   2.92358458766752E-22
  3    4     3.19322384556607E-10   2.23525669189625E-09
  5    4     6.43868038195640E-14   5.79481234376076E-13
  6    4     3.52883474115283E-14   3.52883474115283E-13
  7    4     1.47294273854786E-21   1.62023701240264E-20
  8    4     5.54349238050726E-30   6.65219085660871E-29
  3    5     1.15331845960914E-13   9.22654767687311E-13
  5    5     2.01424436666411E-11   2.01424436666411E-10
  6    5     6.70567306932479E-08   7.37624037625726E-07
  7    5     4.39217482140121E-15   5.27060978568146E-14
  8    5     1.37442757283510E-18   1.78675584468564E-17
  9    5     2.90134441593485E-29   4.06188218230879E-28
  3    6     2.26100522283025E-13   2.03490470054722E-12
  4    6     1.45161722616699E-09   1.45161722616699E-08
  5    6     1.84645584070615E-06   2.03110142477677E-05
  6    6     4.33423592731228E-06   5.20108311277473E-05
  7    6     4.41823964686452E-07   5.74371154092388E-06
  8    6     2.80187786316710E-10   3.92262900843393E-09
  9    6     7.85756617711630E-17   1.17863492656744E-15
 10    6     1.15969448743708E-17   1.85551117989933E-16
 11    6     5.48949506973337E-26   9.33214161854673E-25
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     9.28750383578604E-30   1.02162542193646E-28
  5    7     1.78963902164161E-16   2.14756682596993E-15
  6    7     1.11058775522382E-06   1.44376408179096E-05
  7    7     4.00841832167583E-07   5.61178565034615E-06
  8    7     7.77721048570513E-07   1.16658157285577E-05
  9    7     1.48803930704342E-12   2.38086289126947E-11
 10    7     2.91400310188054E-11   4.95380527319692E-10
 11    7     1.55225510395848E-13   2.79405918712527E-12
 12    7     3.98842396134884E-14   7.57800552656280E-13
 13    7     6.69271527146988E-18   1.33854305429398E-16
 14    7     1.64615789989238E-19   3.45693158977400E-18
  5    8     1.98370051951970E-19   2.57881067537561E-18
  6    8     5.77106516990347E-06   8.07949123786486E-05
  7    8     6.52598024846361E-06   9.78897037269541E-05
  8    8     6.87750656331247E-06   1.10040105013000E-04
  9    8     6.54114098793683E-08   1.11199396794926E-06
 10    8     4.99765529129671E-09   8.99577952433408E-08
 11    8     1.42081589483580E-13   2.69955020018803E-12
 12    8     2.07323881683664E-14   4.14647763367328E-13
 13    8     5.30127617404016E-18   1.11326799654843E-16
 14    8     3.22628603904716E-19   7.09782928590375E-18
  5    9     5.23738573540464E-48   7.33234002956649E-47
  6    9     7.18526680297962E-18   1.07779002044694E-16
  7    9     2.97122525693427E-18   4.75396041109484E-17
  8    9     6.69291916956723E-08   1.13779625882643E-06
  9    9     4.31420167689792E-08   7.76556301841625E-07
 10    9     2.46621844126937E-08   4.68581503841181E-07
 11    9     9.96811771611428E-12   1.99362354322286E-10
 12    9     5.26439694697120E-13   1.10552335886395E-11
 13    9     5.92914572180997E-15   1.30441205879819E-13
 14    9     1.40493651198471E-18   3.23135397756483E-17
 15    9     1.19634940495304E-19   2.87123857188730E-18
 16    9     1.33764905018540E-21   3.34412262546349E-20
 17    9     2.21357558432452E-24   5.75529651924375E-23
  7   10     5.65743805387983E-14   9.61764469159572E-13
  8   10     6.26825556575717E-08   1.12828600183629E-06
  9   10     9.89908652693794E-08   1.88082644011821E-06
 10   10     1.48765986339945E-06   2.97531972679891E-05
 11   10     6.44485836439142E-08   1.35342025652220E-06
 12   10     2.32527747529849E-07   5.11561044565669E-06
 13   10     3.20042353676849E-12   7.36097413456752E-11
 14   10     7.73770734668932E-14   1.85704976320544E-12
 15   10     1.94569650854089E-15   4.86424127135223E-14
 16   10     4.77025524309674E-16   1.24026636320515E-14
 17   10     8.76828779728889E-21   2.36743770526800E-19
 18   10     1.41359317746628E-23   3.95806089690559E-22
 19   10     1.41890605680856E-27   4.11482756474483E-26
 20   10     1.53986733596387E-29   4.61960200789160E-28
 21   10     1.03814685191906E-34   3.21825524094909E-33
 22   10     8.36546240031003E-38   2.67694796809921E-36
 23   10     2.12467067970879E-40   7.01141324303901E-39
 24   10     6.50975737512198E-45   2.21331750754147E-43
 25   10     3.59593025525053E-93   1.25857558933768E-91
 26   10     6.10312342412690E-92   2.19712443268569E-90
 27   10     1.54654560191439E-91   5.72221872708323E-90
 28   10     1.00000000000000E-99   7.48961882589958E-99
 29   10     1.00000000000000E-99   1.00000000000000E-99
 30   10     1.00000000000000E-99   1.00000000000000E-99
 31   10     1.00000000000000E-99   1.00000000000000E-99
  8   11     9.91986600216497E-15   1.88477454041135E-13
  9   11     3.07760028711096E-09   6.15520057422192E-08
 10   11     1.28965058702744E-07   2.70826623275762E-06
 11   11     2.48478439844801E-07   5.46652567658562E-06
 12   11     3.27672187393740E-07   7.53646031005601E-06
 13   11     2.59004105654572E-10   6.21609853570974E-09
 14   11     1.11395204490308E-11   2.78488011225771E-10
 15   11     4.53873486868167E-13   1.18007106585723E-11
 16   11     3.81672480840206E-14   1.03051569826856E-12
 17   11     8.30469809984670E-18   2.32531546795708E-16
 18   11     2.32658237982335E-20   6.74708890148773E-19
 19   11     2.02966413635614E-23   6.08899240906841E-22
 20   11     8.86048853816017E-26   2.74675144682965E-24
 21   11     2.60547045474318E-30   8.33750545517818E-29
 22   11     6.44403279778710E-33   2.12653082326974E-31
 23   11     2.65514884320127E-36   9.02750606688433E-35
 24   11     5.90472210559850E-40   2.06665273695947E-38
 25   11     7.23087663742529E-45   2.60311558947311E-43
 26   11     1.18816213302485E-50   4.39619989219195E-49
 27   11     1.16896077368248E-80   4.44205093999342E-79
 28   11     9.78364472437528E-91   3.81562144250636E-89
 29   11     1.00000000000000E-99   1.00000000000000E-99
