    time    temp    dens
   1.23667217281024E-01   2.62248730528038E+00   6.68982866649096E+04
     nin     zin       y       x
  1    0     4.28243829483541E-11   4.28243829483541E-11
  0    1     9.55202305007958E-02   9.55202305007958E-02
  1    1     2.72574146168349E-13   5.45148292336698E-13
  2    1     5.71686412497325E-14   1.71505923749198E-13
  1    2     1.51457699965502E-07   4.54373099896505E-07
  2    2     2.21802709106191E-01   8.87210836424765E-01
  4    2     1.36810509335567E-30   8.20863056013403E-30
  3    3     7.04187962359938E-15   4.22512777415963E-14
  4    3     6.09569264799893E-17   4.26698485359925E-16
  5    3     7.60786201322228E-30   6.08628961057783E-29
  6    3     1.16936352646533E-38   1.05242717381880E-37
  3    4     5.25869671015943E-11   3.68108769711160E-10
  5    4     3.41857529167041E-19   3.07671776250337E-18
  6    4     1.38563318070110E-22   1.38563318070110E-21
  7    4     1.77130924725767E-37   1.94844017198343E-36
  8    4     1.98816463036412E-48   2.38579755643694E-47
  3    5     1.12468505903550E-17   8.99748047228401E-17
  5    5     5.29282560200206E-13   5.29282560200206E-12
  6    5     3.12447119002309E-21   3.43691830902540E-20
  7    5     6.10232804535672E-25   7.32279365442807E-24
  8    5     1.80440394100980E-31   2.34572512331274E-30
  9    5     6.28258033165118E-46   8.79561246431166E-45
  3    6     2.54027386958056E-22   2.28624648262250E-21
  4    6     9.17028748472570E-14   9.17028748472570E-13
  5    6     4.85284648866724E-13   5.33813113753397E-12
  6    6     1.91089212124630E-09   2.29307054549556E-08
  7    6     1.27132844866740E-12   1.65272698326762E-11
  8    6     4.51640663939481E-19   6.32296929515274E-18
  9    6     8.42079752748233E-30   1.26311962912235E-28
 10    6     1.12324868963594E-32   1.79719790341750E-31
 11    6     4.35580364037189E-47   7.40486618863222E-46
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.37590498318014E-24   1.51349548149816E-23
  5    7     4.52616746677048E-19   5.43140096012458E-18
  6    7     1.69517098080025E-12   2.20372227504032E-11
  7    7     1.60605029600180E-10   2.24847041440252E-09
  8    7     1.05686119775707E-17   1.58529179663560E-16
  9    7     1.15078846023546E-22   1.84126153637673E-21
 10    7     5.30838028880495E-18   9.02424649096841E-17
 11    7     3.70127791339449E-23   6.66230024411007E-22
 12    7     2.49202006969730E-19   4.73483813242486E-18
 13    7     8.78149198849545E-32   1.75629839769909E-30
 14    7     2.52806891729563E-21   5.30894472632082E-20
  5    8     4.26720976827554E-23   5.54737269875820E-22
  6    8     2.78298219447189E-11   3.89617507226064E-10
  7    8     3.71194759827928E-09   5.56792139741892E-08
  8    8     4.01118536366038E-07   6.41789658185661E-06
  9    8     1.43578622386889E-12   2.44083658057712E-11
 10    8     7.64933615818533E-22   1.37688050847336E-20
 11    8     1.30822077982810E-25   2.48561948167338E-24
 12    8     7.25925893038063E-22   1.45185178607613E-20
 13    8     3.77962295515369E-32   7.93720820582274E-31
 14    8     2.69977909040762E-35   5.93951399889676E-34
  5    9     6.51147928820632E-42   9.11607100348885E-41
  6    9     1.11841481222739E-20   1.67762221834108E-19
  7    9     1.42745685452169E-16   2.28393096723470E-15
  8    9     3.51125077442726E-12   5.96912631652634E-11
  9    9     5.56009532909004E-14   1.00081715923621E-12
 10    9     3.75461619667740E-19   7.13377077368705E-18
 11    9     6.86973194364076E-22   1.37394638872815E-20
 12    9     5.38040451047427E-22   1.12988494719960E-20
 13    9     7.08021695293385E-27   1.55764772964545E-25
 14    9     1.23574953127009E-29   2.84222392192121E-28
 15    9     4.31613328691972E-33   1.03587198886073E-31
 16    9     9.53532478593857E-36   2.38383119648464E-34
 17    9     6.84385652269840E-42   1.77940269590158E-40
  7   10     4.13243391605487E-21   7.02513765729328E-20
  8   10     1.96285273873259E-14   3.53313492971866E-13
  9   10     1.13337274790656E-11   2.15340822102247E-10
 10   10     1.30060858012297E-08   2.60121716024595E-07
 11   10     3.31054649207041E-14   6.95214763334787E-13
 12   10     4.54830521101340E-17   1.00062714642295E-15
 13   10     1.11475337694388E-23   2.56393276697092E-22
 14   10     6.22916016875625E-23   1.49499844050150E-21
 15   10     3.91703449017651E-28   9.79258622544129E-27
 16   10     4.27313791577579E-28   1.11101585810171E-26
 17   10     3.96898879552831E-37   1.07162697479264E-35
 18   10     7.46136060638310E-39   2.08918096978727E-37
 19   10     7.34514634410765E-45   2.13009243979122E-43
 20   10     1.68932449661888E-47   5.06797348985665E-46
 21   10     4.56847403827373E-54   1.41622695186486E-52
 22   10     1.12118900303078E-55   3.58780480969848E-54
 23   10     3.66577775021106E-62   1.20970665756965E-60
 24   10     7.67841327351464E-69   2.61066051299498E-67
 25   10     8.22103351888219E-91   2.87736173160877E-89
 26   10     1.00000000000000E-99   1.00000000000000E-99
 27   10     1.00000000000000E-99   1.00000000000000E-99
 28   10     1.00000000000000E-99   1.00000000000000E-99
 29   10     1.00000000000000E-99   1.00000000000000E-99
 30   10     1.00000000000000E-99   1.00000000000000E-99
 31   10     1.00000000000000E-99   1.00000000000000E-99
  8   11     1.21678714478880E-20   2.31189557509872E-19
  9   11     1.31380548346483E-14   2.62761096692967E-13
 10   11     2.31746545421819E-10   4.86667745385819E-09
 11   11     1.23543643049311E-11   2.71796014708485E-10
 12   11     1.27761082458394E-12   2.93850489654305E-11
 13   11     1.94035048148713E-19   4.65684115556910E-18
 14   11     7.09533043356216E-21   1.77383260839054E-19
 15   11     4.27810777861750E-25   1.11230802244055E-23
 16   11     4.10585992826469E-26   1.10858218063147E-24
 17   11     9.08462520258230E-33   2.54369505672304E-31
 18   11     1.52332040894106E-34   4.41762918592907E-33
 19   11     1.92664783578072E-40   5.77994350734216E-39
 20   11     3.46984561392962E-41   1.07565214031818E-39
 21   11     1.06971902129082E-47   3.42310086813063E-46
 22   11     1.13253139341874E-52   3.73735359828186E-51
 23   11     8.12064137033309E-58   2.76101806591325E-56
 24   11     7.18091552315810E-61   2.51332043310534E-59
 25   11     8.46089403410092E-68   3.04592185227633E-66
 26   11     1.07085622157558E-76   3.96216801982965E-75
 27   11     6.87205905671483E-95   2.61138244155164E-93
 28   11     1.00000000000000E-99   1.00000000000000E-99
 29   11     1.00000000000000E-99   1.00000000000000E-99
 30   11     1.00000000000000E-99   1.00000000000000E-99
 31   11     1.00000000000000E-99   1.00000000000000E-99
 32   11     1.00000000000000E-99   1.00000000000000E-99
 33   11     1.00000000000000E-99   1.00000000000000E-99
  8   12     6.46146854944540E-21   1.29229370988908E-19
  9   12     1.45708409816735E-15   3.05987660615144E-14
 10   12     2.84000832687498E-10   6.24801831912496E-09
 11   12     4.47456470699355E-11   1.02914988260852E-09
 12   12     3.93573249478320E-08   9.44575798747968E-07
 13   12     3.10175423244262E-12   7.75438558110656E-11
 14   12     1.98478616111815E-13   5.16044401890720E-12
 15   12     1.96708548422098E-22   5.31113080739664E-21
 16   12     8.04820240644717E-22   2.25349667380521E-20
 17   12     1.14922935688507E-26   3.33276513496670E-25
 18   12     1.09335283396511E-28   3.28005850189534E-27
 19   12     2.06528600906447E-34   6.40238662809987E-33
 20   12     2.03919009591005E-35   6.52540830691215E-34
 21   12     1.38161807223767E-40   4.55933963838432E-39
 22   12     8.68669994818466E-44   2.95347798238278E-42
 23   12     3.03584514274932E-50   1.06254579996226E-48
 24   12     2.20367923312912E-52   7.93324523926483E-51
 25   12     8.37542107698810E-59   3.09890579848560E-57
 26   12     4.87129975465549E-62   1.85109390676909E-60
 27   12     6.26368113134317E-69   2.44283564122384E-67
 28   12     8.83455883326128E-82   3.53382353330451E-80
 29   12     1.00000000000000E-99   1.00000000000000E-99
 30   12     1.00000000000000E-99   1.00000000000000E-99
 31   12     1.00000000000000E-99   1.00000000000000E-99
 32   12     1.00000000000000E-99   1.00000000000000E-99
 33   12     1.00000000000000E-99   1.00000000000000E-99
 34   12     1.00000000000000E-99   1.00000000000000E-99
 35   12     1.00000000000000E-99   1.00000000000000E-99
  8   13     1.25487452898428E-22   2.63523651086699E-21
  9   13     8.50522857460646E-22   1.87115028641342E-20
 10   13     1.43007561652502E-16   3.28917391800754E-15
 11   13     2.92216188867988E-14   7.01318853283172E-13
 12   13     3.90304649848138E-10   9.75761624620346E-09
 13   13     9.76176253205257E-12   2.53805825833367E-10
 14   13     9.44565595701287E-11   2.55032710839347E-09
 15   13     3.87447415314482E-16   1.08485276288055E-14
 16   13     2.87852631378597E-19   8.34772630997931E-18
 17   13     1.41890050358535E-24   4.25670151075604E-23
 18   13     6.09588112910298E-25   1.88972315002193E-23
 19   13     3.61690768708939E-30   1.15741045986861E-28
 20   13     1.63466200342439E-32   5.39438461130049E-31
 21   13     3.19339486967565E-37   1.08575425568972E-35
 22   13     1.05881619968586E-40   3.70585669890051E-39
 23   13     5.82392642449030E-44   2.09661351281651E-42
 24   13     3.09351464751598E-48   1.14460041958091E-46
 25   13     4.48078221626556E-54   1.70269724218091E-52
 26   13     2.68911794308319E-56   1.04875599780245E-54
 27   13     2.95746639595354E-59   1.18298655838142E-57
 28   13     8.63278454707324E-66   3.53944166430003E-64
 29   13     2.63624913771429E-83   1.10722463784000E-81
 30   13     1.68508829978277E-94   7.24587968906590E-93
 31   13     1.00000000000000E-99   1.00000000000000E-99
 32   13     1.00000000000000E-99   1.00000000000000E-99
 33   13     1.00000000000000E-99   1.00000000000000E-99
 34   13     1.00000000000000E-99   1.00000000000000E-99
 35   13     1.00000000000000E-99   1.00000000000000E-99
 36   13     1.00000000000000E-99   1.00000000000000E-99
 37   13     1.00000000000000E-99   1.00000000000000E-99
 38   13     1.00000000000000E-99   1.00000000000000E-99
  8   14     4.71743086346373E-22   1.03783478996202E-20
  9   14     8.52093390267625E-25   1.95981479761554E-23
 10   14     2.74665341089191E-18   6.59196818614058E-17
 11   14     4.48795803805736E-15   1.12198950951434E-13
 12   14     6.40967982514236E-10   1.66651675453701E-08
 13   14     4.58076208799936E-10   1.23680576375983E-08
 14   14     1.62057540991818E-07   4.53761114777092E-06
 15   14     1.93575610483021E-12   5.61369270400760E-11
 16   14     3.20451005629830E-12   9.61353016889491E-11
 17   14     2.33065826120354E-20   7.22504060973097E-19
 18   14     1.86484809107883E-21   5.96751389145226E-20
 19   14     1.69388609969287E-26   5.58982412898648E-25
 20   14     7.00501330114164E-28   2.38170452238816E-26
 21   14     4.84532342907544E-33   1.69586320017641E-31
 22   14     3.46147572991076E-34   1.24613126276787E-32
 23   14     2.13551916810740E-39   7.90142092199739E-38
 24   14     8.51776162589076E-44   3.23674941783849E-42
 25   14     1.19426562246647E-46   4.65763592761923E-45
 26   14     2.91819421280268E-48   1.16727768512107E-46
 27   14     1.83764206198597E-54   7.53433245414248E-53
 28   14     8.20078151859120E-58   3.44432823780830E-56
 29   14     1.96107386626101E-63   8.43261762492233E-62
 30   14     4.35533939282116E-69   1.91634933284131E-67
 31   14     4.67984572271503E-87   2.10593057522176E-85
 32   14     1.30776272793227E-99   6.01570854848843E-98
 33   14     1.00000000000000E-99   1.00000000000000E-99
 34   14     1.00000000000000E-99   1.00000000000000E-99
 35   14     1.00000000000000E-99   1.00000000000000E-99
 36   14     1.00000000000000E-99   1.00000000000000E-99
 37   14     1.00000000000000E-99   1.00000000000000E-99
 38   14     1.00000000000000E-99   1.00000000000000E-99
 39   14     1.00000000000000E-99   1.00000000000000E-99
 40   14     1.00000000000000E-99   1.00000000000000E-99
  8   15     8.40497017186742E-27   1.93314313952951E-25
  9   15     1.79176443265436E-24   4.30023463837045E-23
 10   15     6.18199713093279E-26   1.54549928273320E-24
 11   15     9.67202756334168E-22   2.51472716646884E-20
 12   15     1.37406536038994E-14   3.70997647305282E-13
 13   15     6.72231438565063E-13   1.88224802798218E-11
 14   15     6.18244127680107E-09   1.79290797027231E-07
