    time    temp    dens
   1.46781614950926E-01   1.15394507687442E+00   5.70986890649917E+03
     nin     zin       y       x
  1    0     3.86167424877833E-11   3.86167424877833E-11
  0    1     9.16661341651450E-02   9.16661341651450E-02
  1    1     1.67839024145120E-09   3.35678048290239E-09
  2    1     8.20906723537707E-12   2.46272017061312E-11
  1    2     1.18721805168295E-07   3.56165415504884E-07
  2    2     2.21340464858565E-01   8.85361859434261E-01
  4    2     2.35248993295392E-29   1.41149395977235E-28
  3    3     6.81846127508748E-17   4.09107676505249E-16
  4    3     6.99545045561373E-14   4.89681531892961E-13
  5    3     2.75977338128731E-23   2.20781870502985E-22
  6    3     7.20832661231284E-30   6.48749395108155E-29
  3    4     2.86082866887995E-08   2.00258006821597E-07
  5    4     1.30731665883924E-19   1.17658499295532E-18
  6    4     6.21133472418064E-24   6.21133472418064E-23
  7    4     3.80174293505321E-38   4.18191722855853E-37
  8    4     8.42558165853831E-45   1.01106979902460E-43
  3    5     3.71429709514463E-15   2.97143767611570E-14
  5    5     5.13868577405031E-13   5.13868577405031E-12
  6    5     1.56251639058299E-17   1.71876802964129E-16
  7    5     1.87933403052163E-21   2.25520083662596E-20
  8    5     1.26486524641208E-26   1.64432482033571E-25
  9    5     2.72702243712993E-39   3.81783141198190E-38
  3    6     3.47956586268677E-17   3.13160927641809E-16
  4    6     9.24513399611435E-14   9.24513399611435E-13
  5    6     7.73424961646671E-09   8.50767457811338E-08
  6    6     5.78041893903753E-10   6.93650272684503E-09
  7    6     3.15144648030044E-13   4.09688042439057E-12
  8    6     1.99354382135987E-15   2.79096134990381E-14
  9    6     1.28697605735513E-27   1.93046408603269E-26
 10    6     1.06563876048714E-26   1.70502201677942E-25
 11    6     6.85238168577674E-40   1.16490488658205E-38
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     9.98678758742941E-25   1.09854663461723E-23
  5    7     6.00460410998919E-14   7.20552493198703E-13
  6    7     3.37279993525488E-10   4.38463991583135E-09
  7    7     2.71381134757456E-08   3.79933588660438E-07
  8    7     9.86603206263547E-14   1.47990480939532E-12
  9    7     3.46558801751287E-19   5.54494082802060E-18
 10    7     1.36404938821164E-12   2.31888395995979E-11
 11    7     1.08749704177261E-17   1.95749467519070E-16
 12    7     2.15603191112752E-18   4.09646063114230E-17
 13    7     8.90629431668718E-27   1.78125886333744E-25
 14    7     2.08477412895617E-21   4.37802567080796E-20
  5    8     8.05069939344726E-15   1.04659092114814E-13
  6    8     4.70399466001625E-08   6.58559252402275E-07
  7    8     8.33364441776565E-06   1.25004666266485E-04
  8    8     2.42371863640321E-06   3.87794981824513E-05
  9    8     3.14546974435005E-13   5.34729856539509E-12
 10    8     3.98774292753557E-19   7.17793726956403E-18
 11    8     5.34595251585900E-22   1.01573097801321E-20
 12    8     3.66790520823114E-19   7.33581041646227E-18
 13    8     9.53755442038425E-30   2.00288642828069E-28
 14    8     5.44671932303837E-32   1.19827825106844E-30
  5    9     1.30954852186696E-45   1.83336793061375E-44
  6    9     1.26963738048861E-21   1.90445607073292E-20
  7    9     4.40279919969970E-15   7.04447871951952E-14
  8    9     1.79667511959399E-10   3.05434770330978E-09
  9    9     3.10027415362866E-13   5.58049347653159E-12
 10    9     4.07602882975677E-14   7.74445477653785E-13
 11    9     5.75813933728365E-19   1.15162786745673E-17
 12    9     1.58837168373646E-22   3.33558053584658E-21
 13    9     7.80301651025075E-23   1.71666363225517E-21
 14    9     9.16985420591567E-29   2.10906646736060E-27
 15    9     2.78598522428103E-31   6.68636453827447E-30
 16    9     1.22623854235921E-33   3.06559635589803E-32
 17    9     1.05082116806396E-35   2.73213503696628E-34
  7   10     4.48778326188494E-12   7.62923154520439E-11
  8   10     7.33883498030807E-08   1.32099029645545E-06
  9   10     9.37143298015355E-08   1.78057226622917E-06
 10   10     2.24663695990084E-08   4.49327391980168E-07
 11   10     1.47658071627815E-12   3.10081950418411E-11
 12   10     9.15794677570502E-14   2.01474829065511E-12
 13   10     1.29872400122864E-20   2.98706520282586E-19
 14   10     1.41250682345061E-21   3.39001637628147E-20
 15   10     1.11830561707950E-24   2.79576404269875E-23
 16   10     2.93910395698163E-26   7.64167028815223E-25
 17   10     5.14724685913218E-32   1.38975665196569E-30
 18   10     1.59798798700276E-35   4.47436636360773E-34
 19   10     2.34809890201427E-38   6.80948681584137E-37
 20   10     1.51167379827811E-41   4.53502139483434E-40
 21   10     4.61144627234132E-47   1.42954834442581E-45
 22   10     2.42777264234882E-49   7.76887245551624E-48
 23   10     3.35584117221122E-53   1.10742758682970E-51
 24   10     3.39923888384815E-57   1.15574122050837E-55
 25   10     1.72621421670454E-87   6.04174975846591E-86
 26   10     2.95539945430466E-98   1.06394380354968E-96
 27   10     2.36670626066546E-97   8.75681316446222E-96
 28   10     1.00000000000000E-99   1.00000000000000E-99
 29   10     1.00000000000000E-99   1.00000000000000E-99
 30   10     1.00000000000000E-99   1.00000000000000E-99
