    time    temp    dens
   8.64854791257377E+03   1.00000000000000E-02   1.22780729554918E-12
     nin     zin       y       x
  1    0     1.17551146639182E-10   1.17551146639182E-10
  0    1     9.11626347669264E-02   9.11626347669264E-02
  1    1     1.58406960064580E-06   3.16813920129160E-06
  2    1     4.91442134798855E-07   1.47432640439657E-06
  1    2     1.81898574430376E-06   5.45695723291127E-06
  2    2     2.21332686715659E-01   8.85330746862637E-01
  4    2     2.91097248396324E-28   1.74658349037794E-27
  3    3     9.70456222035170E-14   5.82273733221102E-13
  4    3     7.48998339843950E-10   5.24298837890765E-09
  5    3     8.49941029985756E-28   6.79952823988605E-27
  6    3     2.08875824766207E-46   1.87988242289587E-45
  3    4     1.45315795725610E-10   1.01721057007927E-09
  5    4     3.65205929956918E-13   3.28685336961226E-12
  6    4     1.12051731535442E-13   1.12051731535442E-12
  7    4     1.39616952159140E-31   1.53578647375054E-30
  8    4     2.22523119440911E-52   2.67027743329093E-51
  3    5     2.10831031503284E-37   1.68664825202627E-36
  5    5     1.45626473259717E-09   1.45626473259717E-08
  6    5     1.93154264202811E-06   2.12469690623092E-05
  7    5     1.01296493475584E-22   1.21555792170701E-21
  8    5     1.50143161769508E-25   1.95186110300360E-24
  9    5     1.93445787726119E-49   2.70824102816567E-48
  3    6     2.26100522558999E-13   2.03490470303099E-12
  4    6     5.55195110563488E-21   5.55195110563488E-20
  5    6     1.32472639816373E-08   1.45719903798010E-07
  6    6     4.39310658339416E-06   5.27172790007299E-05
  7    6     1.55208452707455E-06   2.01770988519691E-05
  8    6     3.29460003690157E-10   4.61244005166220E-09
  9    6     9.09655311513465E-25   1.36448296727020E-23
 10    6     1.59495873173264E-24   2.55193397077222E-23
 11    6     2.34648240213314E-46   3.98902008362634E-45
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.79144944967656E-63   1.97059439464422E-62
  5    7     1.98945971323009E-23   2.38735165587611E-22
  6    7     4.82801335853522E-11   6.27641736609579E-10
  7    7     6.06694568749710E-06   8.49372396249594E-05
  8    7     7.24953859714846E-06   1.08743078957227E-04
  9    7     2.59802943721983E-21   4.15684709955173E-20
 10    7     3.57981016903227E-21   6.08567728735486E-20
 11    7     4.95092127647745E-22   8.91165829765941E-21
 12    7     1.14921337332401E-22   2.18350540931562E-21
 13    7     3.75846941092291E-26   7.51693882184582E-25
 14    7     2.03090782175730E-34   4.26490642569033E-33
  5    8     9.24255255701565E-39   1.20153183241203E-37
  6    8     3.87004272356714E-20   5.41805981299399E-19
  7    8     3.63911944019961E-17   5.45867916029941E-16
  8    8     6.87980909624133E-06   1.10076945539861E-04
  9    8     1.28178854127456E-07   2.17904052016676E-06
 10    8     6.67732324788990E-08   1.20191818462018E-06
 11    8     3.30404138803256E-20   6.27767863726187E-19
 12    8     1.31123453333973E-21   2.62246906667947E-20
 13    8     1.16824098292857E-25   2.45330606415000E-24
 14    8     8.78385133730021E-34   1.93244729420605E-32
  5    9     4.27100380651594E-48   5.97940532912232E-47
  6    9     8.05012032314550E-16   1.20751804847182E-14
  7    9     1.98839008313461E-15   3.18142413301537E-14
  8    9     8.09362008783965E-20   1.37591541493274E-18
  9    9     3.96993266740363E-08   7.14587880132654E-07
 10    9     1.23276051734728E-07   2.34224498295982E-06
 11    9     9.33701312430903E-20   1.86740262486181E-18
 12    9     9.48995626289871E-21   1.99289081520873E-19
 13    9     1.81898250667984E-23   4.00176151469565E-22
 14    9     1.48112983816720E-26   3.40659862778457E-25
 15    9     5.23511675117385E-34   1.25642802028172E-32
 16    9     9.09800109066633E-36   2.27450027266658E-34
 17    9     1.12636681954110E-40   2.92855373080687E-39
  7   10     1.49046722457148E-27   2.53379428177151E-26
  8   10     8.83383909863256E-22   1.59009103775386E-20
  9   10     8.88921633912401E-19   1.68895110443356E-17
 10   10     1.49211560438684E-06   2.98423120877368E-05
 11   10     1.93674833359670E-07   4.06717150055307E-06
 12   10     2.58408371937196E-07   5.68498418261831E-06
 13   10     1.25772548589381E-20   2.89276861755577E-19
 14   10     7.00449685502445E-20   1.68107924520587E-18
 15   10     7.07733360165549E-24   1.76933340041387E-22
 16   10     2.12635168797730E-24   5.52851438874099E-23
 17   10     4.84377794047524E-29   1.30782004392832E-27
 18   10     7.57931295342129E-31   2.12220762695796E-29
 19   10     7.14927554374359E-44   2.07328990768564E-42
 20   10     7.83444320697321E-46   2.35033296209196E-44
 21   10     1.78267879051778E-51   5.52630425060511E-50
 22   10     1.55344373454900E-54   4.97101995055679E-53
 23   10     3.55449311381987E-57   1.17298272756056E-55
 24   10     1.20097753322710E-61   4.08332361297216E-60
 25   10     1.00000000000000E-99   1.00000000000000E-99
 26   10     1.00000000000000E-99   1.00000000000000E-99
 27   10     1.00000000000000E-99   1.00000000000000E-99
 28   10     1.00000000000000E-99   1.00000000000000E-99
 29   10     1.00000000000000E-99   1.00000000000000E-99
 30   10     1.00000000000000E-99   1.00000000000000E-99
 31   10     1.00000000000000E-99   1.00000000000000E-99
  8   11     1.65216122130915E-23   3.13910632048738E-22
  9   11     1.93961828626934E-21   3.87923657253869E-20
 10   11     2.45462925261316E-19   5.15472143048763E-18
 11   11     4.85533001767746E-07   1.06817260388904E-05
 12   11     4.14945893091920E-07   9.54375554111416E-06
 13   11     3.43637410168212E-10   8.24729784403710E-09
 14   11     2.61732818450806E-18   6.54332046127016E-17
 15   11     1.93054811341745E-21   5.01942509488536E-20
 16   11     1.41756681483206E-22   3.82743040004657E-21
 17   11     4.44212184118946E-27   1.24379411553305E-25
 18   11     9.18913893667394E-28   2.66485029163544E-26
 19   11     1.60169672622907E-39   4.80509017868722E-38
 20   11     5.36831029498753E-41   1.66417619144613E-39
 21   11     1.93549033517881E-46   6.19356907257218E-45
 22   11     2.29886325910363E-49   7.58624875504199E-48
 23   11     3.58902678452313E-53   1.22026910673787E-51
 24   11     8.60419705316660E-57   3.01146896860831E-55
 25   11     7.99556070155204E-64   2.87840185255873E-62
 26   11     8.01999434015325E-74   2.96739790585670E-72
 27   11     1.00000000000000E-99   1.00000000000000E-99
 28   11     1.00000000000000E-99   1.00000000000000E-99
 29   11     1.00000000000000E-99   1.00000000000000E-99
 30   11     1.00000000000000E-99   1.00000000000000E-99
 31   11     1.00000000000000E-99   1.00000000000000E-99
 32   11     1.00000000000000E-99   1.00000000000000E-99
 33   11     1.00000000000000E-99   1.00000000000000E-99
  8   12     8.24535108805217E-26   1.64907021761043E-24
  9   12     2.23043492259968E-24   4.68391333745932E-23
 10   12     6.89320847658637E-21   1.51650586484900E-19
 11   12     8.01324117115420E-19   1.84304546936547E-17
 12   12     4.19918559334161E-07   1.00780454240199E-05
 13   12     1.41002293654225E-06   3.52505734135564E-05
 14   12     9.55111472551964E-07   2.48328982863511E-05
 15   12     6.16126554839556E-16   1.66354169806680E-14
 16   12     1.31207339768974E-12   3.67380551353126E-11
 17   12     6.87432952481790E-23   1.99355556219719E-21
 18   12     1.30628943969147E-23   3.91886831907441E-22
 19   12     6.92102413801658E-28   2.14551748278514E-26
 20   12     5.75192099603886E-28   1.84061471873243E-26
 21   12     3.41878216432014E-35   1.12819811422565E-33
 22   12     7.38893649993271E-36   2.51223840997712E-34
 23   12     8.07950695873452E-45   2.82782743555708E-43
 24   12     1.65287831643070E-48   5.95036193915052E-47
 25   12     3.03470309986468E-49   1.12284014694993E-47
 26   12     2.33881601218262E-52   8.88750084629397E-51
 27   12     1.06243089606949E-59   4.14348049467102E-58
 28   12     1.07859163637878E-79   4.31436654551513E-78
 29   12     1.00000000000000E-99   1.00000000000000E-99
 30   12     1.00000000000000E-99   1.00000000000000E-99
 31   12     1.00000000000000E-99   1.00000000000000E-99
 32   12     1.00000000000000E-99   1.00000000000000E-99
 33   12     1.00000000000000E-99   1.00000000000000E-99
 34   12     1.00000000000000E-99   1.00000000000000E-99
 35   12     1.00000000000000E-99   1.00000000000000E-99
  8   13     2.80228193815996E-38   5.88479207013592E-37
  9   13     4.91791026423465E-26   1.08194025813162E-24
 10   13     3.33389479521999E-23   7.66795802900598E-22
 11   13     1.58537161250304E-20   3.80489187000731E-19
 12   13     1.98390238705200E-19   4.95975596763000E-18
 13   13     2.15310158990200E-07   5.59806413374520E-06
 14   13     1.77353833689516E-06   4.78855350961694E-05
 15   13     2.38515537386379E-15   6.67843504681861E-14
 16   13     1.08309141003642E-16   3.14096508910563E-15
 17   13     1.36189094952025E-20   4.08567284856075E-19
 18   13     6.32957740550360E-22   1.96216899570612E-20
 19   13     6.62671979445068E-27   2.12055033422422E-25
 20   13     4.70800697375097E-26   1.55364230133782E-24
 21   13     7.34403054445381E-31   2.49697038511430E-29
 22   13     2.04765370242680E-33   7.16678795849380E-32
 23   13     8.37509845512793E-41   3.01503544384605E-39
 24   13     1.47579544941984E-44   5.46044316285342E-43
 25   13     5.07128178011467E-46   1.92708707644357E-44
 26   13     1.90271295061559E-49   7.42058050740081E-48
 27   13     2.73441496057394E-55   1.09376598422958E-53
 28   13     1.83981555843028E-59   7.54324378956415E-58
 29   13     2.52034618008113E-92   1.05854539563407E-90
 30   13     1.00000000000000E-99   1.00000000000000E-99
 31   13     1.00000000000000E-99   1.00000000000000E-99
 32   13     1.00000000000000E-99   1.00000000000000E-99
 33   13     1.00000000000000E-99   1.00000000000000E-99
 34   13     1.00000000000000E-99   1.00000000000000E-99
 35   13     1.00000000000000E-99   1.00000000000000E-99
 36   13     1.00000000000000E-99   1.00000000000000E-99
 37   13     1.00000000000000E-99   1.00000000000000E-99
 38   13     1.00000000000000E-99   1.00000000000000E-99
  8   14     7.13818712382284E-41   1.57040116724102E-39
  9   14     2.18410865110285E-38   5.02344989753655E-37
 10   14     2.54608343600529E-24   6.11060024641270E-23
 11   14     4.88368969732045E-23   1.22092242433011E-21
 12   14     3.94114325785495E-21   1.02469724704229E-19
 13   14     6.56777294916748E-19   1.77329869627522E-17
 14   14     3.91078726573600E-06   1.09502043440608E-04
 15   14     3.44412839173234E-06   9.98797233602380E-05
 16   14     4.04278611533811E-06   1.21283583460143E-04
 17   14     2.95604169383987E-09   9.16372925090359E-08
 18   14     3.88586841735991E-10   1.24347789355517E-08
 19   14     3.05693994959589E-22   1.00879018336664E-20
 20   14     1.85218671151836E-22   6.29743481916241E-21
 21   14     9.20785126624940E-27   3.22274794318729E-25
 22   14     6.04207112754785E-29   2.17514560591723E-27
 23   14     2.75200616694647E-31   1.01824228177019E-29
 24   14     8.91107355691616E-33   3.38620795162814E-31
 25   14     1.02383020215471E-40   3.99293778840337E-39
 26   14     5.46589938021043E-41   2.18635975208417E-39
 27   14     3.25650002335272E-48   1.33516500957462E-46
 28   14     5.94346609267784E-52   2.49625575892469E-50
 29   14     6.89522040422653E-63   2.96494477381741E-61
 30   14     1.44973049079296E-70   6.37881415948902E-69
 31   14     1.00000000000000E-99   5.48021171365991E-99
 32   14     1.00000000000000E-99   1.00000000000000E-99
 33   14     1.00000000000000E-99   1.00000000000000E-99
 34   14     1.00000000000000E-99   1.00000000000000E-99
 35   14     1.00000000000000E-99   1.00000000000000E-99
 36   14     1.00000000000000E-99   1.00000000000000E-99
 37   14     1.00000000000000E-99   1.00000000000000E-99
 38   14     1.00000000000000E-99   1.00000000000000E-99
 39   14     1.00000000000000E-99   1.00000000000000E-99
 40   14     1.00000000000000E-99   1.00000000000000E-99
  8   15     3.41646650999989E-45   7.85787297299975E-44
  9   15     1.47740991886021E-42   3.54578380526450E-41
 10   15     1.80071219090212E-41   4.50178047725531E-40
 11   15     3.91218437075120E-36   1.01716793639531E-34
 12   15     6.62489065504813E-24   1.78872047686300E-22
 13   15     7.88524232773071E-22   2.20786785176460E-20
 14   15     2.16309009083118E-19   6.27296126341042E-18
 15   15     5.54808551121644E-17   1.66442565336493E-15
 16   15     3.38592271287548E-06   1.04963604099140E-04
 17   15     1.95917514802262E-09   6.26936047367238E-08
 18   15     1.43976626736978E-08   4.75122868232029E-07
 19   15     3.53744328285298E-20   1.20273071617001E-18
 20   15     8.74650222670299E-20   3.06127577934605E-18
 21   15     5.67661149626287E-24   2.04358013865463E-22
 22   15     1.54837006745687E-25   5.72896924959041E-24
 23   15     3.39451231868205E-28   1.28991468109918E-26
 24   15     3.97563031523470E-30   1.55049582294153E-28
 25   15     4.54475604611267E-34   1.81790241844507E-32
 26   15     7.21844903810216E-37   2.95956410562189E-35
 27   15     2.47255370933353E-44   1.03847255792008E-42
 28   15     6.87333426707932E-48   2.95553373484411E-46
 29   15     2.13974759008197E-58   9.41488939636066E-57
 30   15     2.32171636213849E-62   1.04477236296232E-60
 31   15     8.23873961089344E-67   3.78982022101098E-65
 32   15     2.18326088870862E-75   1.02613261769305E-73
 33   15     1.00000000000000E-99   1.00000000000000E-99
 34   15     1.00000000000000E-99   1.00000000000000E-99
 35   15     1.00000000000000E-99   1.00000000000000E-99
 36   15     1.00000000000000E-99   1.00000000000000E-99
 37   15     1.00000000000000E-99   1.00000000000000E-99
 38   15     1.00000000000000E-99   1.00000000000000E-99
 39   15     1.00000000000000E-99   1.00000000000000E-99
 40   15     1.00000000000000E-99   1.00000000000000E-99
 41   15     1.00000000000000E-99   1.00000000000000E-99
 42   15     1.00000000000000E-99   1.00000000000000E-99
  8   16     5.26890206583752E-48   1.26453649580100E-46
  9   16     5.91416972994306E-46   1.47854243248576E-44
 10   16     3.32632684026973E-42   8.64844978470131E-41
 11   16     1.22861989903318E-39   3.31727372738958E-38
 12   16     4.08667282205379E-24   1.14426839017506E-22
 13   16     6.88147806810582E-23   1.99562863975069E-21
 14   16     5.43851518574137E-21   1.63155455572241E-19
 15   16     2.26904791372531E-19   7.03404853254845E-18
 16   16     3.09464311351665E-06   9.90285796325328E-05
 17   16     2.77418797718478E-06   9.15482032470977E-05
 18   16     3.92121675141054E-06   1.33321369547958E-04
 19   16     1.89354956852173E-09   6.62742348982604E-08
 20   16     2.09125543773004E-08   7.52851957582816E-07
 21   16     9.51323721024352E-20   3.51989776779010E-18
 22   16     2.67132135362125E-14   1.01510211437607E-12
 23   16     6.63450130857230E-23   2.58745551034320E-21
 24   16     2.18613532841503E-24   8.74454131366011E-23
 25   16     1.54565727529068E-24   6.33719482869180E-23
 26   16     1.08027752814734E-26   4.53716561821881E-25
 27   16     3.77191319577751E-32   1.62192267418433E-30
 28   16     4.13973773534456E-33   1.82148460355161E-31
 29   16     8.95705886500897E-43   4.03067648925404E-41
 30   16     1.11526702566550E-48   5.13022831806129E-47
 31   16     4.39733527558074E-62   2.06674757952295E-60
 32   16     2.87914296855786E-64   1.38198862490777E-62
 33   16     1.02328076901411E-74   5.01407576816914E-73
 34   16     8.09971250903664E-96   4.04985625451832E-94
 35   16     1.00000000000000E-99   1.00000000000000E-99
 36   16     1.00000000000000E-99   1.00000000000000E-99
 37   16     1.00000000000000E-99   1.00000000000000E-99
 38   16     1.00000000000000E-99   1.00000000000000E-99
 39   16     1.00000000000000E-99   1.00000000000000E-99
 40   16     1.00000000000000E-99   1.00000000000000E-99
 41   16     1.00000000000000E-99   1.00000000000000E-99
 42   16     1.00000000000000E-99   1.00000000000000E-99
 43   16     1.00000000000000E-99   1.00000000000000E-99
 44   16     1.00000000000000E-99   1.00000000000000E-99
  9   17     2.36914737173006E-67   6.15978316649815E-66
 10   17     5.29391026073330E-50   1.42935577039799E-48
 11   17     7.00397046915125E-46   1.96111173136235E-44
 12   17     1.94512071320468E-42   5.64085006829356E-41
 13   17     2.05471815813705E-40   6.16415447441115E-39
 14   17     4.05391683217722E-24   1.25671421797494E-22
 15   17     3.01552771061109E-22   9.64968867395548E-21
 16   17     6.14044236260304E-20   2.02634597965900E-18
 17   17     3.44327936197446E-19   1.17071498307132E-17
 18   17     3.52687644198088E-06   1.23440675469331E-04
 19   17     7.72656554380761E-10   2.78156359577074E-08
 20   17     2.20863036257949E-07   8.17193234154412E-06
 21   17     1.69246829842652E-11   6.43137953402079E-10
 22   17     4.58502077558782E-13   1.78815810247925E-11
 23   17     8.94816371582047E-20   3.57926548632819E-18
 24   17     1.68503683293430E-21   6.90865101503061E-20
 25   17     4.59194844225503E-22   1.92861834574711E-20
 26   17     9.26782618954801E-25   3.98516526150565E-23
 27   17     1.89624914189864E-29   8.34349622435401E-28
 28   17     1.14389107803951E-30   5.14750985117781E-29
 29   17     7.43636108038317E-40   3.42072609697626E-38
 30   17     4.75642366446632E-45   2.23551912229917E-43
 31   17     2.14247915991934E-49   1.02838999676128E-47
 32   17     1.93336441397323E-60   9.47348562846880E-59
 33   17     5.47053386634280E-66   2.73526693317140E-64
 34   17     1.95287070621665E-69   9.95964060170490E-68
 35   17     2.02878423847179E-78   1.05496780400533E-76
 36   17     1.00000000000000E-99   2.91386227266440E-98
 37   17     1.00000000000000E-99   1.00000000000000E-99
 38   17     1.00000000000000E-99   1.00000000000000E-99
 39   17     1.00000000000000E-99   1.00000000000000E-99
 40   17     1.00000000000000E-99   1.00000000000000E-99
 41   17     1.00000000000000E-99   1.00000000000000E-99
 42   17     1.00000000000000E-99   1.00000000000000E-99
 43   17     1.00000000000000E-99   1.00000000000000E-99
 44   17     1.00000000000000E-99   1.00000000000000E-99
 45   17     1.00000000000000E-99   1.00000000000000E-99
 46   17     1.00000000000000E-99   1.00000000000000E-99
  9   18     1.00000000000000E-99   1.00000000000000E-99
 10   18     7.53816381341666E-50   2.11068586775667E-48
 11   18     4.85038642330520E-47   1.40661206275851E-45
 12   18     1.74693900103747E-42   5.24081700311240E-41
 13   18     2.56667328894080E-40   7.95668719571647E-39
 14   18     6.18239715540087E-25   1.97836708972828E-23
 15   18     2.46638488672042E-23   8.13907012617738E-22
 16   18     1.84586813185588E-21   6.27595164830999E-20
 17   18     6.47286716585463E-20   2.26550350804912E-18
 18   18     2.10895915714942E-06   7.59225296573791E-05
 19   18     1.47975640372351E-06   5.47509869377700E-05
 20   18     2.46138501775873E-06   9.35326306748318E-05
 21   18     3.39125274578619E-09   1.32258857085661E-07
 22   18     1.94896535962880E-10   7.79586143851521E-09
 23   18     7.88568549810681E-12   3.23313105422379E-10
 24   18     2.57275786100399E-12   1.08055830162167E-10
 25   18     2.54575848289278E-19   1.09467614764390E-17
 26   18     2.21323115129199E-18   9.73821706568477E-17
 27   18     1.54986836946063E-24   6.97440766257283E-23
 28   18     3.06703115794108E-27   1.41083433265290E-25
 29   18     3.30420103422454E-37   1.55297448608553E-35
 30   18     6.24411871392066E-40   2.99717698268192E-38
 31   18     2.25292602034484E-44   1.10393374996897E-42
 32   18     1.16170110816904E-47   5.80850554084519E-46
 33   18     3.26487680982303E-52   1.66508717300975E-50
 34   18     2.73109212643264E-54   1.42016790574497E-52
 35   18     1.30794576087990E-66   6.93211253266348E-65
 36   18     3.41512958951908E-73   1.84416997834030E-71
 37   18     9.65529461117653E-97   5.31041203614709E-95
 38   18     1.00000000000000E-99   1.00000000000000E-99
 39   18     1.00000000000000E-99   1.00000000000000E-99
 40   18     1.00000000000000E-99   1.00000000000000E-99
 41   18     1.00000000000000E-99   1.00000000000000E-99
 42   18     1.00000000000000E-99   1.00000000000000E-99
 43   18     1.00000000000000E-99   1.00000000000000E-99
 44   18     1.00000000000000E-99   1.00000000000000E-99
 45   18     1.00000000000000E-99   1.00000000000000E-99
 46   18     1.00000000000000E-99   1.00000000000000E-99
 47   18     1.00000000000000E-99   1.00000000000000E-99
 48   18     1.00000000000000E-99   1.00000000000000E-99
 49   18     1.00000000000000E-99   1.00000000000000E-99
 10   19     1.00000000000000E-99   1.00000000000000E-99
 11   19     9.10668979849567E-70   2.73200693954870E-68
 12   19     8.04792573021843E-51   2.49485697636771E-49
 13   19     1.50481900642089E-46   4.81542082054686E-45
 14   19     2.52644277764644E-43   8.33726116623325E-42
 15   19     2.42373309028608E-34   8.24069250697268E-33
 16   19     1.98412527373890E-24   6.94443845808616E-23
 17   19     3.71277013606326E-22   1.33659724898277E-20
 18   19     3.49964547752940E-20   1.29486882668588E-18
