    time    temp    dens
   9.50233975144602E-01   6.21107511067344E-02   9.25695459976771E-01
     nin     zin       y       x
  1    0     4.15592726917987E-10   4.15592726917987E-10
  0    1     9.11683944961411E-02   9.11683944961411E-02
  1    1     7.59943528458985E-07   1.51988705691797E-06
  2    1     7.79393485900806E-08   2.33818045770242E-07
  1    2     1.84861114283380E-06   5.54583342850139E-06
  2    2     2.21332318089603E-01   8.85329272358413E-01
  4    2     2.67936733688321E-21   1.60762040212993E-20
  3    3     1.73123318260351E-14   1.03873990956210E-13
  4    3     5.04852733309685E-10   3.53396913316780E-09
  5    3     1.43238855062756E-16   1.14591084050205E-15
  6    3     2.84199892157341E-23   2.55779902941607E-22
  3    4     3.30694914008135E-10   2.31486439805694E-09
  5    4     5.78254754695142E-14   5.20429279225627E-13
  6    4     3.25690548292940E-14   3.25690548292940E-13
  7    4     1.30920728451402E-21   1.44012801296542E-20
  8    4     5.31203665440712E-30   6.37444398528855E-29
  3    5     1.19292828280066E-13   9.54342626240526E-13
  5    5     1.85441552509145E-11   1.85441552509145E-10
  6    5     6.36295259920176E-08   6.99924785912194E-07
  7    5     4.79340792517814E-15   5.75208951021377E-14
  8    5     1.46677396239959E-18   1.90680615111947E-17
  9    5     3.50600485078925E-29   4.90840679110495E-28
  3    6     2.26100522134194E-13   2.03490469920775E-12
  4    6     1.45329958725482E-09   1.45329958725482E-08
  5    6     1.84755525667211E-06   2.03231078233932E-05
  6    6     4.33137237912095E-06   5.19764685494514E-05
  7    6     4.40672171274788E-07   5.72873822657225E-06
  8    6     2.78768145347014E-10   3.90275403485820E-09
  9    6     7.80204220437091E-17   1.17030633065564E-15
 10    6     1.15142136912931E-17   1.84227419060690E-16
 11    6     5.83863148498580E-26   9.92567352447585E-25
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.45264683424691E-29   1.59791151767160E-28
  5    7     2.04269317917662E-16   2.45123181501195E-15
  6    7     1.11175423266536E-06   1.44528050246497E-05
  7    7     3.98652482538371E-07   5.58113475553719E-06
  8    7     7.67757042695945E-07   1.15163556404392E-05
  9    7     1.47372522813605E-12   2.35796036501768E-11
 10    7     2.92614710151567E-11   4.97445007257663E-10
 11    7     1.59192409718565E-13   2.86546337493417E-12
 12    7     4.18741412360847E-14   7.95608683485610E-13
 13    7     7.22354114405682E-18   1.44470822881136E-16
 14    7     1.80947880179304E-19   3.79990548376539E-18
  5    8     2.16006915818253E-19   2.80808990563728E-18
  6    8     5.77915475692981E-06   8.09081665970174E-05
  7    8     6.53860641988969E-06   9.80790962983454E-05
  8    8     6.87737283064738E-06   1.10037965290358E-04
