    time    temp    dens
   2.39351237722362E-01   3.16260795021097E-01   1.18392777292072E+02
     nin     zin       y       x
  1    0     2.44695987055027E-10   2.44695987055027E-10
  0    1     9.12191951525889E-02   9.12191951525889E-02
  1    1     5.00264041517350E-08   1.00052808303470E-07
  2    1     7.04687376750978E-09   2.11406213025293E-08
  1    2     9.87411965923575E-07   2.96223589777073E-06
  2    2     2.21317393710318E-01   8.85269574841271E-01
  4    2     1.35210384089519E-24   8.11262304537115E-24
  3    3     5.61963653905815E-16   3.37178192343489E-15
  4    3     6.91223520374912E-11   4.83856464262438E-10
  5    3     4.87963924504748E-21   3.90371139603799E-20
  6    3     8.49401500109583E-26   7.64461350098625E-25
  3    4     6.39284608469549E-08   4.47499225928684E-07
  5    4     7.21295846397911E-18   6.49166261758120E-17
  6    4     2.80842483010015E-18   2.80842483010015E-17
  7    4     7.39239947858321E-29   8.13163942644153E-28
  8    4     6.13643866206102E-36   7.36372639447323E-35
  3    5     4.58879934179698E-14   3.67103947343759E-13
  5    5     1.44296066929600E-15   1.44296066929600E-14
  6    5     3.69977230314179E-12   4.06974953345597E-11
  7    5     4.35437807963815E-18   5.22525369556577E-17
  8    5     1.94552084588341E-20   2.52917709964843E-19
  9    5     7.84925056649533E-29   1.09889507930935E-27
  3    6     2.25589640411480E-13   2.03030676370332E-12
  4    6     1.46428933827256E-09   1.46428933827256E-08
  5    6     1.77964986639483E-06   1.95761485303432E-05
  6    6     1.79628748111901E-06   2.15554497734281E-05
  7    6     1.15218949793193E-07   1.49784634731151E-06
  8    6     3.78629252929109E-11   5.30080954100753E-10
  9    6     2.97988304369104E-20   4.46982456553657E-19
 10    6     6.92402777667692E-21   1.10784444426831E-19
 11    6     2.97908839867362E-28   5.06445027774515E-27
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     2.76758385587802E-25   3.04434224146583E-24
  5    7     1.00605282490995E-08   1.20726338989194E-07
  6    7     1.34762316279967E-06   1.75191011163958E-05
  7    7     1.74581291472225E-07   2.44413808061116E-06
  8    7     4.44900870642903E-10   6.67351305964354E-09
  9    7     3.40670121518072E-15   5.45072194428916E-14
 10    7     2.50586462732306E-11   4.25996986644920E-10
 11    7     3.37917428767152E-14   6.08251371780873E-13
 12    7     1.40385938874900E-14   2.66733283862310E-13
 13    7     1.39888359964569E-18   2.79776719929138E-17
 14    7     1.80448903358785E-19   3.78942697053450E-18
  5    8     1.49528584091520E-09   1.94387159318976E-08
  6    8     7.59040024204990E-06   1.06265603388699E-04
  7    8     9.87557903934046E-06   1.48133685590107E-04
  8    8     6.82808262026227E-06   1.09249321924196E-04
  9    8     1.60491748671560E-08   2.72835972741651E-07
 10    8     2.15895695826205E-12   3.88612252487169E-11
 11    8     2.80044162031978E-16   5.32083907860759E-15
 12    8     7.53192339075608E-17   1.50638467815122E-15
 13    8     5.22931031490602E-21   1.09815516613026E-19
 14    8     7.75000531852700E-22   1.70500117007594E-20
  5    9     2.10449833795068E-47   2.94629767313095E-46
  6    9     8.42171624664551E-21   1.26325743699683E-19
  7    9     3.20754358213044E-21   5.13206973140871E-20
  8    9     1.90750914899341E-07   3.24276555328879E-06
  9    9     3.93087411385081E-09   7.07557340493146E-08
 10    9     3.11262520150422E-10   5.91398788285801E-09
 11    9     3.44400416338778E-14   6.88800832677557E-13
 12    9     6.38663312618850E-15   1.34119295649958E-13
 13    9     1.94075301933522E-16   4.26965664253749E-15
 14    9     4.60985024979828E-20   1.06026555745360E-18
 15    9     2.82984686659533E-21   6.79163247982879E-20
 16    9     3.05858418811526E-22   7.64646047028814E-21
 17    9     7.02160344027759E-24   1.82561689447217E-22
  7   10     1.11674080677169E-11   1.89845937151188E-10
  8   10     1.56744569587970E-07   2.82140225258345E-06
  9   10     1.30646630132780E-07   2.48228597252281E-06
 10   10     1.34450485414271E-06   2.68900970828543E-05
 11   10     6.79823105694827E-09   1.42762852195914E-07
 12   10     4.57609678701703E-08   1.00674129314375E-06
 13   10     1.17581899304160E-13   2.70438368399567E-12
 14   10     4.53789510757163E-15   1.08909482581719E-13
 15   10     1.68279368734702E-16   4.20698421836754E-15
 16   10     1.58739557464152E-16   4.12722849406795E-15
 17   10     6.11586346117481E-21   1.65128313451720E-19
 18   10     1.52283937302088E-23   4.26395024445846E-22
 19   10     9.18701251256174E-27   2.66423362864290E-25
 20   10     1.47400715133257E-28   4.42202145399770E-27
 21   10     1.51266148639304E-33   4.68925060781842E-32
 22   10     2.49781172157627E-36   7.99299750904405E-35
 23   10     3.56028714814029E-42   1.17489475888630E-40
 24   10     1.33411243169086E-42   4.53598226774892E-41
 25   10     3.61782127862896E-85   1.26623744752013E-83
 26   10     7.80229133305332E-94   2.80882487989920E-92
 27   10     9.54113084368367E-89   3.53021841216296E-87
 28   10     7.68314066317085E-96   2.91959345200492E-94
 29   10     1.00000000000000E-99   1.00000000000000E-99
 30   10     1.00000000000000E-99   1.00000000000000E-99
 31   10     1.00000000000000E-99   1.00000000000000E-99
  8   11     3.07069220719651E-16   5.83431519367336E-15
  9   11     2.13285501669293E-08   4.26571003338587E-07
 10   11     1.04244335985819E-07   2.18913105570219E-06
 11   11     1.39100697435652E-07   3.06021534358434E-06
 12   11     7.87515723077276E-08   1.81128616307774E-06
 13   11     1.09531679930295E-11   2.62876031832708E-10
 14   11     1.23125682804564E-12   3.07814207011410E-11
 15   11     6.52333547215071E-14   1.69606722275919E-12
 16   11     1.28130585310523E-14   3.45952580338413E-13
 17   11     1.26593272419448E-18   3.54461162774455E-17
 18   11     2.06484386587000E-20   5.98804721102300E-19
 19   11     1.00002981755759E-22   3.00008945267276E-21
 20   11     9.05058562747500E-25   2.80568154451725E-23
 21   11     2.35610712512980E-29   7.53954280041535E-28
 22   11     1.28447078317535E-31   4.23875358447865E-30
 23   11     9.56374289548364E-35   3.25167258446444E-33
 24   11     7.49000566621902E-38   2.62150198317666E-36
 25   11     2.13631027804168E-46   7.69071700095004E-45
 26   11     1.67615909703778E-47   6.20178865903979E-46
 27   11     7.86270547108843E-80   2.98782807901361E-78
 28   11     2.87828804754792E-88   1.12253233854369E-86
 29   11     1.00000000000000E-99   1.00000000000000E-99
 30   11     1.00000000000000E-99   1.00000000000000E-99
 31   11     1.00000000000000E-99   1.00000000000000E-99
 32   11     1.00000000000000E-99   1.00000000000000E-99
 33   11     1.00000000000000E-99   1.00000000000000E-99
  8   12     1.04352830389938E-10   2.08705660779877E-09
  9   12     1.29357080091262E-07   2.71649868191650E-06
 10   12     6.27501280849654E-07   1.38050281786924E-05
 11   12     3.78733567300041E-07   8.71087204790095E-06
 12   12     9.66956449397314E-08   2.32069547855355E-06
 13   12     3.28524473427878E-07   8.21311183569694E-06
 14   12     1.10912201583017E-08   2.88371724115845E-07
 15   12     3.35680917840887E-12   9.06338478170394E-11
 16   12     2.08424526996570E-13   5.83588675590397E-12
 17   12     6.35077412853893E-15   1.84172449727629E-13
 18   12     1.68071510896274E-15   5.04214532688822E-14
 19   12     2.55178606574668E-19   7.91053680381471E-18
 20   12     5.84762745961284E-21   1.87124078707611E-19
 21   12     2.22289833685458E-24   7.33556451162011E-23
 22   12     3.66811170898365E-26   1.24715798105444E-24
 23   12     8.55769167045027E-34   2.99519208465759E-32
 24   12     3.90294192731060E-31   1.40505909383182E-29
 25   12     5.28322340878480E-40   1.95479266125037E-38
 26   12     2.79914477635882E-37   1.06367501501635E-35
 27   12     1.24065942013227E-48   4.83857173851585E-47
 28   12     1.10953610807542E-54   4.43814443230166E-53
 29   12     1.74792652396562E-88   7.16649874825904E-87
 30   12     1.00000000000000E-99   1.00000000000000E-99
 31   12     1.00000000000000E-99   1.00000000000000E-99
 32   12     1.00000000000000E-99   1.08596959992610E-99
 33   12     1.00000000000000E-99   2.79497017072757E-99
 34   12     1.00000000000000E-99   1.00000000000000E-99
 35   12     1.00000000000000E-99   1.00000000000000E-99
  8   13     1.81849833416771E-14   3.81884650175220E-13
  9   13     7.20183645486825E-16   1.58440402007101E-14
 10   13     1.22697333837266E-12   2.82203867825713E-11
 11   13     6.09543530442564E-08   1.46290447306215E-06
 12   13     8.01497177369113E-07   2.00374294342278E-05
 13   13     5.94235111923468E-07   1.54501129100102E-05
 14   13     5.98464316001131E-07   1.61585365320305E-05
 15   13     3.32467473396652E-10   9.30908925510626E-09
 16   13     1.96362271462984E-11   5.69450587242655E-10
 17   13     6.98390305960059E-13   2.09517091788018E-11
 18   13     7.02887375151055E-14   2.17895086296827E-12
 19   13     2.84309822382570E-17   9.09791431624223E-16
 20   13     5.10490954859551E-17   1.68462015103652E-15
 21   13     9.31731853168304E-21   3.16788830077223E-19
 22   13     1.91451866388288E-23   6.70081532359007E-22
 23   13     4.90116052339488E-25   1.76441778842216E-23
 24   13     1.85264381144902E-27   6.85478210236138E-26
 25   13     1.14123632505221E-30   4.33669803519838E-29
 26   13     1.04770547115027E-33   4.08605133748604E-32
 27   13     3.83426784603035E-42   1.53370713841214E-40
 28   13     3.28002571291336E-42   1.34481054229448E-40
 29   13     3.04852955038435E-58   1.28038241116143E-56
 30   13     4.62043711657095E-67   1.98678796012551E-65
 31   13     8.84515176231563E-97   3.89186677541888E-95
 32   13     1.35405552260448E-92   6.09324985172014E-91
 33   13     9.39422970364258E-96   4.32134566367559E-94
 34   13     1.00000000000000E-99   1.00000000000000E-99
 35   13     1.43187293164904E-92   6.87299007191540E-91
 36   13     1.96495553801914E-93   9.62828213629378E-92
 37   13     1.00000000000000E-99   1.00000000000000E-99
 38   13     1.00000000000000E-99   1.00000000000000E-99
  8   14     1.06740303873637E-15   2.34828668522001E-14
  9   14     8.13038271567321E-15   1.86998802460484E-13
 10   14     1.31369468601883E-13   3.15286724644520E-12
 11   14     2.37379424338230E-07   5.93448560845576E-06
