    time    temp    dens
   1.08844526885772E-01   5.50102507956186E+00   6.24185535666633E+05
     nin     zin       y       x
  1    0     5.97866288569303E-05   5.97866288569303E-05
  0    1     1.12312821350752E-01   1.12312821350752E-01
  1    1     7.62184092066737E-09   1.52436818413347E-08
  2    1     7.69844060602633E-13   2.30953218180790E-12
  1    2     2.87570729211660E-10   8.62712187634979E-10
  2    2     2.21770533465001E-01   8.87082133860005E-01
  4    2     6.84282106940932E-20   4.10569264164559E-19
  3    3     1.24989289035394E-13   7.49935734212366E-13
  4    3     1.69440305739915E-16   1.18608214017941E-15
  5    3     2.77198386369000E-24   2.21758709095200E-23
  6    3     1.59090088755966E-30   1.43181079880369E-29
  3    4     7.52441521284910E-15   5.26709064899437E-14
  5    4     1.56288467545395E-15   1.40659620790855E-14
  6    4     1.21990514860956E-19   1.21990514860956E-18
  7    4     1.83945879724667E-28   2.02340467697134E-27
  8    4     5.76521071273349E-36   6.91825285528018E-35
  3    5     4.23016795276737E-21   3.38413436221389E-20
  5    5     7.57329208223226E-16   7.57329208223226E-15
  6    5     2.98053145053737E-15   3.27858459559111E-14
  7    5     2.69308110858443E-22   3.23169733030131E-21
  8    5     1.79140568773100E-27   2.32882739405030E-26
  9    5     2.83414670938003E-36   3.96780539313204E-35
  3    6     1.71568584575764E-26   1.54411726118188E-25
  4    6     5.23265844881545E-14   5.23265844881545E-13
  5    6     7.78480980428381E-15   8.56329078471219E-14
  6    6     4.90344603597421E-08   5.88413524316906E-07
  7    6     5.20277584377532E-13   6.76360859690792E-12
  8    6     1.52504068176382E-15   2.13505695446935E-14
  9    6     1.47330469744870E-23   2.20995704617304E-22
 10    6     4.09898556683673E-30   6.55837690693876E-29
 11    6     1.24155292690308E-38   2.11063997573523E-37
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.69030899448155E-24   1.85933989392971E-23
  5    7     6.53839018319053E-21   7.84606821982864E-20
  6    7     1.83770514108165E-12   2.38901668340615E-11
  7    7     1.87839831974252E-12   2.62975764763953E-11
  8    7     1.91454431687727E-12   2.87181647531591E-11
  9    7     1.39885829590945E-19   2.23817327345512E-18
 10    7     1.00002805032834E-23   1.70004768555818E-22
 11    7     1.35522375957455E-25   2.43940276723419E-24
 12    7     3.10411569338563E-24   5.89781981743269E-23
 13    7     1.19767153881807E-30   2.39534307763613E-29
 14    7     2.78099619562463E-21   5.84009201081172E-20
  5    8     6.92702446225804E-26   9.00513180093545E-25
  6    8     4.93274797606248E-15   6.90584716648747E-14
  7    8     2.01989310568192E-12   3.02983965852287E-11
  8    8     3.49202910320281E-08   5.58724656512450E-07
  9    8     2.30784114607852E-13   3.92332994833348E-12
 10    8     2.34034832553645E-16   4.21262698596561E-15
 11    8     8.40385299664809E-22   1.59673206936314E-20
 12    8     3.12657565626861E-25   6.25315131253723E-24
 13    8     9.59094009816573E-31   2.01409742061480E-29
 14    8     1.17570230756150E-32   2.58654507663530E-31
  5    9     7.75908834640091E-35   1.08627236849613E-33
  6    9     2.18770324668991E-22   3.28155487003486E-21
  7    9     9.48974098198471E-19   1.51835855711755E-17
  8    9     2.73782424977927E-13   4.65430122462477E-12
  9    9     1.31735294565437E-14   2.37123530217787E-13
 10    9     9.44153002404466E-15   1.79389070456849E-13
 11    9     1.79144257800731E-18   3.58288515601462E-17
 12    9     4.10656637883020E-21   8.62378939554343E-20
 13    9     4.86442002020204E-26   1.07017240444445E-24
 14    9     4.62135152393404E-28   1.06291085050483E-26
 15    9     1.99592364785008E-31   4.79021675484020E-30
 16    9     2.21022201757986E-31   5.52555504394965E-30
 17    9     3.55498004709486E-36   9.24294812244663E-35
  7   10     1.52419738492274E-24   2.59113555436866E-23
  8   10     7.28194803295856E-17   1.31075064593254E-15
  9   10     2.80907813820516E-15   5.33724846258981E-14
 10   10     2.13963225573631E-10   4.27926451147262E-09
 11   10     2.50023170409769E-13   5.25048657860515E-12
 12   10     3.07087468681573E-14   6.75592431099462E-13
 13   10     1.19020327066594E-18   2.73746752253167E-17
 14   10     3.83494781934775E-21   9.20387476643460E-20
 15   10     3.95994158647721E-25   9.89985396619302E-24
 16   10     9.07802174455572E-26   2.36028565358449E-24
 17   10     5.40566399703729E-30   1.45952927920007E-28
 18   10     2.02102502904291E-32   5.65887008132015E-31
 19   10     2.44517323936968E-38   7.09100239417207E-37
 20   10     2.04279378199014E-43   6.12838134597043E-42
 21   10     2.92300331103576E-50   9.06131026421084E-49
 22   10     1.30850923057612E-52   4.18722953784358E-51
 23   10     1.84137367291978E-57   6.07653312063528E-56
 24   10     2.65710727922152E-63   9.03416474935318E-62
 25   10     1.75372405251746E-75   6.13803418381111E-74
 26   10     2.94391566682932E-86   1.05980964005855E-84
 27   10     2.37835046871557E-97   8.79989673424762E-96
 28   10     1.00000000000000E-99   1.00000000000000E-99
 29   10     1.00000000000000E-99   1.00000000000000E-99
 30   10     1.00000000000000E-99   1.00000000000000E-99
 31   10     1.00000000000000E-99   1.00000000000000E-99
  8   11     1.97515555407574E-22   3.75279555274391E-21
  9   11     7.55061547763622E-20   1.51012309552724E-18
 10   11     5.81134292182653E-14   1.22038201358357E-12
 11   11     1.94930330297088E-13   4.28846726653594E-12
 12   11     4.39004139078780E-12   1.00970951988119E-10
 13   11     3.07976316080172E-15   7.39143158592412E-14
 14   11     5.06383912077822E-17   1.26595978019456E-15
 15   11     2.00583911765420E-21   5.21518170590091E-20
 16   11     5.20219284230762E-24   1.40459206742306E-22
 17   11     5.50873930251352E-27   1.54244700470378E-25
 18   11     1.54892453547868E-28   4.49188115288818E-27
 19   11     1.61491455618737E-32   4.84474366856212E-31
 20   11     1.70533525128059E-36   5.28653927896983E-35
 21   11     4.27799071252855E-43   1.36895702800914E-41
 22   11     1.02539783092195E-48   3.38381284204244E-47
 23   11     2.95128075341432E-53   1.00343545616087E-51
 24   11     1.23985605736611E-56   4.33949620078137E-55
 25   11     1.65732712452500E-63   5.96637764829000E-62
 26   11     9.12422859888568E-71   3.37596458158770E-69
 27   11     9.53840982413709E-82   3.62459573317209E-80
 28   11     4.51149270677710E-90   1.75948215564307E-88
 29   11     1.00000000000000E-99   1.00000000000000E-99
 30   11     1.00000000000000E-99   1.00000000000000E-99
 31   11     1.00000000000000E-99   1.00000000000000E-99
 32   11     1.00000000000000E-99   1.00000000000000E-99
 33   11     1.00000000000000E-99   1.00000000000000E-99
  8   12     2.48435911801944E-25   4.96871823603889E-24
  9   12     4.21325901808375E-23   8.84784393797587E-22
 10   12     4.24885363710291E-16   9.34747800162640E-15
 11   12     2.82379083297465E-13   6.49471891584169E-12
 12   12     1.34635641528847E-08   3.23125539669233E-07
 13   12     5.81071245493288E-11   1.45267811373322E-09
 14   12     2.47787600534057E-11   6.44247761388548E-10
 15   12     8.03188401132612E-15   2.16860868305805E-13
 16   12     2.90377752770497E-17   8.13057707757391E-16
 17   12     5.40771911224504E-23   1.56823854255106E-21
