    time    temp    dens
   9.75581256628292E-01   6.04758986028579E-02   8.55400408460286E-01
     nin     zin       y       x
  1    0     4.20119995993009E-10   4.20119995993009E-10
  0    1     9.11682121745806E-02   9.11682121745806E-02
  1    1     7.76602861910217E-07   1.55320572382043E-06
  2    1     8.25034039607309E-08   2.47510211882193E-07
  1    2     1.84889662618650E-06   5.54668987855949E-06
  2    2     2.21332343493544E-01   8.85329373974176E-01
  4    2     2.85276495574514E-21   1.71165897344708E-20
  3    3     1.82464292376001E-14   1.09478575425601E-13
  4    3     5.15005800265829E-10   3.60504060186080E-09
  5    3     1.59487160048623E-16   1.27589728038898E-15
  6    3     3.16103457454296E-23   2.84493111708866E-22
  3    4     3.21648917306844E-10   2.25154242114791E-09
  5    4     6.29886382127274E-14   5.66897743914547E-13
  6    4     3.47149805850722E-14   3.47149805850722E-13
  7    4     1.43781522979743E-21   1.58159675277717E-20
  8    4     5.49854468604406E-30   6.59825362325288E-29
  3    5     1.16166173628586E-13   9.29329389028685E-13
  5    5     1.97994387463057E-11   1.97994387463057E-10
  6    5     6.63431711366758E-08   7.29774882503434E-07
  7    5     4.47677596482661E-15   5.37213115779193E-14
  8    5     1.39351934297072E-18   1.81157514586194E-17
  9    5     3.01989865987434E-29   4.22785812382408E-28
  3    6     2.26100522256528E-13   2.03490470030875E-12
  4    6     1.45197781327682E-09   1.45197781327682E-08
  5    6     1.84668669792519E-06   2.03135536771771E-05
  6    6     4.33364311419863E-06   5.20037173703836E-05
  7    6     4.41585544249083E-07   5.74061207523808E-06
  8    6     2.79892716110197E-10   3.91849802554276E-09
  9    6     7.84677340163864E-17   1.17701601024580E-15
 10    6     1.15816826105768E-17   1.85306921769229E-16
 11    6     5.56384585563303E-26   9.45853795457616E-25
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.02224289748996E-29   1.12446718723896E-28
  5    7     1.83764040204434E-16   2.20516848245321E-15
  6    7     1.11082921455604E-06   1.44407797892285E-05
  7    7     4.00375511470322E-07   5.60525716058451E-06
  8    7     7.75650002862950E-07   1.16347500429443E-05
  9    7     1.48510845833115E-12   2.37617353332984E-11
 10    7     2.91662619336754E-11   4.95826452872482E-10
 11    7     1.56075462321836E-13   2.80935832179306E-12
 12    7     4.03046965328738E-14   7.65789234124602E-13
 13    7     6.80280576185183E-18   1.36056115237037E-16
 14    7     1.67941969498537E-19   3.52678135946927E-18
  5    8     2.01965504036362E-19   2.62555155247271E-18
  6    8     5.77275117475394E-06   8.08185164465552E-05
  7    8     6.52860233347315E-06   9.79290350020973E-05
  8    8     6.87747886214935E-06   1.10039661794390E-04
  9    8     6.53769085327219E-08   1.11140744505627E-06
 10    8     4.97851566113723E-09   8.96132819004701E-08
 11    8     1.41554473200769E-13   2.68953499081461E-12
 12    8     2.06956994445680E-14   4.13913988891361E-13
 13    8     5.28896733394026E-18   1.11068314012746E-16
 14    8     3.22389024433934E-19   7.09255853754654E-18
  5    9     5.24386624514810E-48   7.34141274320734E-47
  6    9     6.54557315289596E-18   9.81835972934394E-17
  7    9     2.73008569855428E-18   4.36813711768684E-17
  8    9     6.70049231475774E-08   1.13908369350882E-06
  9    9     4.29906234229267E-08   7.73831221612680E-07
 10    9     2.46204597449337E-08   4.67788735153741E-07
 11    9     9.96512749111165E-12   1.99302549822233E-10
 12    9     5.25851022516247E-13   1.10428714728412E-11
 13    9     5.93579220730452E-15   1.30587428560699E-13
 14    9     1.40511639740140E-18   3.23176771402322E-17
 15    9     1.20545830821065E-19   2.89309993970557E-18
 16    9     1.36572696181268E-21   3.41431740453171E-20
 17    9     2.25399459531202E-24   5.86038594781126E-23
  7   10     5.91007513745831E-14   1.00471277336791E-12
  8   10     6.28908768948832E-08   1.13203578410790E-06
  9   10     9.90352663387907E-08   1.88167006043702E-06
 10   10     1.48759725118596E-06   2.97519450237193E-05
 11   10     6.43777426124449E-08   1.35193259486134E-06
 12   10     2.32322577105336E-07   5.11109669631739E-06
 13   10     3.19577405092973E-12   7.35028031713838E-11
 14   10     7.72409171686649E-14   1.85378201204796E-12
 15   10     1.95429921551559E-15   4.88574803878898E-14
 16   10     4.85043768236261E-16   1.26111379741428E-14
 17   10     8.90189798400432E-21   2.40351245568117E-19
 18   10     8.33509687430474E-24   2.33382712480533E-22
 19   10     1.44411357012477E-27   4.18792935336185E-26
 20   10     1.56783790571539E-29   4.70351371714616E-28
 21   10     1.06070509467807E-34   3.28818579350200E-33
 22   10     8.58231451970355E-38   2.74634064630514E-36
 23   10     2.21346616178169E-40   7.30443833387956E-39
 24   10     6.75086552674248E-45   2.29529427909244E-43
 25   10     3.88848711655648E-93   1.36097049079477E-91
 26   10     6.59913043253486E-92   2.37568695571255E-90
 27   10     1.67211093497468E-91   6.18681045940631E-90
 28   10     1.00000000000000E-99   8.26189060772186E-99
 29   10     1.00000000000000E-99   1.00000000000000E-99
 30   10     1.00000000000000E-99   1.00000000000000E-99
 31   10     1.00000000000000E-99   1.00000000000000E-99
  8   11     9.90155477586694E-15   1.88129540741472E-13
  9   11     3.11753788726012E-09   6.23507577452023E-08
 10   11     1.29018613228104E-07   2.70939087779017E-06
 11   11     2.48266470120514E-07   5.46186234265131E-06
 12   11     3.27546330562695E-07   7.53356560294198E-06
 13   11     2.58306642161415E-10   6.19935941187397E-09
 14   11     1.11212138975160E-11   2.78030347437900E-10
 15   11     4.55105139221312E-13   1.18327336197541E-11
 16   11     3.86297060655032E-14   1.04300206376859E-12
 17   11     8.42125204462652E-18   2.35795057249543E-16
 18   11     1.60408858206200E-20   4.65185688797981E-19
 19   11     2.06740088095413E-23   6.20220264286239E-22
 20   11     9.01470397699477E-26   2.79455823286838E-24
 21   11     2.65137604237226E-30   8.48440333559124E-29
 22   11     6.56540287360860E-33   2.16658294829084E-31
 23   11     2.71779696622330E-36   9.24050968515922E-35
 24   11     6.09095555786064E-40   2.13183444525123E-38
 25   11     7.51886081781484E-45   2.70678989441334E-43
 26   11     1.23225146882822E-50   4.55933043466440E-49
 27   11     1.24192351641397E-80   4.71930936237310E-79
 28   11     1.05350889915411E-90   4.10868470670101E-89
 29   11     1.00000000000000E-99   1.00000000000000E-99
 30   11     1.00000000000000E-99   1.00000000000000E-99
 31   11     1.00000000000000E-99   1.00000000000000E-99
 32   11     1.00000000000000E-99   1.00000000000000E-99
 33   11     1.00000000000000E-99   1.00000000000000E-99
  8   12     2.12103025141212E-13   4.24206050282423E-12
  9   12     5.96180082582090E-10   1.25197817342239E-08
 10   12     2.64844506671980E-07   5.82657914678356E-06
 11   12     8.85403963938103E-08   2.03642911705764E-06
 12   12     3.87100963111061E-07   9.29042311466547E-06
 13   12     9.44710917002132E-07   2.36177729250533E-05
 14   12     9.54946965734896E-07   2.48286211091073E-05
 15   12     1.92906405308211E-11   5.20847294332170E-10
 16   12     1.26890629572317E-12   3.55293762802487E-11
 17   12     2.06928459865527E-14   6.00092533610029E-13
 18   12     3.72015687757009E-15   1.11604706327103E-13
 19   12     3.12871747871442E-19   9.69902418401469E-18
 20   12     3.10142175025201E-21   9.92454960080643E-20
 21   12     6.12984820794235E-25   2.02284990862097E-23
 22   12     1.63809165250315E-27   5.56951161851071E-26
 23   12     9.61946825143432E-29   3.36681388800201E-27
 24   12     1.07515546434977E-32   3.87055967165918E-31
 25   12     1.47967491992964E-34   5.47479720373965E-33
