    time    temp    dens
   5.48791835461129E+02   1.00000000000000E-02   4.80548108264406E-09
     nin     zin       y       x
  1    0     2.98164458399331E-08   2.98164458399331E-08
  0    1     9.11626050864291E-02   9.11626050864291E-02
  1    1     1.58394949200758E-06   3.16789898401516E-06
  2    1     4.91046554252806E-07   1.47313966275842E-06
  1    2     1.81868035967002E-06   5.45604107901007E-06
  2    2     2.21332687368764E-01   8.85330749475057E-01
  4    2     7.25361253842665E-26   4.35216752305599E-25
  3    3     9.58449867184565E-14   5.75069920310739E-13
  4    3     7.48929033130742E-10   5.24250323191519E-09
  5    3     8.49166078045342E-22   6.79332862436274E-21
  6    3     2.08326832274576E-34   1.87494149047119E-33
  3    4     1.45310454193136E-10   1.01717317935195E-09
  5    4     3.60928461967890E-13   3.24835615771101E-12
  6    4     1.11911879457123E-13   1.11911879457123E-12
  7    4     1.55731790469144E-25   1.71304969516058E-24
  8    4     2.46487907124772E-40   2.95785488549726E-39
  3    5     8.29869573925646E-34   6.63895659140517E-33
  5    5     1.45628195314469E-09   1.45628195314469E-08
  6    5     6.24381451563900E-07   6.86819596720290E-06
  7    5     2.69664250516562E-20   3.23597100619875E-19
  8    5     7.49298268372670E-24   9.74087748884471E-23
  9    5     9.58533250189752E-42   1.34194655026565E-40
  3    6     2.26100522558999E-13   2.03490470303099E-12
  4    6     5.68343284356055E-18   5.68343284356055E-17
  5    6     1.32041421640288E-06   1.45245563804317E-05
  6    6     4.39310640433116E-06   5.27172768519739E-05
  7    6     9.75157511089923E-07   1.26770476441690E-05
  8    6     3.29380783283272E-10   4.61133096596581E-09
  9    6     2.31745369468441E-22   3.47618054202662E-21
 10    6     7.98287961634347E-23   1.27726073861495E-21
 11    6     1.16852849175917E-38   1.98649843599059E-37
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.77923698725974E-57   1.95716068598572E-56
  5    7     4.92297585887265E-21   5.90757103064717E-20
  6    7     5.76975267168427E-07   7.50067847318955E-06
  7    7     6.04083657643007E-06   8.45717120700210E-05
  8    7     6.96970574325471E-06   1.04545586148821E-04
  9    7     7.75844727813839E-19   1.24135156450214E-17
 10    7     5.65777936484695E-19   9.61822492023981E-18
 11    7     1.23411473314670E-19   2.22140651966405E-18
 12    7     2.86122070106971E-20   5.43631933203245E-19
 13    7     1.03709515797458E-23   2.07419031594915E-22
 14    7     4.45904733947046E-28   9.36399941288796E-27
  5    8     1.76636159384517E-26   2.29627007199872E-25
  6    8     2.61092949228253E-08   3.65530128919555E-07
  7    8     2.79832346634930E-07   4.19748519952395E-06
  8    8     6.87980920458169E-06   1.10076947273307E-04
  9    8     1.28012792473678E-07   2.17621747205252E-06
 10    8     1.34085972522162E-08   2.41354750539891E-07
 11    8     9.81315906600454E-18   1.86450022254086E-16
 12    8     3.50349288822431E-19   7.00698577644861E-18
 13    8     3.27702531561675E-23   6.88175316279517E-22
 14    8     2.34832590491262E-27   5.16631699080775E-26
  5    9     4.27127248793516E-48   5.97978148310923E-47
  6    9     8.05055907794691E-16   1.20758386169204E-14
  7    9     1.98567232033102E-15   3.17707571252963E-14
  8    9     1.66061381562127E-10   2.82304348655616E-09
  9    9     9.30645377653128E-08   1.67516167977563E-06
 10    9     1.23275988167454E-07   2.34224377518163E-06
 11    9     2.46286406470692E-17   4.92572812941383E-16
 12    9     2.40802803070977E-18   5.05685886449052E-17
 13    9     4.61826797180176E-21   1.01601895379639E-19
 14    9     3.72213754007609E-24   8.56091634217501E-23
 15    9     6.63570505469213E-27   1.59256921312611E-25
 16    9     7.74936888879491E-28   1.93734222219873E-26
 17    9     7.12406332292987E-36   1.85225646396177E-34
  7   10     3.70673180530061E-25   6.30144406901104E-24
  8   10     2.21357719029151E-19   3.98443894252471E-18
  9   10     2.68208858438791E-16   5.09596831033703E-15
 10   10     1.49211561942236E-06   2.98423123884472E-05
 11   10     1.93674814797403E-07   4.06717111074545E-06
 12   10     2.58370193783181E-07   5.68414426322997E-06
 13   10     1.70725803575969E-16   3.92669348224728E-15
 14   10     1.46074022092001E-14   3.50577653020803E-13
 15   10     1.76775598798928E-21   4.41938996997321E-20
 16   10     5.13328569517314E-22   1.33465428074502E-20
 17   10     2.17983209010908E-26   5.88554664329451E-25
 18   10     1.88367060897732E-28   5.27427770513649E-27
 19   10     6.69893562800933E-39   1.94269133212271E-37
 20   10     4.69180633825524E-41   1.40754190147657E-39
 21   10     1.57502809728181E-46   4.88258710157362E-45
 22   10     1.00374614229774E-49   3.21198765535276E-48
 23   10     4.93880298638697E-52   1.62980498550770E-50
 24   10     9.18517645571977E-57   3.12295999494472E-55
 25   10     1.00000000000000E-99   1.00000000000000E-99
 26   10     1.00000000000000E-99   1.00000000000000E-99
 27   10     1.00000000000000E-99   1.00000000000000E-99
 28   10     1.00000000000000E-99   1.00000000000000E-99
 29   10     1.00000000000000E-99   1.00000000000000E-99
 30   10     1.00000000000000E-99   1.00000000000000E-99
 31   10     1.00000000000000E-99   1.00000000000000E-99
  8   11     4.10918493143042E-21   7.80745136971780E-20
  9   11     4.83114034952971E-19   9.66228069905941E-18
 10   11     5.97450557995102E-15   1.25464617178971E-13
 11   11     4.85571237089604E-07   1.06825672159713E-05
 12   11     4.14945876252848E-07   9.54375515381551E-06
 13   11     3.81260196013616E-10   9.15024470432677E-09
 14   11     2.31144680803125E-14   5.77861702007812E-13
 15   11     4.86469320863267E-19   1.26482023424450E-17
 16   11     3.42756592547009E-20   9.25442799876924E-19
 17   11     1.95726053423605E-24   5.48032949586093E-23
 18   11     2.28950151052824E-25   6.63955438053188E-24
 19   11     5.89709076712143E-34   1.76912723013643E-32
 20   11     6.70735621921732E-35   2.07928042795737E-33
 21   11     1.31838195747378E-41   4.21882226391610E-40
 22   11     1.43694492841077E-44   4.74191826375554E-43
 23   11     2.82766696438364E-48   9.61406767890438E-47
 24   11     5.75318705019925E-52   2.01361546756974E-50
 25   11     1.27700984926205E-56   4.59723545734339E-55
 26   11     1.04747084346604E-63   3.87564212082435E-62
 27   11     1.00000000000000E-99   1.00000000000000E-99
 28   11     1.00000000000000E-99   1.00000000000000E-99
 29   11     1.00000000000000E-99   1.00000000000000E-99
 30   11     1.00000000000000E-99   1.00000000000000E-99
 31   11     1.00000000000000E-99   1.00000000000000E-99
 32   11     1.00000000000000E-99   1.00000000000000E-99
 33   11     1.00000000000000E-99   1.00000000000000E-99
  8   12     2.04975966547849E-23   4.09951933095699E-22
  9   12     5.54564640185992E-22   1.16458574439058E-20
 10   12     1.74680412403873E-18   3.84296907288520E-17
 11   12     2.11366225576412E-16   4.86142318825748E-15
 12   12     4.19880830839193E-07   1.00771399401406E-05
 13   12     1.41002294725098E-06   3.52505736812746E-05
 14   12     9.55111401484814E-07   2.48328964386052E-05
 15   12     1.16999532850846E-11   3.15898738697284E-10
 16   12     1.41337817704341E-12   3.95745889572155E-11
 17   12     1.79659376133973E-20   5.21012190788522E-19
 18   12     3.25194614837458E-21   9.75583844512375E-20
 19   12     1.72302528043796E-25   5.34137836935767E-24
 20   12     1.42999834058001E-25   4.57599468985603E-24
 21   12     4.20920039652770E-31   1.38903613085414E-29
 22   12     3.18398610615240E-33   1.08255527609182E-31
 23   12     4.80675225058629E-40   1.68236328770520E-38
 24   12     1.03489597753998E-43   3.72562551914393E-42
 25   12     1.89369134257316E-44   7.00665796752069E-43
 26   12     1.45187856861782E-47   5.51713856074770E-46
 27   12     6.56978284957598E-55   2.56221531133463E-53
 28   12     6.62274239568997E-69   2.64909695827599E-67
 29   12     1.00000000000000E-99   1.00000000000000E-99
 30   12     1.00000000000000E-99   1.00000000000000E-99
 31   12     1.00000000000000E-99   1.00000000000000E-99
 32   12     1.00000000000000E-99   1.00000000000000E-99
 33   12     1.00000000000000E-99   1.00000000000000E-99
 34   12     1.00000000000000E-99   1.00000000000000E-99
 35   12     1.00000000000000E-99   1.00000000000000E-99
  8   13     1.75223300926135E-33   3.67968931944884E-32
  9   13     1.22268350789220E-23   2.68990371736284E-22
 10   13     8.30321389084522E-21   1.90973919489440E-19
 11   13     3.98021201166157E-18   9.55250882798776E-17
 12   13     5.13151930597489E-17   1.28287982649372E-15
 13   13     2.15310162873351E-07   5.59806423470713E-06
 14   13     1.77352662114550E-06   4.78852187709285E-05
 15   13     1.19793519114864E-10   3.35421853521620E-09
 16   13     3.71068650970408E-11   1.07609908781418E-09
 17   13     3.46593736840226E-18   1.03978121052068E-16
 18   13     1.57805780850765E-19   4.89197920637372E-18
 19   13     1.64740373823286E-24   5.27169196234516E-23
 20   13     1.16360370636536E-23   3.83989223100569E-22
 21   13     2.26496311897489E-27   7.70087460451463E-26
 22   13     2.40729533003425E-30   8.42553365511987E-29
 23   13     1.03669969649931E-33   3.73211890739751E-32
 24   13     6.09646138304956E-39   2.25569071172834E-37
 25   13     3.24241527133240E-41   1.23211780310631E-39
 26   13     1.19357437356862E-44   4.65494005691762E-43
 27   13     1.73758362557778E-50   6.95033450231112E-49
 28   13     1.15275703481695E-54   4.72630384274949E-53
 29   13     8.74671704353748E-81   3.67362115828574E-79
 30   13     4.32560705962389E-92   1.86001103563827E-90
 31   13     1.00000000000000E-99   1.00000000000000E-99
 32   13     1.00000000000000E-99   1.00000000000000E-99
 33   13     1.00000000000000E-99   1.00000000000000E-99
 34   13     1.00000000000000E-99   1.00000000000000E-99
 35   13     1.00000000000000E-99   1.00000000000000E-99
 36   13     1.00000000000000E-99   1.00000000000000E-99
 37   13     1.00000000000000E-99   1.00000000000000E-99
 38   13     1.00000000000000E-99   1.00000000000000E-99
  8   14     4.46184063335093E-36   9.81604939337204E-35
  9   14     1.37874101488508E-33   3.17110433423570E-32
 10   14     6.33139795793718E-22   1.51953550990492E-20
 11   14     1.21496515212056E-20   3.03741288030140E-19
 12   14     9.91554422572057E-19   2.57804149868735E-17
 13   14     1.66873605490949E-16   4.50558734825562E-15
 14   14     3.91066724812513E-06   1.09498682947504E-04
 15   14     3.44409129705810E-06   9.98786476146848E-05
 16   14     3.92210743988010E-06   1.17663223196403E-04
 17   14     5.35778095668015E-09   1.66091209657085E-07
 18   14     3.88583471928514E-10   1.24346711017124E-08
 19   14     1.16785138285907E-19   3.85390956343494E-18
 20   14     4.46310305959142E-20   1.51745504026108E-18
 21   14     3.26094889140429E-24   1.14133211199150E-22
 22   14     1.55251412337968E-26   5.58905084416683E-25
 23   14     1.59143455742998E-28   5.88830786249092E-27
 24   14     2.22034539273386E-30   8.43731249238865E-29
 25   14     1.73268439780210E-33   6.75746915142818E-32
 26   14     3.57778732369308E-35   1.43111492947723E-33
 27   14     2.31177645770435E-43   9.47828347658782E-42
 28   14     3.58175560559941E-47   1.50433735435175E-45
 29   14     4.45095485808107E-53   1.91391058897486E-51
 30   14     9.16445684792812E-63   4.03236101308837E-61
 31   14     4.37040006078828E-91   1.96668002735472E-89
 32   14     1.00000000000000E-99   1.00000000000000E-99
 33   14     1.00000000000000E-99   1.00000000000000E-99
 34   14     1.00000000000000E-99   1.00000000000000E-99
 35   14     1.00000000000000E-99   1.00000000000000E-99
 36   14     1.00000000000000E-99   1.00000000000000E-99
 37   14     1.00000000000000E-99   1.00000000000000E-99
 38   14     1.00000000000000E-99   1.00000000000000E-99
 39   14     1.00000000000000E-99   1.00000000000000E-99
 40   14     1.00000000000000E-99   1.00000000000000E-99
  8   15     5.31675101786341E-40   1.22285273410858E-38
  9   15     1.65048427207874E-37   3.96116225298897E-36
 10   15     1.18468394107494E-36   2.96170985268734E-35
 11   15     2.06509878050361E-24   5.36925682930937E-23
 12   15     4.28278694463435E-21   1.15635247505127E-19
 13   15     3.54801740301969E-19   9.93444872845513E-18
 14   15     5.67667519821521E-17   1.64623580748241E-15
 15   15     1.20676786780448E-07   3.62030360341344E-06
 16   15     3.38352090305955E-06   1.04889147994846E-04
 17   15     1.96809151230474E-09   6.29789283937518E-08
 18   15     1.44345888231532E-08   4.76341431164054E-07
 19   15     3.32789493746027E-17   1.13148427873649E-15
 20   15     4.39932317461981E-16   1.53976311111693E-14
 21   15     1.55520253714703E-21   5.59872913372929E-20
 22   15     3.89329910387455E-23   1.44052066843358E-21
 23   15     1.07508862338916E-25   4.08533676887880E-24
 24   15     1.05343096012116E-27   4.10838074447252E-26
 25   15     8.10134644036236E-30   3.24053857614494E-28
 26   15     3.88274625591817E-32   1.59192596492645E-30
 27   15     1.29945362536918E-36   5.45770522655056E-35
 28   15     4.34334508962575E-43   1.86763838853907E-41
 29   15     1.28875819278381E-46   5.67053604824877E-45
 30   15     6.52556127350626E-52   2.93650257307782E-50
