    time    temp    dens
   9.37678647805739E-01   6.29534881943197E-02   9.63380201448192E-01
     nin     zin       y       x
  1    0     4.13368922140337E-10   4.13368922140337E-10
  0    1     9.11684892702075E-02   9.11684892702075E-02
  1    1     7.51517020226659E-07   1.50303404045332E-06
  2    1     7.57167059722817E-08   2.27150117916845E-07
  1    2     1.84840407108340E-06   5.54521221325019E-06
  2    2     2.21332304613592E-01   8.85329218454367E-01
  4    2     2.59209426277418E-21   1.55525655766451E-20
  3    3     1.68527955740050E-14   1.01116773444030E-13
  4    3     4.99535226299708E-10   3.49674658409795E-09
  5    3     1.35210071891357E-16   1.08168057513086E-15
  6    3     2.68547006492852E-23   2.41692305843566E-22
  3    4     3.35504899623658E-10   2.34853429736561E-09
  5    4     5.52516278915100E-14   4.97264651023590E-13
  6    4     3.14809703510660E-14   3.14809703510660E-13
  7    4     1.24571826694147E-21   1.37029009363561E-20
  8    4     5.20660431896049E-30   6.24792518275259E-29
  3    5     1.20883850545935E-13   9.67070804367484E-13
  5    5     1.79234031377022E-11   1.79234031377022E-10
  6    5     6.22255522653059E-08   6.84481074918365E-07
  7    5     4.95330584904277E-15   5.94396701885132E-14
  8    5     1.50508612976072E-18   1.95661196868893E-17
  9    5     3.78074396542359E-29   5.29304155159302E-28
  3    6     2.26100522055224E-13   2.03490469849702E-12
  4    6     1.45395473545377E-09   1.45395473545377E-08
  5    6     1.84799930542874E-06   2.03279923597162E-05
  6    6     4.33018647912940E-06   5.19622377495527E-05
  7    6     4.40195052941377E-07   5.72253568823790E-06
  8    6     2.78184281371955E-10   3.89457993920737E-09
  9    6     7.77665636801309E-17   1.16649845520196E-15
 10    6     1.14737083819322E-17   1.83579334110915E-16
 11    6     5.97571404012686E-26   1.01587138682157E-24
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.72882364716073E-29   1.90170601187680E-28
  5    7     2.16530266162471E-16   2.59836319394966E-15
  6    7     1.11223743541086E-06   1.44590866603412E-05
  7    7     3.97789941854285E-07   5.56905918595999E-06
  8    7     7.63658578405816E-07   1.14548786760872E-05
  9    7     1.46768836953989E-12   2.34830139126383E-11
 10    7     2.93080724898324E-11   4.98237232327151E-10
 11    7     1.60736362781780E-13   2.89325453007203E-12
 12    7     4.26682067288783E-14   8.10695927848687E-13
 13    7     7.44236385733180E-18   1.48847277146636E-16
 14    7     1.87901777875161E-19   3.94593733537837E-18
  5    8     2.23509657407685E-19   2.90562554629990E-18
  6    8     5.78246686956211E-06   8.09545361738695E-05
  7    8     6.54380767428429E-06   9.81571151142644E-05
  8    8     6.87731750742440E-06   1.10037080118790E-04
  9    8     6.51769801471588E-08   1.10800866250170E-06
 10    8     4.86842646120954E-09   8.76316763017718E-08
 11    8     1.38535390273963E-13   2.63217241520531E-12
 12    8     2.04806643127681E-14   4.09613286255361E-13
 13    8     5.21658018101086E-18   1.09548183801228E-16
