    time    temp    dens
   1.69108809731414E-01   5.74398178825029E+00   2.56697103321865E+06
     nin     zin       y       x
  1    0     9.62459590855927E-05   9.62459590855927E-05
  0    1     2.63750359057008E-02   2.63750359057008E-02
  1    1     9.10648135490226E-09   1.82129627098045E-08
  2    1     3.11010796455129E-12   9.33032389365388E-12
  1    2     1.82258317610663E-10   5.46774952831990E-10
  2    2     1.45841673969395E-01   5.83366695877579E-01
  4    2     1.58810840495058E-18   9.52865042970347E-18
  3    3     3.17021919248277E-13   1.90213151548966E-12
  4    3     1.37805797564871E-15   9.64640582954100E-15
  5    3     1.19558796678067E-22   9.56470373424535E-22
  6    3     1.00000000000000E-99   1.00000000000000E-99
  3    4     1.01930031754407E-14   7.13510222280847E-14
  5    4     1.37053284069770E-14   1.23347955662793E-13
  6    4     3.48650436235215E-18   3.48650436235215E-17
  7    4     1.00000000000000E-99   1.00000000000000E-99
  8    4     1.00000000000000E-99   1.00000000000000E-99
  3    5     5.13277499292398E-21   4.10621999433919E-20
  5    5     3.48502542521875E-15   3.48502542521875E-14
  6    5     3.00346167461888E-14   3.30380784208077E-13
  7    5     1.59809207609452E-20   1.91771049131343E-19
  8    5     4.16705122083259E-25   5.41716658708237E-24
  9    5     1.00000000000000E-99   1.00000000000000E-99
  3    6     1.00000000000000E-99   1.00000000000000E-99
  4    6     2.11053095920703E-17   2.11053095920703E-16
  5    6     2.29206481989738E-14   2.52127130188712E-13
  6    6     1.58007078952584E-07   1.89608494743101E-06
  7    6     6.93729841124631E-12   9.01848793462020E-11
  8    6     5.61944805587960E-14   7.86722727823143E-13
  9    6     3.04599631016768E-21   4.56899446525152E-20
 10    6     1.00000000000000E-99   1.00000000000000E-99
 11    6     1.00000000000000E-99   1.00000000000000E-99
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     8.71754997423669E-25   9.58930497166036E-24
  5    7     1.65492289114802E-20   1.98590746937763E-19
  6    7     4.52077005471865E-12   5.87700107113425E-11
  7    7     1.21668468687184E-11   1.70335856162057E-10
  8    7     2.69749401391418E-11   4.04624102087127E-10
  9    7     1.01230958597558E-17   1.61969533756092E-16
 10    7     5.76458793963396E-22   9.79979949737773E-21
 11    7     1.00000000000000E-99   1.00000000000000E-99
 12    7     1.00000000000000E-99   1.00000000000000E-99
 13    7     1.00000000000000E-99   1.00000000000000E-99
 14    7     1.00000000000000E-99   1.00000000000000E-99
  5    8     1.33635506000775E-25   1.73726157801008E-24
  6    8     7.29166544671520E-15   1.02083316254013E-13
  7    8     5.84859674351808E-12   8.77289511527712E-11
  8    8     1.59328124782131E-07   2.54924999651409E-06
  9    8     4.67971952296591E-12   7.95552318904204E-11
 10    8     1.35150660600445E-14   2.43271189080801E-13
 11    8     2.34110000098666E-19   4.44809000187465E-18
 12    8     1.80935529779821E-22   3.61871059559641E-21
 13    8     1.00000000000000E-99   1.00000000000000E-99
 14    8     1.00000000000000E-99   1.00000000000000E-99
  5    9     1.00000000000000E-99   1.00000000000000E-99
  6    9     3.36311394413586E-22   5.04467091620380E-21
  7    9     2.65859864854224E-18   4.25375783766758E-17
  8    9     1.07825087546272E-12   1.83302648828663E-11
  9    9     1.45048565073151E-13   2.61087417131671E-12
 10    9     2.52997777792314E-13   4.80695777805397E-12
 11    9     1.77416148278933E-16   3.54832296557867E-15
 12    9     1.45769313335398E-18   3.06115558004335E-17
 13    9     6.70637786176863E-23   1.47540312958910E-21
 14    9     1.77463660355017E-25   4.08166418816539E-24
 15    9     1.00000000000000E-99   1.00000000000000E-99
 16    9     1.00000000000000E-99   1.00000000000000E-99
 17    9     1.00000000000000E-99   1.00000000000000E-99
  7   10     4.06876899366097E-24   6.91690728922365E-23
  8   10     2.11368477323549E-16   3.80463259182389E-15
  9   10     1.96509386682279E-14   3.73367834696331E-13
 10   10     1.98022863226491E-09   3.96045726452982E-08
 11   10     8.95731470668581E-12   1.88103608840402E-10
 12   10     2.64182690455400E-12   5.81201919001880E-11
 13   10     3.66174130206695E-16   8.42200499475399E-15
 14   10     3.71951235252820E-18   8.92682964606768E-17
 15   10     3.77744981080689E-23   9.44362452701723E-22
 16   10     1.00000000000000E-99   1.00000000000000E-99
 17   10     1.00000000000000E-99   1.00000000000000E-99
 18   10     1.00000000000000E-99   1.00000000000000E-99
 19   10     1.00000000000000E-99   1.00000000000000E-99
 20   10     1.00000000000000E-99   1.00000000000000E-99
 21   10     1.00000000000000E-99   1.00000000000000E-99
 22   10     1.00000000000000E-99   1.00000000000000E-99
 23   10     1.00000000000000E-99   1.00000000000000E-99
 24   10     1.00000000000000E-99   1.00000000000000E-99
 25   10     1.00000000000000E-99   1.00000000000000E-99
 26   10     1.00000000000000E-99   1.00000000000000E-99
 27   10     1.00000000000000E-99   1.00000000000000E-99
 28   10     1.00000000000000E-99   1.00000000000000E-99
 29   10     1.00000000000000E-99   1.00000000000000E-99
 30   10     1.00000000000000E-99   1.00000000000000E-99
 31   10     1.00000000000000E-99   1.00000000000000E-99
  8   11     5.78069431445508E-22   1.09833191974646E-20
  9   11     3.92489228855329E-19   7.84978457710657E-18
 10   11     4.00764611493416E-13   8.41605684136173E-12
 11   11     3.42435439566936E-12   7.53357967047259E-11
 12   11     1.43122238891440E-10   3.29181149450313E-09
 13   11     3.80346384014591E-13   9.12831321635019E-12
 14   11     1.73654788228259E-14   4.34136970570647E-13
 15   11     2.45389352020265E-18   6.38012315252690E-17
 16   11     1.09537035519516E-21   2.95749995902694E-20
 17   11     1.00000000000000E-99   1.00000000000000E-99
 18   11     1.00000000000000E-99   1.00000000000000E-99
 19   11     1.00000000000000E-99   1.00000000000000E-99
 20   11     1.00000000000000E-99   1.00000000000000E-99
 21   11     1.00000000000000E-99   1.00000000000000E-99
 22   11     1.00000000000000E-99   1.00000000000000E-99
 23   11     1.00000000000000E-99   1.00000000000000E-99
 24   11     1.00000000000000E-99   1.00000000000000E-99
 25   11     1.00000000000000E-99   1.00000000000000E-99
 26   11     1.00000000000000E-99   1.00000000000000E-99
 27   11     1.00000000000000E-99   1.00000000000000E-99
 28   11     1.00000000000000E-99   1.00000000000000E-99
 29   11     1.00000000000000E-99   1.00000000000000E-99
