    time    temp    dens
   2.14318629017311E+00   1.15859902068004E-01   2.10659610245715E+01
     nin     zin       y       x
  1    0     3.98110747296526E-28   3.98110747296526E-28
  0    1     3.04980697977425E-03   3.04980697977425E-03
  1    1     3.78326028196648E-21   7.56652056393296E-21
  2    1     1.00000000000000E-99   1.00000000000000E-99
  1    2     7.36607094376215E-20   2.20982128312864E-19
  2    2     6.03500047459823E-02   2.41400018983929E-01
  4    2     1.00000000000000E-99   1.00000000000000E-99
  3    3     1.00000000000000E-99   1.00000000000000E-99
  4    3     1.00000000000000E-99   1.00000000000000E-99
  5    3     1.00000000000000E-99   1.00000000000000E-99
  6    3     1.00000000000000E-99   1.00000000000000E-99
  3    4     4.62013945500920E-19   3.23409761850644E-18
  5    4     1.00000000000000E-99   1.00000000000000E-99
  6    4     1.00000000000000E-99   1.00000000000000E-99
  7    4     1.00000000000000E-99   1.00000000000000E-99
  8    4     1.00000000000000E-99   1.00000000000000E-99
  3    5     6.81280124464429E-24   5.45024099571543E-23
  5    5     2.52771860595761E-20   2.52771860595761E-19
  6    5     3.15718759861083E-24   3.47290635847192E-23
  7    5     1.00000000000000E-99   1.00000000000000E-99
  8    5     1.00000000000000E-99   1.00000000000000E-99
  9    5     1.00000000000000E-99   1.00000000000000E-99
  3    6     1.00000000000000E-99   1.00000000000000E-99
  4    6     9.60346304635505E-18   9.60346304635505E-17
  5    6     1.62186037718981E-19   1.78404641490879E-18
  6    6     2.23486806593616E-11   2.68184167912339E-10
  7    6     6.22099031094035E-14   8.08728740422245E-13
  8    6     1.00000000000000E-99   1.00000000000000E-99
  9    6     1.00000000000000E-99   1.00000000000000E-99
 10    6     1.00000000000000E-99   1.00000000000000E-99
 11    6     1.00000000000000E-99   1.00000000000000E-99
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.00000000000000E-99   1.00000000000000E-99
  5    7     1.00000000000000E-99   1.00000000000000E-99
  6    7     8.69995796464391E-11   1.13099453540371E-09
  7    7     1.11187270653048E-10   1.55662178914267E-09
  8    7     1.52737656582217E-13   2.29106484873326E-12
  9    7     1.00000000000000E-99   1.00000000000000E-99
 10    7     1.00000000000000E-99   1.00000000000000E-99
 11    7     1.00000000000000E-99   1.00000000000000E-99
 12    7     1.00000000000000E-99   1.00000000000000E-99
