    time    temp    dens
   9.71620706881802E-01   6.06668876922713E-02   8.65903532646342E-01
     nin     zin       y       x
  1    0     6.06989325386516E-10   6.06989325386516E-10
  0    1     2.17848351628878E-01   2.17848351628878E-01
  1    1     1.88879022644877E-06   3.77758045289754E-06
  2    1     1.08906743085247E-07   3.26720229255742E-07
  1    2     4.27852420817302E-06   1.28355726245191E-05
  2    2     1.90858323892313E-01   7.63433295569251E-01
  4    2     3.08858933367419E-21   1.85315360020452E-20
  3    3     2.47125039287575E-14   1.48275023572545E-13
  4    3     2.88756637611349E-10   2.02129646327944E-09
  5    3     7.60603087960799E-17   6.08482470368639E-16
  6    3     1.79927333228454E-23   1.61934599905608E-22
  3    4     1.82970178899785E-10   1.28079125229849E-09
  5    4     1.47554152221513E-13   1.32798736999362E-12
  6    4     6.06875746832792E-14   6.06875746832792E-13
  7    4     2.73315768096983E-21   3.00647344906681E-20
  8    4     1.47661290676976E-29   1.77193548812372E-28
  3    5     1.40461935239689E-13   1.12369548191752E-12
  5    5     2.65679236253363E-10   2.65679236253363E-09
  6    5     1.62777818944278E-07   1.79055600838706E-06
  7    5     1.73039195049148E-14   2.07647034058978E-13
  8    5     1.92446772099973E-18   2.50180803729965E-17
  9    5     6.11924497312233E-29   8.56694296237126E-28
  3    6     2.15535150397868E-12   1.93981635358081E-11
  4    6     2.50275906788247E-08   2.50275906788247E-07
  5    6     4.12726276580521E-06   4.53998904238573E-05
  6    6     6.77783368712541E-06   8.13340042455049E-05
  7    6     1.01294506048611E-06   1.31682857863195E-05
  8    6     1.26049559644800E-09   1.76469383502720E-08
  9    6     3.61587017216183E-16   5.42380525824274E-15
 10    6     1.67459020585324E-17   2.67934432936519E-16
 11    6     1.05475755211626E-25   1.79308783859765E-24
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     5.60825196369220E-29   6.16907716006142E-28
  5    7     1.03040132807227E-15   1.23648159368672E-14
  6    7     1.85815551940080E-06   2.41560217522104E-05
  7    7     1.32599515200788E-06   1.85639321281104E-05
  8    7     1.00356151259245E-06   1.50534226888867E-05
  9    7     3.20758603305311E-13   5.13213765288497E-12
 10    7     9.91065990038740E-12   1.68481218306586E-10
 11    7     4.88392286200331E-14   8.79106115160595E-13
 12    7     1.47748811334229E-14   2.80722741535035E-13
 13    7     3.25314645089807E-18   6.50629290179614E-17
 14    7     1.54020221594510E-19   3.23442465348470E-18
  5    8     1.69513322999337E-19   2.20367319899137E-18
  6    8     1.15925121587227E-05   1.62295170222118E-04
  7    8     6.67219353805633E-06   1.00082903070845E-04
  8    8     1.80129969211747E-05   2.88207950738796E-04
  9    8     2.81689577234723E-07   4.78872281299030E-06
 10    8     4.40238228149866E-09   7.92428810669759E-08
 11    8     3.85884884182741E-14   7.33181279947208E-13
 12    8     9.05723143997779E-15   1.81144628799556E-13
 13    8     2.27089114313974E-18   4.76887140059345E-17
 14    8     2.58035935946258E-19   5.67679059081769E-18
  5    9     6.65067530964580E-52   9.31094543350412E-51
  6    9     1.34713305459614E-17   2.02069958189420E-16
  7    9     8.71530561024994E-19   1.39444889763999E-17
  8    9     1.74049437362904E-07   2.95884043516937E-06
  9    9     2.78257226613489E-08   5.00863007904280E-07
 10    9     9.78253054984895E-09   1.85868080447130E-07
 11    9     4.84398269608189E-12   9.68796539216379E-11
 12    9     1.90975553300893E-13   4.01048661931876E-12
