    time    temp    dens
   9.93178041000955E-01   5.93295664693112E-02   8.10734156477819E-01
     nin     zin       y       x
  1    0     6.12312262829964E-10   6.12312262829964E-10
  0    1     2.17848043074764E-01   2.17848043074764E-01
  1    1     1.93059916883823E-06   3.86119833767646E-06
  2    1     1.14753726329544E-07   3.44261178988632E-07
  1    2     4.27577840195652E-06   1.28273352058696E-05
  2    2     1.90858381321046E-01   7.63433525284183E-01
  4    2     3.29395759644247E-21   1.97637455786548E-20
  3    3     2.63187426353514E-14   1.57912455812109E-13
  4    3     2.96549650431731E-10   2.07584755302212E-09
  5    3     8.52484973530828E-17   6.81987978824662E-16
  6    3     2.00992657777379E-23   1.80893391999641E-22
  3    4     1.78526186418150E-10   1.24968330492705E-09
  5    4     1.60933302203496E-13   1.44839971983146E-12
  6    4     6.47971402021437E-14   6.47971402021437E-13
  7    4     3.00783187588631E-21   3.30861506347494E-20
  8    4     1.54930797288106E-29   1.85916956745728E-28
  3    5     1.37158807440323E-13   1.09727045952258E-12
  5    5     2.82985220389514E-10   2.82985220389514E-09
  6    5     1.69681692299773E-07   1.86649861529750E-06
  7    5     1.64260490837420E-14   1.97112589004904E-13
  8    5     1.84514730772423E-18   2.39869150004149E-17
  9    5     5.40576291672312E-29   7.56806808341237E-28
  3    6     2.15535150420392E-12   1.93981635378352E-11
  4    6     2.50082226798348E-08   2.50082226798348E-07
  5    6     4.12369163036527E-06   4.53606079340180E-05
  6    6     6.78054041835873E-06   8.13664850203047E-05
  7    6     1.01470574284842E-06   1.31911746570295E-05
  8    6     1.26477033838042E-09   1.77067847373258E-08
  9    6     3.63670912466899E-16   5.45506368700348E-15
 10    6     1.68527068717786E-17   2.69643309948458E-16
 11    6     1.01525176914855E-25   1.72592800755253E-24
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     4.15948294967786E-29   4.57543124464564E-28
  5    7     9.50154577253582E-16   1.14018549270430E-14
  6    7     1.85637297510576E-06   2.41328486763748E-05
  7    7     1.32921177660345E-06   1.86089648724483E-05
  8    7     1.01261183303367E-06   1.51891774955051E-05
  9    7     3.23331868831981E-13   5.17330990131170E-12
 10    7     9.87820583429042E-12   1.67929499182937E-10
 11    7     4.80266769134082E-14   8.64480184441348E-13
 12    7     1.43050957203409E-14   2.71796818686477E-13
 13    7     3.09384443673080E-18   6.18768887346159E-17
 14    7     1.44642928613258E-19   3.03750150087841E-18
  5    8     1.60255566234237E-19   2.08332236104508E-18
  6    8     1.15784601760225E-05   1.62098442464315E-04
  7    8     6.66056221861163E-06   9.99084332791745E-05
  8    8     1.80130271226065E-05   2.88208433961704E-04
  9    8     2.82072440527333E-07   4.79523148896466E-06
 10    8     4.45786249734489E-09   8.02415249522079E-08
 11    8     3.91163130501412E-14   7.43209947952683E-13
 12    8     9.11427221183232E-15   1.82285444236646E-13
 13    8     2.28954293940419E-18   4.80804017274880E-17
 14    8     2.58833284591388E-19   5.69433226101054E-18
  5    9     6.61402094859716E-52   9.25962932803603E-51
  6    9     1.79928519205056E-17   2.69892778807583E-16
  7    9     1.13820879508332E-18   1.82113407213332E-17
  8    9     1.73184566234256E-07   2.94413762598235E-06
  9    9     2.80849912943013E-08   5.05529843297423E-07
 10    9     9.82656343305325E-09   1.86704705228012E-07
 11    9     4.84791737928902E-12   9.69583475857805E-11
 12    9     1.91816415804650E-13   4.02814473189764E-12
 13    9     4.60802442417587E-15   1.01376537331869E-13
 14    9     2.53848879548183E-18   5.83852422960820E-17
 15    9     2.43472720959803E-19   5.84334530303527E-18
 16    9     3.05147291658140E-21   7.62868229145349E-20
 17    9     5.44840057532819E-24   1.41658414958533E-22
  7   10     8.81477548226040E-15   1.49851183198427E-13
  8   10     3.85777125333262E-08   6.94398825599872E-07
  9   10     2.92538475508304E-08   5.55823103465778E-07
 10   10     1.03077671379529E-06   2.06155342759058E-05
 11   10     1.47142734045896E-08   3.08999741496381E-07
 12   10     8.63082233884970E-08   1.89878091454693E-06
 13   10     1.68257474371377E-12   3.86992191054167E-11
 14   10     1.06062429627870E-13   2.54549831106888E-12
 15   10     4.10588228493526E-15   1.02647057123381E-13
 16   10     1.34239098788820E-15   3.49021656850931E-14
 17   10     3.70978071966689E-20   1.00164079431006E-18
 18   10     1.37806098464676E-22   3.85857075701092E-21
 19   10     6.90649475564838E-27   2.00288347913803E-25
 20   10     9.15747999004673E-29   2.74724399701402E-27
 21   10     8.42176378866077E-34   2.61074677448484E-32
 22   10     5.64228532701067E-37   1.80553130464341E-35
 23   10     3.14000176596986E-40   1.03620058277005E-38
 24   10     9.23648751396475E-45   3.14040575474802E-43
 25   10     6.77341397443277E-92   2.37069489105147E-90
 26   10     1.05654499195275E-90   3.80356197102990E-89
 27   10     2.44381737403222E-90   9.04212428391922E-89
 28   10     4.36787108843583E-99   1.65979101360562E-97
 29   10     1.00000000000000E-99   1.00000000000000E-99
 30   10     1.00000000000000E-99   1.00000000000000E-99
 31   10     1.00000000000000E-99   1.00000000000000E-99
  8   11     1.59576336387518E-15   3.03195039136284E-14
  9   11     9.60182870013113E-10   1.92036574002623E-08
 10   11     2.09768207158217E-08   4.40513235032255E-07
 11   11     5.86405730408235E-08   1.29009260689812E-06
 12   11     1.19323724459746E-07   2.74444566257416E-06
 13   11     1.33931616156864E-10   3.21435878776474E-09
 14   11     1.14269501155136E-11   2.85673752887840E-10
 15   11     6.75874881241032E-13   1.75727469122668E-11
 16   11     8.38751848825805E-14   2.26462999182967E-12
 17   11     2.66550850328908E-17   7.46342380920942E-16
 18   11     7.84223800166713E-20   2.27424902048347E-18
 19   11     6.73182477355494E-23   2.01954743206648E-21
 20   11     3.49116318629302E-25   1.08226058775084E-23
 21   11     1.42995742101000E-29   4.57586374723199E-28
 22   11     1.63709901159135E-32   5.40242673825147E-31
 23   11     3.95878547419962E-36   1.34598706122787E-34
 24   11     8.69306701802894E-40   3.04257345631013E-38
 25   11     4.76743145945310E-44   1.71627532540312E-42
 26   11     5.54549773856145E-50   2.05183416326774E-48
 27   11     1.47823544732050E-79   5.61729469981792E-78
 28   11     1.75447665763276E-89   6.84245896476776E-88
 29   11     1.00000000000000E-99   1.00000000000000E-99
 30   11     1.00000000000000E-99   1.00000000000000E-99
 31   11     1.00000000000000E-99   1.00000000000000E-99
 32   11     1.00000000000000E-99   1.00000000000000E-99
 33   11     1.00000000000000E-99   1.00000000000000E-99
  8   12     2.72890271865281E-14   5.45780543730563E-13
  9   12     7.50008890966687E-11   1.57501867103004E-09
 10   12     5.40519968525425E-08   1.18914393075594E-06
 11   12     1.68270467864142E-08   3.87022076087525E-07
 12   12     2.43882365739901E-07   5.85317677775762E-06
 13   12     6.30721975714193E-07   1.57680493928548E-05
 14   12     4.51750119656033E-07   1.17455031110569E-05
 15   12     2.15326536649216E-11   5.81381648952883E-10
 16   12     2.54228121379894E-12   7.11838739863704E-11
 17   12     4.39196147918316E-14   1.27366882896312E-12
 18   12     1.00084792783891E-14   3.00254378351674E-13
 19   12     1.00488229052980E-18   3.11513510064239E-17
 20   12     1.85970864838461E-20   5.95106767483074E-19
 21   12     1.40435168103068E-24   4.63436054740125E-23
 22   12     1.33322462781772E-27   4.53296373458023E-26
 23   12     1.26782586213256E-28   4.43739051746395E-27
 24   12     2.94069025992092E-32   1.05864849357153E-30
