    time    temp    dens
   9.77975986385637E-01   6.02664603961014E-02   8.49132030792660E-01
     nin     zin       y       x
  1    0     6.08556037452728E-10   6.08556037452728E-10
  0    1     2.17848258881104E-01   2.17848258881104E-01
  1    1     1.90120912635612E-06   3.80241825271224E-06
  2    1     1.10611516542068E-07   3.31834549626205E-07
  1    2     4.27775235218470E-06   1.28332570565541E-05
  2    2     1.90858341273045E-01   7.63433365092179E-01
  4    2     3.14920121691616E-21   1.88952073014970E-20
  3    3     2.51816021684333E-14   1.51089613010600E-13
  4    3     2.91090000808140E-10   2.03763000565698E-09
  5    3     7.87382847826461E-17   6.29906278261169E-16
  6    3     1.86055675567221E-23   1.67450108010499E-22
  3    4     1.81627869360740E-10   1.27139508552518E-09
  5    4     1.51487574901922E-13   1.36338817411730E-12
  6    4     6.19056087423835E-14   6.19056087423835E-13
  7    4     2.81361275730977E-21   3.09497403304075E-20
  8    4     1.49877773204875E-29   1.79853327845850E-28
  3    5     1.39476405318195E-13   1.11581124254556E-12
  5    5     2.70771364540021E-10   2.70771364540021E-09
  6    5     1.64845866712390E-07   1.81330453383629E-06
  7    5     1.70443214389801E-14   2.04531857267761E-13
  8    5     1.90059840609953E-18   2.47077792792939E-17
  9    5     5.89799616175137E-29   8.25719462645192E-28
  3    6     2.15535150405229E-12   1.93981635364706E-11
  4    6     2.50218792816443E-08   2.50218792816443E-07
  5    6     4.12619285301242E-06   4.53881213831367E-05
  6    6     6.77864844897139E-06   8.13437813876567E-05
  7    6     1.01347514699171E-06   1.31751769108922E-05
  8    6     1.26177969865184E-09   1.76649157811257E-08
  9    6     3.62234150669401E-16   5.43351226004101E-15
 10    6     1.67795196826110E-17   2.68472314921777E-16
 11    6     1.04310303572370E-25   1.77327516073030E-24
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     5.13528908269545E-29   5.64881799096500E-28
  5    7     1.00515299546107E-15   1.20618359455329E-14
  6    7     1.85761885102679E-06   2.41490450633482E-05
  7    7     1.32694893302243E-06   1.85772850623141E-05
  8    7     1.00628118694228E-06   1.50942178041343E-05
  9    7     3.21538997603110E-13   5.14462396164975E-12
 10    7     9.90109739776586E-12   1.68318655762020E-10
 11    7     4.85996082789677E-14   8.74792949021418E-13
 12    7     1.46351869332772E-14   2.78068551732268E-13
 13    7     3.20526326524990E-18   6.41052653049980E-17
 14    7     1.51172379758520E-19   3.17461997492892E-18
  5    8     1.66702516870751E-19   2.16713271931976E-18
  6    8     1.15882942647173E-05   1.62236119706042E-04
