    time    temp    dens
   9.79481424429082E-01   6.00306342384121E-02   8.45222762380381E-01
     nin     zin       y       x
  1    0     7.27836432459176E-10   7.27836432459176E-10
  0    1     5.20918029488517E-01   5.20918029488517E-01
  1    1     3.91905202068532E-06   7.83810404137063E-06
  2    1     1.14679633710283E-07   3.44038901130848E-07
  1    2     9.69897705804309E-06   2.90969311741293E-05
  2    2     1.17828400749058E-01   4.71313602996232E-01
  4    2     6.68458079813646E-22   4.01074847888187E-21
  3    3     1.30018519679995E-14   7.80111118079967E-14
  4    3     5.45655369191269E-10   3.81958758433888E-09
  5    3     9.58775716261884E-17   7.67020573009507E-16
  6    3     2.05402291666364E-23   1.84862062499728E-22
  3    4     6.49272710397107E-10   4.54490897277975E-09
  5    4     8.31757567197143E-14   7.48581810477428E-13
  6    4     1.97370163504529E-14   1.97370163504529E-13
  7    4     7.92563627568801E-22   8.71819990325681E-21
  8    4     4.82426217146163E-30   5.78911460575395E-29
  3    5     3.77142963455560E-13   3.01714370764448E-12
  5    5     1.75192431651515E-09   1.75192431651515E-08
  6    5     1.48803264012174E-07   1.63683590413391E-06
  7    5     1.69631679823881E-14   2.03558015788658E-13
  8    5     1.67528900980543E-18   2.17787571274706E-17
  9    5     6.14917351334144E-29   8.60884291867802E-28
  3    6     1.20663582784944E-11   1.08597224506450E-10
  4    6     1.97504984678585E-07   1.97504984678585E-06
  5    6     4.21682603846475E-06   4.63850864231123E-05
  6    6     6.98961603050285E-06   8.38753923660342E-05
  7    6     1.21833546746972E-06   1.58383610771064E-05
  8    6     2.51070408452020E-09   3.51498571832828E-08
  9    6     6.18849298200464E-16   9.28273947300696E-15
 10    6     1.30334239981424E-17   2.08534783970278E-16
 11    6     8.38266564283852E-26   1.42505315928255E-24
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.90638682533754E-28   2.09702550787130E-27
  5    7     1.02510970429802E-15   1.23013164515762E-14
  6    7     2.11822150194174E-06   2.75368795252427E-05
  7    7     2.41336464760734E-06   3.37871050665027E-05
  8    7     9.37333019890699E-07   1.40599952983605E-05
  9    7     1.48650209047156E-13   2.37840334475450E-12
 10    7     9.35914286533464E-13   1.59105428710689E-11
 11    7     4.05530543457163E-16   7.29954978222893E-15
 12    7     1.16020592516273E-16   2.20439125780918E-15
 13    7     3.26547462829712E-20   6.53094925659424E-19
 14    7     2.12522964133082E-21   4.46298224679472E-20
  5    8     9.16433613066239E-20   1.19136369698611E-18
  6    8     1.15157480552484E-05   1.61220472773477E-04
  7    8     6.10975055191927E-06   9.16462582787891E-05
  8    8     3.04838507308854E-05   4.87741611694166E-04
  9    8     6.32943173012284E-07   1.07600339412088E-05
 10    8     8.31622366347793E-09   1.49692025942603E-07
 11    8     1.93494103228867E-15   3.67638796134847E-14
 12    8     6.32256656085314E-17   1.26451331217063E-15
 13    8     2.03382196532370E-20   4.27102612717977E-19
 14    8     3.18790851665610E-21   7.01339873664342E-20
  5    9     7.62254694114381E-77   1.06715657176013E-75
  6    9     1.97272484925527E-17   2.95908727388290E-16
  7    9     8.72940335408578E-19   1.39670453665373E-17
  8    9     3.55455226719485E-07   6.04273885423125E-06
  9    9     5.02931586701564E-08   9.05276856062815E-07
 10    9     2.61194222483780E-10   4.96269022719181E-09
 11    9     1.27666086688048E-13   2.55332173376096E-12
 12    9     1.45620320498008E-15   3.05802673045816E-14
 13    9     3.23038134327885E-17   7.10683895521346E-16
 14    9     2.91016417406117E-20   6.69337760034069E-19
 15    9     3.26272547284688E-21   7.83054113483251E-20
 16    9     9.62055457952793E-23   2.40513864488198E-21
 17    9     2.21722887664050E-25   5.76479507926531E-24
  7   10     3.61842608802881E-17   6.15132434964898E-16
  8   10     7.08325650169297E-08   1.27498617030474E-06
  9   10     5.89206683025743E-10   1.11949269774891E-08
 10   10     4.63152435951243E-08   9.26304871902486E-07
 11   10     1.60873517660435E-10   3.37834387086914E-09
 12   10     1.33202210377916E-09   2.93044862831416E-08
 13   10     2.47569409811738E-14   5.69409642566998E-13
 14   10     2.42455817689296E-15   5.81893962454309E-14
 15   10     1.26098133420871E-16   3.15245333552176E-15
 16   10     7.16600293181083E-17   1.86316076227082E-15
 17   10     2.45523296445070E-21   6.62912900401690E-20
 18   10     4.09718831397344E-24   1.14721272791256E-22
 19   10     4.51312747508666E-28   1.30880696777513E-26
 20   10     8.20707832171379E-30   2.46212349651414E-28
 21   10     9.73148954962366E-35   3.01676176038333E-33
 22   10     8.30608894755489E-38   2.65794846321756E-36
 23   10     1.84139976317236E-41   6.07661921846880E-40
 24   10     8.33660276611088E-46   2.83444494047770E-44
 25   10     1.77748198737819E-93   6.22118695582367E-92
 26   10     2.79145066793386E-92   1.00492224045619E-90
 27   10     6.51579012217015E-92   2.41084234520296E-90
 28   10     1.00000000000000E-99   5.49976447380851E-99
 29   10     1.00000000000000E-99   1.00000000000000E-99
 30   10     1.00000000000000E-99   1.00000000000000E-99
 31   10     1.00000000000000E-99   1.00000000000000E-99
  8   11     1.09013050223738E-17   2.07124795425101E-16
  9   11     2.26945240113659E-11   4.53890480227318E-10
 10   11     2.17241548945929E-10   4.56207252786452E-09
 11   11     7.93914019171495E-10   1.74661084217729E-08
 12   11     1.91566321607064E-09   4.40602539696248E-08
 13   11     2.36683923285463E-12   5.68041415885112E-11
 14   11     2.83592548984956E-13   7.08981372462389E-12
 15   11     2.16879070284876E-14   5.63885582740677E-13
 16   11     4.48092536536598E-15   1.20984984864881E-13
 17   11     1.77721211743365E-18   4.97619392881421E-17
 18   11     5.89068766733280E-21   1.70829942352651E-19
 19   11     5.11192742413471E-24   1.53357822724041E-22
 20   11     3.23134529387501E-26   1.00171704110125E-24
