    time    temp    dens
   9.54635158307606E-01   6.16273931833185E-02   9.12951111827725E-01
     nin     zin       y       x
  1    0     7.20129272159328E-10   7.20129272159328E-10
  0    1     5.20918703925813E-01   5.20918703925813E-01
  1    1     3.79062757201693E-06   7.58125514403386E-06
  2    1     1.07872898677052E-07   3.23618696031155E-07
  1    2     9.71238659266627E-06   2.91371597779988E-05
  2    2     1.17828243996816E-01   4.71312975987263E-01
  4    2     6.06230204558599E-22   3.63738122735159E-21
  3    3     1.19120459084202E-14   7.14722754505211E-14
  4    3     5.10293515013162E-10   3.57205460509214E-09
  5    3     7.87333962383359E-17   6.29867169906687E-16
  6    3     1.69464918022147E-23   1.52518426219932E-22
  3    4     6.70286039804039E-10   4.69200227862827E-09
  5    4     7.28169639446335E-14   6.55352675501702E-13
  6    4     1.77967466848121E-14   1.77967466848121E-13
  7    4     6.81429395758933E-22   7.49572335334826E-21
  8    4     4.36733817285293E-30   5.24080580742351E-29
  3    5     3.88072221886747E-13   3.10457777509397E-12
  5    5     1.60133817003230E-09   1.60133817003230E-08
  6    5     1.39321625720626E-07   1.53253788292689E-06
  7    5     1.77231503647956E-14   2.12677804377548E-13
  8    5     1.75527247660102E-18   2.28185421958132E-17
  9    5     7.08720543616680E-29   9.92208761063352E-28
  3    6     1.20663582764478E-11   1.08597224488030E-10
  4    6     1.97681303407473E-07   1.97681303407473E-06
  5    6     4.22247609939512E-06   4.64472370933463E-05
  6    6     6.98604912557061E-06   8.38325895068473E-05
  7    6     1.21546082576215E-06   1.58009907349079E-05
  8    6     2.49965628937367E-09   3.49951880512314E-08
  9    6     6.12372887077783E-16   9.18559330616674E-15
 10    6     1.28693749224110E-17   2.05909998758577E-16
 11    6     8.68873120804516E-26   1.47708430536768E-24
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     2.69029901791192E-28   2.95932891970311E-27
  5    7     1.19387481564973E-15   1.43264977877968E-14
  6    7     2.12113146087434E-06   2.75747089913664E-05
  7    7     2.40872719696954E-06   3.37221807575735E-05
  8    7     9.25517534880706E-07   1.38827630232106E-05
  9    7     1.46561087396908E-13   2.34497739835053E-12
 10    7     9.39713592846221E-13   1.59751310783858E-11
 11    7     4.13206521310163E-16   7.43771738358293E-15
 12    7     1.20309297771557E-16   2.28587665765958E-15
 13    7     3.45547380156801E-20   6.91094760313602E-19
 14    7     2.28683914497560E-21   4.80236220444876E-20
  5    8     9.79319818920259E-20   1.27311576459634E-18
  6    8     1.15351545808748E-05   1.61492164132248E-04
  7    8     6.12481621513142E-06   9.18722432269714E-05
  8    8     3.04838552409263E-05   4.87741683854821E-04
  9    8     6.31836883277234E-07   1.07412270157130E-05
 10    8     8.17378620064401E-09   1.47128151611592E-07
 11    8     1.90101740445967E-15   3.61193306847338E-14
 12    8     6.26687593362213E-17   1.25337518672443E-15
 13    8     2.01036385332487E-20   4.22176409198224E-19
 14    8     3.17101889272492E-21   6.97624156399482E-20
  5    9     7.68324612007331E-77   1.07565445681026E-75
  6    9     1.40830170623637E-17   2.11245255935455E-16
  7    9     6.40274663446410E-19   1.02443946151426E-17
  8    9     3.57982832652768E-07   6.08570815509706E-06
  9    9     4.97799817020762E-08   8.96039670637372E-07
 10    9     2.60033505940058E-10   4.94063661286109E-09
 11    9     1.27521626845144E-13   2.55043253690288E-12
 12    9     1.44662098503538E-15   3.03790406857430E-14
 13    9     3.24343302974967E-17   7.13555266544928E-16
 14    9     2.90967074758603E-20   6.69224271944788E-19
 15    9     3.34387658927696E-21   8.02530381426471E-20
 16    9     1.03526062772457E-22   2.58815156931143E-21
