    time    temp    dens
   3.31521164037037E-01   4.16618051373967E+00   9.79481088002119E+05
     nin     zin       y       x
  1    0     3.21322456728925E-09   3.21322456728925E-09
  0    1     2.11979652190474E-02   2.11979652190474E-02
  1    1     8.27924412281612E-13   1.65584882456322E-12
  2    1     6.81905255692577E-19   2.04571576707773E-18
  1    2     5.36257083674134E-13   1.60877125102240E-12
  2    2     6.25093888403429E-02   2.50037555361372E-01
  4    2     1.00000000000000E-99   1.00000000000000E-99
  3    3     2.30602587588873E-17   1.38361552553324E-16
  4    3     5.37767322966141E-22   3.76437126076299E-21
  5    3     1.00000000000000E-99   1.00000000000000E-99
  6    3     1.00000000000000E-99   1.00000000000000E-99
  3    4     2.70618516135772E-17   1.89432961295040E-16
  5    4     1.05885265501792E-19   9.52967389516126E-19
  6    4     1.01225297097783E-25   1.01225297097783E-24
  7    4     1.00000000000000E-99   1.00000000000000E-99
  8    4     1.00000000000000E-99   1.00000000000000E-99
  3    5     7.51201202317974E-24   6.00960961854379E-23
  5    5     1.64613996111213E-18   1.64613996111213E-17
  6    5     2.36644530491266E-18   2.60308983540392E-17
  7    5     1.00000000000000E-99   1.00000000000000E-99
  8    5     1.00000000000000E-99   1.00000000000000E-99
  9    5     1.00000000000000E-99   1.00000000000000E-99
  3    6     1.00000000000000E-99   1.00000000000000E-99
  4    6     1.02491356310858E-17   1.02491356310858E-16
  5    6     7.15903014232520E-19   7.87493315655772E-18
  6    6     2.85442997042972E-09   3.42531596451566E-08
  7    6     1.86418822821355E-17   2.42344469667762E-16
  8    6     5.04694653843228E-19   7.06572515380520E-18
  9    6     1.00000000000000E-99   1.00000000000000E-99
 10    6     1.00000000000000E-99   1.00000000000000E-99
 11    6     1.00000000000000E-99   1.00000000000000E-99
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.00000000000000E-99   1.00000000000000E-99
  5    7     4.05312356517269E-25   4.86374827820723E-24
  6    7     1.75702972545647E-13   2.28413864309341E-12
  7    7     1.24607231960121E-15   1.74450124744169E-14
  8    7     5.81339192610372E-15   8.72008788915558E-14
  9    7     1.00000000000000E-99   1.00000000000000E-99
 10    7     1.00000000000000E-99   1.00000000000000E-99
 11    7     1.00000000000000E-99   1.00000000000000E-99
 12    7     1.00000000000000E-99   1.00000000000000E-99
 13    7     1.00000000000000E-99   1.00000000000000E-99
 14    7     1.00000000000000E-99   1.00000000000000E-99
  5    8     1.00000000000000E-99   1.00000000000000E-99
  6    8     4.85055490537891E-15   6.79077686753047E-14
  7    8     7.54705030833605E-14   1.13205754625041E-12
  8    8     1.36482836094837E-08   2.18372537751739E-07
  9    8     1.00898699166901E-16   1.71527788583732E-15
 10    8     7.03786068107207E-20   1.26681492259297E-18
 11    8     1.00000000000000E-99   1.00000000000000E-99
 12    8     1.00000000000000E-99   1.00000000000000E-99
 13    8     1.00000000000000E-99   1.00000000000000E-99
 14    8     1.00000000000000E-99   1.00000000000000E-99
  5    9     1.00000000000000E-99   1.00000000000000E-99
  6    9     3.56007552869569E-23   5.34011329304353E-22
