# 1:A 2:Z 3:N 4:Yi 5:Xi
    1      0      1     9.90817847288392E-12   9.90817847288392E-12
    1      1      0     3.12069525802051E-01   3.12069525802051E-01
    2      1      1     8.50128906278763E-06   1.70025781255753E-05
    3      1      2     1.26618543146538E-06   3.79855629439613E-06
    3      2      1     4.74522004351165E-06   1.42356601305349E-05
    4      2      2     1.68385800997660E-01   6.73543203990639E-01
    6      3      3     2.22262180736969E-13   1.33357308442182E-12
    7      3      4     2.02938037195564E-09   1.42056626036895E-08
    7      4      3     4.61564409509225E-11   3.23095086656457E-10
    9      4      5     1.03741856095839E-12   9.33676704862550E-12
    9      6      3     3.59734240244810E-12   3.23760816220329E-11
   10      4      6     1.67762447926264E-13   1.67762447926264E-12
   10      5      5     7.11571946245110E-08   7.11571946245110E-07
   11      5      6     3.31279625972550E-06   3.64407588569805E-05
   11      6      5     4.81449241389454E-14   5.29594165528399E-13
   12      6      6     5.83372152803027E-06   7.00046583363633E-05
   13      6      7     2.70670857837470E-06   3.51872115188711E-05
   13      7      6     6.75503400233641E-18   8.78154420303733E-17
   14      6      8     2.80075375661439E-09   3.92105525926015E-08
   14      7      7     9.56398407667181E-06   1.33895777073405E-04
   14      8      6     1.59065202526239E-20   2.22691283536734E-19
   15      7      8     4.21817241348869E-06   6.32725862023303E-05
   15      8      7     7.75856210112957E-18   1.16378431516944E-16
   15      9      6     9.45732033784967E-16   1.41859805067745E-14
   16      8      8     2.97097797492769E-05   4.75356475988431E-04
   16      9      7     2.48441212752525E-16   3.97505940404039E-15
   17      8      9     5.14043149547954E-07   8.73873354231521E-06
   18      8     10     3.05409670319182E-08   5.49737406574527E-07
   18      9      9     9.70204170816333E-10   1.74636750746940E-08
   19      9     10     1.53266325606528E-09   2.91206018652404E-08
   20     10     10     1.66007820131326E-07   3.32015640262652E-06
   21     10     11     9.53732635678699E-10   2.00283853492527E-08
   22     10     12     4.64952891659215E-09   1.02289636165027E-07
   22     11     11     2.47937917927290E-09   5.45463419440037E-08
   23     11     12     5.94304727695485E-09   1.36690087369962E-07
   24     11     13     8.91279479965837E-12   2.13907075191801E-10
   24     12     12     1.54098749487272E-08   3.69836998769454E-07
   25     11     14     1.63792562502057E-20   4.09481406255144E-19
   25     12     13     5.44743994152526E-08   1.36185998538131E-06
   26     12     14     3.08604391194330E-08   8.02371417105259E-07
   26     13     13     1.38577098116488E-09   3.60300455102869E-08
   27     12     15     2.60183333179543E-19   7.02494999584765E-18
   27     13     14     1.03058415818775E-07   2.78257722710692E-06
   27     14     13     1.44109190758344E-20   3.89094815047530E-19
   28     12     16     5.82219631093306E-13   1.63021496706126E-11
   28     13     15     1.03857130434092E-15   2.90799965215457E-14
   28     14     14     1.74749330132243E-06   4.89298124370281E-05
   29     13     16     1.69306183810478E-18   4.90987933050388E-17
   29     14     15     5.65345645754064E-07   1.63950237268678E-05
   30     14     16     1.46524369773376E-06   4.39573109320128E-05
   30     15     15     1.15713474158263E-18   3.47140422474788E-17
   31     14     17     6.20956747749785E-10   1.92496591802433E-08
   31     15     16     1.11350848554083E-06   3.45187630517657E-05
   32     14     18     3.92034943555439E-10   1.25451181937740E-08
   32     15     17     1.55497875319737E-09   4.97593201023159E-08
   32     16     16     2.17945598499918E-06   6.97425915199737E-05
   33     15     18     9.62540062535719E-09   3.17638220636787E-07
   33     16     17     1.21443344978052E-06   4.00763038427573E-05
   34     16     18     2.50940253464513E-06   8.53196861779345E-05
   34     17     17     1.00707231893626E-20   3.42404588438330E-19
   35     16     19     2.59599845305475E-09   9.08599458569164E-08
   35     17     18     1.64002713920570E-06   5.74009498721996E-05
   36     16     20     2.49324759088661E-08   8.97569132719181E-07
   36     17     19     7.23727612722379E-10   2.60541940580056E-08
   36     18     18     1.56500969008974E-06   5.63403488432307E-05
   37     17     20     5.16106052698362E-07   1.90959239498394E-05
   37     18     19     7.34014782120197E-07   2.71585469384473E-05
   38     16     22     1.39623333305033E-15   5.30568666559127E-14
   38     17     21     7.32349722768043E-14   2.78292894651856E-12
   38     18     20     1.54054059041095E-06   5.85405424356161E-05
   38     19     19     6.36446289352590E-18   2.41849589953984E-16
   39     17     22     2.00583675494242E-14   7.82276334427544E-13
   39     18     21     6.76521758341814E-09   2.63843485753308E-07
   39     19     20     2.85705182901197E-06   1.11425021331467E-04
   40     18     22     5.99543058891232E-10   2.39817223556493E-08
   40     19     21     6.06381849670991E-08   2.42552739868396E-06
   40     20     20     1.03119941215217E-05   4.12479764860869E-04
   41     18     23     1.94658470812839E-13   7.98099730332641E-12
   41     19     22     1.06753035076296E-08   4.37687443812814E-07
   41     20     21     3.79842949270864E-07   1.55735609201054E-05
   42     18     24     1.01207142328175E-12   4.25069997778335E-11
   42     19     23     1.89151699346107E-10   7.94437137253649E-09
   42     20     22     2.44917581978839E-07   1.02865384431113E-05
   43     19     24     2.26665299122099E-11   9.74660786225027E-10
   43     20     23     3.30551633938854E-07   1.42137202593707E-05
   43     21     22     2.40405227342576E-09   1.03374247757308E-07
   44     19     25     4.84092127766056E-19   2.13000536217065E-17
   44     20     24     1.68863712073824E-07   7.43000333124826E-06
   44     21     23     3.99902264919672E-10   1.75956996564656E-08
   44     22     22     1.55598639532210E-06   6.84634013941724E-05
   45     19     26     1.88211350439682E-20   8.46951076978567E-19
   45     20     25     2.89660742002833E-07   1.30347333901275E-05
   45     21     24     1.74547677135566E-07   7.85464547110046E-06
   45     22     23     5.49147163395683E-09   2.47116223528057E-07
   46     20     26     4.47730440076050E-08   2.05956002434983E-06
   46     21     25     9.03843912040619E-10   4.15768199538685E-08
   46     22     24     2.68053273354740E-07   1.23304505743181E-05
   47     20     27     1.17710951363170E-11   5.53241471406899E-10
   47     21     26     3.03024547600918E-09   1.42421537372432E-07
   47     22     25     3.19070372443546E-07   1.49963075048466E-05
   47     23     24     2.27091014273246E-15   1.06732776708425E-13
   48     20     28     5.26800671331077E-11   2.52864322238917E-09
   48     21     27     3.22325388627564E-11   1.54716186541230E-09
   48     22     26     6.31368785830829E-07   3.03057017198798E-05
   48     23     25     1.01979875939495E-07   4.89503404509577E-06
   48     24     24     1.92806499283374E-07   9.25471196560194E-06
   49     21     28     2.75446057120599E-15   1.34968567989093E-13
   49     22     27     6.50139150761389E-08   3.18568183873081E-06
   49     23     26     5.95534636620729E-07   2.91811971944157E-05
   49     24     25     4.93424937997498E-13   2.41778219618774E-11
   50     22     28     2.11165465642865E-09   1.05582732821432E-07
   50     23     27     1.40847376125734E-07   7.04236880628672E-06
   50     24     26     6.44370910106104E-07   3.22185455053052E-05
   51     22     29     1.05510411985378E-19   5.38103101125430E-18
   51     23     28     5.98698418589106E-08   3.05336193480444E-06
   51     24     27     5.51370217512129E-07   2.81198810931186E-05
   51     25     26     5.56095517845719E-15   2.83608714101317E-13
   52     23     29     4.28377316325552E-19   2.22756204489287E-17
   52     24     28     1.26519096415756E-06   6.57899301361929E-05
   52     25     27     1.98292639556727E-07   1.03112172569498E-05
   52     26     26     2.39844291994749E-08   1.24719031837269E-06
   53     23     30     2.69324497178106E-20   1.42741983504396E-18
   53     24     29     9.18151856286039E-07   4.86620483831600E-05
   53     25     28     2.61435977457728E-09   1.38561068052596E-07
   53     26     27     2.91484216589166E-18   1.54486634792258E-16
   54     24     30     2.53134032660003E-08   1.36692377636402E-06
   54     25     29     1.78849057555368E-07   9.65784910798986E-06
   54     26     28     1.07787031606347E-06   5.82049970674272E-05
   55     24     31     1.95532638468313E-20   1.07542951157572E-18
   55     25     30     4.84130176590165E-08   2.66271597124591E-06
   55     26     29     9.89203960111991E-07   5.44062178061595E-05
   55     27     28     1.24553242754447E-10   6.85042835149461E-09
   56     24     32     1.18823809974051E-20   6.65413335854687E-19
   56     25     31     2.35727234987564E-10   1.32007251593036E-08
   56     26     30     4.98327956819847E-06   2.79063655819115E-04
   56     27     29     2.75692685177631E-07   1.54387903699473E-05
   56     28     28     3.59571775186051E-06   2.01360194104189E-04
   57     25     32     4.20684470110091E-20   2.39790147962752E-18
   57     26     31     1.96017283147705E-07   1.11729851394192E-05
   57     27     30     2.40608923561292E-06   1.37147086429937E-04
   57     28     29     6.23699292723242E-08   3.55508596852248E-06
   58     26     32     2.77314332421748E-07   1.60842312804614E-05
   58     27     31     3.70165050005816E-07   2.14695729003373E-05
   58     28     30     2.42039133942426E-06   1.40382697686607E-04
   59     26     33     3.84621123514576E-09   2.26926462873600E-07
   59     27     32     1.97040235544513E-07   1.16253738971263E-05
   59     28     31     1.17873114994009E-06   6.95451378464651E-05
   60     26     34     1.05861258931884E-08   6.35167553591304E-07
   60     27     33     1.02399367479680E-09   6.14396204878082E-08
   60     28     32     1.45533720776570E-06   8.73202324659420E-05
   60     29     31     1.58536626252862E-18   9.51219757517169E-17
   61     27     34     2.81577179069959E-11   1.71762079232675E-09
   61     28     33     7.31463641113507E-07   4.46192821079239E-05
   61     29     32     3.14011710743035E-10   1.91547143553251E-08
   62     27     35     1.44998629768873E-20   8.98991504567014E-19
   62     28     34     8.01632833971227E-07   4.97012357062161E-05
   62     29     33     4.28685119912870E-10   2.65784774345979E-08
   62     30     32     2.40359190809568E-08   1.49022698301932E-06
   63     28     35     4.95808725389363E-08   3.12359496995298E-06
   63     29     34     1.02308708302826E-06   6.44544862307806E-05
   63     30     33     9.30263684081059E-14   5.86066120971067E-12
   64     28     36     8.10502434309443E-08   5.18721557958044E-06
   64     29     35     7.34862768754833E-08   4.70312172003093E-06
   64     30     34     1.07969187847728E-06   6.91002802225461E-05
   64     31     33     1.63529480818058E-20   1.04658867723557E-18
   65     28     37     4.16214013404024E-11   2.70539108712615E-09
   65     29     36     2.36048556584935E-07   1.53431561780208E-05
   65     30     35     4.90411498482718E-07   3.18767474013767E-05
   65     31     34     6.79487719942610E-19   4.41667017962697E-17
   66     28     38     9.17857339535881E-09   6.05785844093681E-07
   66     29     37     1.43255783363944E-11   9.45488170202032E-10
   66     30     36     1.20173362020135E-06   7.93144189332892E-05
   66     31     35     9.82981411908495E-10   6.48767731859607E-08
   66     32     34     4.04350561890241E-11   2.66871370847559E-09
   67     29     38     1.49519441747729E-09   1.00178025970979E-07
   67     30     37     1.66316484835621E-07   1.11432044839866E-05
   67     31     36     2.64197482113593E-07   1.77012313016108E-05
   67     32     35     1.09199070787931E-18   7.31633774279140E-17
   68     30     38     4.05290907224165E-07   2.75597816912432E-05
   68     31     37     4.24770593972575E-10   2.88844003901351E-08
   68     32     36     4.11896321830170E-07   2.80089498844515E-05
   69     30     39     1.59713061128952E-11   1.10202012178977E-09
   69     31     38     5.21609841923291E-07   3.59910790927071E-05
   69     32     37     5.54108307735889E-08   3.82334732337763E-06
   69     33     36     5.11689672389207E-20   3.53065873948553E-18
   70     30     40     1.33794391639816E-09   9.36560741478715E-08
   70     31     39     4.09390018349291E-15   2.86573012844504E-13
   70     32     38     8.04963956016585E-07   5.63474769211610E-05
   70     33     37     1.32336500096098E-13   9.26355500672687E-12
   70     34     36     2.56540989261357E-15   1.79578692482950E-13
   71     31     40     5.52850802824241E-08   3.92524070005211E-06
   71     32     39     2.47673717470641E-07   1.75848339404155E-05
   71     33     38     8.98631038964975E-09   6.38028037665132E-07
   71     34     37     4.04422650483625E-20   2.87140081843374E-18
   72     30     42     6.34419537943915E-13   4.56782067319619E-11
   72     31     41     4.48861666809287E-09   3.23180400102686E-07
   72     32     40     4.44097850069699E-07   3.19750452050183E-05
   72     33     39     6.80507837936473E-09   4.89965643314260E-07
   72     34     38     1.52300117428872E-07   1.09656084548788E-05
   73     31     42     5.09630830237732E-10   3.72030506073544E-08
   73     32     41     5.72197174806015E-08   4.17703937608391E-06
   73     33     40     1.91226148136754E-07   1.39595088139831E-05
   73     34     39     1.12600982350078E-08   8.21987171155570E-07
   74     32     42     4.44744537173791E-08   3.29110957508605E-06
   74     33     41     1.21584915679512E-07   8.99728376028385E-06
   74     34     40     2.63408433412301E-07   1.94922240725103E-05
   74     35     39     1.94018777480498E-19   1.43573895335569E-17
   75     32     43     2.37920318189946E-11   1.78440238642460E-09
   75     33     42     1.87343682145368E-07   1.40507761609026E-05
   75     34     41     1.37442517696360E-07   1.03081888272270E-05
   75     35     40     1.55212820883463E-13   1.16409615662597E-11
   76     32     44     7.24374458683751E-08   5.50524588599650E-06
   76     33     43     6.67858557022163E-09   5.07572503336844E-07
   76     34     42     6.31569864700273E-07   4.79993097172208E-05
   76     35     41     1.85936233433161E-09   1.41311537409203E-07
   76     36     40     4.24651904435542E-09   3.22735447371012E-07
   77     32     45     1.30305689901487E-10   1.00335381224145E-08
   77     33     44     3.46261827221782E-08   2.66621606960772E-06
   77     34     43     1.85217695328184E-07   1.42617625402701E-05
   77     35     42     2.62732307527034E-08   2.02303876795816E-06
   77     36     41     2.69111105585492E-11   2.07215551300829E-09
   78     32     46     2.27164696888276E-14   1.77188463572855E-12
   78     33     45     9.13626361670576E-11   7.12628562103049E-09
   78     34     44     4.41443868210999E-07   3.44326217204579E-05
   78     35     43     1.26587521485693E-18   9.87382667588408E-17
   78     36     42     1.58169573011973E-07   1.23372266949339E-05
   79     34     45     1.75482362648180E-07   1.38631066492062E-05
   79     35     44     1.53309178300098E-08   1.21114250857078E-06
   79     36     43     4.80422417688725E-08   3.79533709974092E-06
   79     37     42     9.23600058548677E-20   7.29644046253455E-18
   80     34     46     2.95188017108096E-08   2.36150413686477E-06
   80     35     45     8.23204904667072E-17   6.58563923733658E-15
   80     36     44     5.66935738452669E-07   4.53548590762135E-05
   80     37     43     1.44295914086800E-13   1.15436731269440E-11
   80     38     42     2.74188830277350E-11   2.19351064221880E-09
   81     34     47     2.40666484448191E-18   1.94939852403034E-16
   81     35     46     2.21845006617174E-07   1.79694455359911E-05
   81     36     45     3.26354016143931E-07   2.64346753076584E-05
   81     37     44     1.89082157563645E-09   1.53156547626552E-07
   81     38     43     6.88558065827356E-17   5.57732033320158E-15
   82     34     48     6.74794823339303E-11   5.53331755138228E-09
   82     35     47     4.74247520901733E-08   3.88882967139421E-06
   82     36     46     8.40144150637930E-07   6.88918203523102E-05
   82     37     45     8.32491499738424E-13   6.82643029785508E-11
   82     38     44     2.41462024019700E-08   1.97998859696154E-06
   83     34     49     3.57188431132801E-20   2.96466397840225E-18
   83     35     48     1.86862571805189E-09   1.55095934598307E-07
   83     36     47     1.43942758399144E-07   1.19472489471290E-05
   83     37     46     1.57393468616613E-07   1.30636578951788E-05
   83     38     45     5.34136758267703E-08   4.43333509362194E-06
   84     35     49     2.11158991280168E-14   1.77373552675341E-12
   84     36     48     9.70940625364562E-08   8.15590125306232E-06
   84     37     47     8.41974529641802E-08   7.07258604899114E-06
   84     38     46     6.88419904617816E-07   5.78272719878966E-05
   84     39     45     9.41742631291015E-16   7.91063810284453E-14
   84     40     44     2.14427682991595E-18   1.80119253712940E-16
   85     36     49     6.70818251401651E-09   5.70195513691404E-07
   85     37     48     4.95280366624248E-07   4.20988311630611E-05
   85     38     47     3.37888193007265E-07   2.87204964056175E-05
   85     39     46     1.03970889681415E-11   8.83752562292026E-10
   85     40     45     2.98998015735562E-20   2.54148313375228E-18
   86     36     50     3.40348157529181E-10   2.92699415475096E-08
   86     37     49     2.16041092175066E-07   1.85795339270557E-05
   86     38     48     1.50551445277093E-06   1.29474242938300E-04
   86     39     47     2.26068362134473E-09   1.94418791435647E-07
   86     40     46     5.94127436973960E-09   5.10949595797605E-07
   87     36     51     6.11589758104781E-15   5.32083089551159E-13
   87     37     50     6.16448681848331E-08   5.36310353208048E-06
   87     38     49     2.67701708021761E-07   2.32900485978932E-05
   87     39     48     7.68846425837781E-08   6.68896390478869E-06
   87     40     47     1.79387697676009E-10   1.56067296978128E-08
   88     36     52     1.52957746049906E-15   1.34602816523917E-13
   88     37     51     1.80550361858073E-16   1.58884318435104E-14
   88     38     50     7.88433740081105E-08   6.93821691271373E-06
   88     39     49     8.52459898788571E-08   7.50164710933942E-06
   88     40     48     2.41917632011013E-07   2.12887516169691E-05
   88     41     47     2.79411149088360E-19   2.45881811197757E-17
   89     38     51     1.04438177931417E-09   9.29499783589610E-08
   89     39     50     1.33989763525932E-06   1.19250889538080E-04
   89     40     49     4.11228004201729E-07   3.65992923739539E-05
   89     41     48     1.11173498142767E-12   9.89444133470628E-11
   89     42     47     4.44566211837549E-20   3.95663928535418E-18
   90     38     52     3.50297432620319E-11   3.15267689358287E-09
   90     39     51     5.14342284882781E-08   4.62908056394502E-06
   90     40     50     2.80270286767617E-06   2.52243258090856E-04
   90     41     49     1.76044887172496E-09   1.58440398455246E-07
   90     42     48     8.58224884195005E-10   7.72402395775504E-08
   91     38     53     5.35194028449707E-13   4.87026565889233E-11
   91     39     52     2.33982308818794E-08   2.12923901025103E-06
   91     40     51     1.81562709648354E-07   1.65222065780002E-05
   91     41     50     4.59236781656271E-07   4.17905471307207E-05
   91     42     49     5.00451748610503E-17   4.55411091235558E-15
