# 1:iteration 2:time[s], 3:T[GK], 4:rho[g/cm3], 5:Ye 
# 6:R[km], 7:Y_n, 8:Y_p, 9:Y_alpha, 10:Y_lights 
# 11:Y_heavies 12:<Z> 13:<A> 14:entropy [kB/baryon] (15:Sn [MeV])
       0  9.7719841200000004E-02   9.9992733299999959E+00   3.8838037400000039E+06   6.5000000000000002E-01   3.2196483300000004E+01   3.3411891932150506E-01   6.3411897757138136E-01   7.9032031873612144E-03   7.4405961428687846E-05   2.7049104365689171E-11   6.6583658624475917E-01   1.0243639788380909E+00   9.8211516219423658E+01
      10  9.7719842533000006E-02   9.9992726357986257E+00   3.8838029036673917E+06   6.4999999539927655E-01   3.2196485298490941E+01   3.3411889686631502E-01   6.3411894591476936E-01   7.9032167170350765E-03   7.4405957920510238E-05   2.7049149892495989E-11   6.6583660921374377E-01   1.0243640214254761E+00   9.8211516532566947E+01
      20  9.7730172116552189E-02   9.9938946112576463E+00   3.8773274479387309E+06   6.4996436463067875E-01   3.2211975794454546E+01   3.3394358914730815E-01   6.3387237685479225E-01   8.0086994759777288E-03   7.4378353223449105E-05   2.7403917636054735E-11   6.6601598671592022E-01   1.0246961571414182E+00   9.8212730083585811E+01
      30  9.7830243503132117E-02   9.9419117614063595E+00   3.8151255564668798E+06   6.4962108304245625E-01   3.2362611381876341E+01   3.3210510750907640E-01   6.3134733387211073E-01   9.0997346154824636E-03   7.4065924055318947E-05   3.1052212255720879E-11   6.6790412907105645E-01   1.0281441697411866E+00   9.8208274652743611E+01
      40  9.8005591510661669E-02   9.8513435673743945E+00   3.7084245797839263E+06   6.4902737268870958E-01   3.2629054402429048E+01   3.2821995560630041E-01   6.2627476409414740E-01   1.1339542650162864E-02   7.3303699946459462E-05   3.8414481898000658E-11   6.7193528187864537E-01   1.0352957520035500E+00   9.8185960025321904E+01
      50  9.8152360857153287E-02   9.7760438538350218E+00   3.6213131791508449E+06   6.4853731972324857E-01   3.2854534043420529E+01   3.2424620139556853E-01   6.2132090583693589E-01   1.3571880009045573E-02   7.2430390188786835E-05   4.5572596709931577E-11   6.7611509597503905E-01   1.0425230367059861E+00   9.8153647772105472E+01
      60  9.8278194340091191E-02   9.7118537060606034E+00   3.5481902351117269E+06   6.4812165425605084E-01   3.3049651883724302E+01   3.2026437029028160E-01   6.1650774496797589E-01   1.5771094729854704E-02   7.1493721334580068E-05   5.2443912723591665E-11   6.8036074994077678E-01   1.0497423523392897E+00   9.8112839818765423E+01
      70  9.8399506912739909E-02   9.6502920917799813E+00   3.4790351436470062E+06   6.4772443576433192E-01   3.3239345186453022E+01   3.1588990570135572E-01   6.1133884406697714E-01   1.8157473888375745E-02   7.0415987572727178E-05   5.9696024159217537E-11   6.8509163568530740E-01   1.0576899648334017E+00   9.8064320356772456E+01
      80  9.8511611000516544E-02   9.5936849765536305E+00   3.4162799503944325E+06   6.4736011004461347E-01   3.3416033021877787E+01   3.1135981429705478E-01   6.0608010139540636E-01   2.0605258872535091E-02   6.9261970947994612E-05   6.6916545111716004E-11   6.9006518265390004E-01   1.0659680322384217E+00   9.8009504695475584E+01
      90  9.8649862728532614E-02   9.5242470320532675E+00   3.3403827224113005E+06   6.4691403041375872E-01   3.3635788096321626E+01   3.0511101883014102E-01   5.9893914623091016E-01   2.3953514255853414E-02   6.7626491521541329E-05   7.6445716901991887E-11   6.9705207596840524E-01   1.0775034134328527E+00   9.7930253644962534E+01
     100  9.8758409907818145E-02   9.4700168796464013E+00   3.2819305632392908E+06   6.4656590459798702E-01   3.3809772407753648E+01   2.9968857391266196E-01   5.9282044880857498E-01   2.6839523923241796E-02   6.6179376667005994E-05   8.4351817605093572E-11   7.0323640272409271E-01   1.0876484480903201E+00   9.7856240561086679E+01
     110  9.8881438000802596E-02   9.4088589553649555E+00   3.2168695629154979E+06   6.4617329579250193E-01   3.4008515319393283E+01   2.9299986467272821E-01   5.8534652038625223E-01   3.0381088488325166E-02   6.4371443523711407E-05   9.3691435091346081E-11   7.1102453140125332E-01   1.1003619865305863E+00   9.7764216084042118E+01
     120  9.8983257689876425E-02   9.3584904519082404E+00   3.1639646251643253E+06   6.4584967071041943E-01   3.4174249154334156E+01   2.8704003447038773E-01   5.7873943825196050E-01   3.3523630043960320E-02   6.2747407333498936E-05   1.0167319561538653E-10   7.1811673804682608E-01   1.1118945640353168E+00   9.7676459486550030E+01
     130  9.9085701261635586E-02   9.3080388234684719E+00   3.1115818149731010E+06   6.4552506952486433E-01   3.4342148783524685E+01   2.8067286093219207E-01   5.7172306014801189E-01   3.6870390917306081E-02   6.1005258123483602E-05   1.0989331078229636E-10   7.2585768695053343E-01   1.1244453875120399E+00   9.7581359622183768E+01
     140  9.9159177083369854E-02   9.2719925638727076E+00   3.0745269858974470E+06   6.4529274419212068E-01   3.4463285998143832E+01   2.7588865322964701E-01   5.6647419995971782E-01   3.9379314914397966E-02   5.9694427346516702E-05   1.1588997476666246E-10   7.3178881960520736E-01   1.1340416054443259E+00   9.7509470991002345E+01
     150  9.9248956011573519E-02   9.2281061969322291E+00   3.0298278608807065E+06   6.4500940602495660E-01   3.4612115837699747E+01   2.6981123826599845E-01   5.5983010617432238E-01   4.2560526540669774E-02   5.8030032846663206E-05   1.2332197136902611E-10   7.3946928568430392E-01   1.1464472901898928E+00   9.7416820074861320E+01
     160  9.9357335142544037E-02   9.1753589771424764E+00   2.9767033068219125E+06   6.4466802493266961E-01   3.4792977503678230E+01   2.6216090066528158E-01   5.5149700303152993E-01   4.6557434762952987E-02   5.5940129897058804E-05   1.3244805256768132E-10   7.4937759852949204E-01   1.1624240222054727E+00   9.7301813103787154E+01
     170  9.9572195401312097E-02   9.0715365500227509E+00   2.8740325070201838E+06   6.4399314905288318E-01   3.5155438041539952E+01   2.4612117030123684E-01   5.3410751328860739E-01   5.4916919358279581E-02   5.1595367321199705E-05   1.5116286564497166E-10   7.7106718058349766E-01   1.1973220238716848E+00   9.7051507671925449E+01
     180  9.9773837533807322E-02   8.9750058609469452E+00   2.7807999429404796E+06   6.4336103816852430E-01   3.5500364650830470E+01   2.3025164583265212E-01   5.1697375906387044E-01   6.3169860086689081E-02   4.7368788687262286E-05   1.6993341692944152E-10   7.9383908400690084E-01   1.2338936256798310E+00   9.6786930161834107E+01
     190  9.9936002359749893E-02   8.8980090123213191E+00   2.7079527104451857E+06   6.4285316758739219E-01   3.5781143428671641E+01   2.1710839352747793E-01   5.0281475885540983E-01   6.9997145952806386E-02   4.3936778099248852E-05   1.8646959368371983E-10   8.1377502785685707E-01   1.2658800934448673E+00   9.6566720180235393E+01
     200  1.0012327776199990E-01   8.8097933950576728E+00   2.6261278458270947E+06   6.4226738001383754E-01   3.6109187105403230E+01   2.0170945871290202E-01   4.8624424103705643E-01   7.7991482370450532E-02   4.0006404845825012E-05   2.0806062559546398E-10   8.3848537734252304E-01   1.3055082718422630E+00   9.6297462107359522E+01
     210  1.0020977344527757E-01   8.7693045894153183E+00   2.5891517124600350E+06   6.4199690159668221E-01   3.6262078811211808E+01   1.9457298864745032E-01   4.7856681055714839E-01   8.1695854101055607E-02   3.8220758073983005E-05   2.1924790386291009E-10   8.5046909618708055E-01   1.3247246117106115E+00   9.6171712930124158E+01
     220  1.0026967442593071E-01   8.7413589784750325E+00   2.5638416535296626E+06   6.4180966508358750E-01   3.6368475384664755E+01   1.8963658580405260E-01   4.7325593224521495E-01   8.4258287609173754E-02   3.6999539560867966E-05   2.2754411644420912E-10   8.5896699654788566E-01   1.3383516068366095E+00   9.6080235939259936E+01
     230  1.0033729459731820E-01   8.7099048166660911E+00   2.5355591722326609E+06   6.4159841341575408E-01   3.6489090484824708E+01   1.8407866135178846E-01   4.6727550174743798E-01   8.7143559766457351E-02   3.5638570075724562E-05   2.3751516247780202E-10   8.6874669001018767E-01   1.3540349724138763E+00   9.5985418003983810E+01
     240  1.0041383483172264E-01   8.6744198312105780E+00   2.5039120712705469E+06   6.4135947559792739E-01   3.6626268499085221E+01   1.7781657338211274E-01   4.6053553514730539E-01   9.0394834314734218E-02   3.4123351285221796E-05   2.4966025252165981E-10   8.8004409709269504E-01   1.3721541983491350E+00   9.5874698113609568E+01
     250  1.0049003591966618E-01   8.6392167450789294E+00   2.4727871712138099E+06   6.4112179703878247E-01   3.6763529498415316E+01   1.7162402588982131E-01   4.5386762764415473E-01   9.3610690824095982E-02   3.2644315838305976E-05   2.6275492270962350E-10   8.9151801386658258E-01   1.3905595130041313E+00   9.5763848101829481E+01
     260  1.0054928728443369E-01   8.6119304608926583E+00   2.4488466049926095E+06   6.4093712070086661E-01   3.6870735496368468E+01   1.6684490044373412E-01   4.4871914734188656E-01   9.6093158770261047E-02   3.1516272241927333E-05   2.7369437046089190E-10   9.0058630957002062E-01   1.4051086767844354E+00   9.5676382974719203E+01
     270  1.0060770263756559E-01   8.5851023494569976E+00   2.4254646111143208E+06   6.4075519117645940E-01   3.6976840759074719E+01   1.6216911045377441E-01   4.4367949621751096E-01   9.8522567549375592E-02   3.0424106814585302E-05   2.8518052418444236E-10   9.0964471466057073E-01   1.4196447054770112E+00   9.5592932027439460E+01
     280  1.0066885285986368E-01   8.5570971163188538E+00   2.4012216524182335E+06   6.4056493110968304E-01   3.7088350087946033E+01   1.5731765011022777E-01   4.3844751362972723E-01   1.0104399128438857E-01   2.9303081976738149E-05   2.9800086517108073E-10   9.1924451554597331E-01   1.4350528274370558E+00   9.5506279961440313E+01
     290  1.0074012036129691E-01   8.5245591209899025E+00   2.3732655860113762E+06   6.4034345316511565E-01   3.7218876556588185E+01   1.5172545910212573E-01   4.3241236437144487E-01   1.0395146749329995E-01   2.8026483002094465E-05   3.1404122687990459E-10   9.3057308199415367E-01   1.4532405655035268E+00   9.5404323556507606E+01
     300  1.0080557774014288E-01   8.4947695353147257E+00   2.3478686573668816E+06   6.4014027928024420E-01   3.7339301850426679E+01   1.4665382717792139E-01   4.2693438260712613E-01   1.0658944504107767E-01   2.6883332103012252E-05   3.2988481284178734E-10   9.4109968848940728E-01   1.4701460272856959E+00   9.5309488619591988E+01
     310  1.0087920475020708E-01   8.4613715323220209E+00   2.3196190949036865E+06   6.3991208195986438E-01   3.7475376580198734E+01   1.4102982548118173E-01   4.2085398405754754E-01   1.0951617349560629E-01   2.5632133188757194E-05   3.4905972403708696E-10   9.5306474339309566E-01   1.4893682589554111E+00   9.5205369270993614E+01
     320  1.0093409403448617E-01   8.4365484985716179E+00   2.2987751984534683E+06   6.3974219892154349E-01   3.7577249696509043E+01   1.3689654095807319E-01   4.1638093189124198E-01   1.1166821389760849E-01   2.4723729837999149E-05   3.6433931070509980E-10   9.6206115113054869E-01   1.5038263112115473E+00   9.5126782109881006E+01
     330  1.0099684734084162E-01   8.4082483719997878E+00   2.2751695979440976E+06   6.3954826376388330E-01   3.7694166281170226E+01   1.3223711200560218E-01   4.1133363092055847E-01   1.1409540493899080E-01   2.3711126167399218E-05   3.8289061035607601E-10   9.7241618469290725E-01   1.5204734963551030E+00   9.5041342219333799E+01
     340  1.0106118852660126E-01   8.3793191938282146E+00   2.2512126389588127E+06   6.3934976340083194E-01   3.7814541754475719E+01   1.2753645088472368E-01   4.0623596742634355E-01   1.1654549293059407E-01   2.2701945460760299E-05   4.0316518797442585E-10   9.8309985573747394E-01   1.5376557746860890E+00   9.4952075661315249E+01
     350  1.0113079566592852E-01   8.3481217484634822E+00   2.2255727920697532E+06   6.3913543073076595E-01   3.7945340783324077E+01   1.2254267975863449E-01   4.0081352929153624E-01   1.1915007678173238E-01   2.1643575705261044E-05   4.2659379629285085E-10   9.9472007527468653E-01   1.5563525779463614E+00   9.4857304919259931E+01
     360  1.0119361069700807E-01   8.3200572930488637E+00   2.2026804549155748E+06   6.3894239325946400E-01   3.8063888328751233E+01   1.1812133984577763E-01   3.9600611303176148E-01   1.2145773044685690E-01   2.0718428278852409E-05   4.4912622767728825E-10   1.0052493078590132E+00   1.5733019415582865E+00   9.4773072294260544E+01
     370  1.0127324404714064E-01   8.2845997475706490E+00   2.1739902026892900E+06   6.3869826836215804E-01   3.8214875673806944E+01   1.1263679737974258E-01   3.9003331912863726E-01   1.2432263301622898E-01   1.9586463750216775E-05   4.7966741536983537E-10   1.0186374832111900E+00   1.5948649521523304E+00   9.4670489929169122E+01
     380  1.0135245016964739E-01   8.2494663361674938E+00   2.1458172098794254E+06   6.3845615673190026E-01   3.8365832468564555E+01   1.0732001404759250E-01   3.8423231105370614E-01   1.2710262357404684E-01   1.8505785936553058E-05   5.1232612124713009E-10   1.0319759989688522E+00   1.6163615748515645E+00   9.4568485894706370E+01
     390  1.0142503663530367E-01   8.2173859983775035E+00   2.1203130035943780E+06   6.3823491523488374E-01   3.8504859732909658E+01   1.0257239831863554E-01   3.7904221110284075E-01   1.2958753008150092E-01   1.7554748150259712E-05   5.4433268061623722E-10   1.0441988709942736E+00   1.6360729350101229E+00   9.4470342439919719E+01
     400  1.0148277912155255E-01   8.1919464162650204E+00   2.1002372524861763E+06   6.3805936782337069E-01   3.8615924281513138E+01   9.8883011904876777E-02   3.7500172897675738E-01   1.3152036375285805E-01   1.6824828760357535E-05   5.7125898975781692E-10   1.0539085820478931E+00   1.6517406297835884E+00   9.4399409681010980E+01
     410  1.0154845112579276E-01   8.1630992726488696E+00   2.0776311939832109E+06   6.3786025529703583E-01   3.8742748675355791E+01   9.4782676035478963E-02   3.7050316713538395E-01   1.3367049080345159E-01   1.6023021596779760E-05   6.0350661262702493E-10   1.0649243612067076E+00   1.6695261263939374E+00   9.4318552592092828E+01
     420  1.0161659422574507E-01   8.1332637497139117E+00   2.0544273644905421E+06   6.3765427104365124E-01   3.8874916725080581E+01   9.0637402814101292E-02   3.6594592455441782E-01   1.3584652169798442E-01   1.5222536459473556E-05   6.3884185137873421E-10   1.0763095195150763E+00   1.6879201918517328E+00   9.4236584190188609E+01
     430  1.0170016703039375E-01   8.0968065504805757E+00   2.0263165555782043E+06   6.3740257127716382E-01   3.9037812418410255E+01   8.5707511258562533E-02   3.6051263255595117E-01   1.3843778892167333E-01   1.4283812143307570E-05   6.8485785200367917E-10   1.0901878907356144E+00   1.7103600453810617E+00   9.4138559388400267E+01
     440  1.0177541501251883E-01   8.0641077514337240E+00   2.0013298330674267E+06   6.3717684669994812E-01   3.9185236996469762E+01   8.1415529238689915E-02   3.5576920068564138E-01   1.4069704680649406E-01   1.3478329602939336E-05   7.2888399461635765E-10   1.1025818957964399E+00   1.7304173896256698E+00   9.4051416577733534E+01
     450  1.0185179094869896E-01   8.0310413076452924E+00   1.9762785010956069E+06   6.3694866039709874E-01   3.9335607036066079E+01   7.7202584720522188E-02   3.5109988296953987E-01   1.4291800394685858E-01   1.2698357641674005E-05   7.7615029571838292E-10   1.1150414454008726E+00   1.7505986192132221E+00   9.3965000709832083E+01
     460  1.0191594099380115E-01   8.0033632589801016E+00   1.9554759392926428E+06   6.3675773029930272E-01   3.9462480973753131E+01   7.3776139576986255E-02   3.4729157721792669E-01   1.4472700621314877E-01   1.2071800523615189E-05   8.1790499722433805E-10   1.1253978128598685E+00   1.7673877509596689E+00   9.3893661396502509E+01
     470  1.0198502633746757E-01   7.9736530805639427E+00   1.9333140994965115E+06   6.3655291020566462E-01   3.9599704087192457E+01   7.0200763149175796E-02   3.4330656024126099E-01   1.4661742901235311E-01   1.1425474171046513E-05   8.6501400478856555E-10   1.1364252736456273E+00   1.7852801478489164E+00   9.3819347928490345E+01
     480  1.0206710738349094E-01   7.9384849187534066E+00   1.9073048094898369E+06   6.3631068276776803E-01   3.9763537244089427E+01   6.6107292821993083E-02   3.3872863471426712E-01   1.4878564471907588E-01   1.0694840666136111E-05   9.2393248476513793E-10   1.1493381428859499E+00   1.8062530993298136E+00   9.3736304669457013E+01
     490  1.0215321608810633E-01   7.9017435021286593E+00   1.8803898929310315E+06   6.3605790883565205E-01   3.9936342737632287E+01   6.1992647411982314E-02   3.3410844121572991E-01   1.5096971801917539E-01   9.9704608582940600E-06   9.8925958000522524E-10   1.1626398409539251E+00   1.8278836326117192E+00   9.3647622686957334E+01
     500  1.0223547668241763E-01   7.8667898848186493E+00   1.8550278827668300E+06   6.3581775931779561E-01   4.0102321359475432E+01   5.8232645561709109E-02   3.2986814021827582E-01   1.5297012154015674E-01   9.3172759670440104E-06   1.0551078403089364E-09   1.1750896247456797E+00   1.8481547700185343E+00   9.3568916711075161E+01
     510  1.0231925610405601E-01   7.8313370991656255E+00   1.8295447001276375E+06   6.3557456240402910E-01   4.0272267800309294E+01   5.4573094394944753E-02   3.2572219520583179E-01   1.5492181059613827E-01   8.6895294073527554E-06   1.1257066755545409E-09   1.1874886697673039E+00   1.8683703533943954E+00   9.3489554235147821E+01
     520  1.0239602697005058E-01   7.7989795479961899E+00   1.8064970781877856E+06   6.3535296724026769E-01   4.0428800528995595E+01   5.1368434257920849E-02   3.2207434480249830E-01   1.5663521083370921E-01   8.1462374093798762E-06   1.1936005247106403E-09   1.1985843856364842E+00   1.8864858550085644E+00   9.3418147240906592E+01
     530  1.0248859009503558E-01   7.7601301555064808E+00   1.7790897146546671E+06   6.3508745174676873E-01   4.0618559087085451E+01   4.7690856646929444E-02   3.1786573636858212E-01   1.5860706646565192E-01   7.5300922551980809E-06   1.2796263737583789E-09   1.2116031228523201E+00   1.9077736767115803E+00   9.3337923167059103E+01
     540  1.0255576576928449E-01   7.7320482475801278E+00   1.7594572052638221E+06   6.3489591307359938E-01   4.0756977911733593E+01   4.5147364375670331E-02   3.1493916692640017E-01   1.5997479339232301E-01   7.1084788632168903E-06   1.3449741245645881E-09   1.2207930167146941E+00   1.9228238701438529E+00   9.3277357735951824E+01
     550  1.0260948395277608E-01   7.7096599861317534E+00   1.7439121071717765E+06   6.3474345366111706E-01   4.0868094661459295E+01   4.3188059883900357E-02   3.1267494378112654E-01   1.6103083695667325E-01   6.7861943575616448E-06   1.3990322598962767E-09   1.2279796522069453E+00   1.9346078248213812E+00   9.3232674582557607E+01
     560  1.0269017571282904E-01   7.6761431521027186E+00   1.7208164740099534E+06   6.3451567894520433E-01   4.1035724091863266E+01   4.0367363723210897E-02   3.0939869849378077E-01   1.6255530313100974E-01   6.3259808914541150E-06   1.4833051893721569E-09   1.2384957671569718E+00   1.9518757506761724E+00   9.3170984925262559E+01
     570  1.0277456025895056E-01   7.6412379181319912E+00   1.6969880451839042E+06   6.3427908684841128E-01   4.1211948390714433E+01   3.7571531915294658E-02   3.0612968286655023E-01   1.6407174157322130E-01   5.8741300753408369E-06   1.5754702536612755E-09   1.2491247109976016E+00   1.9693613377735948E+00   9.3105363156772412E+01
     580  1.0285036151666542E-01   7.6100094091328305E+00   1.6758621914758396E+06   6.3406798205982617E-01   4.1371057439624451E+01   3.5190851589169202E-02   3.0332679334196350E-01   1.6536782528545727E-01   5.4926800491289132E-06   1.6618742115600164E-09   1.2583436232387459E+00   1.9845563233628440E+00   9.3046165732856338E+01
     590  1.0292851050521694E-01   7.5779386025172766E+00   1.6543549247287062E+06   6.3385177159649742E-01   4.1535899809708354E+01   3.2862468867608539E-02   3.0056599012110546E-01   1.6664030735082169E-01   5.1224760336326610E-06   1.7546363886956182E-09   1.2675162281993015E+00   1.9997044813912552E+00   9.2991208536858139E+01
     600  1.0299700758467513E-01   7.5499334609550157E+00   1.6357295389440812E+06   6.3366347878402152E-01   4.1681054894002273E+01   3.0924030858324632E-02   2.9825096688841052E-01   1.6770382608069798E-01   4.8163737959681825E-06   1.8391002322133136E-09   1.2752753867727260E+00   2.0125436126127010E+00   9.2943550176983919E+01
     610  1.0309429221161368E-01   7.5103253598894080E+00   1.6096334137779886E+06   6.3339804770382091E-01   4.1888303271220160E+01   2.8329909827853376E-02   2.9512598430471770E-01   1.6913380580986756E-01   4.4096137135195101E-06   1.9643010213132062E-09   1.2858416958106926E+00   2.0300689281757260E+00   9.2878461650757302E+01
     620  1.0321127585332150E-01   7.4629565411997092E+00   1.5788003265996401E+06   6.3308200599955866E-01   4.2139211932543901E+01   2.5447745241926084E-02   2.9161173708693860E-01   1.7073313330644432E-01   3.9613653673927702E-06   2.1233236658748607E-09   1.2978401921892659E+00   2.0500348768247423E+00   9.2805060471212400E+01
     630  1.0331152399798829E-01   7.4225890638179282E+00   1.5528457928614567E+06   6.3281393506214212E-01   4.2355706390839053E+01   2.3174142095670307E-02   2.8880199276225754E-01   1.7200414596974462E-01   3.6103086453898392E-06   2.2673104526173982E-09   1.3075103194279112E+00   2.0661844611552591E+00   9.2743813669481199E+01
     640  1.0341586171431118E-01   7.3807947802806222E+00   1.5262832573549692E+06   6.3253766555859603E-01   4.2582491252180859E+01   2.0990055656946116E-02   2.8606536806276550E-01   1.7323449159863180E-01   3.2750015979297006E-06   2.4251308025047105E-09   1.3169823664236933E+00   2.0820615721921665E+00   9.2683910222188956E+01
     650  1.0349409666774231E-01   7.3496032728625211E+00   1.5066632340817146E+06   6.3233235800381271E-01   4.2753519911509684E+01   1.9468325838309923E-02   2.8413302370392773E-01   1.7409812653730136E-01   3.0423873502237026E-06   2.5490564123066802E-09   1.3236948313754155E+00   2.0933529885361870E+00   9.2639601420876218E+01
     660  1.0354959007444621E-01   7.3275546900897126E+00   1.4928988580562575E+06   6.3218769344488823E-01   4.2875345155072743E+01   1.8446538831596464E-02   2.8282190798644702E-01   1.7468143014090307E-01   2.8866097951406181E-06   2.6399878594800087E-09   1.3282572102283827E+00   2.1010488245832559E+00   9.2610088560228320E+01
     670  1.0364296904719524E-01   7.2905961130147752E+00   1.4700199410211917E+06   6.3194610430302467E-01   4.3081300418839405E+01   1.6830388966639475E-02   2.8072258052577997E-01   1.7561042237653871E-01   2.6408129500961484E-06   2.7989148018164730E-09   1.3355694553622222E+00   2.1134230376105041E+00   9.2562242624478159E+01
     680  1.0373018073710201E-01   7.2562397966019079E+00   1.4489681224228158E+06   6.3172254784487469E-01   4.3274744607702409E+01   1.5432416467608774E-02   2.7887749575325288E-01   1.7642129270627133E-01   2.4286876267533803E-06   2.9543601625544872E-09   1.3419957673921525E+00   2.1243436251727581E+00   9.2518395587313179E+01
