    time    temp    dens
   2.47218633885109E+02   1.00000000000000E-02   5.25673628344891E-08
     nin     zin       y       x
  1    0     2.36684736252537E-08   2.36684736252537E-08
  0    1     7.51637527238211E-01   7.51637527238211E-01
  1    1     7.30412648368793E-06   1.46082529673759E-05
  2    1     1.00701187331764E-06   3.02103561995291E-06
  1    2     1.20348265379693E-05   3.61044796139080E-05
  2    2     6.15421272327212E-02   2.46168508930885E-01
  4    2     2.21922709074449E-25   1.33153625444669E-24
  3    3     5.60801490637328E-13   3.36480894382397E-12
  4    3     3.05655202400317E-09   2.13958641680222E-08
  5    3     3.02821517046293E-20   2.42257213637035E-19
  6    3     6.48591145412835E-32   5.83732030871552E-31
  3    4     1.10344927874146E-09   7.72414495119023E-09
  5    4     3.80956425495823E-13   3.42860782946240E-12
  6    4     1.30884755774490E-13   1.30884755774490E-12
  7    4     1.86039524619916E-24   2.04643477081908E-23
  8    4     2.55784979501868E-38   3.06941975402242E-37
  3    5     2.19876864767041E-18   1.75901491813632E-17
  5    5     1.74821958513589E-07   1.74821958513589E-06
  6    5     6.86851800472517E-07   7.55536980519769E-06
  7    5     2.10952798897073E-18   2.53143358676488E-17
  8    5     2.66133929532558E-23   3.45974108392325E-22
  9    5     2.95675332247050E-40   4.13945465145871E-39
  3    6     3.34960216019307E-11   3.01464194417376E-10
  4    6     2.52412955215529E-11   2.52412955215529E-10
  5    6     3.40084809580153E-06   3.74093290538168E-05
  6    6     3.35911511492735E-06   4.03093813791282E-05
  7    6     6.87604911714789E-07   8.93886385229225E-06
  8    6     6.31005365748824E-10   8.83407512048354E-09
  9    6     5.52992196799534E-19   8.29488295199301E-18
 10    6     9.41461529051879E-22   1.50633844648301E-20
 11    6     1.26747070183155E-20   2.15470019311364E-19
 12    6     1.14462309550944E-20   2.06032157191699E-19
  4    7     5.22946661912140E-21   5.75241328103354E-20
  5    7     1.23325075708650E-18   1.47990090850380E-17
  6    7     1.05195547230814E-06   1.36754211400058E-05
  7    7     1.42498019156020E-05   1.99497226818428E-04
  8    7     6.50207072941183E-06   9.75310609411774E-05
  9    7     1.20701161913024E-15   1.93121859060839E-14
 10    7     6.24218220053374E-19   1.06117097409074E-17
 11    7     5.62603310142967E-20   1.01268595825734E-18
 12    7     2.46742874786826E-20   4.68811462094970E-19
 13    7     2.45101792326957E-21   4.90203584653915E-20
 14    7     7.52459645721576E-22   1.58016525601531E-20
  5    8     2.86959402962933E-24   3.73047223851812E-23
  6    8     1.27342079021453E-06   1.78278910630035E-05
  7    8     1.90549652571353E-06   2.85824478857030E-05
  8    8     8.93826829960697E-06   1.43012292793711E-04
  9    8     1.07302307664643E-06   1.82413923029894E-05
 10    8     2.87923198897381E-08   5.18261758015286E-07
 11    8     1.10084978440823E-16   2.09161459037564E-15
 12    8     5.37956487141079E-19   1.07591297428216E-17
 13    8     6.39696547128791E-21   1.34336274897046E-19
 14    8     2.35494018025050E-21   5.18086839655109E-20
