    time    temp    dens
   1.66446533901701E-01   7.40470379549618E-01   1.51399350853698E+03
     nin     zin       y       x
  1    0     2.04908907111069E-10   2.04908907111069E-10
  0    1     7.52270548116638E-01   7.52270548116638E-01
  1    1     1.53841243483636E-08   3.07682486967271E-08
  2    1     7.35083463328836E-11   2.20525038998651E-10
  1    2     2.00375008346369E-06   6.01125025039108E-06
  2    2     6.13611609530200E-02   2.45444643812080E-01
  4    2     6.93029243774602E-27   4.15817546264761E-26
  3    3     9.81735140303146E-18   5.89041084181888E-17
  4    3     3.40897779013142E-12   2.38628445309199E-11
  5    3     5.46841479779407E-22   4.37473183823525E-21
  6    3     6.26118329404626E-27   5.63506496464163E-26
  3    4     8.26582628710924E-07   5.78607840097647E-06
  5    4     2.42953002819915E-21   2.18657702537923E-20
  6    4     7.47102917269466E-21   7.47102917269466E-20
  7    4     4.78638292939034E-34   5.26502122232937E-33
  8    4     2.20984939400888E-40   2.65181927281066E-39
  3    5     9.81052039338707E-13   7.84841631470966E-12
  5    5     8.17236324345235E-16   8.17236324345235E-15
  6    5     7.48413928656774E-15   8.23255321522452E-14
  7    5     1.36603846169010E-19   1.63924615402812E-18
  8    5     1.51908869145269E-24   1.97481529888850E-23
  9    5     2.07076777928887E-34   2.89907489100442E-33
  3    6     1.47426951130907E-11   1.32684256017816E-10
  4    6     1.11583227894532E-08   1.11583227894532E-07
  5    6     1.43152499338290E-06   1.57467749272118E-05
  6    6     3.50753278088333E-09   4.20903933705999E-08
  7    6     2.45907837738522E-13   3.19680189060079E-12
  8    6     1.26992845107854E-14   1.77789983150996E-13
  9    6     5.76824420247701E-20   8.65236630371552E-19
 10    6     4.98452050222803E-13   7.97523280356484E-12
 11    6     1.31518971953256E-19   2.23582252320535E-18
 12    6     6.61432101251606E-15   1.19057778225289E-13
  4    7     6.31005060952095E-16   6.94105567047305E-15
  5    7     1.35990597061192E-09   1.63188716473430E-08
  6    7     4.89563460755842E-09   6.36432498982594E-08
  7    7     6.63325161034225E-09   9.28655225447915E-08
  8    7     5.10794255605358E-13   7.66191383408037E-12
  9    7     9.83136599648752E-17   1.57301855943800E-15
 10    7     8.24587004552802E-11   1.40179790773976E-09
 11    7     5.51968765362477E-11   9.93543777652459E-10
 12    7     1.45903955536162E-14   2.77217515518707E-13
 13    7     1.72947817090291E-18   3.45895634180582E-17
 14    7     1.38814672378255E-18   2.91510811994335E-17
  5    8     1.33690465213290E-07   1.73797604777277E-06
