    time    temp    dens
   1.19447444473336E-01   3.19003740790148E+00   1.20547446720323E+05
     nin     zin       y       x
  1    0     3.99010249272297E-08   3.99010249272297E-08
  0    1     7.58553583447777E-01   7.58553583447777E-01
  1    1     4.49967116494758E-10   8.99934232989516E-10
  2    1     1.35184363827989E-13   4.05553091483967E-13
  1    2     1.58812099408614E-07   4.76436298225843E-07
  2    2     6.02895907729817E-02   2.41158363091927E-01
  4    2     6.90536593484067E-27   4.14321956090440E-26
  3    3     5.98874897083372E-15   3.59324938250023E-14
  4    3     8.32176713064605E-17   5.82523699145224E-16
  5    3     2.72117436226435E-27   2.17693948981148E-26
  6    3     2.26055392045819E-34   2.03449852841237E-33
  3    4     5.87210003781713E-12   4.11047002647199E-11
  5    4     1.52006844254365E-19   1.36806159828928E-18
  6    4     4.83202947795206E-23   4.83202947795206E-22
  7    4     3.34570252511626E-35   3.68027277762788E-34
  8    4     3.87884451766199E-44   4.65461342119439E-43
  3    5     1.20330685912387E-17   9.62645487299098E-17
  5    5     5.39391526327753E-15   5.39391526327753E-14
  6    5     2.52621916879783E-21   2.77884108567761E-20
  7    5     6.49603196521952E-25   7.79523835826342E-24
  8    5     2.93957577483730E-30   3.82144850728849E-29
  9    5     5.97132279119553E-42   8.35985190767375E-41
  3    6     1.04652484083603E-21   9.41872356752431E-21
  4    6     1.30285562240086E-15   1.30285562240086E-14
  5    6     2.77230083326613E-14   3.04953091659274E-13
  6    6     5.37955446969553E-11   6.45546536363463E-10
  7    6     9.46716833922498E-15   1.23073188409925E-13
  8    6     4.53390001619301E-19   6.34746002267022E-18
  9    6     4.19146174297794E-26   6.28719261446692E-25
 10    6     6.18535333807101E-22   9.89656534091361E-21
 11    6     2.34442456762781E-26   3.98552176496727E-25
 12    6     2.69192696850965E-18   4.84546854331737E-17
  4    7     1.02461601637003E-15   1.12707761800703E-14
  5    7     1.72257099986189E-19   2.06708519983427E-18
  6    7     1.15149817093812E-13   1.49694762221956E-12
  7    7     2.78176340339526E-12   3.89446876475336E-11
  8    7     1.67845222262945E-17   2.51767833394417E-16
  9    7     4.03823071319029E-23   6.46116914110446E-22
 10    7     6.46019989187424E-20   1.09823398161862E-18
 11    7     3.75074082371002E-22   6.75133348267803E-21
 12    7     5.80004518039949E-19   1.10200858427590E-17
 13    7     4.44135718926451E-25   8.88271437852902E-24
 14    7     7.63009759684486E-19   1.60232049533742E-17
  5    8     5.25917169617801E-23   6.83692320503142E-22
  6    8     1.06740242096410E-12   1.49436338934974E-11
  7    8     8.10803239629279E-11   1.21620485944392E-09
  8    8     4.57676250683762E-09   7.32282001094018E-08
  9    8     2.23482161317744E-15   3.79919674240164E-14
 10    8     9.10327702820155E-23   1.63858986507628E-21
 11    8     1.12276125847957E-25   2.13324639111117E-24
 12    8     8.07704168976137E-25   1.61540833795227E-23
 13    8     9.95725777376145E-27   2.09102413248990E-25
 14    8     7.40351950156801E-31   1.62877429034496E-29
  5    9     5.75042292125470E-33   8.05059208975658E-32
  6    9     1.47002288259987E-20   2.20503432389981E-19
  7    9     5.07821644627139E-17   8.12514631403423E-16
  8    9     2.66456272299499E-13   4.52975662909148E-12
  9    9     2.93551607150224E-16   5.28392892870403E-15
 10    9     1.59476803653433E-19   3.03005926941522E-18
 11    9     1.37216823913614E-24   2.74433647827229E-23
 12    9     7.14721437248587E-26   1.50091501822203E-24
 13    9     1.05527211932749E-27   2.32159866252048E-26
 14    9     2.93197080422307E-29   6.74353284971306E-28
 15    9     8.98773449939973E-29   2.15705627985594E-27
 16    9     1.81183240144410E-31   4.52958100361024E-30
 17    9     4.42674092640231E-34   1.15095264086460E-32
  7   10     6.97914913315777E-23   1.18645535263682E-21
  8   10     1.03509332723796E-14   1.86316798902833E-13
  9   10     9.05897388572714E-14   1.72120503828816E-12
 10   10     3.34845141559342E-11   6.69690283118684E-10
 11   10     1.42838870446365E-15   2.99961627937367E-14
 12   10     2.25394027021285E-17   4.95866859446826E-16
 13   10     3.75460151417453E-25   8.63558348260141E-24
 14   10     1.11865584499438E-26   2.68477402798652E-25
 15   10     9.13974930268960E-26   2.28493732567240E-24
 16   10     4.40857098975592E-29   1.14622845733654E-27
 17   10     2.35731874553722E-32   6.36476061295050E-31
 18   10     2.71963555912327E-36   7.61497956554516E-35
 19   10     1.06567627594260E-39   3.09046120023353E-38
 20   10     7.59963954521244E-44   2.27989186356373E-42
 21   10     1.10882860234730E-47   3.43736866727664E-46
 22   10     5.03889595791318E-48   1.61244670653222E-46
 23   10     2.93682664908511E-58   9.69152794198086E-57
 24   10     1.38275960530186E-63   4.70138265802631E-62
 25   10     1.98822379734805E-69   6.95878329071818E-68
 26   10     7.35015726351667E-80   2.64605661486600E-78
 27   10     1.28248908915517E-79   4.74520962987413E-78
 28   10     1.85455564697000E-86   7.04731145848598E-85
 29   10     4.88399209595500E-93   1.90475691742245E-91
 30   10     5.66793731046324E-99   2.26717492418530E-97
 31   10     1.00000000000000E-99   1.00000000000000E-99
  8   11     5.37644977442652E-20   1.02152545714104E-18
  9   11     2.02800882600998E-16   4.05601765201996E-15
 10   11     1.03865619351022E-12   2.18117800637146E-11
 11   11     7.67470066889914E-14   1.68843414715781E-12
 12   11     7.74859727533569E-16   1.78217737332721E-14
 13   11     2.12836723301170E-21   5.10808135922808E-20
 14   11     1.60243740712526E-24   4.00609351781315E-23
 15   11     5.15601660058245E-24   1.34056431615144E-22
 16   11     1.78455354712035E-27   4.81829457722493E-26
 17   11     3.70824497342689E-27   1.03830859255953E-25
 18   11     3.44369310617104E-30   9.98671000789603E-29
 19   11     4.40112180343820E-34   1.32033654103146E-32
 20   11     8.03857674053616E-39   2.49195878956621E-37
 21   11     4.89914454309855E-42   1.56772625379154E-40
 22   11     1.30136744367622E-44   4.29451256413151E-43
 23   11     9.40929879886832E-50   3.19916159161523E-48
 24   11     2.05518589198665E-55   7.19315062195327E-54
 25   11     4.75791777372745E-66   1.71285039854188E-64
 26   11     1.26301566555214E-65   4.67315796254291E-64
 27   11     7.74196318052724E-76   2.94194600860035E-74
 28   11     6.36466237148956E-79   2.48221832488093E-77
 29   11     5.00420331520112E-84   2.00168132608045E-82
 30   11     8.65439135141331E-91   3.54830045407946E-89
 31   11     1.10591451976822E-92   4.64484098302653E-91
 32   11     1.34881749885163E-96   5.79991524506201E-95
 33   11     1.00000000000000E-99   1.00000000000000E-99
  8   12     1.86169341208651E-22   3.72338682417303E-21
  9   12     2.30987677240846E-17   4.85074122205776E-16
 10   12     5.31315012060807E-12   1.16889302653377E-10
 11   12     1.32216009589673E-12   3.04096822056248E-11
 12   12     2.12684846890176E-10   5.10443632536423E-09
 13   12     1.84648561230202E-14   4.61621403075505E-13
 14   12     3.42343582866160E-17   8.90093315452016E-16
 15   12     5.51410396354589E-23   1.48880807015739E-21
 16   12     2.04657908065570E-25   5.73042142583595E-24
 17   12     6.24302756975516E-25   1.81047799522900E-23
 18   12     3.72187054959927E-28   1.11656116487978E-26
 19   12     4.14489850834748E-31   1.28491853758772E-29
 20   12     1.79965258925329E-33   5.75888828561053E-32
 21   12     1.60707451386736E-36   5.30334589576228E-35
 22   12     1.10784308081921E-40   3.76666647478531E-39
 23   12     2.90656551663602E-46   1.01729793082261E-44
 24   12     1.93557548194772E-47   6.96807173501178E-46
 25   12     1.11141044821060E-51   4.11221865837922E-50
 26   12     8.40035650198366E-62   3.19213547075379E-60
 27   12     2.26071807685956E-64   8.81680049975230E-63
 28   12     2.23687162766396E-69   8.94748651065585E-68
 29   12     1.36274796857270E-76   5.58726667114806E-75
 30   12     1.63023819108377E-78   6.84700040255182E-77
 31   12     1.84277329238653E-82   7.92392515726207E-81
 32   12     6.62347473374385E-92   2.91432888284730E-90
 33   12     1.00000000000000E-99   2.82017584088640E-98
 34   12     1.00000000000000E-99   1.00000000000000E-99
 35   12     1.00000000000000E-99   1.00000000000000E-99
  8   13     3.30485019646886E-23   6.94018541258461E-22
  9   13     9.78724898656359E-24   2.15319477704399E-22
 10   13     2.59738238670277E-17   5.97397948941638E-16
 11   13     2.11406694961984E-15   5.07376067908763E-14
 12   13     3.76403563401158E-12   9.41008908502895E-11
 13   13     9.52880773160528E-14   2.47749001021737E-12
 14   13     6.56886289156806E-14   1.77359298072338E-12
 15   13     3.52852292221766E-19   9.87986418220945E-18
 16   13     2.58268328817760E-23   7.48978153571505E-22
 17   13     3.92083136711556E-23   1.17624941013467E-21
 18   13     1.83698360497899E-26   5.69464917543487E-25
 19   13     4.51868962893474E-26   1.44598068125912E-24
 20   13     2.30127309857387E-29   7.59420122529377E-28
 21   13     9.03017262649040E-33   3.07025869300674E-31
 22   13     2.13519286422721E-37   7.47317502479524E-36
 23   13     2.14879039993608E-40   7.73564543976988E-39
 24   13     1.84704825546783E-44   6.83407854523098E-43
 25   13     1.43345991317462E-48   5.44714767006357E-47
 26   13     1.00726185616322E-50   3.92832123903656E-49
 27   13     7.60738897977843E-56   3.04295559191137E-54
 28   13     7.38272340335833E-63   3.02691659537691E-61
 29   13     5.31665448579034E-65   2.23299488403194E-63
 30   13     1.05124069600301E-68   4.52033499281294E-67
 31   13     2.95166851084036E-78   1.29873414476976E-76
 32   13     3.08914469988411E-86   1.39011511494785E-84
 33   13     1.11442165646909E-89   5.12633961975780E-88
 34   13     2.94088552847263E-93   1.38221619838214E-91
 35   13     1.00000000000000E-99   1.00000000000000E-99
 36   13     1.00000000000000E-99   7.85723236542460E-99
 37   13     1.00000000000000E-99   1.00000000000000E-99
 38   13     1.00000000000000E-99   1.00000000000000E-99
  8   14     3.82907003861699E-25   8.42395408495737E-24
  9   14     3.24506258756580E-27   7.46364395140133E-26
 10   14     3.81490596227404E-19   9.15577430945770E-18
