    time    temp    dens
   2.58259642807156E+03   1.00000000000000E-02   4.61094730163524E-11
     nin     zin       y       x
  1    0     4.30244493899144E-09   4.30244493899144E-09
  0    1     7.51637536891974E-01   7.51637536891974E-01
  1    1     7.30909938109587E-06   1.46181987621917E-05
  2    1     1.00843090882545E-06   3.02529272647636E-06
  1    2     1.20338016004410E-05   3.61014048013229E-05
  2    2     6.15421271268553E-02   2.46168508507421E-01
  4    2     2.03637822765139E-27   1.22182693659084E-26
  3    3     5.63026778046101E-13   3.37816066827660E-12
  4    3     3.07078077340257E-09   2.14954654138180E-08
  5    3     4.79792969643057E-24   3.83834375714446E-23
  6    3     1.62310440622090E-39   1.46079396559881E-38
  3    4     1.10282309571660E-09   7.71976167001618E-09
  5    4     3.88189041523324E-13   3.49370137370992E-12
  6    4     1.32359935592568E-13   1.32359935592568E-12
  7    4     2.33406805110761E-28   2.56747485621837E-27
  8    4     5.11372370498010E-46   6.13646844597612E-45
  3    5     1.99567175443512E-20   1.59653740354810E-19
  5    5     1.74833725917087E-07   1.74833725917087E-06
  6    5     3.18538626869939E-06   3.50392489556933E-05
  7    5     1.92283699552085E-20   2.30740439462502E-19
  8    5     1.00410249244742E-24   1.30533324018165E-23
  9    5     1.77825398068558E-45   2.48955557295981E-44
  3    6     3.34960216019307E-11   3.01464194417377E-10
  4    6     3.62937396477295E-20   3.62937396477295E-19
  5    6     9.02239625589940E-07   9.92463588148934E-06
  6    6     3.35912095532361E-06   4.03094514638833E-05
  7    6     1.66935471206829E-06   2.17016112568878E-05
  8    6     6.32050997323267E-10   8.84871396252574E-09
  9    6     4.89572836464377E-21   7.34359254696566E-20
 10    6     1.64495351048168E-23   2.63192561677068E-22
 11    6     1.15709397336729E-22   1.96705975472440E-21
 12    6     1.04637343242802E-22   1.88347217837043E-21
  4    7     4.78304873236600E-23   5.26135360560260E-22
  5    7     1.13011596959791E-20   1.35613916351749E-19
  6    7     7.02056199438097E-08   9.12673059269526E-07
  7    7     1.55232178766792E-05   2.17325050273509E-04
  8    7     8.40757137518242E-06   1.26113570627736E-04
  9    7     1.01577893119205E-17   1.62524628990728E-16
 10    7     1.19759988664201E-20   2.03591980729141E-19
 11    7     5.10904313697474E-22   9.19627764655454E-21
 12    7     2.24982675142040E-22   4.27467082769877E-21
 13    7     2.23976948767978E-23   4.47953897535956E-22
 14    7     6.87983002469345E-24   1.44476430518562E-22
  5    8     3.16022449607035E-26   4.10829184489146E-25
  6    8     1.40974792149390E-16   1.97364709009146E-15
  7    8     3.29830398666203E-12   4.94745597999304E-11
  8    8     8.93826815865647E-06   1.43012290538504E-04
  9    8     1.12501487972259E-06   1.91252529552840E-05
 10    8     1.18725603005227E-07   2.13706085409409E-06
 11    8     3.15129275819791E-20   5.98745624057603E-19
 12    8     3.99386396446213E-21   7.98772792892426E-20
 13    8     5.63421418950614E-23   1.18318497979629E-21
 14    8     2.10291209418973E-23   4.62640660721741E-22
  5    9     6.22007268573849E-27   8.70810176003389E-26
  6    9     7.99325000500899E-15   1.19898750075135E-13
  7    9     3.44048585231928E-15   5.50477736371085E-14
  8    9     3.18683412266823E-16   5.41761800853599E-15
  9    9     3.22950291067370E-07   5.81310523921265E-06
 10    9     2.62142787585246E-09   4.98071296411968E-08
 11    9     4.57412744869216E-20   9.14825489738431E-19
 12    9     3.67617406457206E-21   7.71996553560132E-20
 13    9     2.53692938428560E-21   5.58124464542832E-20
 14    9     2.56889332608091E-24   5.90845464998609E-23
 15    9     2.95898408015520E-25   7.10156179237247E-24
 16    9     4.11143515736655E-26   1.02785878934164E-24
 17    9     1.94641890250935E-27   5.06068914652431E-26
  7   10     9.67552670692597E-25   1.64483954017742E-23
  8   10     6.14023502487931E-23   1.10524230447828E-21
  9   10     1.45839749963697E-19   2.77095524931025E-18
 10   10     2.74128373033532E-08   5.48256746067064E-07
 11   10     1.98548173896002E-09   4.16951165181605E-08
 12   10     2.15383510442688E-09   4.73843722973914E-08
 13   10     1.84710026409413E-19   4.24833060741650E-18
 14   10     3.19180655726744E-19   7.66033573744185E-18
 15   10     5.10444636595328E-23   1.27611159148832E-21
 16   10     1.29238537725972E-23   3.36020198087527E-22
 17   10     8.48583872687665E-26   2.29117645625670E-24
 18   10     2.68876302290301E-30   7.52853646412842E-29
 19   10     3.83465512652941E-31   1.11204998669353E-29
 20   10     6.16327124239349E-41   1.84898137271805E-39
 21   10     1.91747357439047E-44   5.94416808061045E-43
 22   10     9.99206739575375E-47   3.19746156664120E-45
 23   10     8.12683663473846E-54   2.68185608946369E-52
 24   10     8.59304109459446E-56   2.92163397216212E-54
 25   10     3.26623953572872E-67   1.14318383750505E-65
 26   10     2.67789946053367E-71   9.64043805792120E-70
 27   10     4.62081700676095E-71   1.70970229250155E-69
 28   10     1.78538118101936E-80   6.78444848787357E-79
 29   10     1.39955095325839E-89   5.45824871770772E-88
 30   10     9.57093610713093E-95   3.82837444285237E-93
 31   10     1.00000000000000E-99   1.00000000000000E-99
  8   11     6.36465457267855E-23   1.20928436880892E-21
  9   11     4.21763650255635E-21   8.43527300511270E-20
 10   11     3.75527632577223E-19   7.88608028412169E-18
 11   11     1.03853945643278E-08   2.28478680415211E-07
 12   11     7.16760261576064E-09   1.64854860162495E-07
 13   11     3.87316495939629E-12   9.29559590255110E-11
 14   11     1.02647457730918E-18   2.56618644327295E-17
 15   11     9.88812650638025E-21   2.57091289165887E-19
 16   11     1.25263442851284E-22   3.38211295698466E-21
 17   11     1.41841397901475E-24   3.97155914124131E-23
 18   11     6.43208465568922E-26   1.86530455014987E-24
 19   11     2.56694250808931E-26   7.70082752426792E-25
 20   11     4.75463119813292E-31   1.47393567142120E-29
 21   11     3.86069285504731E-32   1.23542171361514E-30
 22   11     6.72800259418770E-39   2.22024085608194E-37
 23   11     2.38613341363954E-40   8.11285360637443E-39
 24   11     7.38501355405835E-52   2.58475474392042E-50
 25   11     2.62052203545429E-55   9.43387932763544E-54
 26   11     1.71965174874967E-60   6.36271147037376E-59
 27   11     2.36918838345045E-67   9.00291585711171E-66
 28   11     2.98494984256647E-73   1.16413043860092E-71
 29   11     2.21011545758979E-78   8.84046183035917E-77
 30   11     1.42832979178175E-86   5.85615214630516E-85
 31   11     2.91998733333852E-87   1.22639468000218E-85
 32   11     1.69070363314054E-89   7.27002562250430E-88
 33   11     1.00000000000000E-99   6.65412590936242E-99
  8   12     3.52076842171795E-24   7.04153684343589E-23
  9   12     2.28684303053514E-22   4.80237036412379E-21
 10   12     1.64690178615417E-19   3.62318392953917E-18
 11   12     2.36234348209262E-19   5.43339000881303E-18
 12   12     9.31283767970772E-09   2.23508104312985E-07
 13   12     3.17117852299445E-08   7.92794630748611E-07
 14   12     8.91001548618922E-09   2.31660402640920E-07
 15   12     1.15408067572996E-13   3.11601782447090E-12
 16   12     2.71663759444512E-13   7.60658526444635E-12
 17   12     1.32886721623571E-21   3.85371492708357E-20
 18   12     3.82871210165170E-23   1.14861363049551E-21
 19   12     2.17091430165736E-24   6.72983433513781E-23
 20   12     3.24283609957749E-28   1.03770755186480E-26
 21   12     7.56467289531462E-28   2.49634205545383E-26
 22   12     8.68193852062924E-33   2.95185909701394E-31
 23   12     8.66356878283503E-36   3.03224907399226E-34
 24   12     1.61173695533426E-44   5.80225303920335E-43
 25   12     7.16658398803660E-47   2.65163607557354E-45
 26   12     3.37059934588946E-51   1.28082775143799E-49
 27   12     1.57432119582104E-56   6.13985266370206E-55
 28   12     4.28752551312214E-61   1.71501020524885E-59
 29   12     4.73958413307399E-70   1.94322949456033E-68
 30   12     1.13281319465867E-70   4.75781541756640E-69
 31   12     7.30638313511710E-73   3.14174474810035E-71
 32   12     2.71060744497458E-83   1.19266727578881E-81
 33   12     2.86937281669687E-96   1.29121776751359E-94
 34   12     1.00000000000000E-99   1.00000000000000E-99
 35   12     1.00000000000000E-99   1.00000000000000E-99
  8   13     1.29652070805158E-27   2.72269348690832E-26
  9   13     2.84711077450355E-25   6.26364370390781E-24
 10   13     1.46266207847553E-22   3.36412278049373E-21
 11   13     2.16539738248334E-20   5.19695371796002E-19
 12   13     7.88255790921350E-19   1.97063947730338E-17
 13   13     3.32249574300507E-09   8.63848893181319E-08
 14   13     6.20447917703134E-08   1.67520937779846E-06
 15   13     6.42907884379523E-16   1.80014207626266E-14
 16   13     1.03550967130888E-13   3.00297804679574E-12
 17   13     8.14162038160012E-19   2.44248611448003E-17
 18   13     9.09153830534576E-22   2.81837687465718E-20
 19   13     5.43012629020182E-24   1.73764041286458E-22
 20   13     2.08617524913765E-25   6.88437832215426E-24
 21   13     2.92041553885561E-26   9.92941283210907E-25
 22   13     3.36445383167553E-30   1.17755884108643E-28
 23   13     1.23698446240471E-32   4.45314406465697E-31
 24   13     6.32254092068928E-36   2.33934014065503E-34
 25   13     3.74838491516527E-38   1.42438626776280E-36
 26   13     1.33288399384243E-41   5.19824757598548E-40
 27   13     4.87399727660491E-50   1.94959891064197E-48
 28   13     4.09649197740339E-54   1.67956171073539E-52
 29   13     6.26535131687563E-55   2.63144755308777E-53
 30   13     7.45327800526709E-57   3.20490954226485E-55
 31   13     4.03764570276366E-68   1.77656410921601E-66
 32   13     9.23959511387805E-80   4.15781780124512E-78
 33   13     6.35147173811903E-86   2.92167699953475E-84
 34   13     5.55538929002175E-95   2.61103296631022E-93
 35   13     1.00000000000000E-99   1.00000000000000E-99
 36   13     1.00000000000000E-99   1.00000000000000E-99
 37   13     1.00000000000000E-99   1.00000000000000E-99
 38   13     1.00000000000000E-99   1.00000000000000E-99
  8   14     1.10966693419706E-29   2.44126725523353E-28
  9   14     1.32702644557097E-27   3.05216082481322E-26
 10   14     1.18210276011303E-24   2.83704662427126E-23
 11   14     1.53754492643962E-23   3.84386231609905E-22
 12   14     1.81177091604676E-21   4.71060438172157E-20
 13   14     1.63428310665166E-18   4.41256438795949E-17
 14   14     2.60908138337074E-07   7.30542787343808E-06
 15   14     2.25977158368994E-07   6.55333759270083E-06
 16   14     3.16749669761928E-07   9.50249009285784E-06
 17   14     2.36318135077580E-10   7.32586218740498E-09
 18   14     4.24452965217425E-11   1.35824948869576E-09
 19   14     3.41570607206497E-20   1.12718300378144E-18
 20   14     5.90198065557205E-22   2.00667342289450E-20
 21   14     1.33571646089526E-23   4.67500761313340E-22
 22   14     3.86594657027803E-27   1.39174076530009E-25
 23   14     1.69897230956766E-29   6.28619754540033E-28
 24   14     1.06773860470746E-31   4.05740669788835E-30
 25   14     3.78279090248970E-34   1.47528845197098E-32
 26   14     8.11090236197977E-36   3.24436094479191E-34
 27   14     1.51872637627385E-38   6.22677814272279E-37
 28   14     1.66653643242383E-44   6.99945301618008E-43
 29   14     2.50658517718559E-51   1.07783162618980E-49
 30   14     4.42865853675142E-52   1.94860975617062E-50
 31   14     2.54229222865275E-64   1.14403150289374E-62
 32   14     1.53683650615074E-69   7.06944792829338E-68
 33   14     7.27133390123888E-79   3.41752693358227E-77
 34   14     4.94316648096079E-87   2.37271991086118E-85
 35   14     3.25310914392058E-93   1.59402348052108E-91
 36   14     5.62302280727480E-99   2.81151140363740E-97
 37   14     1.00000000000000E-99   1.00000000000000E-99
 38   14     1.00000000000000E-99   1.00000000000000E-99
 39   14     1.00000000000000E-99   1.00000000000000E-99
 40   14     1.00000000000000E-99   1.00000000000000E-99
  8   15     3.44626843471657E-41   7.92641739984812E-40
  9   15     2.40202880743505E-29   5.76486913784412E-28
 10   15     9.89410315610086E-30   2.47352578902521E-28
 11   15     5.36637099926287E-26   1.39525645980834E-24
 12   15     1.78464122911070E-23   4.81853131859889E-22
 13   15     1.37952085152989E-19   3.86265838428369E-18
 14   15     3.05804665478790E-18   8.86833529888491E-17
 15   15     1.02237842250865E-12   3.06713526752594E-11
 16   15     3.07501473750336E-07   9.53254568626042E-06
 17   15     1.27182500073125E-10   4.06984000234000E-09
 18   15     1.86118660756735E-09   6.14191580497224E-08
 19   15     2.51094560482623E-18   8.53721505640917E-17
 20   15     2.17668124911827E-19   7.61838437191394E-18
 21   15     2.71240721304613E-21   9.76466596696606E-20
 22   15     5.20583474364413E-24   1.92615885514833E-22
 23   15     5.50630018301360E-26   2.09239406954517E-24
 24   15     5.02645615309282E-27   1.96031789970620E-25
 25   15     9.43549871974606E-29   3.77419948789843E-27
 26   15     4.01797236421170E-29   1.64736866932680E-27
 27   15     4.70638516433981E-32   1.97668176902272E-30
 28   15     3.14767208118640E-36   1.35349899491015E-34
 29   15     3.86729540844347E-37   1.70160997971513E-35
 30   15     3.45246231821909E-49   1.55360804319859E-47
 31   15     7.89458229470529E-55   3.63150785556443E-53
 32   15     6.28396450927402E-63   2.95346331935879E-61
 33   15     3.54464736228614E-71   1.70143073389735E-69
 34   15     2.65852940909115E-77   1.30267941045466E-75
 35   15     6.70575248720746E-83   3.35287624360373E-81
 36   15     2.17737688624970E-90   1.11046221198735E-88
 37   15     1.00000000000000E-99   5.68834921304092E-99
 38   15     1.00000000000000E-99   1.00000000000000E-99
 39   15     1.57193655960261E-99   8.48845742185409E-98
 40   15     1.00000000000000E-99   1.00000000000000E-99
 41   15     1.00000000000000E-99   1.00000000000000E-99
 42   15     1.00000000000000E-99   1.00000000000000E-99
  8   16     1.63937840002958E-44   3.93450816007099E-43
  9   16     2.53726074190126E-42   6.34315185475316E-41
 10   16     1.58745473450336E-34   4.12738230970874E-33
 11   16     5.01652137065672E-28   1.35446077007731E-26
 12   16     2.74194585591078E-24   7.67744839655018E-23
 13   16     3.46753595131681E-23   1.00558542588188E-21
 14   16     2.58004419567242E-21   7.74013258701726E-20
 15   16     7.33624930882658E-18   2.27423728573624E-16
 16   16     3.55574603293580E-07   1.13783873053946E-05
 17   16     2.30680579387953E-07   7.61245911980246E-06
 18   16     4.37760958544396E-07   1.48838725905095E-05
 19   16     1.85145707667290E-10   6.48009976835516E-09
 20   16     1.90190171966957E-09   6.84684619081044E-08
 21   16     2.76251430265217E-15   1.02213029198130E-13
 22   16     7.42726720750233E-15   2.82236153885089E-13
 23   16     4.72123934131960E-23   1.84128334311464E-21
 24   16     2.27982759446623E-23   9.11931037786493E-22
 25   16     3.43471909089083E-25   1.40823482726524E-23
 26   16     2.88703348746498E-26   1.21255406473529E-24
 27   16     5.44748296502604E-29   2.34241767496120E-27
 28   16     4.67597220007057E-33   2.05742776803105E-31
 29   16     3.94449616604739E-34   1.77502327472133E-32
 30   16     3.75134808281456E-40   1.72562011809470E-38
 31   16     5.28852615783408E-48   2.48560729418202E-46
 32   16     2.49938073737368E-55   1.19970275393937E-53
 33   16     1.50248144749628E-61   7.36215909273176E-60
 34   16     6.56929910816353E-67   3.28464955408177E-65
 35   16     2.43464372571929E-74   1.24166830011684E-72
 36   16     1.64836789781174E-84   8.57151306862103E-83
 37   16     1.45238503854395E-88   7.69764070428295E-87
 38   16     2.58519509550134E-98   1.39600535157072E-96
 39   16     4.17365434707580E-98   2.29550989089169E-96
 40   16     1.00000000000000E-99   1.00000000000000E-99
 41   16     1.00000000000000E-99   1.00000000000000E-99
 42   16     1.00000000000000E-99   1.00000000000000E-99
 43   16     1.00000000000000E-99   1.00000000000000E-99
 44   16     1.00000000000000E-99   1.00000000000000E-99
  9   17     1.76727673192238E-50   4.59491950299818E-49
 10   17     1.38517141336060E-44   3.73996281607361E-43
 11   17     9.29752583192726E-32   2.60330723293963E-30
 12   17     3.90026501468982E-30   1.13107685426005E-28
 13   17     3.58391430605348E-28   1.07517429181604E-26
 14   17     1.22121227348783E-23   3.78575804781228E-22
 15   17     8.20324901050462E-21   2.62503968336148E-19
 16   17     9.58370456485109E-19   3.16262250640086E-17
 17   17     3.11362985189729E-18   1.05863414964508E-16
 18   17     4.07981724751450E-07   1.42793603663008E-05
 19   17     6.89805345992951E-11   2.48329924557462E-09
 20   17     3.66232360447147E-08   1.35505973365445E-06
 21   17     1.93295270722935E-11   7.34522028747154E-10
 22   17     1.49603622859068E-13   5.83454129150367E-12
 23   17     2.52464878352491E-20   1.00985951340996E-18
 24   17     1.29736843407069E-21   5.31921057968982E-20
 25   17     7.22414006696532E-23   3.03413882812544E-21
 26   17     4.52792485451910E-24   1.94700768744321E-22
 27   17     9.48124007705736E-26   4.17174563390524E-24
 28   17     4.46252004504438E-28   2.00813402026997E-26
 29   17     3.99032694056750E-31   1.83555039266105E-29
 30   17     2.20308437535857E-36   1.03544965641853E-34
 31   17     4.39280136451868E-43   2.10854465496896E-41
 32   17     3.97732962796571E-46   1.94889151770320E-44
 33   17     1.72153309584670E-51   8.60766547923348E-50
 34   17     7.21446998327329E-59   3.67937969146938E-57
 35   17     6.36075569992931E-69   3.30759296396324E-67
 36   17     6.21161145196645E-73   3.29215406954222E-71
 37   17     1.65559337858897E-82   8.94020424438042E-81
 38   17     3.42844259302556E-90   1.88564342616406E-88
 39   17     1.82520699883282E-96   1.02211591934638E-94
 40   17     1.00000000000000E-99   1.00000000000000E-99
 41   17     1.00000000000000E-99   1.00000000000000E-99
 42   17     1.00000000000000E-99   1.00000000000000E-99
