    time    temp    dens
   1.88208365850303E+04   1.00000000000000E-02   1.19136002909547E-13
     nin     zin       y       x
  1    0     1.78431874849187E-11   1.78431874849187E-11
  0    1     7.51637541207731E-01   7.51637541207731E-01
  1    1     7.30910291158340E-06   1.46182058231668E-05
  2    1     1.00842267339496E-06   3.02526802018487E-06
  1    2     1.20338458079968E-05   3.61015374239904E-05
  2    2     6.15421271022653E-02   2.46168508409061E-01
  4    2     3.83471341810629E-29   2.30082805086377E-28
  3    3     5.63234462988046E-13   3.37940677792827E-12
  4    3     3.07079960090903E-09   2.14955972063632E-08
  5    3     5.12999613282136E-29   4.10399690625709E-28
  6    3     1.85610219843336E-49   1.67049197859002E-48
  3    4     1.10282546624415E-09   7.71977826370908E-09
  5    4     3.88862065237247E-13   3.49975858713522E-12
  6    4     1.32490144109884E-13   1.32490144109884E-12
  7    4     2.41279195258627E-33   2.65407114784489E-32
  8    4     5.66376145921665E-56   6.79651375105997E-55
  3    5     3.75447607339723E-22   3.00358085871778E-21
  5    5     1.74833717318196E-07   1.74833717318196E-06
  6    5     4.08753703461717E-06   4.49629073807889E-05
  7    5     3.61754387063895E-22   4.34105264476674E-21
  8    5     6.10066273018632E-26   7.93086154924222E-25
  9    5     1.15767197720183E-51   1.62074076808256E-50
  3    6     3.34960216019307E-11   3.01464194417376E-10
  4    6     7.71862283760135E-22   7.71862283760135E-21
  5    6     8.88402876845716E-11   9.77243164530288E-10
  6    6     3.35912097090404E-06   4.03094516508485E-05
  7    6     1.73956033249960E-06   2.26142843224948E-05
  8    6     6.32068783332673E-10   8.84896296665742E-09
  9    6     9.19539826769359E-23   1.37930974015404E-21
 10    6     7.54139943639656E-25   1.20662390982345E-23
 11    6     2.17776579818033E-24   3.70220185690656E-23
 12    6     1.96958530872269E-24   3.54525355570085E-23
  4    7     9.00464901611715E-25   9.90511391772887E-24
  5    7     2.12765545717570E-22   2.55318654861084E-21
  6    7     5.36684834870372E-16   6.97690285331483E-15
  7    7     1.55232178462027E-05   2.17325049846838E-04
  8    7     8.40757468681319E-06   1.26113620302198E-04
  9    7     1.90983253398497E-19   3.05573205437594E-18
 10    7     5.84602083987329E-22   9.93823542778459E-21
 11    7     9.61109699903788E-24   1.72999745982682E-22
 12    7     4.23388800763447E-24   8.04438721450549E-23
 13    7     4.21638393286707E-25   8.43276786573413E-24
 14    7     1.29516022261294E-25   2.71983646748718E-24
  5    8     5.94973177177938E-28   7.73465130331320E-27
  6    8     1.11526227715036E-20   1.56136718801050E-19
  7    8     9.44732129933729E-17   1.41709819490059E-15
  8    8     8.93826814575039E-06   1.43012290332006E-04
  9    8     1.12501487759928E-06   1.91252529191878E-05
 10    8     3.83146404572201E-07   6.89663528229963E-06
 11    8     5.76693968182578E-22   1.09571853954690E-20
 12    8     7.41963415534110E-23   1.48392683106822E-21
 13    8     1.05722051783069E-24   2.22016308744444E-23
 14    8     3.95053093591667E-25   8.69116805901667E-24
  5    9     6.22007129029319E-27   8.70809980641046E-26
  6    9     7.99730759794150E-15   1.19959613969122E-13
  7    9     3.44263717868635E-15   5.50821948589816E-14
  8    9     5.59136474116317E-18   9.50532005997739E-17
  9    9     5.85294813600835E-08   1.05353066448150E-06
 10    9     2.62142790747849E-09   4.98071302420912E-08
 11    9     8.51035826720798E-22   1.70207165344160E-20
