    time    temp    dens
   8.35544296662049E-01   7.05380109691667E-02   1.36160569582551E+00
     nin     zin       y       x
  1    0     3.05058298918374E-10   3.05058298918374E-10
  0    1     7.51653643000366E-01   7.51653643000366E-01
  1    1     1.96858364829690E-06   3.93716729659380E-06
  2    1     5.87390901965142E-08   1.76217270589543E-07
  1    2     1.28023958730967E-05   3.84071876192901E-05
  2    2     6.15401314898671E-02   2.46160525959469E-01
  4    2     1.93655267453804E-22   1.16193160472283E-21
  3    3     6.50777490791643E-15   3.90466494474986E-14
  4    3     3.13110110994903E-10   2.19177077696432E-09
  5    3     7.07995098876605E-18   5.66396079101284E-17
  6    3     7.02216168345273E-25   6.31994551510746E-24
  3    4     2.38590198607664E-09   1.67013139025365E-08
  5    4     1.21678941477489E-14   1.09511047329740E-13
  6    4     6.27813726485022E-15   6.27813726485022E-14
  7    4     6.58092840276906E-23   7.23902124304596E-22
  8    4     2.36950663863290E-31   2.84340796635948E-30
  3    5     3.29287083383250E-12   2.63429666706600E-11
  5    5     7.24945782462186E-10   7.24945782462186E-09
  6    5     3.05801006964961E-08   3.36381107661457E-07
  7    5     2.97587985647917E-13   3.57105582777501E-12
  8    5     1.08431907057602E-18   1.40961479174883E-17
  9    5     3.19113292666070E-29   4.46758609732498E-28
  3    6     3.34960211832360E-11   3.01464190649124E-10
  4    6     1.75812188928214E-07   1.75812188928214E-06
  5    6     3.95307083343015E-06   4.34837791677316E-05
  6    6     3.28974483354347E-06   3.94769380025216E-05
  7    6     3.12864189089141E-07   4.06723445815884E-06
  8    6     4.97718979997092E-10   6.96806571995928E-09
  9    6     1.47028278684584E-14   2.20542418026877E-13
 10    6     3.39143731021823E-13   5.42629969634916E-12
 11    6     5.16504600410835E-15   8.78057820698420E-14
 12    6     1.19878097222771E-15   2.15780575000988E-14
  4    7     9.85395013459183E-16   1.08393451480510E-14
  5    7     1.81152770024654E-13   2.17383324029584E-12
  6    7     1.42704054145413E-06   1.85515270389037E-05
  7    7     1.15760709387947E-06   1.62064993143126E-05
  8    7     4.57792576488491E-07   6.86688864732737E-06
  9    7     1.67022067439173E-11   2.67235307902677E-10
 10    7     7.60792401426763E-11   1.29334708242550E-09
 11    7     2.75436776216752E-11   4.95786197190153E-10
 12    7     9.27836826396795E-15   1.76288997015391E-13
 13    7     4.59658846563859E-16   9.19317693127719E-15
 14    7     8.78001501136677E-17   1.84380315238702E-15
  5    8     1.51709678437641E-19   1.97222581968933E-18
  6    8     1.45911138869337E-05   2.04275594417071E-04
  7    8     8.00130437183138E-06   1.20019565577471E-04
  8    8     8.93817590443771E-06   1.43010814471003E-04
  9    8     3.56914412291209E-07   6.06754500895055E-06
 10    8     7.86145400121086E-09   1.41506172021795E-07
 11    8     4.11793017670570E-14   7.82406733574083E-13
 12    8     2.70383839098514E-15   5.40767678197028E-14
 13    8     1.59359376285792E-16   3.34654690200164E-15
 14    8     7.10615770025959E-17   1.56335469405711E-15
  5    9     5.68655044345069E-27   7.96117062083096E-26
  6    9     8.60450820631689E-18   1.29067623094753E-16
  7    9     1.20547759702981E-18   1.92876415524770E-17
  8    9     8.16565107427435E-07   1.38816068262664E-05
  9    9     1.39949845220109E-07   2.51909721396196E-06
 10    9     3.58339042244001E-10   6.80844180263602E-09
 11    9     1.50280670902592E-13   3.00561341805184E-12
 12    9     5.74746486829480E-15   1.20696762234191E-13
 13    9     7.96353820143307E-15   1.75197840431527E-13
 14    9     1.14312988106000E-17   2.62919872643799E-16
 15    9     3.21925619126214E-18   7.72621485902913E-17
 16    9     5.42064960843469E-19   1.35516240210867E-17
 17    9     1.54915635967899E-20   4.02780653516538E-19
  7   10     1.26012517690929E-15   2.14221280074580E-14
  8   10     3.11551379239936E-07   5.60792482631885E-06
  9   10     2.26456292252661E-09   4.30266955280056E-08
 10   10     2.72468538395670E-08   5.44937076791341E-07
 11   10     3.66414191771391E-10   7.69469802719920E-09
 12   10     1.73359382951161E-09   3.81390642492554E-08
 13   10     8.13587015060705E-14   1.87125013463962E-12
 14   10     1.63422593396484E-15   3.92214224151561E-14
 15   10     1.87105836589755E-15   4.67764591474387E-14
 16   10     2.73020519226960E-16   7.09853349990095E-15
 17   10     7.92557034110020E-19   2.13990399209705E-17
 18   10     5.98186447381530E-23   1.67492205266829E-21
 19   10     1.76113164514967E-25   5.10728177093405E-24
 20   10     8.24772444988397E-27   2.47431733496519E-25
 21   10     5.61277097567874E-31   1.73995900246041E-29
 22   10     9.84742082876167E-33   3.15117466520374E-31
 23   10     8.89715902764812E-36   2.93606247912388E-34
 24   10     5.02076502047412E-41   1.70706010696120E-39
 25   10     2.18705785968761E-45   7.65470250890662E-44
 26   10     1.57205494834337E-50   5.65939781403614E-49
 27   10     3.55899804102262E-50   1.31682927517837E-48
 28   10     2.67649958352921E-55   1.01706984174110E-53
 29   10     2.79445306049537E-60   1.08983669359319E-58
 30   10     4.47720533982111E-65   1.79088213592844E-63
 31   10     4.84306567545445E-67   1.98565692693633E-65
  8   11     1.13950635410644E-15   2.16506207280223E-14
  9   11     1.21878492377292E-10   2.43756984754584E-09
 10   11     1.59595829260162E-09   3.35151241446341E-08
 11   11     3.81070412147814E-09   8.38354906725190E-08
 12   11     4.36321233899236E-09   1.00353883796824E-07
 13   11     2.38495818197064E-12   5.72389963672953E-11
 14   11     3.60274851307811E-13   9.00687128269527E-12
 15   11     1.64829928263412E-13   4.28557813484871E-12
 16   11     3.73556169197444E-15   1.00860165683310E-13
 17   11     2.21844307164831E-16   6.21164060061527E-15
 18   11     4.90736019000988E-19   1.42313445510287E-17
 19   11     3.18275062797008E-19   9.54825188391025E-18
 20   11     9.71451045791121E-24   3.01149824195247E-22
 21   11     1.57527602779955E-26   5.04088328895857E-25
 22   11     4.78157728770694E-28   1.57792050494329E-26
 23   11     8.54000801498812E-33   2.90360272509596E-31
 24   11     7.72942274405740E-37   2.70529796042009E-35
 25   11     8.65790324867928E-43   3.11684516952454E-41
 26   11     2.02554007260786E-43   7.49449826864909E-42
 27   11     1.81892915762514E-46   6.91193079897554E-45
 28   11     3.88864521153044E-51   1.51657163249687E-49
 29   11     6.59761503486179E-56   2.63904601394471E-54
 30   11     8.17163432049862E-58   3.35037007140444E-56
 31   11     2.88138066350141E-58   1.21017987867059E-56
 32   11     1.00818326592832E-62   4.33518804349176E-61
 33   11     4.78162663697007E-66   2.10391572026683E-64
  8   12     4.89952192322473E-15   9.79904384644947E-14
  9   12     3.01602559786395E-11   6.33365375551429E-10
 10   12     7.03174022310108E-09   1.54698284908224E-07
 11   12     2.85058807139652E-09   6.55635256421200E-08
 12   12     7.91895640314851E-09   1.90054953675564E-07
 13   12     1.60826837531342E-08   4.02067093828356E-07
 14   12     8.76311945182585E-09   2.27841105747472E-07
 15   12     2.30054534323457E-12   6.21147242673335E-11
 16   12     2.40249203145664E-13   6.72697768807859E-12
 17   12     2.52276465024329E-14   7.31601748570555E-13
 18   12     1.68175953354953E-15   5.04527860064860E-14
 19   12     6.54975774847749E-17   2.03042490202802E-15
 20   12     9.56333448789807E-21   3.06026703612738E-19
 21   12     2.16758840726365E-20   7.15304174397005E-19
 22   12     3.35384023312398E-25   1.14030567926215E-23
 23   12     3.19800792641192E-28   1.11930277424417E-26
 24   12     1.84158320802397E-31   6.62969954888629E-30
 25   12     1.30775884578596E-34   4.83870772940806E-33
 26   12     1.64421611553460E-37   6.24802123903148E-36
 27   12     1.34861973942345E-41   5.25961698375147E-40
 28   12     8.04828429867826E-46   3.21931371947130E-44
 29   12     6.64009883522023E-48   2.72244052244029E-46
 30   12     7.12797323758832E-49   2.99374875978709E-47
 31   12     2.88033028296795E-53   1.23854202167622E-51
 32   12     5.52919848909401E-56   2.43284733520136E-54
 33   12     9.16973104520818E-60   4.12637897034368E-58
 34   12     3.00320469975015E-63   1.38147416188507E-61
 35   12     4.10621511415332E-69   1.92992110365206E-67
  8   13     5.18294134419901E-19   1.08841768228179E-17
  9   13     7.49883603157365E-17   1.64974392694620E-15
 10   13     6.67772729663732E-14   1.53587727822658E-12
 11   13     6.62275347641570E-10   1.58946083433977E-08
 12   13     1.54202361208590E-08   3.85505903021475E-07
 13   13     3.49204349080395E-24   9.07931307609028E-23
 14   13     2.67223230217259E-08   7.21502721586598E-07
 15   13     4.54262581776630E-11   1.27193522897456E-09
 16   13     8.25799724653733E-12   2.39481920149583E-10
 17   13     4.88489906176080E-12   1.46546971852824E-10
 18   13     3.42900467343614E-14   1.06299144876520E-12
 19   13     7.28988436221054E-17   2.33276299590737E-15
 20   13     3.64316253671626E-18   1.20224363711637E-16
 21   13     4.49949262178209E-19   1.52982749140591E-17
 22   13     1.01123503625603E-22   3.53932262689610E-21
 23   13     4.71822741248240E-25   1.69856186849367E-23
 24   13     1.62579970008020E-28   6.01545889029675E-27
 25   13     9.94837140777600E-31   3.78038113495488E-29
 26   13     5.31841567593945E-32   2.07418211361638E-30
 27   13     4.80137088920170E-38   1.92054835568068E-36
 28   13     3.64321169315489E-39   1.49371679419350E-37
 29   13     2.49361797859944E-40   1.04731955101176E-38
 30   13     2.02317026183456E-44   8.69963212588860E-43
 31   13     6.24497858935449E-48   2.74779057931598E-46
 32   13     1.88837793413178E-50   8.49770070359300E-49
 33   13     9.38810657282206E-55   4.31852902349815E-53
 34   13     4.21220265015179E-60   1.97973524557134E-58
 35   13     1.65007580871928E-63   7.92036388185254E-62
 36   13     4.55576725899227E-69   2.23232595690621E-67
 37   13     2.54977049606852E-71   1.27488524803426E-69
 38   13     8.56894825799939E-76   4.37016361157969E-74
  8   14     2.28808283956177E-20   5.03378224703589E-19
  9   14     4.17033612491453E-19   9.59177308730342E-18
 10   14     6.46150344927613E-15   1.55076082782627E-13
 11   14     2.75635544016327E-10   6.89088860040818E-09
 12   14     3.47368643794918E-09   9.03158473866787E-08
 13   14     3.32744473810099E-08   8.98410079287267E-07
 14   14     2.57184675977996E-07   7.20117092738388E-06
 15   14     1.18180556313936E-07   3.42723613310415E-06
 16   14     1.55269064416242E-07   4.65807193248726E-06
 17   14     1.97802092916047E-10   6.13186488039747E-09
 18   14     1.55753381803912E-12   4.98410821772518E-11
 19   14     2.31084621861339E-13   7.62579252142418E-12
 20   14     1.19002747281925E-14   4.04609340758544E-13
 21   14     4.98992389313007E-16   1.74647336259552E-14
 22   14     2.52434270179302E-19   9.08763372645488E-18
 23   14     5.45077371979590E-22   2.01678627632448E-20
 24   14     9.45967846696154E-24   3.59467781744539E-22
 25   14     5.42759700330451E-26   2.11676283128876E-24
 26   14     6.88103110086784E-28   2.75241244034714E-26
 27   14     8.39083945821627E-31   3.44024417786867E-29
 28   14     2.90460968630449E-32   1.21993606824788E-30
 29   14     9.08668275814985E-37   3.90727358600443E-35
 30   14     4.49941352671012E-39   1.97974195175245E-37
 31   14     3.06736611347916E-42   1.38031475106562E-40
 32   14     1.45004987106393E-45   6.67022940689410E-44
 33   14     9.61947863288393E-51   4.52115495745545E-49
 34   14     1.96917178810855E-54   9.45202458292105E-53
 35   14     7.80167401985518E-60   3.82282026972904E-58
 36   14     5.06999660736623E-62   2.53499830368311E-60
 37   14     2.03551086830124E-66   1.03811054283363E-64
 38   14     1.70208922127613E-72   8.85086395063586E-71
 39   14     2.14569047381051E-69   1.13721595111957E-67
 40   14     1.12490566820760E-67   6.07449060832103E-66
  8   15     1.13605269280750E-22   2.61292119345725E-21
  9   15     1.08288874429792E-21   2.59893298631500E-20
 10   15     2.57831614441690E-21   6.44579036104224E-20
 11   15     2.73745898105506E-16   7.11739335074315E-15
 12   15     2.68222593973146E-09   7.24201003727493E-08
 13   15     1.87488270760010E-09   5.24967158128027E-08
 14   15     1.07474804356211E-07   3.11676932633012E-06
 15   15     1.30393570692580E-07   3.91180712077739E-06
 16   15     2.16581293453342E-07   6.71402009705359E-06
 17   15     1.61474461050149E-10   5.16718275360476E-09
 18   15     3.90790626385932E-11   1.28960906707358E-09
 19   15     7.16722126179268E-12   2.43685522900951E-10
 20   15     2.68176762940585E-13   9.38618670292047E-12
 21   15     1.95363129233250E-14   7.03307265239700E-13
 22   15     1.18004266296514E-16   4.36615785297101E-15
 23   15     3.65936342550213E-18   1.39055810169081E-16
 24   15     3.67603097447816E-19   1.43365208004648E-17
 25   15     2.96904113022921E-21   1.18761645209168E-19
 26   15     1.01647198691313E-23   4.16753514634384E-22
 27   15     6.00198376510478E-25   2.52083318134401E-23
 28   15     6.59539669470268E-29   2.83602057872215E-27
 29   15     3.53579787295619E-31   1.55575106410072E-29
 30   15     2.37666802999189E-34   1.06950061349635E-32
 31   15     3.31300460930685E-38   1.52398212028115E-36
 32   15     5.26295060100597E-42   2.47358678247280E-40
 33   15     8.79717501723199E-46   4.22264400827136E-44
 34   15     4.11063248632273E-51   2.01420991829814E-49
 35   15     3.80645780350399E-53   1.90322890175200E-51
 36   15     1.67692743186463E-57   8.55232990250959E-56
 37   15     1.89626655184200E-63   9.86058606957841E-62
 38   15     2.25248430349977E-60   1.19381668085488E-58
 39   15     1.89353162540498E-58   1.02250707771869E-56
 40   15     3.47480984695993E-66   1.91114541582796E-64
 41   15     1.36570168608885E-74   7.64792944209756E-73
 42   15     7.26763780648431E-78   4.14255354969606E-76
  8   16     1.35108676173442E-27   3.24260822816261E-26
  9   16     1.67965571236045E-24   4.19913928090112E-23
 10   16     2.27090322379598E-21   5.90434838186956E-20
 11   16     3.89323153553795E-17   1.05117251459525E-15
 12   16     1.34515014781465E-13   3.76642041388102E-12
 13   16     4.37764941516967E-10   1.26951833039921E-08
 14   16     2.99908648374204E-08   8.99725945122613E-07
 15   16     8.95184890808462E-08   2.77507316150623E-06
 16   16     3.51343576414080E-07   1.12429944452506E-05
 17   16     1.80259807495917E-07   5.94857364736526E-06
 18   16     2.69346970866147E-07   9.15779700944900E-06
 19   16     1.78501536644137E-10   6.24755378254481E-09
 20   16     4.54591317237167E-11   1.63652874205380E-09
 21   16     9.22767917735503E-13   3.41424129562136E-11
 22   16     8.14534122987959E-15   3.09522966735425E-13
 23   16     3.39344033206307E-16   1.32344172950460E-14
 24   16     8.04635678069221E-17   3.21854271227689E-15
 25   16     7.88283586034614E-18   3.23196270274192E-16
 26   16     7.91037902349754E-20   3.32235918986897E-18
 27   16     4.47595569141731E-22   1.92466094730944E-20
 28   16     3.15050096421903E-24   1.38622042425637E-22
 29   16     1.56941606916132E-26   7.06237231122596E-25
 30   16     6.16142197123942E-30   2.83425410677013E-28
 31   16     2.48909609632977E-34   1.16987516527499E-32
 32   16     3.88655540052140E-37   1.86554659225027E-35
 33   16     1.51336680181622E-42   7.41549732889949E-41
 34   16     2.35266834367050E-44   1.17633417183525E-42
 35   16     1.17849356846283E-48   6.01031719916044E-47
 36   16     1.84242966270923E-54   9.58063424608799E-53
 37   16     1.48569745997513E-56   7.87419653786818E-55
 38   16     6.95223516787976E-61   3.75420699065507E-59
 39   16     5.12787235220628E-57   2.82032979371346E-55
 40   16     3.28593666640138E-65   1.84012453318477E-63
 41   16     2.14123145378205E-68   1.22050192865577E-66
 42   16     6.93629647725986E-75   4.02305195681072E-73
 43   16     6.73244438058405E-80   3.97214218454459E-78
 44   16     5.30777154841896E-82   3.18466292905137E-80
  9   17     3.98003456366535E-30   1.03480898655299E-28
 10   17     3.67000056079650E-28   9.90900151415056E-27
 11   17     3.64646159292520E-25   1.02100924601906E-23
 12   17     1.37153744190308E-20   3.97745858151893E-19
 13   17     9.49636470766965E-20   2.84890941230090E-18
 14   17     5.11384582846122E-12   1.58529220682298E-10
 15   17     3.52825578384023E-09   1.12904185082887E-07
 16   17     5.32831997684823E-08   1.75834559235991E-06
 17   17     1.18520297807153E-07   4.02969012544320E-06
 18   17     3.66424210859060E-07   1.28248473800671E-05
 19   17     1.79804410542909E-09   6.47295877954471E-08
 20   17     3.51238286984562E-08   1.29958166184288E-06
 21   17     3.89550196162738E-11   1.48029074541841E-09
 22   17     2.16910532879132E-13   8.45951078228614E-12
 23   17     1.72425574191173E-14   6.89702296764691E-13
 24   17     2.51450068590310E-15   1.03094528122027E-13
 25   17     5.83068564382586E-16   2.44888797040686E-14
 26   17     6.14740908281470E-17   2.64338590561032E-15
 27   17     7.48251207678200E-18   3.29230531378408E-16
 28   17     3.48428535586115E-20   1.56792841013752E-18
 29   17     2.58980153783672E-23   1.19130870740489E-21
 30   17     2.07201879798292E-26   9.73848835051972E-25
 31   17     2.07918463052283E-29   9.98008622650958E-28
 32   17     3.60028626317606E-32   1.76414026895627E-30
 33   17     3.77418613846686E-36   1.88709306923343E-34
 34   17     2.14457868209516E-40   1.09373512786853E-38
 35   17     4.63998704972738E-46   2.41279326585824E-44
 36   17     3.83283165183374E-48   2.03140077547188E-46
 37   17     2.88223119541113E-52   1.55640484552201E-50
 38   17     4.47711264969916E-57   2.46241195733454E-55
 39   17     1.66815602254296E-56   9.34167372624055E-55
 40   17     1.42891721504269E-59   8.14482812574335E-58
 41   17     9.12718494960535E-66   5.29376727077110E-64
 42   17     2.51645751557995E-70   1.48470993419217E-68
 43   17     3.59312453709496E-72   2.15587472225697E-70
 44   17     1.51379742512419E-77   9.23416429325753E-76
 45   17     3.31172616694294E-82   2.05327022350462E-80
 46   17     1.18218708060976E-83   7.44777860784147E-82
  9   18     5.06812405085301E-37   1.36839349373031E-35
 10   18     9.01538530607606E-28   2.52430788570130E-26
 11   18     3.91251897319138E-25   1.13463050222550E-23
 12   18     4.73096705202739E-21   1.41929011560822E-19
 13   18     9.32134419292701E-19   2.88961669980737E-17
 14   18     3.92642275674927E-15   1.25645528215977E-13
 15   18     2.38634998570491E-10   7.87495495282621E-09
 16   18     4.47597060494423E-08   1.52183000568104E-06
 17   18     4.09658123843897E-08   1.43380343345364E-06
 18   18     1.92165828050622E-07   6.91796980982240E-06
 19   18     2.70477260006697E-07   1.00076586202478E-05
 20   18     2.26595412031789E-07   8.61062565720799E-06
 21   18     3.60125479714735E-10   1.40448937088747E-08
 22   18     1.71677042295809E-11   6.86708169183238E-10
 23   18     5.78666922636969E-13   2.37253438281157E-11
 24   18     7.50647295400973E-14   3.15271864068409E-12
 25   18     1.05590742087145E-14   4.54040190974722E-13
 26   18     4.11178039137025E-15   1.80918337220291E-13
 27   18     2.08826995770647E-16   9.39721480967910E-15
 28   18     4.48914350421014E-18   2.06500601193666E-16
 29   18     2.20003312454831E-20   1.03401556853770E-18
 30   18     2.90278190861702E-22   1.39333531613617E-20
 31   18     1.51464685527128E-25   7.42176959082927E-24
 32   18     1.86371356697659E-28   9.31856783488295E-27
 33   18     2.11521964542553E-32   1.07876201916702E-30
 34   18     1.45485358050161E-35   7.56523861860837E-34
 35   18     1.25840756302362E-39   6.66956008402521E-38
 36   18     2.91856055797898E-43   1.57602270130865E-41
 37   18     3.91048386320666E-48   2.15076612476366E-46
 38   18     1.75537364514006E-50   9.83009241278434E-49
 39   18     1.89675455179834E-50   1.08115009452506E-48
 40   18     8.91438438130991E-57   5.17034294115975E-55
 41   18     2.52284241809140E-61   1.48847702667393E-59
 42   18     4.78817034175839E-63   2.87290220505504E-61
 43   18     1.86430654994733E-68   1.13722699546787E-66
 44   18     6.81896151956819E-73   4.22775614213228E-71
 45   18     2.76717443794030E-74   1.74331989590239E-72
 46   18     2.11159456613036E-78   1.35142052232343E-76
 47   18     1.18463776558493E-81   7.70014547630203E-80
 48   18     2.08242739335371E-85   1.37440207961345E-83
 49   18     7.09906451699250E-88   4.75637322638498E-86
 10   19     1.06764155469422E-33   3.09616050861322E-32
 11   19     4.19756591953568E-33   1.25926977586070E-31
 12   19     9.41971076526465E-30   2.92011033723204E-28
 13   19     3.28243704472648E-26   1.05037985431247E-24
 14   19     7.72248193120881E-22   2.54841903729891E-20
 15   19     1.59099144331760E-19   5.40937090727984E-18
 16   19     3.69013235838008E-13   1.29154632543303E-11
 17   19     6.12852069806502E-10   2.20626745130341E-08
 18   19     5.06016106898804E-08   1.87225959552558E-06
 19   19     9.19735872863006E-08   3.49499631687942E-06
 20   19     5.13456086530464E-07   2.00247873746881E-05
 21   19     4.30258095814309E-09   1.72103238325724E-07
 22   19     5.23304850746308E-10   2.14554988805986E-08
 23   19     1.61310617269211E-11   6.77504592530688E-10
 24   19     3.81583704003196E-12   1.64080992721374E-10
 25   19     8.53066959410755E-13   3.75349462140732E-11
 26   19     4.24527400780648E-14   1.91037330351292E-12
 27   19     7.77783899624538E-15   3.57780593827288E-13
 28   19     3.31169311363438E-16   1.55649576340816E-14
 29   19     5.42737035166574E-17   2.60513776879956E-15
 30   19     8.92061640237288E-20   4.37110203716271E-18
 31   19     4.21014291173897E-22   2.10507145586948E-20
 32   19     4.09623183377379E-25   2.08907823522463E-23
 33   19     6.10041920296491E-28   3.17221798554175E-26
 34   19     4.53503600489560E-32   2.40356908259467E-30
 35   19     1.48459016903071E-35   8.01678691276583E-34
 36   19     2.23177788470245E-40   1.22747783658635E-38
 37   19     1.47769388316530E-43   8.27508574572567E-42
 38   19     3.43885538122172E-42   1.96014756729638E-40
 39   19     2.23387859171064E-48   1.29564958319217E-46
 40   19     8.55102595180194E-53   5.04510531156315E-51
 41   19     1.91856514051776E-54   1.15113908431065E-52
 42   19     9.35075964723222E-60   5.70396338481165E-58
 43   19     3.25190932852924E-64   2.01618378368813E-62
 44   19     1.79607455582302E-65   1.13152697016850E-63
 45   19     8.61797127045407E-70   5.51550161309061E-68
 46   19     9.96757840637763E-73   6.47892596414546E-71
 47   19     3.02549730460581E-76   1.99682822103984E-74
 48   19     1.49038186758949E-78   9.98555851284955E-77
 49   19     1.95512202405317E-84   1.32948297635616E-82
 50   19     5.32492398967048E-85   3.67419755287263E-83
 51   19     5.36029657241344E-90   3.75220760068941E-88
 10   20     5.38249817676215E-42   1.61474945302865E-40
 11   20     2.84581361858915E-42   8.82202221762637E-41
 12   20     3.88917086815893E-32   1.24453467781086E-30
 13   20     1.05050061889343E-28   3.46665204234833E-27
 14   20     2.74693554766530E-22   9.33958086206203E-21
 15   20     3.94079465111765E-20   1.37927812789118E-18
 16   20     5.81133931072512E-16   2.09208215186104E-14
 17   20     1.05560344557626E-11   3.90573274863218E-10
 18   20     7.43383781119383E-09   2.82485836825366E-07
 19   20     1.51477425596796E-08   5.90761959827506E-07
 20   20     1.21355347372462E-06   4.85421389489849E-05
 21   20     6.64261880228453E-08   2.72347370893666E-06
 22   20     4.75312215499489E-08   1.99631130509785E-06
 23   20     5.18146572593130E-08   2.22803026215046E-06
 24   20     1.26273214924886E-08   5.55602145669499E-07
 25   20     1.08709057914914E-08   4.89190760617112E-07
 26   20     2.54096258165801E-09   1.16884278756269E-07
 27   20     2.00782998015904E-13   9.43680090674750E-12
 28   20     3.64390013012910E-12   1.74907206246197E-10
 29   20     9.87035617938022E-16   4.83647452789631E-14
 30   20     6.18238542976669E-18   3.09119271488335E-16
 31   20     3.40364334317676E-20   1.73585810502015E-18
 32   20     1.27939394736876E-21   6.65284852631753E-20
 33   20     1.83698315026638E-25   9.73601069641184E-24
 34   20     6.36721113242467E-28   3.43829401150932E-26
 35   20     4.60664964790950E-32   2.53365730635022E-30
 36   20     7.17987380321222E-36   4.02072932979884E-34
 37   20     4.98765422192480E-34   2.84296290649714E-32
 38   20     7.03525351861243E-40   4.08044704079521E-38
 39   20     2.14551435865023E-44   1.26585347160364E-42
 40   20     1.24680923099630E-45   7.48085538597778E-44
 41   20     6.15731647366427E-51   3.75596304893520E-49
 42   20     1.44788360006626E-53   8.97687832041081E-52
 43   20     9.35550440014388E-57   5.89396777209064E-55
 44   20     9.14981269385678E-61   5.85588012406834E-59
 45   20     8.51631666757429E-64   5.53560583392329E-62
 46   20     3.82246419859535E-67   2.52282637107293E-65
 47   20     1.95520480960310E-69   1.30998722243408E-67
 48   20     3.61242680071155E-75   2.45645022448385E-73
 49   20     1.00919691693486E-75   6.96345872685051E-74
 50   20     1.72090842171745E-80   1.20463589520222E-78
 51   20     6.49218377323073E-85   4.60945047899382E-83
 52   20     9.30532807577408E-85   6.69983621455734E-83
 53   20     3.41991889610433E-88   2.49654079415616E-86
 11   21     3.36472404120737E-41   1.07671169318636E-39
 12   21     3.24307552316649E-40   1.07021492264494E-38
 13   21     2.22144028760569E-34   7.55289697785936E-33
 14   21     1.63076052612715E-31   5.70766184144501E-30
 15   21     2.18715077288329E-26   7.87374278237983E-25
