    time    temp    dens
   1.26348066159973E-01   2.33317092753647E+00   4.70959045656849E+04
     nin     zin       y       x
  1    0     1.61259579327246E-08   1.61259579327246E-08
  0    1     7.55733528134180E-01   7.55733528134180E-01
  1    1     2.19732838425603E-09   4.39465676851206E-09
  2    1     7.21165059023518E-13   2.16349517707055E-12
  1    2     7.54307254426957E-07   2.26292176328087E-06
  2    2     6.08839428543339E-02   2.43535771417336E-01
  4    2     1.67163236828633E-27   1.00297942097180E-26
  3    3     1.42380036158920E-16   8.54280216953519E-16
  4    3     2.67013603012478E-15   1.86909522108735E-14
  5    3     3.74931174746398E-25   2.99944939797119E-24
  6    3     1.64551682294766E-30   1.48096514065289E-29
  3    4     1.46261895180347E-10   1.02383326626243E-09
  5    4     1.21501725646715E-19   1.09351553082044E-18
  6    4     5.11248549605763E-23   5.11248549605763E-22
  7    4     2.04993331270194E-35   2.25492664397213E-34
  8    4     4.13543649449522E-43   4.96252379339426E-42
  3    5     2.23973936042617E-16   1.79179148834093E-15
  5    5     2.96030478725071E-14   2.96030478725071E-13
  6    5     5.37508571956046E-20   5.91259429151650E-19
  7    5     9.47948252532020E-24   1.13753790303842E-22
  8    5     2.37641981357865E-28   3.08934575765225E-27
  9    5     4.44917797898202E-40   6.22884917057483E-39
  3    6     6.85100466276808E-20   6.16590419649127E-19
  4    6     1.31470499163937E-15   1.31470499163937E-14
  5    6     2.25901181793868E-12   2.48491299973255E-11
  6    6     9.85631689226379E-12   1.18275802707165E-10
  7    6     1.83834151582533E-14   2.38984397057293E-13
  8    6     5.13523840004784E-18   7.18933376006697E-17
  9    6     2.62826679254947E-24   3.94240018882420E-23
 10    6     4.28356154204279E-18   6.85369846726846E-17
 11    6     1.46884038661545E-24   2.49702865724626E-23
 12    6     1.80519647467339E-16   3.24935365441209E-15
  4    7     9.39840337170427E-16   1.03382437088747E-14
  5    7     1.95214890007691E-17   2.34257868009230E-16
  6    7     1.32644999931111E-13   1.72438499910444E-12
  7    7     3.27853490573587E-11   4.58994886803022E-10
  8    7     2.74511993230553E-16   4.11767989845829E-15
  9    7     2.26034845083786E-21   3.61655752134058E-20
 10    7     6.85480529543866E-17   1.16531690022457E-15
 11    7     1.10440393642423E-18   1.98792708556360E-17
 12    7     1.34253925906584E-15   2.55082459222510E-14
 13    7     2.13904693521347E-23   4.27809387042693E-22
 14    7     1.42608466979785E-18   2.99477780657548E-17
  5    8     2.81104456834435E-20   3.65435793884765E-19
  6    8     9.42584870698253E-11   1.31961881897755E-09
  7    8     1.89357308132392E-09   2.84035962198588E-08
  8    8     7.68932256820366E-08   1.23029161091259E-06
  9    8     5.49152681049230E-15   9.33559557783691E-14
 10    8     6.58553799290301E-23   1.18539683872254E-21
 11    8     2.38360633446845E-23   4.52885203549005E-22
 12    8     1.68197074175911E-22   3.36394148351822E-21
 13    8     1.22508648692824E-25   2.57268162254930E-24
 14    8     6.22277282537242E-29   1.36901002158193E-27
  5    9     4.01260357804459E-31   5.61764500926243E-30
  6    9     1.11753741653335E-19   1.67630612480002E-18
  7    9     3.61136823227312E-16   5.77818917163700E-15
  8    9     6.21759342507041E-12   1.05699088226197E-10
  9    9     2.70259911195127E-16   4.86467840151228E-15
 10    9     4.80493353459463E-17   9.12937371572979E-16
 11    9     1.80266235874636E-22   3.60532471749271E-21
 12    9     1.07395522079792E-24   2.25530596367562E-23
 13    9     1.52159489546219E-26   3.34750877001682E-25
 14    9     1.67311785326112E-28   3.84817106250059E-27
 15    9     2.75043266673365E-27   6.60103840016077E-26
 16    9     2.68980188881298E-29   6.72450472203245E-28
 17    9     7.35712191713013E-32   1.91285169845383E-30
  7   10     1.08703891433691E-20   1.84796615437275E-19
  8   10     2.31430785013114E-12   4.16575413023605E-11
  9   10     2.71273367831824E-11   5.15419398880466E-10
 10   10     1.02687937626796E-10   2.05375875253592E-09
 11   10     1.99438028129749E-14   4.18819859072473E-13
 12   10     1.29502007174957E-15   2.84904415784904E-14
 13   10     7.16139640067654E-24   1.64712117215560E-22
 14   10     1.62659239658304E-24   3.90382175179929E-23
 15   10     2.46343476516011E-24   6.15858691290026E-23
 16   10     8.77591804398625E-27   2.28173869143642E-25
 17   10     4.47880515420085E-30   1.20927739163423E-28
 18   10     7.12611548076050E-37   1.99531233461294E-35
 19   10     3.44725995492700E-39   9.99705386928830E-38
 20   10     5.16581411319200E-43   1.54974423395760E-41
 21   10     1.61631562604294E-45   5.01057844073312E-44
 22   10     6.92641003557338E-46   2.21645121138348E-44
 23   10     1.15740848800582E-55   3.81944801041921E-54
 24   10     7.60130972588683E-61   2.58444530680152E-59
 25   10     9.38850753126327E-67   3.28597763594214E-65
 26   10     2.57802105288071E-76   9.28087579037057E-75
 27   10     7.28428224071312E-76   2.69518442906386E-74
 28   10     1.27643143879703E-82   4.85043946742872E-81
 29   10     1.16963342050141E-88   4.56157033995551E-87
 30   10     3.00350242853343E-94   1.20140097141337E-92
 31   10     1.00000000000000E-99   9.75343673303137E-99
  8   11     4.98439900130152E-18   9.47035810247289E-17
  9   11     6.86129694349319E-13   1.37225938869864E-11
 10   11     2.12121603321391E-11   4.45455366974921E-10
 11   11     4.73540045195530E-12   1.04178809943017E-10
 12   11     1.46662739965939E-14   3.37324301921659E-13
 13   11     2.64085825956647E-21   6.33805982295953E-20
 14   11     2.17772838445951E-22   5.44432096114878E-21
 15   11     1.54958818577573E-22   4.02892928301690E-21
 16   11     8.15231704579531E-25   2.20112560236473E-23
