    time    temp    dens
   9.81193594563397E-01   5.98161720450960E-02   8.40805770576880E-01
     nin     zin       y       x
  1    0     3.26140634760299E-10   3.26140634760299E-10
  0    1     7.51650338993613E-01   7.51650338993613E-01
  1    1     2.50782964485467E-06   5.01565928970935E-06
  2    1     8.64367116480788E-08   2.59310134944237E-07
  1    2     1.29222912386948E-05   3.87668737160843E-05
  2    2     6.15407570607821E-02   2.46163028243128E-01
  4    2     4.00777975421077E-22   2.40466785252646E-21
  3    3     1.63073133967321E-14   9.78438803803923E-14
  4    3     5.31555273167538E-10   3.72088691217277E-09
  5    3     3.25489900110690E-17   2.60391920088552E-16
  6    3     2.93827620173285E-24   2.64444858155957E-23
  3    4     2.16809286373245E-09   1.51766500461271E-08
  5    4     3.06259595327594E-14   2.75633635794835E-13
  6    4     1.45424404744303E-14   1.45424404744303E-13
  7    4     2.28194289889008E-22   2.51013718877909E-21
  8    4     6.07061466436769E-31   7.28473759724122E-30
  3    5     2.86533665578576E-12   2.29226932462861E-11
  5    5     1.47142946734367E-09   1.47142946734367E-08
  6    5     5.44404503983692E-08   5.98844954382061E-07
  7    5     2.03670832504118E-13   2.44404999004941E-12
  8    5     8.44487209864077E-19   1.09783337282330E-17
  9    5     1.37094991708431E-29   1.91932988391803E-28
  3    6     3.34960215474486E-11   3.01464193927038E-10
  4    6     1.74894408854073E-07   1.74894408854073E-06
  5    6     3.95344336664040E-06   4.34878770330444E-05
  6    6     3.30425573163351E-06   3.96510687796022E-05
  7    6     3.19054326915913E-07   4.14770624990687E-06
  8    6     5.16249820209572E-10   7.22749748293401E-09
  9    6     1.68796769026414E-14   2.53195153539621E-13
 10    6     2.96740621606241E-13   4.74784994569985E-12
 11    6     3.62209225975462E-15   6.15755684158285E-14
 12    6     7.32374878771590E-16   1.31827478178886E-14
  4    7     6.16461605352213E-16   6.78107765887435E-15
  5    7     1.18741377540852E-13   1.42489653049022E-12
  6    7     1.42077352084035E-06   1.84700557709246E-05
  7    7     1.19004488327506E-06   1.66606283658508E-05
  8    7     5.10057246130164E-07   7.65085869195247E-06
  9    7     1.82669445315394E-11   2.92271112504631E-10
 10    7     7.42617143321959E-11   1.26244914364733E-09
 11    7     2.34081103808842E-11   4.21345986855916E-10
 12    7     7.18929862440841E-15   1.36596673863760E-13
 13    7     3.04659774608398E-16   6.09319549216796E-15
 14    7     6.46308138909594E-17   1.35724709171015E-15
  5    8     1.01588659724626E-19   1.32065257642014E-18
  6    8     1.45043689519731E-05   2.03061165327623E-04
  7    8     7.93775373697339E-06   1.19066306054601E-04
  8    8     8.93818012865597E-06   1.43010882058496E-04
  9    8     3.65278797644082E-07   6.20973955994940E-06
 10    8     9.17483527941186E-09   1.65147035029414E-07
 11    8     4.47324193232426E-14   8.49915967141609E-13
 12    8     2.99388603303603E-15   5.98777206607205E-14
 13    8     1.72766431771884E-16   3.62809506720955E-15
 14    8     7.39356543897343E-17   1.62658439657415E-15
  5    9     6.01344948900392E-27   8.41882928460549E-26
  6    9     6.43336546686475E-17   9.65004820029712E-16
  7    9     6.58872625192428E-18   1.05419620030788E-16
  8    9     7.98236596040285E-07   1.35700221326849E-05
  9    9     1.56312979415476E-07   2.81363362947856E-06
 10    9     3.78348870198195E-10   7.18862853376571E-09
 11    9     1.54966636136146E-13   3.09933272272292E-12
 12    9     6.06796964295296E-15   1.27427362502012E-13
 13    9     8.39091622246689E-15   1.84600156894272E-13
 14    9     1.17468415087617E-17   2.70177354701518E-16
 15    9     3.32308848941532E-18   7.97541237459678E-17
 16    9     3.44794009527771E-19   8.61985023819428E-18
 17    9     1.03852681869336E-20   2.70016972860274E-19
  7   10     5.00228704624476E-16   8.50388797861609E-15
  8   10     2.90683350940394E-07   5.23230031692709E-06
  9   10     2.24478743901739E-09   4.26509613413304E-08
 10   10     2.72903761727717E-08   5.45807523455435E-07
 11   10     3.84500238336559E-10   8.07450500506773E-09
 12   10     1.79769371588384E-09   3.95492617494445E-08
 13   10     8.56100089333693E-14   1.96903020546749E-12
 14   10     1.70425413633915E-15   4.09020992721395E-14
 15   10     1.72389247957795E-15   4.30973119894487E-14
 16   10     1.99848523848562E-16   5.19606162006260E-15
 17   10     5.18799148816552E-19   1.40075770180469E-17
 18   10     3.68187918796931E-23   1.03092617263141E-21
 19   10     2.51475444103392E-24   7.29278787899837E-23
 20   10     3.88950100283558E-27   1.16685030085067E-25
 21   10     3.49863054376861E-31   1.08457546856827E-29
 22   10     6.53602771679880E-33   2.09152886937561E-31
 23   10     2.39874061807615E-36   7.91584403965130E-35
 24   10     1.86468334843408E-41   6.33992338467587E-40
 25   10     8.48140454311372E-46   2.96849159008980E-44
 26   10     1.41853530173918E-50   5.10672708626104E-49
 27   10     1.96540317183467E-50   7.27199173578828E-49
 28   10     9.80638704472680E-56   3.72642707699618E-54
 29   10     1.02615804327066E-59   4.00201636875556E-58
 30   10     2.26689364352954E-65   9.06757457411814E-64
 31   10     1.83216353170675E-66   7.51187047999767E-65
  8   11     1.25965984893774E-15   2.39335371298170E-14
  9   11     9.29351967294051E-11   1.85870393458810E-09
 10   11     1.59158997910025E-09   3.34233895611053E-08
 11   11     3.97505823279206E-09   8.74512811214252E-08
 12   11     4.44470626210805E-09   1.02228244028485E-07
 13   11     2.57513587300243E-12   6.18032609520583E-11
 14   11     3.75346074462547E-13   9.38365186156368E-12
 15   11     1.61390184912832E-13   4.19614480773363E-12
 16   11     2.96220112496816E-15   7.99794303741404E-14
 17   11     1.53272495639581E-16   4.29162987790828E-15
 18   11     3.24387951981340E-19   9.40725060745886E-18
 19   11     2.07634062677923E-19   6.22902188033768E-18
 20   11     5.84679437472003E-24   1.81250625616321E-22
 21   11     2.03326947512717E-26   6.50646232040696E-25
 22   11     1.97630039578387E-28   6.52179130608678E-27
 23   11     4.79382943158286E-33   1.62990200673817E-31
 24   11     4.49610047044865E-37   1.57363516465703E-35
 25   11     2.10864502653542E-41   7.59112209552750E-40
 26   11     1.42277642013564E-42   5.26427275450188E-41
 27   11     9.94450411731673E-47   3.77891156458036E-45
 28   11     2.11109906365723E-50   8.23328634826321E-49
 29   11     5.01052587082336E-56   2.00421034832934E-54
 30   11     4.56285787368691E-57   1.87077172821163E-55
 31   11     6.11081468073051E-59   2.56654216590682E-57
 32   11     1.40652264569214E-61   6.04804737647620E-60
 33   11     1.30004800200326E-65   5.72021120881436E-64
