    time    temp    dens
   9.70673550902744E-01   6.04815634878629E-02   8.68440779827656E-01
     nin     zin       y       x
  1    0     3.24619636332898E-10   3.24619636332898E-10
  0    1     7.51650532868989E-01   7.51650532868989E-01
  1    1     2.47041819591498E-06   4.94083639182995E-06
  2    1     8.41907158665467E-08   2.52572147599640E-07
  1    2     1.29185978503547E-05   3.87557935510640E-05
  2    2     6.15407216700424E-02   2.46162886680170E-01
  4    2     3.83408125435359E-22   2.30044875261215E-21
  3    3     1.53213279943605E-14   9.19279679661628E-14
  4    3     5.15811865430248E-10   3.61068305801174E-09
  5    3     2.98023937841581E-17   2.38419150273265E-16
  6    3     2.69795995340846E-24   2.42816395806761E-23
  3    4     2.18319466159495E-09   1.52823626311647E-08
  5    4     2.89255511567181E-14   2.60329960410462E-13
  6    4     1.38664137850422E-14   1.38664137850422E-13
  7    4     2.12933959469802E-22   2.34227355416782E-21
  8    4     5.78521937945630E-31   6.94226325534756E-30
  3    5     2.89393229417657E-12   2.31514583534126E-11
  5    5     1.41317310030651E-09   1.41317310030651E-08
  6    5     5.28148636901544E-08   5.80963500591698E-07
  7    5     2.09122561977584E-13   2.50947074373101E-12
  8    5     8.59592963779670E-19   1.11747085291357E-17
  9    5     1.45204182558300E-29   2.03285855581620E-28
  3    6     3.34960215392419E-11   3.01464193853177E-10
  4    6     1.74960531480682E-07   1.74960531480682E-06
  5    6     3.95347771369745E-06   4.34882548506720E-05
  6    6     3.30339892481642E-06   3.96407870977970E-05
  7    6     3.18688449401423E-07   4.14294984221850E-06
  8    6     5.15126180673112E-10   7.21176652942356E-09
  9    6     1.67598321523401E-14   2.51397482285101E-13
 10    6     2.99621563720017E-13   4.79394501952027E-12
 11    6     3.71654464596010E-15   6.31812589813217E-14
 12    6     7.56860377300250E-16   1.36234867914045E-14
  4    7     6.35460362506675E-16   6.99006398757342E-15
  5    7     1.22009021309960E-13   1.46410825571952E-12
  6    7     1.42114393565608E-06   1.84748711635290E-05
  7    7     1.18786257040698E-06   1.66300759856977E-05
  8    7     5.06881032532644E-07   7.60321548798966E-06
  9    7     1.81769577444565E-11   2.90831323911304E-10
 10    7     7.43915492131428E-11   1.26465633662343E-09
 11    7     2.36848260250103E-11   4.26326868450185E-10
 12    7     7.32406950887351E-15   1.39157320668597E-13
 13    7     3.13693034834335E-16   6.27386069668669E-15
 14    7     6.61870747014480E-17   1.38992856873041E-15
  5    8     1.04269832062245E-19   1.35550781680919E-18
  6    8     1.45097297527558E-05   2.03136216538581E-04
  7    8     7.94159291799374E-06   1.19123893769906E-04
  8    8     8.93817985094362E-06   1.43010877615098E-04
  9    8     3.64771497125801E-07   6.20111545113861E-06
 10    8     9.09245364307573E-09   1.63664165575363E-07
 11    8     4.45174027139483E-14   8.45830651565017E-13
 12    8     2.97667120824480E-15   5.95334241648961E-14
 13    8     1.71984860833143E-16   3.61168207749599E-15
 14    8     7.38034007785154E-17   1.62367481712734E-15
  5    9     5.99285786035767E-27   8.39000100450074E-26
  6    9     5.55974756111394E-17   8.33962134167091E-16
  7    9     5.79105810207775E-18   9.26569296332440E-17
  8    9     7.99333639863403E-07   1.35886718776779E-05
  9    9     1.55170438171247E-07   2.79306788708244E-06
 10    9     3.77019478613508E-10   7.16337009365666E-09
 11    9     1.54724239002529E-13   3.09448478005057E-12
 12    9     6.05018730764053E-15   1.27053933460451E-13
 13    9     8.36735815189628E-15   1.84081879341718E-13
 14    9     1.17334868799345E-17   2.69870198238494E-16
 15    9     3.32750159980005E-18   7.98600383952012E-17
 16    9     3.55450370327275E-19   8.88625925818188E-18
 17    9     1.06626469661074E-20   2.77228821118793E-19
  7   10     5.34489941693416E-16   9.08632900878808E-15
  8   10     2.92100116328250E-07   5.25780209390850E-06
  9   10     2.24610908815577E-09   4.26760726749596E-08
 10   10     2.72878025029588E-08   5.45756050059177E-07
 11   10     3.83353357449435E-10   8.05042050643814E-09
 12   10     1.79380222995469E-09   3.94636490590032E-08
 13   10     8.53546527204499E-14   1.96315701257035E-12
 14   10     1.70004255882996E-15   4.08010214119189E-14
 15   10     1.73512542648426E-15   4.33781356621066E-14
 16   10     2.04470724148604E-16   5.31623882786370E-15
 17   10     5.33371798736458E-19   1.44010385658844E-17
 18   10     3.76095023856800E-23   1.05306606679904E-21
 19   10     1.56301301622812E-24   4.53273774706155E-23
 20   10     4.08027727969925E-27   1.22408318390978E-25
 21   10     3.60560895994581E-31   1.11773877758320E-29
 22   10     6.69697769026825E-33   2.14303286088584E-31
 23   10     2.61485191421479E-36   8.62901131690881E-35
 24   10     1.98677665949731E-41   6.75504064229086E-40
