    time    temp    dens
   3.38711721560848E+02   1.00000000000000E-02   2.04394458960811E-08
     nin     zin       y       x
  1    0     2.50193332130400E-08   2.50193332130400E-08
  0    1     7.51637521075747E-01   7.51637521075747E-01
  1    1     7.30654691455153E-06   1.46130938291031E-05
  2    1     1.00766309093255E-06   3.02298927279764E-06
  1    2     1.20342930891546E-05   3.61028792674638E-05
  2    2     6.15421272649231E-02   2.46168509059692E-01
  4    2     1.18276822806377E-25   7.09660936838262E-25
  3    3     5.61446805864496E-13   3.36868083518698E-12
  4    3     3.06346646660089E-09   2.14442652662062E-08
  5    3     1.24373060042164E-20   9.94984480337312E-20
  6    3     1.09205965391394E-32   9.82853688522549E-32
  3    4     1.10313219305748E-09   7.72192535140234E-09
  5    4     3.83052695569469E-13   3.44747426012522E-12
  6    4     1.31328880743668E-13   1.31328880743668E-12
  7    4     7.00244436808518E-25   7.70268880489370E-24
  8    4     3.95636730850752E-39   4.74764077020902E-38
  3    5     1.16798841176083E-18   9.34390729408660E-18
  5    5     1.74839695848157E-07   1.74839695848157E-06
  6    5     8.59156094254301E-07   9.45071703679731E-06
  7    5     1.12572683791307E-18   1.35087220549568E-17
  8    5     1.61202771722320E-23   2.09563603239016E-22
  9    5     7.36056254631180E-41   1.03047875648365E-39
  3    6     3.34960216019307E-11   3.01464194417376E-10
  4    6     9.44191611020645E-13   9.44191611020645E-12
  5    6     3.22850662446042E-06   3.55135728690646E-05
  6    6     3.35911926222400E-06   4.03094311466880E-05
  7    6     7.93458575963258E-07   1.03149614875224E-05
  8    6     6.31467678163283E-10   8.84054749428597E-09
  9    6     2.90936997323172E-19   4.36405495984758E-18
 10    6     5.13356086835447E-22   8.21369738936715E-21
 11    6     6.74330003441713E-21   1.14636100585091E-19
 12    6     6.09335025485813E-21   1.09680304587446E-19
  4    7     2.78432560350450E-21   3.06275816385495E-20
  5    7     6.57280193446661E-19   7.88736232135993E-18
  6    7     9.46101771823326E-07   1.22993230337032E-05
  7    7     1.50045944623919E-05   2.10064322473486E-04
  8    7     7.27452410085338E-06   1.09117861512801E-04
  9    7     6.25733022860100E-16   1.00117283657616E-14
 10    7     3.44707660675494E-19   5.86003023148339E-18
 11    7     2.98883319105065E-20   5.37989974389116E-19
 12    7     1.31251680618896E-20   2.49378193175902E-19
 13    7     1.30464470409199E-21   2.60928940818397E-20
 14    7     4.00589738896303E-22   8.41238451682237E-21
  5    8     1.65413846156237E-24   2.15038000003108E-23
  6    8     5.18624782092084E-07   7.26074694928918E-06
  7    8     1.13304550231309E-06   1.69956825346964E-05
  8    8     8.93826825776689E-06   1.43012292124270E-04
  9    8     1.10556510121016E-06   1.87946067205728E-05
 10    8     3.27521489480533E-08   5.89538681064959E-07
 11    8     1.24161557934025E-17   2.35906960074648E-16
 12    8     2.61566044696380E-19   5.23132089392760E-18
 13    8     3.36667132926312E-21   7.07000979145256E-20
 14    8     1.24473244274932E-21   2.73841137404851E-20
  5    9     6.22108129368895E-27   8.70951381116453E-26
  6    9     7.96326071318265E-15   1.19448910697740E-13
  7    9     3.42983927404864E-15   5.48774283847782E-14
  8    9     1.94499524998750E-08   3.30649192497876E-07
  9    9     4.08930334220731E-07   7.36074601597316E-06
 10    9     2.62142039381521E-09   4.98069874824890E-08
 11    9     2.95133178718839E-18   5.90266357437678E-17
 12    9     2.21000575188543E-19   4.64101207895941E-18
 13    9     1.52541639510224E-19   3.35591606922492E-18
 14    9     1.52132124181789E-22   3.49903885618114E-21
 15    9     1.72717758383833E-23   4.14522620121199E-22
 16    9     2.39105596854113E-24   5.97763992135282E-23
 17    9     1.01637502487386E-25   2.64257506467204E-24
  7   10     5.63485072235134E-23   9.57924622799727E-22
  8   10     3.61855123017690E-21   6.51339221431842E-20
  9   10     2.75749966662512E-15   5.23924936658773E-14
 10   10     2.74128375638553E-08   5.48256751277106E-07
 11   10     1.98543386042635E-09   4.16941110689534E-08
 12   10     2.15336440016073E-09   4.73740168035362E-08
 13   10     2.20827624390153E-16   5.07903536097353E-15
 14   10     6.43254621810195E-16   1.54381109234447E-14
 15   10     2.98388565963356E-21   7.45971414908391E-20
 16   10     7.54127601457003E-22   1.96073176378821E-20
 17   10     4.48312221540582E-24   1.21044299815957E-22
 18   10     1.69280979875348E-28   4.73986743650973E-27
 19   10     2.23320569818926E-29   6.47629652474886E-28
 20   10     2.82956599804020E-37   8.48869799412060E-36
 21   10     1.05425928688712E-38   3.26820378935008E-37
 22   10     3.38463334669448E-43   1.08308267094223E-41
 23   10     3.41335211697835E-48   1.12640619860285E-46
 24   10     3.38890362433272E-52   1.15222723227313E-50
 25   10     1.08555790317401E-61   3.79945266110902E-60
 26   10     5.31253969693543E-66   1.91251429089675E-64
 27   10     9.18556854304723E-66   3.39866036092748E-64
 28   10     1.84949192856763E-73   7.02806932855701E-72
 29   10     8.43558308486988E-81   3.28987740309925E-79
 30   10     1.10656104144368E-87   4.42624416577474E-86
 31   10     1.67093551421746E-93   6.85083560829159E-92
  8   11     3.70789078834153E-21   7.04499249784891E-20
  9   11     2.46247899469319E-19   4.92495798938639E-18
 10   11     4.76759994524731E-14   1.00119598850194E-12
 11   11     1.03858681981575E-08   2.28489100359464E-07
 12   11     7.16760187625096E-09   1.64854843153772E-07
 13   11     3.98503715116310E-12   9.56408916279145E-11
 14   11     8.80208624654104E-15   2.20052156163526E-13
 15   11     5.80573663611848E-19   1.50949152539081E-17
 16   11     7.37649172072344E-21   1.99165276459533E-19
 17   11     8.00279726410426E-23   2.24078323394919E-21
 18   11     3.74472256601144E-24   1.08596954414332E-22
 19   11     1.49424900650386E-24   4.48274701951158E-23
 20   11     2.76750607108908E-29   8.57926882037614E-28
 21   11     2.24694536017917E-30   7.19022515257334E-29
 22   11     5.60419867714040E-35   1.84938556345633E-33
 23   11     1.61709888936214E-38   5.49813622383126E-37
 24   11     2.50552221060183E-48   8.76932773710641E-47
 25   11     8.88210321726162E-52   3.19755715821418E-50
 26   11     1.17557628209192E-55   4.34963224374009E-54
 27   11     4.75076462410634E-62   1.80529055716041E-60
 28   11     3.09169384249683E-66   1.20576059857376E-64
 29   11     4.39106016953359E-73   1.75642406781344E-71
 30   11     7.49540744522083E-79   3.07311705254054E-77
 31   11     3.52134773213087E-80   1.47896604749497E-78
 32   11     1.93914059088559E-82   8.33830454080805E-81
 33   11     1.00982427784766E-91   4.44322682252970E-90
  8   12     2.05044045909532E-22   4.10088091819065E-21
  9   12     1.33201072105706E-20   2.79722251421982E-19
 10   12     9.87472938478443E-18   2.17244046465258E-16
 11   12     1.76822549044976E-17   4.06691862803445E-16
 12   12     9.31272198575689E-09   2.23505327658165E-07
 13   12     3.17117782718763E-08   7.92794456796907E-07
 14   12     8.91001274174169E-09   2.31660331285284E-07
 15   12     1.79092223352420E-12   4.83549003051535E-11
 16   12     2.77281769192124E-13   7.76388953737947E-12
 17   12     7.64270323906008E-20   2.21638393932742E-18
 18   12     2.23354424830691E-21   6.70063274492073E-20
 19   12     1.26544417950070E-22   3.92287695645217E-21
 20   12     1.88716608714787E-26   6.03893147887319E-25
 21   12     4.38627462237006E-26   1.44747062538212E-24
 22   12     1.01855805518857E-30   3.46309738764114E-29
 23   12     7.96827762696388E-34   2.78889716943736E-32
 24   12     3.94495850353279E-38   1.42018506127180E-36
 25   12     1.84594839483794E-41   6.83000906090039E-40
 26   12     1.15117113008201E-47   4.37445029431165E-46
 27   12     2.80212469117022E-51   1.09282862955639E-49
 28   12     1.46386974845683E-57   5.85547899382732E-56
 29   12     4.27462258545133E-64   1.75259526003505E-62
 30   12     2.34759877448590E-65   9.85991485284078E-64
 31   12     1.44006552048761E-67   6.19228173809673E-66
 32   12     3.11040645883867E-76   1.36857884188901E-74
 33   12     1.93196976845819E-87   8.69386395806184E-86
 34   12     9.07332367732268E-92   4.17372889156843E-90
 35   12     1.00000000000000E-99   7.33836135038849E-99
  8   13     7.54639876199706E-26   1.58474374001938E-24
  9   13     1.65787615971373E-23   3.64732755137020E-22
 10   13     8.53957932318983E-21   1.96410324433366E-19
 11   13     1.27972121635670E-18   3.07133091925608E-17
 12   13     4.83192443397751E-17   1.20798110849438E-15
 13   13     3.32249371636349E-09   8.63848366254507E-08
 14   13     6.20431121871920E-08   1.67516402905419E-06
 15   13     9.52265556825334E-12   2.66634355911094E-10
 16   13     5.35096686201616E-12   1.55178038998469E-10
 17   13     4.40404163886632E-17   1.32121249165990E-15
 18   13     5.37881417340734E-20   1.66743239375627E-18
 19   13     3.16009806884805E-22   1.01123138203138E-20
 20   13     1.21362802242549E-23   4.00497247400412E-22
 21   13     1.51036796348870E-24   5.13525107586157E-23
 22   13     2.20317652575933E-28   7.71111784015766E-27
 23   13     7.40455843971192E-31   2.66564103829629E-29
 24   13     4.70037491785047E-34   1.73913871960467E-32
 25   13     2.32714611157710E-36   8.84315522399296E-35
 26   13     9.68443704998136E-38   3.77693044949273E-36
 27   13     1.86974867915743E-46   7.47899471662972E-45
 28   13     6.35435288746918E-50   2.60528468386236E-48
 29   13     2.23158837389812E-51   9.37267117037211E-50
 30   13     2.52440697493385E-53   1.08549499922156E-51
 31   13     7.95953647514123E-63   3.50219604906214E-61
 32   13     1.06907310268612E-72   4.81082896208755E-71
 33   13     7.87239674368200E-78   3.62130250209372E-76
 34   13     4.27408471825400E-86   2.00881981757938E-84
 35   13     4.30157189571978E-92   2.06475450994549E-90
 36   13     3.15787737987057E-97   1.54735991613658E-95
 37   13     1.00000000000000E-99   1.00000000000000E-99
 38   13     1.00000000000000E-99   1.00000000000000E-99
  8   14     6.45862858667089E-28   1.42089828906760E-26
  9   14     7.72441483647945E-26   1.77661541239027E-24
 10   14     6.88583008117014E-23   1.65259921948083E-21
 11   14     9.01434905605344E-22   2.25358726401336E-20
 12   14     1.08198488774891E-19   2.81316070814718E-18
 13   14     9.82716756902311E-17   2.65333524363624E-15
 14   14     2.60898591684468E-07   7.30516056716510E-06
 15   14     2.25971917039566E-07   6.55318559414741E-06
 16   14     2.84207293574776E-07   8.52621880724327E-06
 17   14     2.78600338832063E-10   8.63661050379394E-09
 18   14     4.24449795766193E-11   1.35823934645182E-09
 19   14     2.06644301244001E-18   6.81926194105204E-17
 20   14     3.52104023830015E-20   1.19715368102205E-18
 21   14     6.86460527291754E-22   2.40261184552114E-20
 22   14     2.29187882143247E-25   8.25076375715689E-24
 23   14     9.90640070023504E-28   3.66536825908697E-26
 24   14     6.53004664074728E-30   2.48141772348396E-28
 25   14     2.35854444775204E-32   9.19832334623297E-31
 26   14     1.55396909359706E-33   6.21587637438825E-32
 27   14     4.11409140860899E-36   1.68677747752969E-34
 28   14     1.42605992570123E-38   5.98945168794517E-37
 29   14     8.60905557577025E-48   3.70189389758121E-46
 30   14     1.50026828194731E-48   6.60118044056816E-47
 31   14     5.05319260209182E-59   2.27393667094132E-57
 32   14     3.27340284306498E-63   1.50576530780989E-61
 33   14     9.61334589854192E-72   4.51827257231470E-70
 34   14     1.39423734583093E-77   6.69233925998846E-76
 35   14     1.44628462938633E-82   7.08679468399304E-81
 36   14     3.81816084325833E-90   1.90908042162916E-88
 37   14     1.11551701852365E-97   5.68913679447059E-96
 38   14     1.00000000000000E-99   1.00000000000000E-99
 39   14     1.00000000000000E-99   1.00000000000000E-99
 40   14     1.00000000000000E-99   1.00000000000000E-99
  8   15     1.20479186642384E-37   2.77102129277484E-36
  9   15     1.39778592608242E-27   3.35468622259781E-26
 10   15     5.76300548945347E-28   1.44075137236337E-26
 11   15     3.76128794662550E-24   9.77934866122629E-23
 12   15     1.60702425382519E-21   4.33896548532802E-20
 13   15     8.06772708426905E-18   2.25896358359533E-16
 14   15     2.02884715212225E-16   5.88365674115452E-15
 15   15     3.25429887756244E-08   9.76289663268732E-07
 16   15     3.07459148549936E-07   9.53123360504802E-06
 17   15     1.27334463226499E-10   4.07470282324795E-09
 18   15     1.86250326077868E-09   6.14626076056964E-08
 19   15     1.72967604766682E-16   5.88089856206718E-15
 20   15     2.13786815909738E-15   7.48253855684084E-14
 21   15     1.58122624558342E-19   5.69241448410030E-18
 22   15     3.12434577607893E-22   1.15600793714920E-20
 23   15     3.21870581187592E-24   1.22310820851285E-22
 24   15     2.83487422590561E-25   1.10560094810319E-23
 25   15     5.45057882532871E-27   2.18023153013148E-25
 26   15     2.34027514467103E-27   9.59512809315123E-26
 27   15     2.74163138684038E-30   1.15148518247296E-28
 28   15     1.85851677846661E-34   7.99162214740641E-33
 29   15     2.25091186143389E-35   9.90401219030912E-34
 30   15     1.17907758904828E-45   5.30584915071725E-44
 31   15     2.88811195523999E-50   1.32853149941039E-48
 32   15     1.42766706433113E-57   6.71003520235631E-56
 33   15     1.71799186756560E-63   8.24636096431488E-62
 34   15     2.03099791777396E-68   9.95188979709241E-67
 35   15     7.82455397353986E-76   3.91227698676993E-74
 36   15     2.51090525678193E-83   1.28056168095879E-81
 37   15     1.37477287582376E-90   7.14881895428353E-89
 38   15     1.29627549915079E-91   6.87026014549917E-90
 39   15     1.08807189140627E-89   5.87558821359386E-88
 40   15     1.00000000000000E-99   1.00000000000000E-99
 41   15     1.00000000000000E-99   1.00000000000000E-99
 42   15     1.00000000000000E-99   1.00000000000000E-99
  8   16     5.56169519379143E-41   1.33480684650994E-39
  9   16     9.76882936794232E-39   2.44220734198558E-37
 10   16     2.94110904337590E-28   7.64688351277734E-27
 11   16     3.22783765116449E-26   8.71516165814413E-25
 12   16     1.60231913264286E-22   4.48649357140000E-21
 13   16     2.02396579817549E-21   5.86950081470893E-20
 14   16     3.44509994263886E-18   1.03352998279166E-16
 15   16     4.35279575915789E-16   1.34936668533895E-14
 16   16     3.55574449922771E-07   1.13783823975287E-05
 17   16     2.30679700683832E-07   7.61243012256645E-06
 18   16     4.37758283033863E-07   1.48837816231513E-05
 19   16     1.85176466372050E-10   6.48117632302176E-09
 20   16     1.90190148352303E-09   6.84684534068292E-08
 21   16     4.67239721902562E-13   1.72878697103948E-11
 22   16     8.64962518612770E-15   3.28685757072853E-13
 23   16     3.03118339875901E-21   1.18216152551601E-19
 24   16     1.40745883502511E-21   5.62983534010043E-20
 25   16     1.99269652504624E-23   8.17005575268957E-22
 26   16     1.69325659598117E-24   7.11167770312092E-23
 27   16     3.17693220110384E-27   1.36608084647465E-25
 28   16     2.73261557857868E-31   1.20235085457462E-29
 29   16     2.30478349524485E-32   1.03715257286018E-30
 30   16     1.39215558813952E-36   6.40391570544179E-35
 31   16     2.04494735316464E-44   9.61125255987379E-43
 32   16     2.08161588843261E-49   9.99175626447651E-48
 33   16     1.97230436039813E-54   9.66429136595083E-53
 34   16     1.31722515185505E-61   6.58612575927525E-60
 35   16     4.82460924647576E-69   2.46055071570264E-67
 36   16     3.55985451199075E-76   1.85112434623519E-74
 37   16     1.70437429597522E-81   9.03318376866865E-80
 38   16     1.87869857457569E-89   1.01449723027087E-87
 39   16     2.88906856380147E-88   1.58898771009081E-86
 40   16     1.00000000000000E-99   1.00000000000000E-99
 41   16     1.00000000000000E-99   1.00000000000000E-99
 42   16     1.00000000000000E-99   1.00000000000000E-99
 43   16     1.00000000000000E-99   1.00000000000000E-99
 44   16     1.00000000000000E-99   1.00000000000000E-99
  9   17     1.90503019371939E-42   4.95307850367043E-41
 10   17     5.01968234552299E-41   1.35531423329121E-39
 11   17     5.41030652177901E-30   1.51488582609812E-28
 12   17     2.26959122763811E-28   6.58181456015051E-27
 13   17     2.08550391114662E-26   6.25651173343986E-25
 14   17     7.11422589528658E-22   2.20541002753884E-20
 15   17     4.78412447963469E-19   1.53091983348310E-17
 16   17     5.68462742820497E-17   1.87592705130764E-15
 17   17     1.82996846363954E-16   6.22189277637443E-15
 18   17     4.07981578605214E-07   1.42793552511825E-05
 19   17     6.89266374890918E-11   2.48135894960730E-09
