    time    temp    dens
   9.48094397787502E-01   6.19601576863490E-02   9.31976701757801E-01
     nin     zin       y       x
  1    0     3.21346949164799E-10   3.21346949164799E-10
  0    1     7.51650968909826E-01   7.51650968909826E-01
  1    1     2.38919787656192E-06   4.77839575312383E-06
  2    1     7.94988890884009E-08   2.38496667265203E-07
  1    2     1.29085939011900E-05   3.87257817035701E-05
  2    2     6.15406414318077E-02   2.46162565727231E-01
  4    2     3.47156501537879E-22   2.08293900922728E-21
  3    3     1.33691882875245E-14   8.02151297251471E-14
  4    3     4.81773813687767E-10   3.37241669581437E-09
  5    3     2.44077756190228E-17   1.95262204952182E-16
  6    3     2.22632054320089E-24   2.00368848888080E-23
  3    4     2.21616794523417E-09   1.55131756166392E-08
  5    4     2.54417785521372E-14   2.28976006969235E-13
  6    4     1.24427036501790E-14   1.24427036501790E-13
  7    4     1.81849407690655E-22   2.00034348459721E-21
  8    4     5.17058406392536E-31   6.20470087671043E-30
  3    5     2.95644893654550E-12   2.36515914923640E-11
  5    5     1.28978593156299E-09   1.28978593156299E-08
  6    5     4.92506687536662E-08   5.41757356290328E-07
  7    5     2.21497761296284E-13   2.65797313555540E-12
  8    5     8.93165057683223E-19   1.16111457498819E-17
  9    5     1.64563474726398E-29   2.30388864616957E-28
  3    6     3.34960215169222E-11   3.01464193652300E-10
  4    6     1.75102537712465E-07   1.75102537712465E-06
  5    6     3.95352624006607E-06   4.34887886407268E-05
  6    6     3.30147460025257E-06   3.96176952030308E-05
  7    6     3.17866978110260E-07   4.13227071543338E-06
  8    6     5.12617215688961E-10   7.17664101964545E-09
  9    6     1.64856367345625E-14   2.47284551018437E-13
 10    6     3.05897708468382E-13   4.89436333549412E-12
 11    6     3.92766056363682E-15   6.67702295818259E-14
 12    6     8.13384885722072E-16   1.46409279429973E-14
  4    7     6.79369604947767E-16   7.47306565442544E-15
  5    7     1.29516318896690E-13   1.55419582676028E-12
  6    7     1.42197560144907E-06   1.84856828188379E-05
  7    7     1.18310701011825E-06   1.65634981416556E-05
  8    7     4.99795429306632E-07   7.49693143959948E-06
  9    7     1.79734601304545E-11   2.87575362087272E-10
 10    7     7.46709688069804E-11   1.26940646971867E-09
 11    7     2.42898227958392E-11   4.37216810325106E-10
 12    7     7.62145745041431E-15   1.44807691557872E-13
 13    7     3.34108875816386E-16   6.68217751632772E-15
 14    7     6.96216251144550E-17   1.46205412740355E-15
  5    8     1.10404992524672E-19   1.43526490282074E-18
  6    8     1.45216400128184E-05   2.03302960179458E-04
  7    8     7.95016914772774E-06   1.19252537215916E-04
  8    8     8.93817924150881E-06   1.43010867864141E-04
  9    8     3.63639484300924E-07   6.18187123311571E-06
 10    8     8.90984384590318E-09   1.60377189226257E-07
 11    8     4.40367019335466E-14   8.36697336737385E-13
 12    8     2.93796166798981E-15   5.87592333597961E-14
 13    8     1.70218281287769E-16   3.57458390704315E-15
 14    8     7.34856599468796E-17   1.61668451883135E-15
  5    9     5.94706828127513E-27   8.32589559378518E-26
  6    9     4.05697741655673E-17   6.08546612483509E-16
  7    9     4.40259866538961E-18   7.04415786462338E-17
  8    9     8.01789564277317E-07   1.36304225927144E-05
  9    9     1.52698866216035E-07   2.74857959188864E-06
 10    9     3.74115166749302E-10   7.10818816823674E-09
 11    9     1.54162572383344E-13   3.08325144766687E-12
 12    9     6.00957499554539E-15   1.26201074906453E-13
 13    9     8.31346570584332E-15   1.82896245528553E-13
 14    9     1.17005801565465E-17   2.69113343600569E-16
 15    9     3.33183913639485E-18   7.99641392734764E-17
 16    9     3.79907403881500E-19   9.49768509703750E-18
 17    9     1.12967799675278E-20   2.93716279155722E-19
  7   10     6.16322043484180E-16   1.04774747392311E-14
  8   10     2.95183522489353E-07   5.31330340480835E-06
  9   10     2.24899308730965E-09   4.27308686588833E-08
 10   10     2.72820236115500E-08   5.45640472231000E-07
 11   10     3.80820746754528E-10   7.99723568184508E-09
 12   10     1.78511462882811E-09   3.92725218342184E-08
 13   10     8.47831517748252E-14   1.95001249082098E-12
 14   10     1.69062087960904E-15   4.05749011106170E-14
 15   10     1.75902983662431E-15   4.39757459156078E-14
 16   10     2.14733982096532E-16   5.58308353450984E-15
 17   10     5.66818176862026E-19   1.53040907752747E-17
 18   10     3.99725590320509E-23   1.11923165289742E-21
 19   10     1.74029950448041E-25   5.04686856299320E-24
 20   10     4.53679710349714E-27   1.36103913104914E-25
 21   10     3.85438510213497E-31   1.19485938166184E-29
 22   10     7.10952602314237E-33   2.27504832740556E-31
 23   10     3.15987798570582E-36   1.04275973528292E-34
 24   10     2.28499350405452E-41   7.76897791378536E-40
 25   10     1.03798243384821E-45   3.63293851846873E-44
 26   10     1.56156600789869E-50   5.62163762843529E-49
 27   10     2.22785459673250E-50   8.24306200791024E-49
 28   10     1.20765993935905E-55   4.58910776956438E-54
 29   10     8.79566998677229E-60   3.43031129484119E-58
 30   10     2.56853452387999E-65   1.02741380955200E-63
 31   10     2.08552528557260E-66   8.55065367084767E-65
  8   11     1.24477646111570E-15   2.36507527611983E-14
  9   11     9.88127452459773E-11   1.97625490491955E-09
 10   11     1.59314904916223E-09   3.34561300324069E-08
 11   11     3.93850294525169E-09   8.66470647955372E-08
 12   11     4.42847047101476E-09   1.01854820833339E-07
