    time    temp    dens
   7.46314655157817E-01   7.92015160371959E-02   1.91070608786045E+00
     nin     zin       y       x
  1    0     2.92756174973003E-10   2.92756174973003E-10
  0    1     7.51656599720024E-01   7.51656599720024E-01
  1    1     1.62530030319747E-06   3.25060060639493E-06
  2    1     4.52914955727187E-08   1.35874486718156E-07
  1    2     1.26166287068990E-05   3.78498861206971E-05
  2    2     6.15395355698338E-02   2.46158142279335E-01
  4    2     1.10564188656507E-22   6.63385131939043E-22
  3    3     3.60533810470239E-15   2.16320286282144E-14
  4    3     1.94916572318227E-10   1.36441600622759E-09
  5    3     1.91136289367051E-18   1.52909031493641E-17
  6    3     2.24975403185205E-25   2.02477862866685E-24
  3    4     2.51515410942748E-09   1.76060787659924E-08
  5    4     6.70522171529309E-15   6.03469954376378E-14
  6    4     3.01314554862227E-15   3.01314554862227E-14
  7    4     2.06445881351819E-23   2.27090469487001E-22
  8    4     9.20821222651673E-32   1.10498546718201E-30
  3    5     3.59000529088227E-12   2.87200423270582E-11
  5    5     3.74791318274202E-10   3.74791318274202E-09
  6    5     1.67790716427356E-08   1.84569788070092E-07
  7    5     3.64478548960775E-13   4.37374258752930E-12
  8    5     1.25696014514992E-18   1.63404818869489E-17
  9    5     5.63633135493115E-29   7.89086389690361E-28
  3    6     3.34960199566707E-11   3.01464179610036E-10
  4    6     1.76376964297178E-07   1.76376964297178E-06
  5    6     3.95137396111361E-06   4.34651135722497E-05
  6    6     3.27683519083403E-06   3.93220222900084E-05
  7    6     3.07375939013688E-07   3.99588720717794E-06
  8    6     4.82027584667696E-10   6.74838618534775E-09
  9    6     1.26376180525754E-14   1.89564270788631E-13
 10    6     3.67953049438078E-13   5.88724879100925E-12
 11    6     6.38318196294963E-15   1.08514093370144E-13
 12    6     1.68190760357809E-15   3.02743368644056E-14
  4    7     1.39841953014147E-15   1.53826148315561E-14
  5    7     2.55177547689142E-13   3.06213057226970E-12
  6    7     1.43259665262784E-06   1.86237564841620E-05
  7    7     1.13438442270648E-06   1.58813819178907E-05
  8    7     4.13468504203658E-07   6.20202756305487E-06
  9    7     1.52735861262585E-11   2.44377378020136E-10
 10    7     7.72141417353483E-11   1.31264040950092E-09
 11    7     3.04297234769556E-11   5.47735022585201E-10
 12    7     1.08110604299809E-14   2.05410148169637E-13
 13    7     5.92131653294773E-16   1.18426330658955E-14
 14    7     9.89228267690086E-17   2.07737936214918E-15
  5    8     2.10645535509295E-19   2.73839196162084E-18
  6    8     1.46630049317451E-05   2.05282069044431E-04
  7    8     8.05576860152383E-06   1.20836529022857E-04
  8    8     8.93817283234169E-06   1.43010765317467E-04
  9    8     3.49769885962398E-07   5.94608806136076E-06
 10    8     6.81753597709265E-09   1.22715647587668E-07
 11    8     3.81945287235468E-14   7.25696045747389E-13
 12    8     2.45929475582056E-15   4.91858951164112E-14
 13    8     1.47913450328907E-16   3.10618245690704E-15
 14    8     6.77652388737526E-17   1.49083525522256E-15
  5    9     5.44572042917479E-27   7.62400860084470E-26
  6    9     2.72707408304206E-18   4.09061112456309E-17
  7    9     4.76995457570110E-19   7.63192732112176E-18
  8    9     8.32506927882697E-07   1.41526177740058E-05
  9    9     1.29239280876232E-07   2.32630705577218E-06
 10    9     3.43598464979159E-10   6.52837083460402E-09
 11    9     1.45277852029533E-13   2.90555704059065E-12
 12    9     5.44443571547209E-15   1.14333150024914E-13
 13    9     7.55631570722618E-15   1.66238945558976E-13
 14    9     1.10455710382401E-17   2.54048133879523E-16
 15    9     2.88771156126628E-18   6.93050774703908E-17
 16    9     7.35598130437246E-19   1.83899532609311E-17
 17    9     2.07299867043257E-20   5.38979654312468E-19
  7   10     2.23457166596369E-15   3.79877183213828E-14
  8   10     3.26046468018795E-07   5.86883642433831E-06
  9   10     2.27892738823578E-09   4.32996203764798E-08
 10   10     2.72083896770429E-08   5.44167793540858E-07
 11   10     3.52014528952230E-10   7.39230510799684E-09
 12   10     1.67950225843489E-09   3.69490496855676E-08
 13   10     7.77129487750407E-14   1.78739782182594E-12
 14   10     1.57409003352242E-15   3.77781608045382E-14
 15   10     1.94371861088921E-15   4.85929652722302E-14
 16   10     3.27149934960906E-16   8.50589830898356E-15
 17   10     1.08476275610712E-18   2.92885944148922E-17
 18   10     8.69929615513135E-23   2.43580292343678E-21
 19   10     2.49002858725574E-25   7.22108290304165E-24
 20   10     1.46488602341636E-26   4.39465807024909E-25
 21   10     8.09845976708397E-31   2.51052252779603E-29
 22   10     1.32626217318098E-32   4.24403895417913E-31
 23   10     2.28311878682050E-35   7.53429199650766E-34
 24   10     1.08110375043869E-40   3.67575275149153E-39
 25   10     4.27943289672755E-45   1.49780151385464E-43
 26   10     3.02457691666466E-50   1.08884768999928E-48
 27   10     6.88072526689508E-50   2.54586834875118E-48
 28   10     6.97203711194091E-55   2.64937410253754E-53
 29   10     1.33635820939837E-60   5.21179701665366E-59
 30   10     9.02713732299387E-65   3.61085492919755E-63
 31   10     3.94621327834258E-67   1.61794744412046E-65
  8   11     9.96034038090279E-16   1.89246467237153E-14
  9   11     1.44225005194563E-10   2.88450010389126E-09
 10   11     1.59305806320161E-09   3.34542193272337E-08
 11   11     3.70364215801248E-09   8.14801274762746E-08
 12   11     4.29538436184887E-09   9.87938403225239E-08
 13   11     2.24229535449988E-12   5.38150885079970E-11
 14   11     3.47293265420269E-13   8.68233163550671E-12
 15   11     1.64157045660698E-13   4.26808318717815E-12
 16   11     4.26291764297916E-15   1.15098776360437E-13
 17   11     2.76800471059213E-16   7.75041318965797E-15
 18   11     6.67046046906216E-19   1.93443353602803E-17
 19   11     4.38689263693949E-19   1.31606779108185E-17
 20   11     1.40911385279405E-23   4.36825294366154E-22
 21   11     2.10945643391912E-26   6.75026058854117E-25
 22   11     8.97931163100744E-28   2.96317283823245E-26
 23   11     1.35671366172254E-32   4.61282644985665E-31
 24   11     1.12460369008189E-36   3.93611291528662E-35
 25   11     8.30116277335297E-43   2.98841859840707E-41
 26   11     4.56236989987757E-44   1.68807686295470E-42
 27   11     3.51955621572726E-46   1.33743136197636E-44
 28   11     1.37969377807604E-51   5.38080573449656E-50
 29   11     9.88737459965561E-56   3.95494983986225E-54
 30   11     4.95415165334948E-58   2.03120217787329E-56
 31   11     8.50306162440952E-58   3.57128588225200E-56
 32   11     6.59722300750314E-64   2.83680589322635E-62
 33   11     2.43006413924120E-66   1.06922822126613E-64
  8   12     9.30888903882296E-15   1.86177780776459E-13
  9   12     5.34305116113409E-11   1.12204074383816E-09
 10   12     7.20175941940723E-09   1.58438707226959E-07
 11   12     2.92943280741692E-09   6.73769545705891E-08
 12   12     7.70836764887304E-09   1.85000823572953E-07
 13   12     1.57860132502644E-08   3.94650331256610E-07
 14   12     8.33634785386581E-09   2.16745044200511E-07
 15   12     2.24314488328351E-12   6.05649118486547E-11
 16   12     2.34653119433617E-13   6.57028734414127E-12
 17   12     2.56732930603349E-14   7.44525498749712E-13
 18   12     1.90900909326402E-15   5.72702727979206E-14
 19   12     7.79400770162115E-17   2.41614238750256E-15
 20   12     1.34901492879556E-20   4.31684777214578E-19
 21   12     3.07079233226933E-20   1.01336146964888E-18
 22   12     4.69459983320948E-25   1.59616394329122E-23
 23   12     4.16169710151659E-28   1.45659398553081E-26
 24   12     2.47064966526897E-31   8.89433879496830E-30
 25   12     2.18375561423595E-35   8.07989577267303E-34
 26   12     2.36826513055489E-37   8.99940749610858E-36
 27   12     3.54850368222674E-42   1.38391643606843E-40
 28   12     8.62060597920190E-46   3.44824239168076E-44
 29   12     1.66005408388796E-47   6.80622174394064E-46
 30   12     1.56422614563867E-48   6.56974981168242E-47
 31   12     1.39886014235597E-54   6.01509861213069E-53
 32   12     2.09427601641239E-56   9.21481447221452E-55
 33   12     4.54207989204489E-59   2.04393595142020E-57
 34   12     1.64875130035298E-62   7.58425598162369E-61
 35   12     3.29744613688197E-69   1.54979968433453E-67
  8   13     1.00886330765174E-18   2.11861294606865E-17
  9   13     9.05685681152788E-17   1.99250849853613E-15
 10   13     7.40295631198456E-14   1.70267995175645E-12
 11   13     6.89580813738518E-10   1.65499395297244E-08
 12   13     1.56129925530003E-08   3.90324813825008E-07
 13   13     2.97353866703217E-10   7.73120053428365E-09
 14   13     2.60505470340678E-08   7.03364769919829E-07
 15   13     4.42952924395742E-11   1.24026818830808E-09
 16   13     8.05931528218018E-12   2.33720143183225E-10
 17   13     4.83491006497071E-12   1.45047301949121E-10
 18   13     3.68399106551542E-14   1.14203723030978E-12
 19   13     9.99660379133626E-17   3.19891321322760E-15
 20   13     5.12436356478907E-18   1.69103997638039E-16
 21   13     6.30319385475956E-19   2.14308591061825E-17
 22   13     1.43514617960201E-22   5.02301162860705E-21
 23   13     6.70666818215513E-25   2.41440054557585E-23
 24   13     2.24751431740422E-28   8.31580297439560E-27
 25   13     1.38107048544601E-30   5.24806784469483E-29
 26   13     7.15908263995393E-32   2.79204222958203E-30
 27   13     3.74849313037929E-38   1.49939725215172E-36
 28   13     6.75080883815588E-39   2.76783162364391E-37
 29   13     4.04604801760106E-40   1.69934016739245E-38
 30   13     7.25169696118261E-46   3.11822969330852E-44
 31   13     1.66334018823580E-48   7.31869682823753E-47
 32   13     6.97333032806662E-50   3.13799864762998E-48
 33   13     3.82072261194274E-54   1.75753240149366E-52
 34   13     2.52788506819109E-60   1.18810598204981E-58
 35   13     7.88376015404209E-63   3.78420487394020E-61
 36   13     6.53462591554905E-69   3.20196669861903E-67
 37   13     1.32144207678418E-70   6.60721038392088E-69
 38   13     5.72590400121428E-75   2.92021104061928E-73
  8   14     3.49535111811035E-20   7.68977245984278E-19
  9   14     6.92522253847152E-19   1.59280118384845E-17
 10   14     1.14595604107742E-14   2.75029449858580E-13
 11   14     4.11304570124891E-10   1.02826142531223E-08
 12   14     3.60415042967904E-09   9.37079111716551E-08
 13   14     3.34335951400697E-08   9.02707068781881E-07
 14   14     2.56202971656498E-07   7.17368320638194E-06
 15   14     1.15654299446059E-07   3.35397468393572E-06
 16   14     1.53947830104527E-07   4.61843490313582E-06
 17   14     1.86054745170240E-10   5.76769710027744E-09
