    time    temp    dens
   1.52832840595392E-01   9.87694834262950E-01   3.58440235202357E+03
     nin     zin       y       x
  1    0     1.92398308312042E-10   1.92398308312042E-10
  0    1     7.52657390286761E-01   7.52657390286761E-01
  1    1     1.02705651304187E-08   2.05411302608374E-08
  2    1     3.85791617941878E-12   1.15737485382563E-11
  1    2     1.43428934946717E-06   4.30286804840150E-06
  2    2     6.13184107747052E-02   2.45273643098821E-01
  4    2     4.45757302379796E-28   2.67454381427877E-27
  3    3     1.05062733704789E-17   6.30376402228733E-17
  4    3     8.25217642775136E-13   5.77652349942595E-12
  5    3     1.92222387155297E-22   1.53777909724237E-21
  6    3     1.15523173576612E-27   1.03970856218951E-26
  3    4     4.75355693543765E-07   3.32748985480635E-06
  5    4     2.69091967631455E-21   2.42182770868310E-20
  6    4     4.72956587941901E-22   4.72956587941901E-21
  7    4     8.60414065844847E-36   9.46455472429332E-35
  8    4     7.75889122192244E-42   9.31066946630692E-41
  3    5     5.06839255868335E-13   4.05471404694668E-12
  5    5     4.16661978557296E-14   4.16661978557296E-13
  6    5     4.51225288808158E-16   4.96347817688974E-15
  7    5     3.77280124595120E-20   4.52736149514145E-19
  8    5     4.14173765642435E-25   5.38425895335166E-24
  9    5     1.81968570292571E-36   2.54755998409600E-35
  3    6     2.74159574303065E-13   2.46743616872758E-12
  4    6     2.22718171911923E-11   2.22718171911923E-10
  5    6     2.44874003141938E-07   2.69361403456131E-06
  6    6     1.02991551053737E-09   1.23589861264484E-08
  7    6     1.22556371918168E-14   1.59323283493618E-13
  8    6     1.71141767484247E-15   2.39598474477946E-14
  9    6     1.46230383138855E-20   2.19345574708282E-19
 10    6     3.71548790384409E-13   5.94478064615054E-12
 11    6     1.51509672657655E-20   2.57566443518013E-19
 12    6     5.44061050008449E-15   9.79309890015208E-14
  4    7     6.78635318760613E-16   7.46498850636675E-15
  5    7     3.42842122824215E-11   4.11410547389058E-10
  6    7     9.25934573481833E-10   1.20371494552638E-08
  7    7     9.05217793729832E-09   1.26730491122176E-07
  8    7     1.89551317442681E-13   2.84326976164021E-12
  9    7     2.10300789454495E-17   3.36481263127193E-16
 10    7     6.82635465642488E-11   1.16048029159223E-09
 11    7     4.52023420121512E-11   8.13642156218722E-10
 12    7     1.23757184857880E-14   2.35138651229972E-13
 13    7     4.36663526783705E-20   8.73327053567410E-19
 14    7     1.37331367872724E-18   2.88395872532721E-17
  5    8     3.77540844932450E-10   4.90803098412185E-09
  6    8     4.24206696257983E-06   5.93889374761177E-05
  7    8     1.73034074383730E-05   2.59551111575595E-04
  8    8     1.51048883440076E-05   2.41678213504122E-04
  9    8     2.10378739584534E-14   3.57643857293708E-13
 10    8     8.14651633301855E-19   1.46637293994334E-17
 11    8     8.76360208403212E-19   1.66508439596610E-17
 12    8     7.60879389487325E-20   1.52175877897465E-18
 13    8     5.13110952276209E-26   1.07753299978004E-24
 14    8     3.15802274886656E-27   6.94765004750644E-26
  5    9     7.97857609774789E-25   1.11700065368470E-23
  6    9     3.66380791376318E-20   5.49571187064477E-19
  7    9     3.33538141944937E-15   5.33661027111899E-14
  8    9     1.61448814964393E-08   2.74462985439468E-07
  9    9     1.36678395889062E-12   2.46021112600312E-11
 10    9     2.09705215197583E-15   3.98439908875407E-14
 11    9     4.97883500409525E-19   9.95767000819051E-18
 12    9     6.01463677418349E-23   1.26307372257853E-21
 13    9     1.38869115607444E-24   3.05512054336378E-23
 14    9     1.38533389555194E-26   3.18626795976946E-25
 15    9     5.67001018411498E-26   1.36080244418759E-24
 16    9     8.97579478158787E-28   2.24394869539697E-26
 17    9     8.93612747910860E-30   2.32339314456824E-28
  7   10     1.82836491174406E-12   3.10822034996490E-11
  8   10     1.11468995229261E-06   2.00644191412669E-05
  9   10     3.75065247289731E-09   7.12623969850489E-08
 10   10     3.27406040296325E-09   6.54812080592650E-08
 11   10     9.46773841193570E-14   1.98822506650650E-12
 12   10     1.31440311044496E-14   2.89168684297891E-13
 13   10     3.53803013795792E-21   8.13746931730321E-20
 14   10     4.36060261557282E-22   1.04654462773748E-20
 15   10     1.41460428369923E-22   3.53651070924807E-21
 16   10     2.55581292459670E-24   6.64511360395142E-23
 17   10     2.01342031602395E-27   5.43623485326468E-26
 18   10     3.42385980905987E-32   9.58680746536765E-31
 19   10     1.51977929649674E-34   4.40735995984055E-33
 20   10     5.10294739766341E-37   1.53088421929902E-35
 21   10     6.66730130758603E-40   2.06686340535167E-38
 22   10     1.58408397101999E-41   5.06906870726397E-40
 23   10     7.63650024215356E-50   2.52004507991067E-48
 24   10     5.74155641748868E-53   1.95212918194615E-51
 25   10     2.07092604174529E-59   7.24824114610850E-58
 26   10     5.69349533444515E-65   2.04965832040026E-63
 27   10     1.31442188009218E-64   4.86336095634106E-63
 28   10     7.87061726261481E-72   2.99083455979363E-70
 29   10     5.45773987362701E-76   2.12851855071453E-74
 30   10     6.09213451847812E-83   2.43685380739125E-81
 31   10     3.23881449560521E-86   1.32791394319814E-84
  8   11     2.82333757148845E-14   5.36434138582806E-13
  9   11     1.62306743341831E-09   3.24613486683662E-08
 10   11     1.35816678363473E-09   2.85215024563293E-08
 11   11     1.54156037585360E-10   3.39143282687792E-09
 12   11     4.49841380341006E-14   1.03463517478431E-12
 13   11     1.13144742562934E-17   2.71547382151041E-16
 14   11     2.28633362039647E-19   5.71583405099116E-18
 15   11     3.37409511839821E-20   8.77264730783535E-19
 16   11     5.22779703795366E-22   1.41150520024749E-20
 17   11     1.16223298571147E-24   3.25425235999211E-23
 18   11     4.57729225426264E-26   1.32741475373617E-24
 19   11     9.84380773182737E-29   2.95314231954821E-27
 20   11     5.65247974116841E-33   1.75226871976221E-31
 21   11     1.43040294763754E-35   4.57728943244013E-34
 22   11     7.78286142753169E-38   2.56834427108546E-36
 23   11     8.30061215002456E-42   2.82220813100835E-40
 24   11     2.24298264600900E-46   7.85043926103151E-45
 25   11     1.14924951405198E-55   4.13729825058714E-54
 26   11     2.91595207972364E-54   1.07890226949775E-52
 27   11     4.43026129655269E-61   1.68349929269002E-59
 28   11     1.88452676093470E-64   7.34965436764533E-63
 29   11     1.06424995740548E-70   4.25699982962190E-69
 30   11     1.93047019077618E-74   7.91492778218233E-73
 31   11     2.52158840186516E-74   1.05906712878337E-72
 32   11     1.75268458562705E-81   7.53654371819631E-80
 33   11     1.22877946276959E-85   5.40662963618621E-84
  8   12     2.79510642860088E-11   5.59021285720177E-10
  9   12     2.40848273942260E-07   5.05781375278746E-06
 10   12     3.50136702362532E-07   7.70300745197570E-06
 11   12     2.85702570431392E-09   6.57115911992203E-08
 12   12     4.95143560712039E-12   1.18834454570889E-10
 13   12     3.83515109629431E-13   9.58787774073578E-12
 14   12     1.53349532535398E-15   3.98708784592035E-14
 15   12     3.22164171034340E-18   8.69843261792718E-17
 16   12     7.00903324718409E-20   1.96252930921154E-18
 17   12     7.29071593072154E-22   2.11430761990925E-20
 18   12     2.58572742364456E-23   7.75718227093367E-22
 19   12     4.31101588602305E-25   1.33641492466714E-23
 20   12     4.29942951115911E-30   1.37581744357091E-28
 21   12     7.68202340695870E-31   2.53506772429637E-29
 22   12     1.09514513117332E-33   3.72349344598928E-32
 23   12     2.25374188575993E-39   7.88809660015975E-38
 24   12     3.83243920124521E-39   1.37967811244827E-37
 25   12     3.58441467750015E-43   1.32623343067506E-41
 26   12     2.15827203920517E-48   8.20143374897963E-47
 27   12     2.11623729114025E-52   8.25332543544698E-51
 28   12     5.40457406624830E-57   2.16182962649932E-55
 29   12     1.26359196695955E-61   5.18072706453417E-60
 30   12     1.59825632731924E-62   6.71267657474083E-61
