    time    temp    dens
   1.52736951082578E-01   9.89985187558846E-01   3.60933222611135E+03
     nin     zin       y       x
  1    0     1.92370121828154E-10   1.92370121828154E-10
  0    1     7.52661323541438E-01   7.52661323541438E-01
  1    1     1.02401992472738E-08   2.04803984945475E-08
  2    1     3.77461281588606E-12   1.13238384476582E-11
  1    2     1.43171208515213E-06   4.29513625545638E-06
  2    2     6.13184083900161E-02   2.45273633560064E-01
  4    2     4.33675413697428E-28   2.60205248218457E-27
  3    3     1.05195474208403E-17   6.31172845250415E-17
  4    3     8.12256420467626E-13   5.68579494327338E-12
  5    3     1.89598311655480E-22   1.51678649324384E-21
  6    3     1.13377413616284E-27   1.02039672254655E-26
  3    4     4.70789144545931E-07   3.29552401182152E-06
  5    4     2.71909298879070E-21   2.44718368991163E-20
  6    4     4.60335153318882E-22   4.60335153318882E-21
  7    4     8.30082111961143E-36   9.13090323157257E-35
  8    4     7.58328668768705E-42   9.09994402522446E-41
  3    5     5.01838756968359E-13   4.01471005574687E-12
  5    5     4.25701836941812E-14   4.25701836941812E-13
  6    5     4.39292236202399E-16   4.83221459822639E-15
  7    5     3.72189103422868E-20   4.46626924107441E-19
  8    5     4.07790637576635E-25   5.30127828849625E-24
  9    5     1.75083606739213E-36   2.45117049434898E-35
  3    6     2.63125963673093E-13   2.36813367305784E-12
  4    6     2.08921836720774E-11   2.08921836720774E-10
  5    6     2.40178023136025E-07   2.64195825449628E-06
  6    6     1.01757757211130E-09   1.22109308653356E-08
  7    6     1.19961395776889E-14   1.55949814509956E-13
  8    6     1.67732673390215E-15   2.34825742746301E-14
  9    6     1.44245304938664E-20   2.16367957407995E-19
 10    6     3.69857832679444E-13   5.91772532287110E-12
 11    6     1.49108012881402E-20   2.53483621898384E-19
 12    6     5.42288460645088E-15   9.76119229161158E-14
  4    7     6.79146061261543E-16   7.47060667387697E-15
  5    7     3.31963964043532E-11   3.98356756852238E-10
  6    7     9.11585867173319E-10   1.18506162732532E-08
  7    7     9.03634085162976E-09   1.26508771922817E-07
  8    7     1.87466506813690E-13   2.81199760220535E-12
  9    7     2.07121129139817E-17   3.31393806623707E-16
 10    7     6.80062450473168E-11   1.15610616580439E-09
 11    7     4.50260502058647E-11   8.10468903705564E-10
 12    7     1.23510726720413E-14   2.34670380768785E-13
 13    7     4.15944343127137E-20   8.31888686254274E-19
 14    7     1.37353038079999E-18   2.88441379967998E-17
  5    8     3.52641085964049E-10   4.58433411753264E-09
  6    8     4.16799638145424E-06   5.83519493403593E-05
