    time    temp    dens
   7.51751279926460E-01   7.86141146035387E-02   1.86955079037134E+00
     nin     zin       y       x
  1    0     2.93469969757119E-10   2.93469969757119E-10
  0    1     7.51656390984482E-01   7.51656390984482E-01
  1    1     1.64617893780013E-06   3.29235787560025E-06
  2    1     4.60392299947951E-08   1.38117689984385E-07
  1    2     1.26315305751491E-05   3.78945917254474E-05
  2    2     6.15395786379192E-02   2.46158314551677E-01
  4    2     1.14640768931300E-22   6.87844613587798E-22
  3    3     3.73573276038749E-15   2.24143965623249E-14
  4    3     2.01379072368657E-10   1.40965350658060E-09
  5    3     2.08819544905575E-18   1.67055635924460E-17
  6    3     2.42164336310954E-25   2.17947902679859E-24
  3    4     2.50750171645439E-09   1.75525120151807E-08
  5    4     6.92983099980718E-15   6.23684789982646E-14
  6    4     3.16646595021610E-15   3.16646595021610E-14
  7    4     2.23917862789550E-23   2.46309649068506E-22
  8    4     9.84480751282336E-32   1.18137690153880E-30
  3    5     3.57120542943138E-12   2.85696434354511E-11
  5    5     3.92769373676386E-10   3.92769373676386E-09
  6    5     1.75326815062551E-08   1.92859496568806E-07
  7    5     3.60976467901805E-13   4.33171761482166E-12
  8    5     1.24638795201592E-18   1.62030433762070E-17
  9    5     5.43950008604917E-29   7.61530012046885E-28
  3    6     3.34960200928357E-11   3.01464180835521E-10
  4    6     1.76342497444858E-07   1.76342497444858E-06
  5    6     3.95152770504872E-06   4.34668047555360E-05
  6    6     3.27774832908704E-06   3.93329799490445E-05
  7    6     3.07762680115429E-07   4.00091484150058E-06
  8    6     4.83113616893153E-10   6.76359063650415E-09
  9    6     1.27839387564346E-14   1.91759081346519E-13
 10    6     3.66132993832714E-13   5.85812790132342E-12
 11    6     6.30285940530451E-15   1.07148609890177E-13
 12    6     1.64645700917650E-15   2.96362261651771E-14
  4    7     1.36674083338669E-15   1.50341491672536E-14
  5    7     2.49089272036346E-13   2.98907126443615E-12
  6    7     1.43220515356227E-06   1.86186669963095E-05
  7    7     1.13590284584217E-06   1.59026398417903E-05
  8    7     4.16541850480144E-07   6.24812775720216E-06
  9    7     1.53747568859491E-11   2.45996110175186E-10
 10    7     7.71445252274667E-11   1.31145692886693E-09
 11    7     3.02455547816643E-11   5.44419986069958E-10
 12    7     1.07119964261273E-14   2.03527932096419E-13
 13    7     5.83149503343864E-16   1.16629900668773E-14
 14    7     9.85178944393929E-17   2.06887578322725E-15
  5    8     2.05631585945463E-19   2.67321061729102E-18
  6    8     1.46580502605538E-05   2.05212703647754E-04
  7    8     8.05197476343061E-06   1.20779621451459E-04
  8    8     8.93817303297158E-06   1.43010768527545E-04
  9    8     3.50267577947536E-07   5.95454882510811E-06
 10    8     6.88795006652929E-09   1.23983101197527E-07
 11    8     3.83997029995860E-14   7.29594356992135E-13
 12    8     2.47590008313756E-15   4.95180016627512E-14
 13    8     1.48689025988946E-16   3.12246954576786E-15
 14    8     6.80122345467071E-17   1.49626916002756E-15
  5    9     5.46108916926335E-27   7.64552483696868E-26
  6    9     2.91695271181561E-18   4.37542906772341E-17
  7    9     5.03303922934648E-19   8.05286276695437E-18
  8    9     8.31390562970181E-07   1.41336395704931E-05
  9    9     1.29910164081377E-07   2.33838295346479E-06
 10    9     3.44575113416040E-10   6.54692715490476E-09
 11    9     1.45651673841974E-13   2.91303347683948E-12
 12    9     5.46603099805249E-15   1.14786650959102E-13
 13    9     7.58539991594971E-15   1.66878798150894E-13
 14    9     1.10748591571110E-17   2.54721760613554E-16
 15    9     2.91641363080076E-18   6.99939271392183E-17
 16    9     7.21746735787238E-19   1.80436683946809E-17
 17    9     2.03396524566615E-20   5.28830963873200E-19
  7   10     2.15759163997924E-15   3.66790578796471E-14
  8   10     3.25114529174989E-07   5.85206152514980E-06
  9   10     2.27798210463003E-09   4.32816599879706E-08
 10   10     2.72110945535109E-08   5.44221891070218E-07
 11   10     3.52993833506238E-10   7.41287050363101E-09
 12   10     1.68323921273576E-09   3.70312626801868E-08
 13   10     7.79661349586077E-14   1.79322110404798E-12
 14   10     1.57827301410477E-15   3.78785523385144E-14
 15   10     1.93993814223233E-15   4.84984535558081E-14
 16   10     3.23688904325725E-16   8.41591151246886E-15
 17   10     1.06262775673211E-18   2.86909494317670E-17
 18   10     8.48968171181369E-23   2.37711087930783E-21
 19   10     2.43336375228174E-25   7.05675488161705E-24
 20   10     1.41022119547552E-26   4.23066358642655E-25
 21   10     7.90174071290139E-31   2.44953962099943E-29
 22   10     1.30083698922946E-32   4.16267836553426E-31
 23   10     2.14834584429934E-35   7.08954128618781E-34
 24   10     1.02690701178356E-40   3.49148384006410E-39
 25   10     4.09773832375239E-45   1.43420841331334E-43
 26   10     2.89739092394773E-50   1.04306073262118E-48
 27   10     6.59031680951039E-50   2.43841721951884E-48
 28   10     6.54913064117050E-55   2.48866964364479E-53
 29   10     1.38103864486169E-60   5.38605071496059E-59
 30   10     8.58368272385367E-65   3.43347308954147E-63
 31   10     3.96892710013791E-67   1.62726011105654E-65
  8   11     1.00606128451571E-15   1.91151644057984E-14
  9   11     1.42743213402919E-10   2.85486426805838E-09
 10   11     1.59343881680782E-09   3.34622151529642E-08
 11   11     3.71037335415794E-09   8.16282137914746E-08
 12   11     4.30007952994773E-09   9.89018291887977E-08
 13   11     2.25173815845255E-12   5.40417158028613E-11
 14   11     3.48196379616085E-13   8.70490949040213E-12
 15   11     1.64284733416323E-13   4.27140306882440E-12
 16   11     4.23014956002651E-15   1.14214038120716E-13
 17   11     2.73163090457754E-16   7.64856653281712E-15
 18   11     6.53714113621300E-19   1.89577092950177E-17
 19   11     4.29543169306341E-19   1.28862950791902E-17
 20   11     1.37542899633077E-23   4.26382988862539E-22
 21   11     2.06960636057401E-26   6.62274035383682E-25
 22   11     8.62345806801057E-28   2.84574116244349E-26
 23   11     1.31466624287913E-32   4.46986522578905E-31
 24   11     1.09792673891087E-36   3.84274358618805E-35
 25   11     7.98564933578992E-43   2.87483376088437E-41
 26   11     4.95531817561218E-44   1.83346772497651E-42
 27   11     3.37099589197827E-46   1.28097843895174E-44
 28   11     1.45395833751835E-51   5.67043751632155E-50
 29   11     9.58585103875813E-56   3.83434041550325E-54
 30   11     5.08078956357566E-58   2.08312372106602E-56
 31   11     7.85362275342323E-58   3.29852155643776E-56
 32   11     7.60311246045240E-64   3.26933835799453E-62
 33   11     2.49342804442393E-66   1.09710833954653E-64
  8   12     8.94617084109045E-15   1.78923416821809E-13
  9   12     5.15965298058647E-11   1.08352712592316E-09
 10   12     7.19065805846774E-09   1.58194477286290E-07
 11   12     2.92394936838260E-09   6.72508354727999E-08
 12   12     7.72315423102185E-09   1.85355701544524E-07
 13   12     1.58059088139212E-08   3.95147720348029E-07
 14   12     8.64183732692074E-09   2.24687770499939E-07
 15   12     2.24713542221521E-12   6.06726563998106E-11
 16   12     2.35042446343323E-13   6.58118849761304E-12
 17   12     2.56525295496322E-14   7.43923356939333E-13
 18   12     1.89485300506021E-15   5.68455901518064E-14
 19   12     7.71399822173936E-17   2.39133944873920E-15
