    time    temp    dens
   9.74967271051485E-01   6.02082311182633E-02   8.57017491448921E-01
     nin     zin       y       x
  1    0     3.25240748418622E-10   3.25240748418622E-10
  0    1     7.51650453052019E-01   7.51650453052019E-01
  1    1     2.48572134208186E-06   4.97144268416373E-06
  2    1     8.51028219511735E-08   2.55308465853520E-07
  1    2     1.29201757944658E-05   3.87605273833975E-05
  2    2     6.15407362617894E-02   2.46162945047157E-01
  4    2     3.90463085571455E-22   2.34277851342873E-21
  3    3     1.57177441334842E-14   9.43064648009053E-14
  4    3     5.22247884417194E-10   3.65573519092036E-09
  5    3     3.09055282333444E-17   2.47244225866755E-16
  6    3     2.79445894951987E-24   2.51501305456789E-23
  3    4     2.17700941454405E-09   1.52390659018083E-08
  5    4     2.96139494834362E-14   2.66525545350926E-13
  6    4     1.41414791065185E-14   1.41414791065185E-13
  7    4     2.19104904232915E-22   2.41015394656207E-21
  8    4     5.90187010512676E-31   7.08224412615211E-30
  3    5     2.88222077605510E-12   2.30577662084408E-11
  5    5     1.43689562153009E-09   1.43689562153009E-08
  6    5     5.34811484542463E-08   5.88292632996709E-07
  7    5     2.06873950338059E-13   2.48248740405671E-12
  8    5     8.53386913716556E-19   1.10940298783152E-17
  9    5     1.41828953045258E-29   1.98560534263362E-28
  3    6     3.34960215427382E-11   3.01464193884644E-10
  4    6     1.74933540635046E-07   1.74933540635046E-06
  5    6     3.95346454883576E-06   4.34881100371933E-05
  6    6     3.30375157540828E-06   3.96450189048994E-05
  7    6     3.18839029969018E-07   4.14490738959724E-06
  8    6     5.15588159938587E-10   7.21823423914022E-09
  9    6     1.68093338000448E-14   2.52140007000672E-13
 10    6     2.98442421733554E-13   4.77507874773687E-12
 11    6     3.67769897308250E-15   6.25208825424026E-14
 12    6     7.46730848426228E-16   1.34411552716721E-14
  4    7     6.27599854044476E-16   6.90359839448924E-15
  5    7     1.20658608237054E-13   1.44790329884464E-12
  6    7     1.42099148744201E-06   1.84728893367462E-05
  7    7     1.18875574827164E-06   1.66425804758029E-05
  8    7     5.08186671118033E-07   7.62280006677050E-06
  9    7     1.82140437138374E-11   2.91424699421398E-10
 10    7     7.43385305603384E-11   1.26375501952575E-09
 11    7     2.35714929703752E-11   4.24286873466753E-10
 12    7     7.26877560072570E-15   1.38106736413788E-13
 13    7     3.09970290538252E-16   6.19940581076504E-15
 14    7     6.55483302169707E-17   1.37651493455639E-15
  5    8     1.03162573200605E-19   1.34111345160786E-18
  6    8     1.45075277958273E-05   2.03105389141582E-04
  7    8     7.94001435498258E-06   1.19100215324739E-04
  8    8     8.93817996476201E-06   1.43010879436192E-04
  9    8     3.64980041223844E-07   6.20466070080535E-06
 10    8     9.12627911979530E-09   1.64273024156315E-07
 11    8     4.46058289092837E-14   8.47510749276390E-13
