    time    temp    dens
   7.98493447523876E-01   7.38975539028979E-02   1.56007589610235E+00
     nin     zin       y       x
  1    0     2.99823695304839E-10   2.99823695304839E-10
  0    1     7.51654758650218E-01   7.51654758650218E-01
  1    1     1.82625132524446E-06   3.65250265048892E-06
  2    1     5.28446581554457E-08   1.58533974466337E-07
  1    2     1.27392444353214E-05   3.82177333059641E-05
  2    2     6.15399103313825E-02   2.46159641325530E-01
  4    2     1.54881078698714E-22   9.29286472192285E-22
  3    3     5.08881468064528E-15   3.05328880838717E-14
  4    3     2.61236184958643E-10   1.82865329471050E-09
  5    3     4.26564478273674E-18   3.41251582618939E-17
  6    3     4.46889702945580E-25   4.02200732651022E-24
  3    4     2.44069287342610E-09   1.70848501139827E-08
  5    4     9.40428687946065E-15   8.46385819151459E-14
  6    4     4.72736679724671E-15   4.72736679724671E-14
  7    4     4.24783790524341E-23   4.67262169576775E-22
  8    4     1.66384255525885E-31   1.99661106631063E-30
  3    5     3.41310329866983E-12   2.73048263893587E-11
  5    5     5.66128003784016E-10   5.66128003784016E-09
  6    5     2.45479321529271E-08   2.70027253682198E-07
  7    5     3.26524943448782E-13   3.91829932138539E-12
  8    5     1.15494596362712E-18   1.50142975271525E-17
  9    5     4.02443756936063E-29   5.63421259710488E-28
  3    6     3.34960208719420E-11   3.01464187847478E-10
  4    6     1.76046464759179E-07   1.76046464759179E-06
  5    6     3.95255842369456E-06   4.34781426606401E-05
  6    6     3.28487497049183E-06   3.94184996459020E-05
  7    6     3.10789964993473E-07   4.04026954491515E-06
  8    6     4.91715328107409E-10   6.88401459350373E-09
  9    6     1.39280785021818E-14   2.08921177532727E-13
 10    6     3.50834015671419E-13   5.61334425074270E-12
 11    6     5.64475888143642E-15   9.59609009844191E-14
 12    6     1.37562344519944E-15   2.47612220135899E-14
  4    7     1.13209806788668E-15   1.24530787467535E-14
  5    7     2.06380679706604E-13   2.47656815647925E-12
  6    7     1.42914048485507E-06   1.85788263031159E-05
  7    7     1.14836875067512E-06   1.60771625094517E-05
  8    7     4.40853629162105E-07   6.61280443743157E-06
  9    7     1.61646798256544E-11   2.58634877210471E-10
 10    7     7.65484987542805E-11   1.30132447882277E-09
 11    7     2.87073184544369E-11   5.16731732179864E-10
 12    7     9.89068868759832E-15   1.87923085064368E-13
 13    7     5.10845190737417E-16   1.02169038147483E-14
 14    7     9.33144342510414E-17   1.95960311927187E-15
  5    8     1.71535199448893E-19   2.22995759283561E-18
  6    8     1.46187150511615E-05   2.04662010716261E-04
  7    8     8.02205721770184E-06   1.20330858265528E-04
  8    8     8.93817468196160E-06   1.43010794911386E-04
  9    8     3.54191600868558E-07   6.02125721476549E-06
 10    8     7.45516292568036E-09   1.34192932662246E-07
 11    8     4.00326119907397E-14   7.60619627824055E-13
 12    8     2.60934127372187E-15   5.21868254744373E-14
 13    8     1.54935204495603E-16   3.25363929440766E-15
 14    8     6.98746429252773E-17   1.53724214435610E-15
  5    9     5.58973721439442E-27   7.82563210015219E-26
  6    9     5.28121459473123E-18   7.92182189209684E-17
  7    9     8.10813433147889E-19   1.29730149303662E-17
  8    9     8.22617279950757E-07   1.39844937591629E-05
  9    9     1.35576246162197E-07   2.44037243091955E-06
 10    9     3.52523296217325E-10   6.69794262812918E-09
 11    9     1.48470371313792E-13   2.96940742627584E-12
 12    9     5.63405201179610E-15   1.18315092247718E-13
 13    9     7.81137294482313E-15   1.71850204786109E-13
 14    9     1.12939213635599E-17   2.59760191361878E-16
 15    9     3.11521267933547E-18   7.47651043040512E-17
 16    9     6.14103366342577E-19   1.53525841585644E-17
 17    9     1.73946262680279E-20   4.52260282968725E-19
  7   10     1.59748463515034E-15   2.71572387975558E-14
  8   10     3.17376221128914E-07   5.71277198032045E-06
  9   10     2.27025415654844E-09   4.31348289744204E-08
 10   10     2.72322982273957E-08   5.44645964547914E-07
 11   10     3.60834300286349E-10   7.57752030601332E-09
 12   10     1.71287393533203E-09   3.76832265773046E-08
 13   10     7.99673296215848E-14   1.83924858129645E-12
 14   10     1.61130039401989E-15   3.86712094564774E-14
 15   10     1.90367457082895E-15   4.75918642707238E-14
 16   10     2.94742935838089E-16   7.66331633179032E-15
 17   10     8.97455147132809E-19   2.42312889725858E-17
 18   10     6.94327253286125E-23   1.94411630920115E-21
 19   10     2.01811781398664E-25   5.85254166056125E-24
 20   10     1.03409326583820E-26   3.10227979751459E-25
 21   10     6.47758623389054E-31   2.00805173250607E-29
 22   10     1.10888458547390E-32   3.54843067351647E-31
 23   10     1.29734078429698E-35   4.28122458818004E-34
 24   10     6.77649009960428E-41   2.30400663386546E-39
 25   10     2.86145430206013E-45   1.00150900572105E-43
 26   10     2.03121212000854E-50   7.31236363203074E-49
 27   10     4.62232469515413E-50   1.71026013720703E-48
 28   10     3.91451904559265E-55   1.48751723732521E-53
 29   10     1.96148267542733E-60   7.64978243416658E-59
 30   10     5.81162528126925E-65   2.32465011250770E-63
 31   10     4.39073216586203E-67   1.80020018800343E-65
  8   11     1.08580581755372E-15   2.06303105335206E-14
  9   11     1.30667434185834E-10   2.61334868371668E-09
 10   11     1.59552511833836E-09   3.35060274851056E-08
 11   11     3.76704809497473E-09   8.28750580894441E-08
 12   11     4.33723173110364E-09   9.97563298153837E-08
 13   11     2.32870458752381E-12   5.58889101005715E-11
 14   11     3.55328124539776E-13   8.88320311349439E-12
 15   11     1.64892621522537E-13   4.28720815958596E-12
 16   11     3.95114437565588E-15   1.06680898142709E-13
 17   11     2.43425085022145E-16   6.81590238062007E-15
 18   11     5.54129089801002E-19   1.60697436042291E-17
 19   11     3.61368242448049E-19   1.08410472734415E-17
 20   11     1.12662053404548E-23   3.49252365554098E-22
 21   11     1.76917166119351E-26   5.66134931581925E-25
 22   11     6.15861377246101E-28   2.03234254491213E-26
 23   11     1.02171099873026E-32   3.47381739568289E-31
 24   11     8.98959855897694E-37   3.14635949564193E-35
 25   11     5.79863082148488E-43   2.08750709573456E-41
 26   11     1.05688938234154E-43   3.91049071466368E-42
 27   11     2.36382263742924E-46   8.98252602223110E-45
 28   11     2.42462767107931E-51   9.45604791720931E-50
 29   11     7.61162274632797E-56   3.04464909853119E-54
 30   11     6.59101323512300E-58   2.70231542640043E-56
 31   11     4.36188379816282E-58   1.83199119522839E-56
 32   11     3.03926687938954E-63   1.30688475813750E-61
 33   11     3.40174154263258E-66   1.49676627875834E-64
  8   12     6.37750278647058E-15   1.27550055729412E-13
  9   12     3.82309161895439E-11   8.02849239980422E-10
 10   12     7.09943477834557E-09   1.56187565123603E-07
 11   12     2.88068229302645E-09   6.62556927396085E-08
 12   12     7.83919041613603E-09   1.88140569987265E-07
 13   12     1.59665997608764E-08   3.99164994021909E-07
 14   12     8.71131161376822E-09   2.26494101957974E-07
 15   12     2.27865258084881E-12   6.15236196829179E-11
 16   12     2.38115592714962E-13   6.66723659601894E-12
 17   12     2.54373994236637E-14   7.37684583286247E-13
 18   12     1.77456642339531E-15   5.32369927018593E-14
 19   12     7.04776450421019E-17   2.18480699630516E-15
 20   12     1.10041692308610E-20   3.52133415387553E-19
 21   12     2.49826801933187E-20   8.24428446379516E-19
 22   12     3.82631680246722E-25   1.30094771283885E-23
 23   12     3.57735410221565E-28   1.25207393577548E-26
 24   12     2.06977392533756E-31   7.45118613121521E-30
 25   12     6.05365924821612E-35   2.23985392183996E-33
 26   12     1.89981353150102E-37   7.21929141970388E-36
 27   12     7.46866689680389E-42   2.91278008975352E-40
 28   12     8.14731687711753E-46   3.25892675084701E-44
 29   12     9.46737087194436E-48   3.88162205749719E-46
 30   12     9.59967337046370E-49   4.03186281559476E-47
 31   12     7.72673083206056E-54   3.32249425778604E-52
 32   12     3.49994168770543E-56   1.53997434259039E-54
 33   12     1.73847393398716E-59   7.82313270294222E-58
 34   12     5.90378442886546E-63   2.71574083727811E-61
 35   12     3.81357993705910E-69   1.79238257041777E-67
  8   13     6.57362285656978E-19   1.38046079987965E-17
  9   13     8.16600910911409E-17   1.79652200400510E-15
 10   13     6.96883135763574E-14   1.60283121225622E-12
 11   13     6.73225328950579E-10   1.61574078948139E-08
 12   13     1.54983196382995E-08   3.87457990957488E-07
 13   13     1.09167071916639E-19   2.83834386983260E-18
 14   13     2.64513698179141E-08   7.14186985083682E-07
 15   13     4.49921313898276E-11   1.25977967891517E-09
 16   13     8.18214898549350E-12   2.37282320579311E-10
 17   13     4.86870781145505E-12   1.46061234343652E-10
 18   13     3.53610639242499E-14   1.09619298165175E-12
 19   13     8.25799195645900E-17   2.64255742606688E-15
 20   13     4.16628472550627E-18   1.37487395941707E-16
 21   13     5.13984025318211E-19   1.74754568608192E-17
 22   13     1.16133213252362E-22   4.06466246383266E-21
 23   13     5.44894456347898E-25   1.96162004285243E-23
 24   13     1.84732360868591E-28   6.83509735213785E-27
 25   13     1.13314161459156E-30   4.30593813544794E-29
 26   13     5.98304711513195E-32   2.33338837490146E-30
 27   13     4.29507860536529E-38   1.71803144214612E-36
 28   13     4.60395085097067E-39   1.88761984889798E-37
 29   13     2.98612124604154E-40   1.25417092333745E-38
 30   13     4.83035716798946E-45   2.07705358223547E-43
 31   13     3.45379696427645E-48   1.51967066428164E-46
 32   13     3.18556989069111E-50   1.43350645081100E-48
 33   13     1.63857566172299E-54   7.53744804392575E-53
 34   13     3.49138288256136E-60   1.64094995480384E-58
 35   13     3.07296307452874E-63   1.47502227577380E-61
 36   13     5.08628992851611E-69   2.49228206497289E-67
 37   13     4.88584275603301E-71   2.44292137801651E-69
 38   13     1.82585070734524E-75   9.31183860746072E-74
  8   14     2.69571407608610E-20   5.93057096738942E-19
  9   14     5.06752383166877E-19   1.16553048128382E-17
 10   14     8.19480121653169E-15   1.96675229196760E-13
 11   14     3.25329654520123E-10   8.13324136300307E-09
 12   14     3.52588148770413E-09   9.16729186803073E-08
 13   14     3.33456845394942E-08   9.00333482566345E-07
 14   14     2.56813752570297E-07   7.19078507196832E-06
 15   14     1.17174799596278E-07   3.39806918829207E-06
 16   14     1.54768414352617E-07   4.64305243057850E-06
 17   14     1.93191924078672E-10   5.98894964643884E-09
 18   14     1.54531386519868E-12   4.94500436863579E-11
 19   14     2.30132038067966E-13   7.59435725624286E-12
 20   14     1.19071464238571E-14   4.04842978411140E-13
 21   14     5.10058492469304E-16   1.78520472364256E-14
 22   14     2.62606139333989E-19   9.45382101602361E-18
 23   14     6.31025355322082E-22   2.33479381469170E-20
 24   14     1.05612200127391E-23   4.01326360484087E-22
 25   14     6.64468454737302E-26   2.59142697347548E-24
 26   14     8.13071697730967E-28   3.25228679092387E-26
 27   14     9.32396083598346E-31   3.82282394275322E-29
 28   14     2.89891652531885E-32   1.21754494063392E-30
 29   14     1.11374435262471E-36   4.78910071628627E-35
 30   14     2.21201504622756E-39   9.73286620340127E-38
 31   14     4.58405293317920E-42   2.06282381993064E-40
 32   14     2.25151970856230E-45   1.03569906593866E-43
 33   14     1.51020142288442E-50   7.09794668755678E-49
 34   14     3.26077756420779E-54   1.56517323081974E-52
 35   14     7.74363695764510E-60   3.79438210924610E-58
 36   14     8.63926413835191E-62   4.31963206917595E-60
 37   14     3.85727133201930E-66   1.96720837932984E-64
 38   14     1.92366121600151E-72   1.00030383232079E-70
 39   14     4.15645304282723E-69   2.20292011269843E-67
 40   14     2.17849237856572E-67   1.17638588442549E-65
  8   15     1.38995145012533E-22   3.19688833528826E-21
  9   15     1.30268539467133E-21   3.12644494721120E-20
 10   15     2.98646522520044E-21   7.46616306300109E-20
 11   15     3.38117674206016E-16   8.79105952935642E-15
 12   15     2.93646818698167E-09   7.92846410485052E-08
 13   15     2.05154430844340E-09   5.74432406364152E-08
 14   15     1.08399705775936E-07   3.14359146750215E-06
 15   15     1.30074465418499E-07   3.90223396255496E-06
 16   15     2.15288083743819E-07   6.67393059605839E-06
 17   15     1.60910637054611E-10   5.14914038574754E-09
 18   15     3.88933445159532E-11   1.28348036902646E-09
 19   15     7.12414458117126E-12   2.42220915759823E-10
 20   15     2.66770605362437E-13   9.33697118768529E-12
 21   15     1.95059167499694E-14   7.02213002998899E-13
 22   15     1.18460591025077E-16   4.38304186792784E-15
 23   15     3.77277009624667E-18   1.43365263657374E-16
 24   15     3.95387487149940E-19   1.54201119988477E-17
 25   15     3.40347794986818E-21   1.36139117994727E-19
 26   15     4.78841378439730E-24   1.96324965160289E-22
 27   15     4.90097072260076E-25   2.05840770349232E-23
 28   15     7.12347568495241E-29   3.06309454452954E-27
 29   15     1.52781915188359E-31   6.72240426828779E-30
 30   15     3.14133221089458E-34   1.41359949490256E-32
 31   15     4.44581905704672E-38   2.04507676624149E-36
 32   15     7.34478023926206E-42   3.45204671245317E-40
 33   15     1.29405352430718E-45   6.21145691667448E-44
 34   15     3.62330541982930E-51   1.77541965571636E-49
 35   15     5.76414654337099E-53   2.88207327168549E-51
