    time    temp    dens
   7.81310343773146E-01   7.55650710484293E-02   1.66528693522573E+00
     nin     zin       y       x
  1    0     2.97447020592720E-10   2.97447020592720E-10
  0    1     7.51655326897722E-01   7.51655326897722E-01
  1    1     1.76001655625189E-06   3.52003311250379E-06
  2    1     5.02629450013876E-08   1.50788835004163E-07
  1    2     1.27036393376379E-05   3.81109180129137E-05
  2    2     6.15397959192627E-02   2.46159183677051E-01
  4    2     1.38983344435738E-22   8.33900066614426E-22
  3    3     4.53990581029972E-15   2.72394348617983E-14
  4    3     2.38400907369681E-10   1.66880635158776E-09
  5    3     3.31267945073804E-18   2.65014356059043E-17
  6    3     3.58499652659722E-25   3.22649687393750E-24
  3    4     2.46553234245727E-09   1.72587263972009E-08
  5    4     8.37344547603720E-15   7.53610092843348E-14
  6    4     4.10225589906597E-15   4.10225589906597E-14
  7    4     3.39704586259548E-23   3.73675044885503E-22
  8    4     1.38628680658799E-31   1.66354416790559E-30
  3    5     3.47043582127925E-12   2.77634865702340E-11
  5    5     4.98632189273285E-10   4.98632189273285E-09
  6    5     2.18707564667311E-08   2.40578321134042E-07
  7    5     3.39794094905425E-13   4.07752913886509E-12
  8    5     1.18847424614121E-18   1.54501651998357E-17
  9    5     4.49130082304279E-29   6.28782115225991E-28
  3    6     3.34960206517529E-11   3.01464185865776E-10
  4    6     1.76155228316280E-07   1.76155228316280E-06
  5    6     3.95223545991381E-06   4.34745900590519E-05
  6    6     3.28239567154477E-06   3.93887480585373E-05
  7    6     3.09735340042283E-07   4.02655942054968E-06
  8    6     4.88697910891695E-10   6.84177075248373E-09
  9    6     1.35303879787958E-14   2.02955819681937E-13
 10    6     3.56385904742536E-13   5.70217447588058E-12
 11    6     5.87985388242103E-15   9.99575160011576E-14
 12    6     1.46847531619711E-15   2.64325556915480E-14
  4    7     1.21111548480983E-15   1.33222703329081E-14
  5    7     2.20359996078589E-13   2.64431995294307E-12
  6    7     1.43020815816498E-06   1.85927060561448E-05
  7    7     1.14390125050653E-06   1.60146175070915E-05
  8    7     4.32331363948628E-07   6.48497045922942E-06
  9    7     1.58900282004176E-11   2.54240451206681E-10
 10    7     7.67670841612271E-11   1.30504043074086E-09
 11    7     2.92635078109017E-11   5.26743140596230E-10
 12    7     1.01862680836613E-14   1.93539093589565E-13
 13    7     5.36405618137756E-16   1.07281123627551E-14
 14    7     9.55345189467930E-17   2.00622489788265E-15
  5    8     1.82555425402105E-19   2.37322053022737E-18
  6    8     1.46325359583067E-05   2.04855503416294E-04
  7    8     8.03252629449853E-06   1.20487894417478E-04
  8    8     8.93817409066993E-06   1.43010785450719E-04
  9    8     3.52818482546271E-07   5.99791420328661E-06
 10    8     7.25423635165051E-09   1.30576254329709E-07
 11    8     3.94583011898896E-14   7.49707722607902E-13
 12    8     2.56219346415393E-15   5.12438692830785E-14
 13    8     1.52726594820899E-16   3.20725849123888E-15
 14    8     6.92413873999618E-17   1.52331052279916E-15
