    time    temp    dens
   9.71752359975327E-01   6.04126581082454E-02   8.65551642268974E-01
     nin     zin       y       x
  1    0     3.24775732985225E-10   3.24775732985225E-10
  0    1     7.51650512724453E-01   7.51650512724453E-01
  1    1     2.47426750609270E-06   4.94853501218540E-06
  2    1     8.44192888660343E-08   2.53257866598103E-07
  1    2     1.29190036269010E-05   3.87570108807031E-05
  2    2     6.15407253556085E-02   2.46162901422434E-01
  4    2     3.85176122308525E-22   2.31105673385115E-21
  3    3     1.54201551706475E-14   9.25209310238851E-14
  4    3     5.17430215992861E-10   3.62201151195003E-09
  5    3     3.00772371355037E-17   2.40617897084029E-16
  6    3     2.72200005777550E-24   2.44980005199795E-23
  3    4     2.18163787404728E-09   1.52714651183309E-08
  5    4     2.90977696647284E-14   2.61879926982556E-13
  6    4     1.39354086067278E-14   1.39354086067278E-13
  7    4     2.14476863526858E-22   2.35924549879544E-21
  8    4     5.81454582547123E-31   6.97745499056548E-30
  3    5     2.89098448926988E-12   2.31278759141590E-11
  5    5     1.41912617351188E-09   1.41912617351188E-08
  6    5     5.29826289669348E-08   5.82808918636283E-07
  7    5     2.08554513666495E-13   2.50265416399794E-12
  8    5     8.58028374960013E-19   1.11543688744802E-17
  9    5     1.44347458227208E-29   2.02086441518091E-28
  3    6     3.34960215401403E-11   3.01464193861263E-10
  4    6     1.74953749551061E-07   1.74953749551061E-06
  5    6     3.95347451883464E-06   4.34882197071810E-05
  6    6     3.30348791634918E-06   3.96418549961902E-05
  7    6     3.18726447226102E-07   4.14344381393933E-06
  8    6     5.15242696303109E-10   7.21339774824352E-09
  9    6     1.67723466622110E-14   2.51585199933165E-13
 10    6     2.99324872450543E-13   4.78919795920869E-12
 11    6     3.70674603125253E-15   6.30146825312930E-14
 12    6     7.54297405674601E-16   1.35773533021428E-14
  4    7     6.33471352403859E-16   6.96818487644245E-15
  5    7     1.21667514742734E-13   1.46001017691281E-12
  6    7     1.42110546651068E-06   1.84743710646388E-05
  7    7     1.18808730875816E-06   1.66332223226143E-05
  8    7     5.07210295937175E-07   7.60815443905762E-06
  9    7     1.81863227113131E-11   2.90981163381010E-10
 10    7     7.43782246275653E-11   1.26442981866861E-09
 11    7     2.36562996828343E-11   4.25813394291018E-10
 12    7     7.31013930088504E-15   1.38892646716816E-13
 13    7     3.12752992715569E-16   6.25505985431138E-15
 14    7     6.60261337934884E-17   1.38654880966326E-15
  5    8     1.03989921616940E-19   1.35186898102021E-18
  6    8     1.45091746711981E-05   2.03128445396773E-04
  7    8     7.94119477468560E-06   1.19117921620284E-04
  8    8     8.93817987960226E-06   1.43010878073636E-04
  9    8     3.64824090241154E-07   6.20200953409962E-06
 10    8     9.10097880162033E-09   1.63817618429166E-07
 11    8     4.45397075455886E-14   8.46254443366183E-13
 12    8     2.97846001777795E-15   5.95692003555590E-14
 13    8     1.72066198494345E-16   3.61339016838125E-15
 14    8     7.38174111893729E-17   1.62398304616620E-15
  5    9     5.99499112971150E-27   8.39298758159610E-26
  6    9     5.64377566134601E-17   8.46566349201901E-16
  7    9     5.86798592942794E-18   9.38877748708471E-17
  8    9     7.99219801366013E-07   1.35867366232222E-05
  9    9     1.55287863845523E-07   2.79518154921941E-06
 10    9     3.77156477603571E-10   7.16597307446784E-09
 11    9     1.54749639716141E-13   3.09499279432282E-12
 12    9     6.05204327238866E-15   1.27092908720162E-13
 13    9     8.36981811837472E-15   1.84135998604244E-13
 14    9     1.17349124838142E-17   2.69902987127727E-16
 15    9     3.32711587800199E-18   7.98507810720479E-17
 16    9     3.54336736760487E-19   8.85841841901219E-18
 17    9     1.06336945440052E-20   2.76476058144135E-19
  7   10     5.30869180793762E-16   9.02477607349395E-15
  8   10     2.91954261125755E-07   5.25517670026359E-06
  9   10     2.24597293099407E-09   4.26734856888874E-08
 10   10     2.72880697980572E-08   5.45761395961145E-07
 11   10     3.83471905998481E-10   8.05291002596811E-09
 12   10     1.79420573691853E-09   3.94725262122076E-08
