    time    temp    dens
   9.82321872412238E-01   5.97456649764751E-02   8.37911892248619E-01
     nin     zin       y       x
  1    0     3.26303601170929E-10   3.26303601170929E-10
  0    1     7.51650318535072E-01   7.51650318535072E-01
  1    1     2.51182533256334E-06   5.02365066512668E-06
  2    1     8.66798491685141E-08   2.60039547505542E-07
  1    2     1.29226531856227E-05   3.87679595568680E-05
  2    2     6.15407607848751E-02   2.46163043139500E-01
  4    2     4.02657531416941E-22   2.41594518850165E-21
  3    3     1.64160336687343E-14   9.84962020124058E-14
  4    3     5.33238454109404E-10   3.73266917876583E-09
  5    3     3.28523426475165E-17   2.62818741180132E-16
  6    3     2.96482968855746E-24   2.66834671970172E-23
  3    4     2.16648393822873E-09   1.51653875676011E-08
  5    4     3.08110466448862E-14   2.77299419803975E-13
  6    4     1.46153476543275E-14   1.46153476543275E-13
  7    4     2.29858930407112E-22   2.52844823447823E-21
  8    4     6.10112900755627E-31   7.32135480906753E-30
  3    5     2.86228950640061E-12   2.28983160512049E-11
  5    5     1.47770377883868E-09   1.47770377883868E-08
  6    5     5.46134016739306E-08   6.00747418413237E-07
  7    5     2.03097602710730E-13   2.43717123252876E-12
  8    5     8.42887045723532E-19   1.09575315944059E-17
  9    5     1.36256917913543E-29   1.90759685078960E-28
  3    6     3.34960215482592E-11   3.01464193934333E-10
  4    6     1.74887318715567E-07   1.74887318715567E-06
  5    6     3.95343926924279E-06   4.34878319616707E-05
  6    6     3.30434618888132E-06   3.96521542665759E-05
  7    6     3.19092959302641E-07   4.14820847093434E-06
  8    6     5.16368688711993E-10   7.22916164196790E-09
  9    6     1.68922440701074E-14   2.53383661051611E-13
 10    6     2.96433256444084E-13   4.74293210310534E-12
 11    6     3.61210668441996E-15   6.14058136351393E-14
 12    6     7.29814788673467E-16   1.31366661961224E-14
  4    7     6.14475469515835E-16   6.75923016467419E-15
  5    7     1.18399032183195E-13   1.42078838619834E-12
  6    7     1.42073440950414E-06   1.84695473235539E-05
  7    7     1.19027773212791E-06   1.66638882497907E-05
  8    7     5.10393377175073E-07   7.65590065762610E-06
  9    7     1.82764211638898E-11   2.92422738622236E-10
 10    7     7.42478027648746E-11   1.26221264700287E-09
 11    7     2.33786249755603E-11   4.20815249560085E-10
 12    7     7.17498537380688E-15   1.36324722102331E-13
 13    7     3.03708456655287E-16   6.07416913310573E-15
 14    7     6.44656764349784E-17   1.35377920513455E-15
  5    8     1.01307384693169E-19   1.31699600101119E-18
  6    8     1.45038008047630E-05   2.03053211266682E-04
  7    8     7.93734764015409E-06   1.19060214602311E-04
  8    8     8.93818015821016E-06   1.43010882531363E-04
  9    8     3.65332479698093E-07   6.21065215486759E-06
 10    8     9.18357230697359E-09   1.65304301525525E-07
 11    8     4.47551540834530E-14   8.50347927585607E-13
 12    8     2.99570235745471E-15   5.99140471490943E-14
 13    8     1.72848735386973E-16   3.62982344312642E-15
 14    8     7.39492680588007E-17   1.62688389729362E-15
  5    9     6.01563008301507E-27   8.42188211622110E-26
  6    9     6.53453351286246E-17   9.80180026929369E-16
  7    9     6.68085835632352E-18   1.06893733701176E-16
  8    9     7.98120642079407E-07   1.35680509153499E-05
  9    9     1.56435183040469E-07   2.81583329472844E-06
 10    9     3.78490592635740E-10   7.19132126007906E-09
 11    9     1.54991943652941E-13   3.09983887305882E-12
 12    9     6.06983547446279E-15   1.27466544963719E-13
 13    9     8.39338657472280E-15   1.84654504643902E-13
 14    9     1.17482023429056E-17   2.70208653886830E-16
 15    9     3.32253067255280E-18   7.97407361412672E-17
 16    9     3.43677586755816E-19   8.59193966889541E-18
 17    9     1.03561630576397E-20   2.69260239498632E-19
  7   10     4.96689557799405E-16   8.44372248258988E-15
  8   10     2.90532129819348E-07   5.22957833674826E-06
  9   10     2.24464648656825E-09   4.26482832447967E-08
 10   10     2.72906479084942E-08   5.45812958169884E-07
 11   10     3.84622047672944E-10   8.07706300113182E-09
 12   10     1.79810541612023E-09   3.95583191546451E-08
 13   10     8.56370004552723E-14   1.96965101047126E-12
 14   10     1.70469939060661E-15   4.09127853745587E-14
 15   10     1.72268458728763E-15   4.30671146821908E-14
 16   10     1.99358752872444E-16   5.18332757468354E-15
 17   10     5.17272079430074E-19   1.39663461446120E-17
 18   10     3.67420331938217E-23   1.02877692942701E-21
 19   10     2.59096297706627E-24   7.51379263349220E-23
 20   10     3.86978241848629E-27   1.16093472554589E-25
 21   10     3.48758038709040E-31   1.08114991999802E-29
 22   10     6.52424634156317E-33   2.08775882930021E-31
 23   10     2.37682287501277E-36   7.84351548754214E-35
 24   10     1.85215964232118E-41   6.29734278389201E-40
 25   10     8.42422706601361E-46   2.94847947310476E-44
 26   10     1.41332664774275E-50   5.08797593187390E-49
 27   10     1.95695615089521E-50   7.24073775831227E-49
