    time    temp    dens
   9.82396022354493E-01   5.97410114247094E-02   8.37722173150957E-01
     nin     zin       y       x
  1    0     3.24633958468622E-10   3.24633958468622E-10
  0    1     7.51703089791548E-01   7.51703089791548E-01
  1    1     2.51066655554952E-06   5.02133311109905E-06
  2    1     8.47732366240810E-08   2.54319709872243E-07
  1    2     1.28782613858976E-05   3.86347841576927E-05
  2    2     6.15318655529953E-02   2.46127462211981E-01
  4    2     9.76028849949944E-23   5.85617309969967E-22
  3    3     2.73392446334856E-15   1.64035467800913E-14
  4    3     5.28941321258995E-10   3.70258924881297E-09
  5    3     3.24325427358369E-17   2.59460341886695E-16
  6    3     2.91251359049432E-24   2.62126223144489E-23
  3    4     2.16581901345564E-09   1.51607330941895E-08
  5    4     1.63287993206735E-14   1.46959193886061E-13
  6    4     3.53370588207491E-15   3.53370588207491E-14
  7    4     5.54958766242570E-23   6.10454642866827E-22
  8    4     1.46624088097994E-31   1.75948905717593E-30
  3    5     2.65778226420321E-12   2.12622581136257E-11
  5    5     1.46098301372593E-09   1.46098301372593E-08
  6    5     5.38697366839307E-08   5.92567103523238E-07
  7    5     2.90119063418246E-15   3.48142876101895E-14
  8    5     8.29700830419203E-19   1.07861107954496E-17
  9    5     1.33367309492157E-29   1.86714233289019E-28
  3    6     3.32894855371612E-11   2.99605369834451E-10
  4    6     1.72974473482956E-07   1.72974473482956E-06
  5    6     3.91982912598935E-06   4.31181203858828E-05
  6    6     3.27096462475063E-06   3.92515754970076E-05
  7    6     3.15036643128829E-07   4.09547636067478E-06
  8    6     4.67919683024414E-10   6.55087556234180E-09
  9    6     6.56414025155630E-17   9.84621037733446E-16
 10    6     5.68840922118951E-18   9.10145475390322E-17
 11    6     1.45544464647031E-26   2.47425589899954E-25
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.32819460576159E-28   1.46101406633775E-27
  5    7     5.02867137406115E-16   6.03440564887338E-15
  6    7     1.40852502407678E-06   1.83108253129982E-05
  7    7     1.17522489385514E-06   1.64531485139719E-05
  8    7     5.04843074173757E-07   7.57264611260636E-06
  9    7     4.66499163614938E-14   7.46398661783900E-13
 10    7     2.23921403035317E-13   3.80666385160039E-12
 11    7     4.59890255572417E-16   8.27802460030350E-15
 12    7     1.28359030181037E-16   2.43882157343970E-15
 13    7     1.42493058325343E-20   2.84986116650687E-19
 14    7     3.54030399907502E-22   7.43463839805755E-21
  5    8     8.04060585388084E-20   1.04527876100451E-18
  6    8     1.44031626029854E-05   2.01644276441796E-04
  7    8     7.88949303360402E-06   1.18342395504060E-04
  8    8     8.83892917980092E-06   1.41422866876815E-04
  9    8     3.61250751553112E-07   6.14126277640291E-06
 10    8     9.06890272710499E-09   1.63240249087890E-07
 11    8     1.01155628392805E-15   1.92195693946329E-14
 12    8     6.20274094651184E-17   1.24054818930237E-15
 13    8     8.63374225156978E-21   1.81308587282965E-19
 14    8     4.86331736788510E-22   1.06992982093472E-20
  5    9     6.90512547885768E-72   9.66717567040075E-71
  6    9     3.32674900119520E-17   4.99012350179280E-16
  7    9     1.97136975453006E-18   3.15419160724810E-17
  8    9     7.93363461648440E-07   1.34871788480235E-05
  9    9     1.55610683454519E-07   2.80099230218134E-06
 10    9     3.78824814206512E-10   7.19767146992373E-09
 11    9     7.26849126755805E-14   1.45369825351161E-12
 12    9     8.96528370370902E-16   1.88270957777889E-14
 13    9     1.55362724851793E-17   3.41797994673944E-16
 14    9     1.12779056500965E-20   2.59391829952220E-19
 15    9     5.64340335090047E-22   1.35441680421611E-20
 16    9     8.36136483824937E-24   2.09034120956234E-22
 17    9     1.65399382874720E-26   4.30038395474271E-25
  7   10     3.76954080859804E-16   6.40821937461667E-15
  8   10     2.89369994113633E-07   5.20865989404539E-06
  9   10     2.26058289706729E-09   4.29510750442785E-08
 10   10     2.73744622367020E-08   5.47489244734041E-07
 11   10     3.86491062159162E-10   8.11631230534241E-09
 12   10     1.80481611486871E-09   3.97059545271116E-08
 13   10     1.26273561901955E-14   2.90429192374496E-13
 14   10     6.38912272662794E-16   1.53338945439070E-14
 15   10     3.32153357818606E-17   8.30383394546516E-16
 16   10     1.10841855455431E-17   2.88188824184122E-16
 17   10     1.72690254176933E-22   4.66263686277719E-21
 18   10     6.52828244670915E-25   1.82791908507856E-23
 19   10     3.00669182485832E-29   8.71940629208913E-28
 20   10     3.12774911621159E-31   9.38324734863477E-30
 21   10     1.91321652553387E-36   5.93097122915499E-35
 22   10     1.17942158709175E-39   3.77414907869360E-38
 23   10     3.95360479483486E-43   1.30468958229550E-41
 24   10     2.53285260157980E-47   8.61169884537133E-46
 25   10     1.88959434700404E-96   6.61358021451414E-95
 26   10     3.01079664948993E-95   1.08388679381638E-93
 27   10     7.16180879081365E-95   2.64986925260105E-93
 28   10     1.00000000000000E-99   1.00000000000000E-99
 29   10     1.00000000000000E-99   1.00000000000000E-99
 30   10     1.00000000000000E-99   1.00000000000000E-99
 31   10     1.00000000000000E-99   1.00000000000000E-99
  8   11     4.95285047737035E-17   9.41041590700366E-16
  9   11     9.31496064047672E-11   1.86299212809534E-09
 10   11     1.60828902522267E-09   3.37740695296761E-08
 11   11     4.01144339117750E-09   8.82517546059049E-08
 12   11     4.47232206529380E-09   1.02863407501757E-07
 13   11     2.10957432614744E-12   5.06297838275385E-11
 14   11     7.79946610895253E-14   1.94986652723813E-12
 15   11     6.78261282294116E-15   1.76347933396470E-13
 16   11     7.24700698017614E-16   1.95669188464756E-14
 17   11     1.29171586990503E-19   3.61680443573409E-18
 18   11     1.34339899040525E-21   3.89585707217521E-20
 19   11     3.38279371568059E-25   1.01483811470418E-23
 20   11     1.44802630773596E-27   4.48888155398147E-26
 21   11     4.15582332735669E-32   1.32986346475414E-30
 22   11     5.26838106513587E-35   1.73856575149484E-33
 23   11     7.05133708477205E-39   2.39745460882250E-37
 24   11     8.21731724918721E-43   2.87606103721552E-41
 25   11     3.07230711701783E-47   1.10603056212642E-45
 26   11     1.41905631716052E-52   5.25050837349391E-51
 27   11     1.77643075597626E-83   6.75043687270979E-82
 28   11     1.14970876447822E-93   4.48386418146504E-92
 29   11     1.00000000000000E-99   1.00000000000000E-99
 30   11     1.00000000000000E-99   1.00000000000000E-99
 31   11     1.00000000000000E-99   1.00000000000000E-99
 32   11     1.00000000000000E-99   1.00000000000000E-99
 33   11     1.00000000000000E-99   1.00000000000000E-99
  8   12     1.05670785737697E-15   2.11341571475394E-14
  9   12     1.19632064492626E-11   2.51227335434514E-10
 10   12     6.87016556448569E-09   1.51143642418685E-07
 11   12     2.78950829015738E-09   6.41586906736198E-08
 12   12     8.20186274509554E-09   1.96844705882293E-07
 13   12     1.65485613273940E-08   4.13714033184849E-07
 14   12     8.93940472740209E-09   2.32424522912454E-07
 15   12     2.41639825320933E-13   6.52427528366518E-12
 16   12     2.48786319775417E-14   6.96601695371167E-13
 17   12     5.19719406593565E-16   1.50718627912134E-14
 18   12     1.38074022334258E-16   4.14222067002775E-15
 19   12     9.11781207099463E-21   2.82652174200834E-19
 20   12     1.01148228174626E-22   3.23674330158805E-21
 21   12     5.85813168248912E-27   1.93318345522141E-25
 22   12     6.32462537603000E-30   2.15037262785020E-28
 23   12     5.58055624952160E-31   1.95319468733256E-29
 24   12     1.26878402948068E-34   4.56762250613046E-33
 25   12     1.02344841574216E-36   3.78675913824598E-35
 26   12     3.50126988184225E-39   1.33048255510005E-37
 27   12     1.01893898954662E-45   3.97386205923182E-44
 28   12     1.91563888027007E-53   7.66255552108027E-52
 29   12     2.07016161273219E-94   8.48766261220200E-93
 30   12     1.00000000000000E-99   1.00000000000000E-99
 31   12     1.00000000000000E-99   1.00000000000000E-99
 32   12     1.00000000000000E-99   1.00000000000000E-99
 33   12     1.00000000000000E-99   1.00000000000000E-99
 34   12     1.00000000000000E-99   1.00000000000000E-99
 35   12     1.00000000000000E-99   1.00000000000000E-99
  8   13     6.61159639882040E-20   1.38843524375228E-18
  9   13     1.91487232290163E-17   4.21271911038359E-16
 10   13     2.39159107274743E-14   5.50065946731909E-13
 11   13     6.29023993664746E-10   1.50965758479539E-08
 12   13     1.52742406975695E-08   3.81856017439238E-07
 13   13     4.19304712926353E-11   1.09019225360852E-09
 14   13     2.78396377675951E-08   7.51670219725068E-07
 15   13     2.66900763210651E-11   7.47322136989822E-10
 16   13     1.46054275315059E-12   4.23557398413672E-11
 17   13     4.57196669473143E-14   1.37159000841943E-12
 18   13     5.32699437465649E-15   1.65136825614351E-13
 19   13     5.16857157759983E-20   1.65394290483195E-18
 20   13     1.99236187904489E-19   6.57479420084815E-18
 21   13     6.77177951893448E-23   2.30240503643772E-21
 22   13     2.34690862088984E-26   8.21418017311445E-25
 23   13     3.77570674095885E-28   1.35925442674519E-26
 24   13     2.75719796763874E-31   1.02016324802633E-29
 25   13     7.71629398905113E-34   2.93219171583943E-32
 26   13     1.13009950916319E-36   4.40738808573644E-35
 27   13     3.60081005258967E-43   1.44032402103587E-41
 28   13     5.56922718774408E-45   2.28338314697507E-43
 29   13     1.41394142097092E-62   5.93855396807787E-61
 30   13     1.36783779602492E-69   5.88170252290714E-68
 31   13     1.00000000000000E-99   1.00000000000000E-99
 32   13     1.00000000000000E-99   1.00000000000000E-99
 33   13     1.00000000000000E-99   1.00000000000000E-99
 34   13     1.00000000000000E-99   1.00000000000000E-99
 35   13     1.00000000000000E-99   1.00000000000000E-99
 36   13     1.00000000000000E-99   1.00000000000000E-99
 37   13     1.00000000000000E-99   1.00000000000000E-99
 38   13     1.00000000000000E-99   1.00000000000000E-99
  8   14     4.56806944718297E-21   1.00497527838025E-19
  9   14     1.65179488164615E-19   3.79912822778615E-18
 10   14     2.18386748785793E-16   5.24128197085903E-15
 11   14     1.45490793261146E-10   3.63726983152864E-09
 12   14     3.31626881130884E-09   8.62229890940298E-08
 13   14     3.32409117438735E-08   8.97504617084584E-07
 14   14     2.58247705029341E-07   7.23093574082155E-06
 15   14     1.21925054659652E-07   3.53582658512991E-06
 16   14     1.56625567073815E-07   4.69876701221446E-06
 17   14     1.98860567256573E-10   6.16467758495375E-09
 18   14     2.88798564656457E-11   9.24155406900661E-10
 19   14     2.55202273270416E-15   8.42167501792374E-14
 20   14     1.38398041519515E-15   4.70553341166352E-14
 21   14     1.87394581720160E-19   6.55881036020559E-18
 22   14     8.55125890226786E-22   3.07845320481643E-20
 23   14     5.26233086404391E-25   1.94706241969625E-23
 24   14     1.39912362443551E-26   5.31666977285494E-25
 25   14     1.06555307057733E-29   4.15565697525160E-28
 26   14     3.45395147372107E-31   1.38158058948843E-29
 27   14     2.19056996064703E-34   8.98133683865281E-33
 28   14     5.90651374139038E-38   2.48073577138396E-36
 29   14     1.60935456584461E-42   6.92022463313183E-41
 30   14     2.08233780253452E-48   9.16228633115190E-47
 31   14     2.61543033561547E-69   1.17694365102696E-67
 32   14     8.82241012650362E-77   4.05830865819166E-75
 33   14     1.00000000000000E-99   1.27233540693523E-99
 34   14     1.00000000000000E-99   4.16383529575601E-98
 35   14     2.23915366466009E-98   1.09718529568344E-96
 36   14     1.00000000000000E-99   1.00000000000000E-99
 37   14     1.00000000000000E-99   1.00000000000000E-99
 38   14     1.00000000000000E-99   1.00000000000000E-99
 39   14     1.00000000000000E-99   1.00000000000000E-99
 40   14     1.00000000000000E-99   1.00000000000000E-99
  8   15     4.82980004594003E-23   1.11085401056621E-21
  9   15     2.47552115601017E-22   5.94125077442441E-21
 10   15     1.04024177930384E-23   2.60060444825960E-22
 11   15     4.73063046608592E-18   1.22996392118234E-16
 12   15     1.90526362411316E-09   5.14421178510552E-08
 13   15     1.31988367468172E-09   3.69567428910880E-08
 14   15     1.04746632500567E-07   3.03765234251644E-06
 15   15     1.32271412250310E-07   3.96814236750930E-06
 16   15     2.21021037558239E-07   6.85165216430542E-06
 17   15     8.41558258733551E-11   2.69298642794736E-09
 18   15     1.82459135730821E-09   6.02115147911708E-08
 19   15     1.65919579393208E-13   5.64126569936908E-12
 20   15     4.65632605063780E-14   1.62971411772323E-12
 21   15     2.41996434819593E-17   8.71187165350534E-16
 22   15     6.89207172139286E-19   2.55006653691536E-17
 23   15     1.28903143914487E-21   4.89831946875051E-20
 24   15     7.07015589479015E-24   2.75736079896816E-22
 25   15     4.24020070175609E-26   1.69608028070244E-24
 26   15     4.13066818127917E-28   1.69357395432446E-26
 27   15     3.71305833084284E-31   1.55948449895399E-29
