    time    temp    dens
   6.79878669953797E-01   8.71478280359194E-02   2.52735092561748E+00
     nin     zin       y       x
  1    0     2.83296728443648E-10   2.83296728443648E-10
  0    1     7.51712310965432E-01   7.51712310965432E-01
  1    1     1.37390643732509E-06   2.74781287465017E-06
  2    1     3.60065986155703E-08   1.08019795846711E-07
  1    2     1.23423379356767E-05   3.70270138070301E-05
  2    2     6.15300251394678E-02   2.46120100557871E-01
  4    2     1.67328708165268E-23   1.00397224899161E-22
  3    3     7.53317628332686E-16   4.51990576999612E-15
  4    3     1.25195853908143E-10   8.76370977357004E-10
  5    3     5.89006455059718E-19   4.71205164047775E-18
  6    3     8.90297818093861E-26   8.01268036284475E-25
  3    4     2.61304642869510E-09   1.82913250008657E-08
  5    4     1.21176457883938E-15   1.09058812095544E-14
  6    4     3.81865395980273E-16   3.81865395980273E-15
  7    4     1.64977530138656E-24   1.81475283152522E-23
  8    4     9.00035347507305E-33   1.08004241700877E-31
  3    5     3.64150869425493E-12   2.91320695540394E-11
  5    5     1.92679515511185E-10   1.92679515511185E-09
  6    5     8.86081097914417E-09   9.74689207705859E-08
  7    5     2.47361121512901E-15   2.96833345815481E-14
  8    5     1.34639336538023E-18   1.75031137499429E-17
  9    5     8.49885092561951E-29   1.18983912958673E-27
  3    6     3.32894809513470E-11   2.99605328562123E-10
  4    6     1.74864031753671E-07   1.74864031753671E-06
  5    6     3.91489933653616E-06   4.30638927018978E-05
  6    6     3.23089664249057E-06   3.87707597098869E-05
  7    6     2.98094896403643E-07   3.87523365324736E-06
  8    6     4.23890230240808E-10   5.93446322337132E-09
  9    6     4.27100940519704E-17   6.40651410779556E-16
 10    6     3.50633649200926E-18   5.61013838721482E-17
 11    6     1.55433759230493E-26   2.64237390691838E-25
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     8.80234539864002E-27   9.68257993850403E-26
  5    7     5.48190375814556E-14   6.57828450977467E-13
  6    7     1.42567152913926E-06   1.85337298788103E-05
