    time    temp    dens
   1.07717350959603E-01   5.84584523475849E+00   7.50563574563105E+05
     nin     zin       y       x
  1    0     1.72044091271556E-04   1.72044091271556E-04
  0    1     7.72481361432992E-01   7.72481361432992E-01
  1    1     1.25548059322406E-07   2.51096118644813E-07
  2    1     1.75848230130558E-11   5.27544690391674E-11
  1    2     1.73449531671643E-08   5.20348595014928E-08
  2    2     5.68365706946174E-02   2.27346282778469E-01
  4    2     1.54977026340723E-19   9.29862158044340E-19
  3    3     4.64265862816497E-13   2.78559517689898E-12
  4    3     6.73304504878151E-16   4.71313153414705E-15
  5    3     1.11017626685491E-23   8.88141013483930E-23
  6    3     1.21403323348804E-29   1.09262991013924E-28
  3    4     1.08880842963281E-13   7.62165900742964E-13
  5    4     2.97710441937403E-16   2.67939397743663E-15
  6    4     2.50698291423340E-20   2.50698291423340E-19
  7    4     7.58925936733951E-29   8.34818530407346E-28
  8    4     5.06528239449893E-36   6.07833887339871E-35
  3    5     4.54270978454396E-19   3.63416782763517E-18
  5    5     6.12899506442683E-16   6.12899506442683E-15
  6    5     2.54775112331263E-17   2.80252623564390E-16
  7    5     6.37651129302637E-24   7.65181355163164E-23
  8    5     7.14230200005644E-29   9.28499260007337E-28
  9    5     3.16363793453833E-37   4.42909310835367E-36
  3    6     1.18536148078076E-23   1.06682533270268E-22
  4    6     2.54263061852308E-16   2.54263061852308E-15
  5    6     8.00419090018114E-15   8.80460999019925E-14
  6    6     6.31688137085337E-10   7.58025764502404E-09
  7    6     1.21047074909772E-14   1.57361197382703E-13
  8    6     1.44271382456132E-17   2.01979935438585E-16
  9    6     1.50409878149719E-25   2.25614817224579E-24
 10    6     7.53679194356255E-32   1.20588671097001E-30
 11    6     6.58019131474210E-40   1.11863252350616E-38
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     2.45236483398077E-23   2.69760131737884E-22
  5    7     4.69881303974177E-20   5.63857564769012E-19
  6    7     1.40688391360142E-13   1.82894908768184E-12
  7    7     7.09384499126863E-14   9.93138298777609E-13
  8    7     1.70662899348041E-15   2.55994349022062E-14
  9    7     3.00350973703490E-22   4.80561557925583E-21
 10    7     8.00657089709962E-27   1.36111705250694E-25
 11    7     3.87765610291203E-31   6.97978098524166E-30
 12    7     6.66378425089144E-30   1.26611900766937E-28
 13    7     2.41293125630271E-36   4.82586251260542E-35
 14    7     4.54129619830305E-28   9.53672201643640E-27
  5    8     2.99234401331114E-24   3.89004721730448E-23
  6    8     1.60461274108165E-15   2.24645783751432E-14
  7    8     7.73728504925618E-15   1.16059275738843E-13
  8    8     5.40970186993627E-11   8.65552299189802E-10
  9    8     4.09757090608346E-16   6.96587054034189E-15
 10    8     1.56147945066253E-20   2.81066301119256E-19
 11    8     1.16827213187185E-25   2.21971705055652E-24
 12    8     2.13610931436115E-29   4.27221862872229E-28
 13    8     5.96121732831752E-35   1.25185563894668E-33
 14    8     3.01581350707576E-39   6.63478971556667E-38
  5    9     9.56835932736385E-34   1.33957030583094E-32
  6    9     6.39489134059315E-22   9.59233701088973E-21
  7    9     3.15276143769725E-20   5.04441830031560E-19
  8    9     2.98187439155114E-15   5.06918646563693E-14
  9    9     4.19567851371386E-18   7.55222132468495E-17
 10    9     1.56811127776293E-18   2.97941142774957E-17
 11    9     3.00426339483896E-22   6.00852678967791E-21
 12    9     4.73409531996884E-25   9.94160017193455E-24
 13    9     2.72772578108681E-30   6.00099671839099E-29
 14    9     4.41812274122689E-34   1.01616823048218E-32
 15    9     8.06824847925053E-39   1.93637963502013E-37
 16    9     9.95096299143316E-40   2.48774074785829E-38
