    time    temp    dens
   9.72895699580325E-01   6.03397745428476E-02   8.62503657981878E-01
     nin     zin       y       x
  1    0     3.23267262855031E-10   3.23267262855031E-10
  0    1     7.51703263962549E-01   7.51703263962549E-01
  1    1     2.47694935138873E-06   4.95389870277746E-06
  2    1     8.27852761998750E-08   2.48355828599625E-07
  1    2     1.28750460864818E-05   3.86251382594454E-05
  2    2     6.15318338443637E-02   2.46127335377455E-01
  4    2     9.38025062930767E-23   5.62815037758460E-22
  3    3     2.64041492658939E-15   1.58424895595363E-14
  4    3     5.14861042893838E-10   3.60402730025686E-09
  5    3     2.99642282274311E-17   2.39713825819449E-16
  6    3     2.69761170456952E-24   2.42785053411257E-23
  3    4     2.17939084828203E-09   1.52557359379742E-08
  5    4     1.54651808479744E-14   1.39186627631770E-13
  6    4     3.38735651237698E-15   3.38735651237698E-14
  7    4     5.21664873306670E-23   5.73831360637337E-22
  8    4     1.40470942563981E-31   1.68565131076777E-30
  3    5     2.68333779787360E-12   2.14667023829888E-11
  5    5     1.40889978763982E-09   1.40889978763982E-08
  6    5     5.24253468995064E-08   5.76678815894570E-07
  7    5     2.94538106011191E-15   3.53445727213429E-14
  8    5     8.42997974795603E-19   1.09589736723428E-17
  9    5     1.40444717595424E-29   1.96622604633593E-28
  3    6     3.32894855304408E-11   2.99605369773967E-10
  4    6     1.73033501925814E-07   1.73033501925814E-06
  5    6     3.91985523069042E-06   4.31184075375946E-05
  6    6     3.27020312146015E-06   3.92424374575218E-05
  7    6     3.14712173660507E-07   4.09125825758659E-06
  8    6     4.67025187910389E-10   6.53835263074544E-09
  9    6     6.52919723872429E-17   9.79379585808643E-16
 10    6     5.65276721109123E-18   9.04442753774596E-17
 11    6     1.47280222289377E-26   2.50376377891941E-25
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.51516312271534E-28   1.66667943498687E-27
  5    7     5.57474729754994E-16   6.68969675705993E-15
  6    7     1.40885343400514E-06   1.83150946420668E-05
  7    7     1.17327571324162E-06   1.64258599853827E-05
  8    7     5.02016206972169E-07   7.53024310458254E-06
  9    7     4.63667064238196E-14   7.41867302781114E-13
 10    7     2.24214709321242E-13   3.81165005846112E-12
 11    7     4.62883403828113E-16   8.33190126890604E-15
 12    7     1.30040099672750E-16   2.47076189378225E-15
 13    7     1.45347243674101E-20   2.90694487348203E-19
 14    7     3.63658300089180E-22   7.63682430187278E-21
  5    8     8.24091167331587E-20   1.07131851753106E-18
  6    8     1.44079332611849E-05   2.01711065656588E-04
  7    8     7.89290912734912E-06   1.18393636910237E-04
  8    8     8.83892864096851E-06   1.41422858255496E-04
  9    8     3.60799048647652E-07   6.13358382701008E-06
 10    8     8.99572406996876E-09   1.61923033259438E-07
 11    8     1.00400634951807E-15   1.90761206408433E-14
 12    8     6.17983360486132E-17   1.23596672097226E-15
 13    8     8.59186639853377E-21   1.80429194369209E-19
 14    8     4.85180322627509E-22   1.06739670978052E-20
  5    9     6.91419765454613E-72   9.67987671636458E-71
  6    9     2.91960364511321E-17   4.37940546766982E-16
  7    9     1.74324830571097E-18   2.78919728913755E-17
  8    9     7.94339417158321E-07   1.35037700916915E-05
  9    9     1.54583206751095E-07   2.78249772151971E-06
 10    9     3.77620659089956E-10   7.17479252270916E-09
 11    9     7.26389540326995E-14   1.45277908065399E-12
 12    9     8.93920209118533E-16   1.87723243914892E-14
 13    9     1.55600557387647E-17   3.42321226252824E-16
 14    9     1.12687034572029E-20   2.59180179515668E-19
 15    9     5.69426762626869E-22   1.36662423030449E-20
 16    9     8.59233331101350E-24   2.14808332775337E-22
 17    9     1.69522505072476E-26   4.40758513188437E-25
  7   10     4.00115738139232E-16   6.80196754836694E-15
  8   10     2.90641627182755E-07   5.23154928928958E-06
  9   10     2.26177913897247E-09   4.29738036404769E-08
 10   10     2.73721336535677E-08   5.47442673071353E-07
 11   10     3.85451161181224E-10   8.09447438480570E-09
 12   10     1.80130234738509E-09   3.96286516424719E-08
 13   10     1.25878599010536E-14   2.89520777724234E-13
 14   10     6.37295463770345E-16   1.52950911304883E-14
 15   10     3.33855290189705E-17   8.34638225474262E-16
 16   10     1.13243027389764E-17   2.94431871213387E-16
 17   10     1.76260131629106E-22   4.75902355398587E-21
 18   10     2.07051838329220E-25   5.79745147321816E-24
 19   10     3.07945301734478E-29   8.93041375029987E-28
 20   10     3.20558286367483E-31   9.61674859102449E-30
 21   10     1.97038914822519E-36   6.10820635949810E-35
 22   10     1.22097554786523E-39   3.90712175316873E-38
 23   10     4.17919799344238E-43   1.37913533783599E-41
 24   10     2.66220011485661E-47   9.05148039051246E-46
 25   10     2.10329308018565E-96   7.36152578064979E-95
 26   10     3.35088972851590E-95   1.20632030226573E-93
 27   10     7.96997940834258E-95   2.94889238108676E-93
 28   10     1.00000000000000E-99   1.00000000000000E-99
 29   10     1.00000000000000E-99   1.00000000000000E-99
 30   10     1.00000000000000E-99   1.00000000000000E-99
 31   10     1.00000000000000E-99   1.00000000000000E-99
  8   11     4.93801166128093E-17   9.38222215643376E-16
  9   11     9.48026871528763E-11   1.89605374305753E-09
 10   11     1.60876272513941E-09   3.37840172279277E-08
 11   11     4.00086127938236E-09   8.80189481464119E-08
 12   11     4.46774512873037E-09   1.02758137960799E-07
 13   11     2.09944644443002E-12   5.03867146663204E-11
 14   11     7.78249502034320E-14   1.94562375508580E-12
 15   11     6.80356628971065E-15   1.76892723532477E-13
 16   11     7.36031766582626E-16   1.98728576977309E-14
 17   11     1.31574273939220E-19   3.68407967029816E-18
 18   11     8.71972287998921E-22   2.52871963519687E-20
 19   11     3.46123219701219E-25   1.03836965910366E-23
 20   11     1.48260366897436E-27   4.59607137382052E-26
 21   11     4.25677262377044E-32   1.36216723960654E-30
 22   11     5.40428531250117E-35   1.78341415312539E-33
 23   11     7.27727038785773E-39   2.47427193187163E-37
 24   11     8.57005667405322E-43   2.99951983591863E-41
 25   11     3.24620910375032E-47   1.16863527735012E-45
 26   11     1.49234979044055E-52   5.52169422463002E-51
 27   11     1.92982850732969E-83   7.33334832785283E-82
 28   11     1.27199415029429E-93   4.96077718614772E-92
 29   11     1.00000000000000E-99   1.00000000000000E-99
 30   11     1.00000000000000E-99   1.00000000000000E-99
 31   11     1.00000000000000E-99   1.00000000000000E-99
 32   11     1.00000000000000E-99   1.00000000000000E-99
 33   11     1.00000000000000E-99   1.00000000000000E-99
  8   12     1.12961253674248E-15   2.25922507348496E-14
  9   12     1.27091011073869E-11   2.66891123255125E-10
 10   12     6.88476179523819E-09   1.51464759495240E-07
 11   12     2.79470255311689E-09   6.42781587216885E-08
 12   12     8.18905930302956E-09   1.96537423272709E-07
 13   12     1.65256204489411E-08   4.13140511223528E-07
 14   12     8.93938497516174E-09   2.32424009354205E-07
 15   12     2.41093312679469E-13   6.50951944234565E-12
 16   12     2.48355668652030E-14   6.95395872225684E-13
 17   12     5.21403940767452E-16   1.51207142822561E-14
 18   12     1.39937430110541E-16   4.19812290331622E-15
 19   12     9.30663466746970E-21   2.88505674691561E-19
 20   12     9.04563046743013E-23   2.89460174957764E-21
 21   12     6.02984191609970E-27   1.98984783231290E-25
 22   12     6.47812258041287E-30   2.20256167734037E-28
 23   12     5.72428269902255E-31   2.00349894465789E-29
 24   12     1.29798614612114E-34   4.67275012603611E-33
 25   12     9.14069161851796E-37   3.38205589885165E-35
 26   12     3.49327301503415E-39   1.32744374571298E-37
 27   12     9.53077231259599E-46   3.71700120191244E-44
 28   12     1.79546923003322E-53   7.18187692013289E-52
 29   12     2.37214923672429E-94   9.72581187056959E-93
 30   12     1.00000000000000E-99   1.00000000000000E-99
 31   12     1.00000000000000E-99   1.00000000000000E-99
 32   12     1.00000000000000E-99   1.00000000000000E-99
 33   12     1.00000000000000E-99   1.00000000000000E-99
 34   12     1.00000000000000E-99   1.00000000000000E-99
 35   12     1.00000000000000E-99   1.00000000000000E-99
  8   13     6.82136901481913E-20   1.43248749311202E-18
  9   13     1.96392784117122E-17   4.32064125057668E-16
 10   13     2.41805039665879E-14   5.56151591231522E-13
 11   13     6.31435719015446E-10   1.51544572563707E-08
 12   13     1.52924299002168E-08   3.82310747505420E-07
 13   13     3.06227158639639E-11   7.96190612463061E-10
 14   13     2.77777959572832E-08   7.50000490846646E-07
 15   13     2.66383566925051E-11   7.45873987390144E-10
 16   13     1.45832589156114E-12   4.22914508552732E-11
 17   13     4.57341979509721E-14   1.37202593852916E-12
 18   13     5.37125078710927E-15   1.66508774400387E-13
 19   13     5.33037397338893E-20   1.70571967148446E-18
 20   13     2.03532482065136E-19   6.71657190814948E-18
 21   13     6.94337113282413E-23   2.36074618516021E-21
 22   13     2.40347179434615E-26   8.41215128021153E-25
 23   13     3.89138752039614E-28   1.40089950734261E-26
 24   13     2.82297271056390E-31   1.04449990290864E-29
 25   13     7.56560765640370E-34   2.87493090943341E-32
 26   13     1.13244567429983E-36   4.41653812976932E-35
 27   13     3.47392499877422E-43   1.38956999950969E-41
 28   13     5.74965201640820E-45   2.35735732672736E-43
 29   13     1.49961144405310E-62   6.29836806502303E-61
 30   13     1.44023819423678E-69   6.19302423521817E-68
 31   13     1.00000000000000E-99   1.00000000000000E-99
 32   13     1.00000000000000E-99   1.00000000000000E-99
 33   13     1.00000000000000E-99   1.00000000000000E-99
 34   13     1.00000000000000E-99   1.00000000000000E-99
 35   13     1.00000000000000E-99   1.00000000000000E-99
 36   13     1.00000000000000E-99   1.00000000000000E-99
 37   13     1.00000000000000E-99   1.00000000000000E-99
 38   13     1.00000000000000E-99   1.00000000000000E-99
  8   14     4.74939829945724E-21   1.04486762588059E-19
  9   14     1.70690867181264E-19   3.92588994516907E-18
 10   14     2.31693219424269E-16   5.56063726618245E-15
 11   14     1.51742044458746E-10   3.79355111146866E-09
 12   14     3.32766637312466E-09   8.65193257012411E-08
 13   14     3.32673609076699E-08   8.98218744507089E-07
 14   14     2.58190165981213E-07   7.22932464747397E-06
 15   14     1.21710069245078E-07   3.52959200810725E-06
 16   14     1.56544935085900E-07   4.69634805257699E-06
 17   14     1.98018922326166E-10   6.13858659211116E-09
 18   14     8.32267043807841E-12   2.66325454018509E-10
 19   14     2.54756213188008E-15   8.40695503520427E-14
 20   14     1.38459011510683E-15   4.70760639136322E-14
 21   14     1.88415818612361E-19   6.59455365143262E-18
 22   14     8.64269932524134E-22   3.11137175708688E-20
 23   14     5.42804176606809E-25   2.00837545344519E-23
 24   14     1.43655412802316E-26   5.45890568648802E-25
 25   14     1.08705157737874E-29   4.23950115177710E-28
 26   14     3.54003316342122E-31   1.41601326536849E-29
 27   14     2.24402201998705E-34   9.20049028194691E-33
 28   14     6.04751747895865E-38   2.53995734116263E-36
 29   14     1.65456553902029E-42   7.11463181778727E-41
 30   14     2.19510159036198E-48   9.65844699759273E-47
 31   14     2.83022903938446E-69   1.27360306772301E-67
 32   14     9.86837796684253E-77   4.53945386474756E-75
 33   14     1.00000000000000E-99   1.47912958015042E-99
 34   14     1.00815907028986E-99   4.83916353739131E-98
 35   14     2.60207635059350E-98   1.27501741179081E-96
 36   14     1.00000000000000E-99   1.00000000000000E-99
 37   14     1.00000000000000E-99   1.00000000000000E-99
 38   14     1.00000000000000E-99   1.00000000000000E-99
 39   14     1.00000000000000E-99   1.00000000000000E-99
 40   14     1.00000000000000E-99   1.00000000000000E-99
  8   15     5.06257503153277E-23   1.16439225725254E-21
  9   15     2.59515204377320E-22   6.22836490505568E-21
 10   15     1.03996671036668E-23   2.59991677591670E-22
 11   15     5.11578180940705E-18   1.33010327044583E-16
 12   15     1.94920149345946E-09   5.26284403234054E-08
 13   15     1.35021853002806E-09   3.78061188407857E-08
 14   15     1.04953856580869E-07   3.04366184084521E-06
 15   15     1.32176762736781E-07   3.96530288210343E-06
 16   15     2.20744609284834E-07   6.84308288782985E-06
 17   15     1.04672689812619E-10   3.34952607400380E-09
 18   15     1.82458501285673E-09   6.02113054242720E-08
 19   15     1.62734621642247E-13   5.53297713583639E-12
 20   15     4.65164043560974E-14   1.62807415246341E-12
 21   15     2.41885799867454E-17   8.70788879522834E-16
 22   15     6.90103667321867E-19   2.55338356909091E-17
 23   15     1.29866506933979E-21   4.93492726349122E-20
 24   15     7.19765906224466E-24   2.80708703427542E-22
 25   15     4.37221009052980E-26   1.74888403621192E-24
 26   15     4.26485017188161E-28   1.74858857047146E-26
 27   15     3.81221086194681E-31   1.60112856201766E-29
 28   15     1.04695526375254E-33   4.50190763413594E-32
 29   15     1.54162548962461E-36   6.78315215434830E-35
 30   15     4.64588354677768E-40   2.09064759604996E-38
 31   15     1.12374725213085E-44   5.16923735980192E-43
 32   15     7.22564246621577E-51   3.39605195912141E-49
 33   15     5.92546954414885E-78   2.84422538119145E-76
 34   15     3.64086722423501E-93   1.78402493987515E-91
 35   15     2.42591432659983E-87   1.21295716329991E-85
 36   15     9.51551716756586E-93   4.85291375545859E-91
 37   15     1.41873973327082E-93   7.37744661300824E-92
 38   15     9.73118828860222E-86   5.15752979295918E-84
 39   15     8.17966720806129E-84   4.41702029235310E-82
 40   15     1.00000000000000E-99   1.00000000000000E-99
 41   15     1.00000000000000E-99   1.00000000000000E-99
 42   15     1.00000000000000E-99   1.00000000000000E-99
  8   16     1.44045061862977E-30   3.45708148471144E-29
  9   16     8.41128499470668E-26   2.10282124867667E-24
 10   16     1.02753926107907E-21   2.67160207880557E-20
 11   16     2.76608258054513E-20   7.46842296747186E-19
 12   16     1.86503126723795E-14   5.22208754826626E-13
 13   16     1.91072294228714E-10   5.54109653263272E-09
 14   16     2.76613667756377E-08   8.29841003269131E-07
 15   16     8.58600247437418E-08   2.66166076705600E-06
 16   16     3.51549498915180E-07   1.12495839652858E-05
 17   16     1.80276758029202E-07   5.94913301496366E-06
 18   16     2.77390279179953E-07   9.43126949211839E-06
 19   16     1.50925870606321E-10   5.28240547122125E-09
 20   16     7.04852504730768E-11   2.53746901703076E-09
 21   16     4.28285508237673E-15   1.58465638047939E-13
 22   16     4.25403026372506E-16   1.61653150021552E-14
 23   16     6.90783179820321E-17   2.69405440129925E-15
 24   16     4.58949302604822E-18   1.83579721041929E-16
 25   16     1.35277606481073E-19   5.54638186572399E-18
 26   16     2.86893898851173E-21   1.20495437517493E-19
 27   16     2.26228746857080E-26   9.72783611485445E-25
 28   16     1.14033494133888E-26   5.01747374189109E-25
 29   16     9.24939639866427E-32   4.16222837939892E-30
 30   16     4.54200792218270E-35   2.08932364420404E-33
 31   16     2.22354540620224E-40   1.04506634091505E-38
 32   16     4.41260036626054E-44   2.11804817580506E-42
 33   16     1.04205370889609E-53   5.10606317359086E-52
 34   16     1.94885987352067E-62   9.74429936760333E-61
 35   16     4.06506481664548E-85   2.07318305648919E-83
 36   16     2.30194166719636E-83   1.19700966694211E-81
 37   16     1.42409796306868E-83   7.54771920426399E-82
 38   16     3.27788871484173E-92   1.77005990601454E-90
 39   16     2.21211308059792E-82   1.21666219432885E-80
