    time    temp    dens
   9.34692616571200E-01   6.28719428744979E-02   9.72642764835160E-01
     nin     zin       y       x
  1    0     3.17754843707672E-10   3.17754843707672E-10
  0    1     7.51704013587955E-01   7.51704013587955E-01
  1    1     2.33912852865544E-06   4.67825705731088E-06
  2    1     7.50973549725098E-08   2.25292064917529E-07
  1    2     1.28569575739513E-05   3.85708727218538E-05
  2    2     6.15316957923790E-02   2.46126783169516E-01
  4    2     7.91223180051376E-23   4.74733908030825E-22
  3    3     2.28508922355570E-15   1.37105353413342E-14
  4    3     4.57682723942662E-10   3.20377906759863E-09
  5    3     2.12406166642276E-17   1.69924933313821E-16
  6    3     1.93877906933071E-24   1.74490116239764E-23
  3    4     2.23530957081919E-09   1.56471669957343E-08
  5    4     1.22148484258904E-14   1.09933635833013E-13
  6    4     2.81431898345121E-15   2.81431898345121E-14
  7    4     3.97560537898216E-23   4.37316591688038E-22
  8    4     1.15631038081109E-31   1.38757245697331E-30
  3    5     2.78926455334813E-12   2.23141164267850E-11
  5    5     1.20355983356153E-09   1.20355983356153E-08
  6    5     4.64399389965572E-08   5.10839328962130E-07
  7    5     3.10397162114689E-15   3.72476594537627E-14
  8    5     8.99166806416277E-19   1.16891684834116E-17
  9    5     1.73665035418950E-29   2.43131049586530E-28
  3    6     3.32894854920753E-11   2.99605369428678E-10
  4    6     1.73271072915629E-07   1.73271072915629E-06
  5    6     3.91989672783462E-06   4.31188640061808E-05
  6    6     3.26693231797154E-06   3.92031878156584E-05
  7    6     3.13319158750961E-07   4.07314906376250E-06
  8    6     4.63211820536684E-10   6.48496548751358E-09
  9    6     6.37200616804997E-17   9.55800925207496E-16
 10    6     5.49202154904592E-18   8.78723447847348E-17
 11    6     1.53853129778768E-26   2.61550320623905E-25
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     2.57314950060359E-28   2.83046445066395E-27
  5    7     8.75932358647962E-16   1.05111883037755E-14
  6    7     1.41026338585705E-06   1.83334240161416E-05
  7    7     1.16526304838221E-06   1.63136826773510E-05
  8    7     4.89992783365442E-07   7.34989175048163E-06
  9    7     4.51385728198182E-14   7.22217165117091E-13
 10    7     2.25384269974261E-13   3.83153258956243E-12
 11    7     4.74775303170252E-16   8.54595545706454E-15
 12    7     1.36929982729354E-16   2.60166967185773E-15
 13    7     1.57428151474775E-20   3.14856302949550E-19
 14    7     4.06037195136822E-22   8.52678109787327E-21
  5    8     9.12687501355487E-20   1.18649375176213E-18
  6    8     1.44281041011189E-05   2.01993457415665E-04
  7    8     7.90746749388956E-06   1.18612012408343E-04
  8    8     8.83892633628696E-06   1.41422821380591E-04
  9    8     3.58877052082780E-07   6.10090988540727E-06
 10    8     8.68735890204872E-09   1.56372460236877E-07
 11    8     9.71757119894002E-16   1.84633852779860E-14
 12    8     6.08136069315917E-17   1.21627213863183E-15
 13    8     8.41214033192315E-21   1.76654946970386E-19
 14    8     4.79922371806556E-22   1.05582921797442E-20
  5    9     6.95323576578434E-72   9.73453007209808E-71
  6    9     1.72091805737028E-17   2.58137708605542E-16
  7    9     1.06985362602284E-18   1.71176580163655E-17
  8    9     7.98511638529741E-07   1.35746978550056E-05
  9    9     1.50404218743954E-07   2.70727593739118E-06
 10    9     3.72652102038980E-10   7.08038993874061E-09
 11    9     7.24077324522243E-14   1.44815464904449E-12
 12    9     8.82450431073623E-16   1.85314590525461E-14
 13    9     1.56567022637488E-17   3.44447449802473E-16
 14    9     1.12225460027608E-20   2.58118558063498E-19
 15    9     5.89697004939159E-22   1.41527281185398E-20
 16    9     9.61134456346004E-24   2.40283614086501E-22
 17    9     1.87672270975463E-26   4.87947904536204E-25
  7   10     5.08903990609081E-16   8.65136784035437E-15
  8   10     2.95859250464295E-07   5.32546650835732E-06
  9   10     2.26670624908008E-09   4.30674187325215E-08
 10   10     2.73621347297692E-08   5.47242694595384E-07
 11   10     3.81093028652403E-10   8.00295360170046E-09
 12   10     1.78634208071288E-09   3.92995257756833E-08
 13   10     1.24206687774127E-14   2.85675381880491E-13
 14   10     6.30399163085961E-16   1.51295799140631E-14
 15   10     3.40532579075793E-17   8.51331447689483E-16
 16   10     1.23400295413230E-17   3.20840768074399E-16
 17   10     1.92032480311619E-22   5.18487696841373E-21
 18   10     6.94576921194562E-26   1.94481537934477E-24
 19   10     3.40442282918234E-29   9.87282620462879E-28
 20   10     3.54822108117111E-31   1.06446632435133E-29
 21   10     2.22356561868556E-36   6.89305341792523E-35
 22   10     1.40689325365534E-39   4.50205841169707E-38
 23   10     5.25735935076616E-43   1.73492858575283E-41
 24   10     3.26514279970054E-47   1.11014855189818E-45
 25   10     3.27467623321689E-96   1.14613668162591E-94
 26   10     5.21352937424068E-95   1.87687057472665E-93
 27   10     1.23948625807739E-94   4.58609915488635E-93
 28   10     1.00000000000000E-99   1.00000000000000E-99
 29   10     1.00000000000000E-99   1.00000000000000E-99
 30   10     1.00000000000000E-99   1.00000000000000E-99
 31   10     1.00000000000000E-99   1.00000000000000E-99
  8   11     4.85571775730431E-17   9.22586373887818E-16
  9   11     1.01763580782990E-10   2.03527161565981E-09
 10   11     1.61047318619839E-09   3.38199369101662E-08
 11   11     3.95797983156092E-09   8.70755562943402E-08
 12   11     4.44841209708274E-09   1.02313478232903E-07
 13   11     2.05740838889015E-12   4.93778013333637E-11
 14   11     7.70997841757303E-14   1.92749460439326E-12
 15   11     6.88434502573586E-15   1.78992970669132E-13
 16   11     7.83026598747293E-16   2.11417181661769E-14
 17   11     1.41634537512859E-19   3.96576705036004E-18
 18   11     4.37993232279578E-23   1.27018037361078E-21
 19   11     3.85549147252664E-25   1.15664744175799E-23
 20   11     1.63487020909947E-27   5.06809764820836E-26
 21   11     4.70085846501308E-32   1.50427470880418E-30
 22   11     6.00326944857078E-35   1.98107891802836E-33
 23   11     8.28258416727322E-39   2.81607861687289E-37
 24   11     1.01757877492940E-42   3.56152571225288E-41
 25   11     4.07608860917970E-47   1.46739189930469E-45
 26   11     1.83989297091525E-52   6.80760399238642E-51
 27   11     2.71583978445032E-83   1.03201911809112E-81
 28   11     1.93026964718452E-93   7.52805162401964E-92
 29   11     1.00000000000000E-99   1.00000000000000E-99
 30   11     1.00000000000000E-99   1.00000000000000E-99
 31   11     1.00000000000000E-99   1.00000000000000E-99
 32   11     1.00000000000000E-99   1.00000000000000E-99
 33   11     1.00000000000000E-99   1.00000000000000E-99
  8   12     1.48210611436630E-15   2.96421222873259E-14
  9   12     1.62107713430795E-11   3.40426198204669E-10
 10   12     6.94477014626592E-09   1.52784943217850E-07
 11   12     2.81671387251800E-09   6.47844190679140E-08
 12   12     8.13412649047752E-09   1.95219035771460E-07
 13   12     1.64302785481312E-08   4.10756963703280E-07
 14   12     8.92350008322351E-09   2.32011002163811E-07
 15   12     2.38757138893736E-13   6.44644275013088E-12
 16   12     2.46538556706459E-14   6.90307958778085E-13
 17   12     5.27976880494686E-16   1.53113295343459E-14
 18   12     1.47755762910517E-16   4.43267288731551E-15
 19   12     1.01067442876251E-20   3.13309072916379E-19
 20   12     1.00559297895180E-22   3.21789753264577E-21
 21   12     6.79351384058302E-27   2.24185956739240E-25
 22   12     7.15544880514519E-30   2.43285259374936E-28
 23   12     6.34795540905795E-31   2.22178439317028E-29
 24   12     1.42549064522134E-34   5.13176632279682E-33
 25   12     4.76883551703381E-37   1.76446914130251E-35
 26   12     3.40517692827217E-39   1.29396723274343E-37
 27   12     6.34923378986880E-46   2.47620117804883E-44
 28   12     1.23294061238318E-53   4.93176244953272E-52
 29   12     4.16628667440881E-94   1.70817753650761E-92
 30   12     1.00000000000000E-99   1.00000000000000E-99
 31   12     1.00000000000000E-99   1.00000000000000E-99
 32   12     1.00000000000000E-99   1.00000000000000E-99
 33   12     1.00000000000000E-99   1.00000000000000E-99
 34   12     1.00000000000000E-99   1.00000000000000E-99
 35   12     1.00000000000000E-99   1.00000000000000E-99
  8   13     7.77316989307741E-20   1.63236567754626E-18
  9   13     2.17295643428519E-17   4.78050415542741E-16
 10   13     2.52771787869968E-14   5.81375112100926E-13
 11   13     6.41333955217825E-10   1.53920149252278E-08
 12   13     1.53664707626180E-08   3.84161769065450E-07
 13   13     1.99368923108785E-34   5.18359200082840E-33
 14   13     2.75253726197611E-08   7.43185060733551E-07
 15   13     2.64194599352182E-11   7.39744878186110E-10
 16   13     1.44887525106708E-12   4.20173822809454E-11
 17   13     4.57748035289794E-14   1.37324410586938E-12
 18   13     5.55213760509555E-15   1.72116265757962E-13
 19   13     5.93618142709993E-20   1.89957805667198E-18
 20   13     2.26803468251185E-19   7.48451445228911E-18
 21   13     7.70430454707305E-23   2.61946354600484E-21
 22   13     2.65325976695967E-26   9.28640918435886E-25
 23   13     4.40858368528158E-28   1.58709012670137E-26
 24   13     3.11255177468426E-31   1.15164415663317E-29
 25   13     6.75042084225128E-34   2.56515992005549E-32
 26   13     1.13219390129038E-36   4.41555621503249E-35
 27   13     3.01678305103128E-43   1.20671322041251E-41
 28   13     6.54685480520884E-45   2.68421047013563E-43
 29   13     1.91049217812014E-62   8.02406714810460E-61
 30   13     1.64743914514596E-69   7.08398832412763E-68
 31   13     1.00000000000000E-99   1.00000000000000E-99
 32   13     1.00000000000000E-99   1.00000000000000E-99
 33   13     1.00000000000000E-99   1.00000000000000E-99
 34   13     1.00000000000000E-99   1.00000000000000E-99
 35   13     1.00000000000000E-99   1.00000000000000E-99
 36   13     1.00000000000000E-99   1.00000000000000E-99
 37   13     1.00000000000000E-99   1.00000000000000E-99
 38   13     1.00000000000000E-99   1.00000000000000E-99
  8   14     5.59017649012237E-21   1.22983882782692E-19
  9   14     1.95773903603033E-19   4.50279978286975E-18
 10   14     2.94298950415028E-16   7.06317480996066E-15
 11   14     1.79745177230302E-10   4.49362943075755E-09
 12   14     3.37447400367737E-09   8.77363240956116E-08
 13   14     3.33690541607227E-08   9.00964462339514E-07
 14   14     2.57941785245644E-07   7.22236998687803E-06
 15   14     1.20825642473286E-07   3.50394363172529E-06
 16   14     1.56199427011471E-07   4.68598281034414E-06
 17   14     1.94479200529294E-10   6.02885521640811E-09
 18   14     6.02275148713326E-13   1.92728047588264E-11
 19   14     2.54312285135248E-15   8.39230540946319E-14
 20   14     1.38661126930917E-15   4.71447831565118E-14
 21   14     1.92473530882617E-19   6.73657358089158E-18
 22   14     9.01567705422567E-22   3.24564373952124E-20
 23   14     6.16987225169078E-25   2.28285273312559E-23
 24   14     1.59801861086081E-26   6.07247072127110E-25
 25   14     1.18347152849389E-29   4.61553896112616E-28
 26   14     3.92115652471759E-31   1.56846260988704E-29
 27   14     2.47983562394461E-34   1.01673260581729E-32
 28   14     6.66739358955596E-38   2.80030530761350E-36
 29   14     1.85464984119839E-42   7.97499431715308E-41
 30   14     2.72335872601678E-48   1.19827783944738E-46
 31   14     3.91931508963646E-69   1.76369179033641E-67
 32   14     1.56815072853235E-76   7.21349335124880E-75
 33   14     1.00000000000000E-99   2.75608413305924E-99
 34   14     1.87614511390970E-99   9.00549654676658E-98
 35   14     4.84041875389823E-98   2.37180518941013E-96
 36   14     1.00000000000000E-99   1.00000000000000E-99
 37   14     1.00000000000000E-99   1.00000000000000E-99
 38   14     1.00000000000000E-99   1.00000000000000E-99
 39   14     1.00000000000000E-99   1.00000000000000E-99
 40   14     1.00000000000000E-99   1.00000000000000E-99
  8   15     6.13759103687143E-23   1.41164593848043E-21
  9   15     3.14798338729950E-22   7.55516012951879E-21
 10   15     1.03864376128360E-23   2.59660940320900E-22
 11   15     7.29052874402349E-18   1.89553747344611E-16
 12   15     2.13674491918076E-09   5.76921128178805E-08
 13   15     1.47966452544795E-09   4.14306067125427E-08
 14   15     1.05802071665622E-07   3.06826007830304E-06
 15   15     1.31799561173828E-07   3.95398683521484E-06
 16   15     2.19607062122471E-07   6.80781892579660E-06
 17   15     1.12213971481103E-10   3.59084708739530E-09
 18   15     3.07380392634370E-11   1.01435529569342E-09
 19   15     1.58102661627482E-13   5.37549049533438E-12
 20   15     4.63148669170384E-14   1.62102034209635E-12
 21   15     2.41345595727700E-17   8.68844144619719E-16
 22   15     6.93471292949925E-19   2.56584378391472E-17
 23   15     1.33751804417516E-21   5.08256856786561E-20
 24   15     7.73140357255592E-24   3.01524739329681E-22
 25   15     4.95604017226754E-26   1.98241606890701E-24
 26   15     4.86459366147218E-28   1.99448340120359E-26
 27   15     4.25462554467039E-31   1.78694272876157E-29
 28   15     1.16538093341647E-33   5.01113801369082E-32
 29   15     1.11782464446847E-36   4.91842843566126E-35
 30   15     5.23783931128644E-40   2.35702769007890E-38
 31   15     1.29631454050667E-44   5.96304688633070E-43
 32   15     9.03456222600356E-51   4.24624424622167E-49
 33   15     4.26546259848626E-78   2.04742204727340E-76
 34   15     6.77936424770529E-93   3.32188848137559E-91
 35   15     4.08427349588033E-87   2.04213674794016E-85
 36   15     1.76993112984514E-92   9.02664876221022E-91
 37   15     2.63817779886907E-93   1.37185245541192E-91
 38   15     1.63757081021390E-85   8.67912529413366E-84
 39   15     1.37656391855787E-83   7.43344516021249E-82
 40   15     1.00000000000000E-99   1.00000000000000E-99
 41   15     1.00000000000000E-99   1.00000000000000E-99
 42   15     1.00000000000000E-99   1.00000000000000E-99
  8   16     2.04523638837985E-30   4.90856733211164E-29
  9   16     1.17351591851311E-25   2.93378979628278E-24
 10   16     1.17417628587611E-21   3.05285834327788E-20
 11   16     3.10947529959737E-20   8.39558330891291E-19
 12   16     2.39564206199174E-14   6.70779777357687E-13
 13   16     2.41261857871224E-10   6.99659387826550E-09
 14   16     2.83362445390426E-08   8.50087336171278E-07
 15   16     8.69212992743632E-08   2.69456027750526E-06
 16   16     3.51332401382867E-07   1.12426368442517E-05
 17   16     1.81477137947682E-07   5.98874555227350E-06
 18   16     2.74911573547935E-07   9.34699350062981E-06
 19   16     1.50751842409788E-10   5.27631448434259E-09
 20   16     4.06486554863986E-11   1.46335159751035E-09
 21   16     4.25539870172689E-15   1.57449751963895E-13
 22   16     4.23917218570771E-16   1.61088543056893E-14
 23   16     6.89774892414541E-17   2.69012208041671E-15
 24   16     4.58289210035911E-18   1.83315684014364E-16
 25   16     1.04265490377704E-19   4.27488510548585E-18
 26   16     2.55760553021657E-21   1.07419432269096E-19
 27   16     2.23698533100898E-26   9.61903692333859E-25
 28   16     1.27135458531300E-26   5.59396017537719E-25
 29   16     9.99095368057998E-32   4.49592915626099E-30
 30   16     5.06394115779589E-35   2.32941293258611E-33
 31   16     2.45457695415762E-40   1.15365116845408E-38
 32   16     4.88900839480672E-44   2.34672402950723E-42
 33   16     7.59737137614186E-54   3.72271197430951E-52
 34   16     1.54930981688586E-62   7.74654908442929E-61
 35   16     6.85964640544459E-85   3.49841966677674E-83
 36   16     3.88166081162627E-83   2.01846362204566E-81
 37   16     2.39924409997624E-83   1.27159937298741E-81
 38   16     6.10555002941685E-92   3.29699701588510E-90
 39   16     3.72588396611634E-82   2.04923618136399E-80
 40   16     1.00000000000000E-99   1.00000000000000E-99
 41   16     1.00000000000000E-99   1.00000000000000E-99
 42   16     1.00000000000000E-99   1.00000000000000E-99
 43   16     1.00000000000000E-99   1.00000000000000E-99
 44   16     1.00000000000000E-99   1.00000000000000E-99
  9   17     3.27192491438878E-39   8.50700477741084E-38
 10   17     1.10470360540151E-31   2.98269973458409E-30
 11   17     1.38375765593152E-26   3.87452143660824E-25
 12   17     3.13013122623247E-24   9.07738055607416E-23
 13   17     1.51594953512505E-22   4.54784860537515E-21
 14   17     3.51619238621581E-12   1.09001963972690E-10
 15   17     3.06090024403793E-09   9.79488078092138E-08
 16   17     5.17758130462304E-08   1.70860183052560E-06
 17   17     1.16225676494705E-07   3.95167300081998E-06
 18   17     3.67662982124945E-07   1.28682043743731E-05
 19   17     1.75087129560097E-09   6.30313666416350E-08
 20   17     3.50297741447686E-08   1.29610164335644E-06
 21   17     2.97193014745983E-11   1.12933345603473E-09
 22   17     1.13076466006972E-13   4.40998217427191E-12
 23   17     4.75166213366461E-15   1.90066485346584E-13
 24   17     6.24529456194351E-16   2.56057077039684E-14
 25   17     1.06382328830507E-17   4.46805781088130E-16
 26   17     8.99746809658567E-20   3.86891128153184E-18
 27   17     7.05577069288696E-23   3.10453910487026E-21
 28   17     3.00029494991824E-24   1.35013272746321E-22
 29   17     4.59480373810129E-28   2.11360971952659E-26
 30   17     4.15756413684283E-31   1.95405514431613E-29
 31   17     5.69989956191481E-35   2.73595178971911E-33
 32   17     7.00316976128781E-39   3.43155318303103E-37
 33   17     1.58869326636174E-43   7.94346633180871E-42
 34   17     2.40802384018987E-47   1.22809215849683E-45
 35   17     1.54378665271685E-57   8.02769059412763E-56
 36   17     9.72290745758748E-67   5.15314095252136E-65
 37   17     1.78184446787407E-83   9.62196012651997E-82
 38   17     7.40386494164798E-90   4.07212571790639E-88
 39   17     1.21205183380170E-81   6.78749026928952E-80
 40   17     2.16391932627056E-94   1.23343401597422E-92
 41   17     1.00000000000000E-99   1.00000000000000E-99
 42   17     1.00000000000000E-99   1.00000000000000E-99
 43   17     1.00000000000000E-99   1.00000000000000E-99
 44   17     1.00000000000000E-99   1.00000000000000E-99
 45   17     1.00000000000000E-99   1.00000000000000E-99
 46   17     1.00000000000000E-99   1.00000000000000E-99
  9   18     1.00000000000000E-99   1.00000000000000E-99
 10   18     3.83715224499539E-35   1.07440262859871E-33
