    time    temp    dens
   9.64729913334542E-01   6.08639657932013E-02   8.84591093064622E-01
     nin     zin       y       x
  1    0     3.22090922264257E-10   3.22090922264257E-10
  0    1     7.51703417407871E-01   7.51703417407871E-01
  1    1     2.44778690982863E-06   4.89557381965725E-06
  2    1     8.11007193569342E-08   2.43302158070803E-07
  1    2     1.28718975188693E-05   3.86156925566080E-05
  2    2     6.15318057920327E-02   2.46127223168131E-01
  4    2     9.05802032876086E-23   5.43481219725652E-22
  3    3     2.56167783037504E-15   1.53700669822502E-14
  4    3     5.02704962545833E-10   3.51893473782083E-09
  5    3     2.79378746158432E-17   2.23502996926745E-16
  6    3     2.52128712598961E-24   2.26915841339065E-23
  3    4     2.19117154328331E-09   1.53382008029832E-08
  5    4     1.47395221390059E-14   1.32655699251053E-13
  6    4     3.26260840518571E-15   3.26260840518571E-14
  7    4     4.93790342516837E-23   5.43169376768521E-22
  8    4     1.35160796254177E-31   1.62192955505013E-30
  3    5     2.70554907084133E-12   2.16443925667306E-11
  5    5     1.36443047968239E-09   1.36443047968239E-08
  6    5     5.11690704136034E-08   5.62859774549638E-07
  7    5     2.98204498129443E-15   3.57845397755331E-14
  8    5     8.54638596994902E-19   1.11103017609337E-17
  9    5     1.46877815305620E-29   2.05628941427868E-28
  3    6     3.32894855238993E-11   2.99605369715094E-10
  4    6     1.73084254577250E-07   1.73084254577250E-06
  5    6     3.91987293987913E-06   4.31186023386704E-05
  6    6     3.26953272352269E-06   3.92343926822723E-05
  7    6     3.14426577074233E-07   4.08754550196503E-06
  8    6     4.66239840178247E-10   6.52735776249546E-09
  9    6     6.49789558044925E-17   9.74684337067388E-16
 10    6     5.62078919910652E-18   8.99326271857043E-17
 11    6     1.48743481586376E-26   2.52863918696839E-25
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.69676757318476E-28   1.86644433050324E-27
  5    7     6.10969994459952E-16   7.33163993351943E-15
  6    7     1.40914250059919E-06   1.83188525077895E-05
  7    7     1.17158706882649E-06   1.64022189635708E-05
  8    7     4.99536519025363E-07   7.49304778538044E-06
  9    7     4.61164687085116E-14   7.37863499336186E-13
 10    7     2.24466073439196E-13   3.81592324846633E-12
 11    7     4.65446151455684E-16   8.37803072620231E-15
 12    7     1.31495695786598E-16   2.49841821994537E-15
 13    7     1.47847939672158E-20   2.95695879344316E-19
 14    7     3.72211876094636E-22   7.81644939798736E-21
  5    8     8.41911500635577E-20   1.09448495082625E-18
  6    8     1.44121088249797E-05   2.01769523549715E-04
  7    8     7.89590785070543E-06   1.18438617760581E-04
  8    8     8.83892816728125E-06   1.41422850676500E-04
  9    8     3.60402770567276E-07   6.12684709964370E-06
 10    8     8.93174320695201E-09   1.60771377725136E-07
 11    8     9.97371955629560E-16   1.89500671569616E-14
 12    8     6.15965924082351E-17   1.23193184816470E-15
 13    8     8.55500448857738E-21   1.79655094260125E-19
 14    8     4.84142714476383E-22   1.06511397184804E-20
  5    9     6.92218955596859E-72   9.69106537835602E-71
  6    9     2.60856610423412E-17   3.91284915635117E-16
  7    9     1.56911515998199E-18   2.51058425597119E-17
  8    9     7.95197113911994E-07   1.35183509365039E-05
  9    9     1.53696379413440E-07   2.76653482944192E-06
 10    9     3.76576077155280E-10   7.15494546595032E-09
 11    9     7.25959946376063E-14   1.45191989275213E-12
 12    9     8.91603424408768E-16   1.87236719125841E-14
 13    9     1.55805801180166E-17   3.42772762596365E-16
 14    9     1.12600969108248E-20   2.58982228948971E-19
 15    9     5.73787336648157E-22   1.37708960795558E-20
 16    9     8.79770427004168E-24   2.19942606751042E-22
 17    9     1.73184433513601E-26   4.50279527135363E-25
  7   10     4.21182341550150E-16   7.16009980635255E-15
  8   10     2.91742653472163E-07   5.25136776249894E-06
  9   10     2.26281620517707E-09   4.29935078983644E-08
 10   10     2.73700838495630E-08   5.47401676991259E-07
 11   10     3.84543929702075E-10   8.07542252374357E-09
 12   10     1.79821876034588E-09   3.95608127276093E-08
 13   10     1.25532706886926E-14   2.88725225839929E-13
 14   10     6.35875752807355E-16   1.52610180673765E-14
 15   10     3.35306022415358E-17   8.38265056038396E-16
 16   10     1.15346193965634E-17   2.99900104310648E-16
 17   10     1.79453859289526E-22   4.84525420081719E-21
 18   10     1.03943878350020E-25   2.91042859380055E-24
 19   10     3.14480075719606E-29   9.11992219586858E-28
 20   10     3.27471906340033E-31   9.82415719020100E-30
 21   10     2.02128075279493E-36   6.26597033366429E-35
 22   10     1.25810311225848E-39   4.02592995922713E-38
